commentId,comment,classification,comment_processed,word_phrase_list,complain,ask,ask send,send,send picture,picture,similarity_score,regression_weight
146608,"But I can say, to whatever Dr he asked and got advise about me to not do surgery is a life savor.",0,dr ask get advise not surgery life savor,"['dr', 'dr ask', 'dr ask get', 'dr ask get advise', 'dr ask get advise not', 'dr ask get advise not surgery', 'dr ask get advise not surgery life', 'dr ask get advise not surgery life savor', 'ask', 'ask get', 'ask get advise', 'ask get advise not', 'ask get advise not surgery', 'ask get advise not surgery life', 'ask get advise not surgery life savor', 'get', 'get advise', 'get advise not', 'get advise not surgery', 'get advise not surgery life', 'get advise not surgery life savor', 'advise', 'advise not', 'advise not surgery', 'advise not surgery life', 'advise not surgery life savor', 'not', 'not surgery', 'not surgery life', 'not surgery life savor', 'surgery', 'surgery life', 'surgery life savor', 'life', 'life savor', 'savor']",0,1,0,0,0,0,0.1,0.0
142893,Dr Rich is the most conscientious and caring doctor a patient can ask for.,0,conscientious dare doctor patient ask,"['conscientious', 'conscientious dare', 'conscientious dare doctor', 'conscientious dare doctor patient', 'conscientious dare doctor patient ask', 'dare', 'dare doctor', 'dare doctor patient', 'dare doctor patient ask', 'doctor', 'doctor patient', 'doctor patient ask', 'patient', 'patient ask', 'ask']",0,1,0,0,0,0,0.1,0.0
190600,"After a year I complained about it again, and he then insisted I wait another 3 months",1,complain insist wait,"['complain', 'complain insist', 'complain insist wait', 'insist', 'insist wait', 'wait']",1,0,0,0,0,0,0.1,0.0
130263,"however in the event that they do, I will absolutely send them to HFI.",0,event absolutely send hello,"['event', 'event absolutely', 'event absolutely send', 'event absolutely send hello', 'absolutely', 'absolutely send', 'absolutely send hello', 'send', 'send hello', 'hello']",0,0,0,1,0,0,0.1,0.0
105817,i loved the way Megan asked me to make faces so she could best place the Botox.,0,love way begin ask face good place,"['love', 'love way', 'love way begin', 'love way begin ask', 'love way begin ask face', 'love way begin ask face good', 'love way begin ask face good place', 'way', 'way begin', 'way begin ask', 'way begin ask face', 'way begin ask face good', 'way begin ask face good place', 'begin', 'begin ask', 'begin ask face', 'begin ask face good', 'begin ask face good place', 'ask', 'ask face', 'ask face good', 'ask face good place', 'face', 'face good', 'face good place', 'good', 'good place', 'place']",0,1,0,0,0,0,0.1,0.0
135310,"Ever since I got my nose done, I no longer get asked on my ethnicity",0,get nose no long ask ethnicity,"['get', 'get nose', 'get nose no', 'get nose no long', 'get nose no long ask', 'get nose no long ask ethnicity', 'nose', 'nose no', 'nose no long', 'nose no long ask', 'nose no long ask ethnicity', 'no', 'no long', 'no long ask', 'no long ask ethnicity', 'long', 'long ask', 'long ask ethnicity', 'ask', 'ask ethnicity', 'ethnicity']",0,1,0,0,0,0,0.1,0.0
97514,"Daniela the nurse was friendly as well, she asked questions,",0,nurse friendly ask question,"['nurse', 'nurse friendly', 'nurse friendly ask', 'nurse friendly ask question', 'friendly', 'friendly ask', 'friendly ask question', 'ask', 'ask question', 'question']",0,1,0,0,0,0,0.1,0.0
89788,I had such a good experience I asked to permanently switch to this doctor,0,good experience ask permanently switch doctor,"['good', 'good experience', 'good experience ask', 'good experience ask permanently', 'good experience ask permanently switch', 'good experience ask permanently switch doctor', 'experience', 'experience ask', 'experience ask permanently', 'experience ask permanently switch', 'experience ask permanently switch doctor', 'ask', 'ask permanently', 'ask permanently switch', 'ask permanently switch doctor', 'permanently', 'permanently switch', 'permanently switch doctor', 'switch', 'switch doctor', 'doctor']",0,1,0,0,0,0,0.1,0.0
115020,They only got me back in the next day because my girlfriend called in to complain.,1,get girlfriend call complain,"['get', 'get girlfriend', 'get girlfriend call', 'get girlfriend call complain', 'girlfriend', 'girlfriend call', 'girlfriend call complain', 'call', 'call complain', 'complain']",1,0,0,0,0,0,0.1,0.0
104572,"then, the real ARNP came in and barely said much to me except the same questions they already asked me.",1,real come barely say question ask,"['real', 'real come', 'real come barely', 'real come barely say', 'real come barely say question', 'real come barely say question ask', 'come', 'come barely', 'come barely say', 'come barely say question', 'come barely say question ask', 'barely', 'barely say', 'barely say question', 'barely say question ask', 'say', 'say question', 'say question ask', 'question', 'question ask', 'ask']",0,1,0,0,0,0,0.1,0.0
149041,She probes you to ask questions and gives you answers questions you didn't even know you had.,0,professor ask question give answer question know,"['professor', 'professor ask', 'professor ask question', 'professor ask question give', 'professor ask question give answer', 'professor ask question give answer question', 'professor ask question give answer question know', 'ask', 'ask question', 'ask question give', 'ask question give answer', 'ask question give answer question', 'ask question give answer question know', 'question', 'question give', 'question give answer', 'question give answer question', 'question give answer question know', 'give', 'give answer', 'give answer question', 'give answer question know', 'answer', 'answer question', 'answer question know', 'question', 'question know', 'know']",0,1,0,0,0,0,0.1,0.0
161969,I take pictures to the side of my face to try to hide that my left eye looks partially closed,1,picture face try hide leave eye look partially close,"['picture', 'picture face', 'picture face try', 'picture face try hide', 'picture face try hide leave', 'picture face try hide leave eye', 'picture face try hide leave eye look', 'picture face try hide leave eye look partially', 'picture face try hide leave eye look partially close', 'face', 'face try', 'face try hide', 'face try hide leave', 'face try hide leave eye', 'face try hide leave eye look', 'face try hide leave eye look partially', 'face try hide leave eye look partially close', 'try', 'try hide', 'try hide leave', 'try hide leave eye', 'try hide leave eye look', 'try hide leave eye look partially', 'try hide leave eye look partially close', 'hide', 'hide leave', 'hide leave eye', 'hide leave eye look', 'hide leave eye look partially', 'hide leave eye look partially close', 'leave', 'leave eye', 'leave eye look', 'leave eye look partially', 'leave eye look partially close', 'eye', 'eye look', 'eye look partially', 'eye look partially close', 'look', 'look partially', 'look partially close', 'partially', 'partially close', 'close']",0,0,0,0,0,1,0.1,0.0
95662,Everybody is asking me what I have done differently with my face.,0,everybody ask differently face,"['everybody', 'everybody ask', 'everybody ask differently', 'everybody ask differently face', 'ask', 'ask differently', 'ask differently face', 'differently', 'differently face', 'face']",0,1,0,0,0,0,0.1,0.0
144762,After being seen it took them over three weeks to send the referrals out for mri and nerve conduction study.,1,see take send referral mister nerve condition study,"['see', 'see take', 'see take send', 'see take send referral', 'see take send referral mister', 'see take send referral mister nerve', 'see take send referral mister nerve condition', 'see take send referral mister nerve condition study', 'take', 'take send', 'take send referral', 'take send referral mister', 'take send referral mister nerve', 'take send referral mister nerve condition', 'take send referral mister nerve condition study', 'send', 'send referral', 'send referral mister', 'send referral mister nerve', 'send referral mister nerve condition', 'send referral mister nerve condition study', 'referral', 'referral mister', 'referral mister nerve', 'referral mister nerve condition', 'referral mister nerve condition study', 'mister', 'mister nerve', 'mister nerve condition', 'mister nerve condition study', 'nerve', 'nerve condition', 'nerve condition study', 'condition', 'condition study', 'study']",0,0,0,1,0,0,0.1,0.0
131215,"When i asked how much will be my surgery,doctor Alexander just came up with some random numbers,ridiculous high price!",1,ask surgerydoctor alexander come random numbersridiculous high price,"['ask', 'ask surgerydoctor', 'ask surgerydoctor alexander', 'ask surgerydoctor alexander come', 'ask surgerydoctor alexander come random', 'ask surgerydoctor alexander come random numbersridiculous', 'ask surgerydoctor alexander come random numbersridiculous high', 'ask surgerydoctor alexander come random numbersridiculous high price', 'surgerydoctor', 'surgerydoctor alexander', 'surgerydoctor alexander come', 'surgerydoctor alexander come random', 'surgerydoctor alexander come random numbersridiculous', 'surgerydoctor alexander come random numbersridiculous high', 'surgerydoctor alexander come random numbersridiculous high price', 'alexander', 'alexander come', 'alexander come random', 'alexander come random numbersridiculous', 'alexander come random numbersridiculous high', 'alexander come random numbersridiculous high price', 'come', 'come random', 'come random numbersridiculous', 'come random numbersridiculous high', 'come random numbersridiculous high price', 'random', 'random numbersridiculous', 'random numbersridiculous high', 'random numbersridiculous high price', 'numbersridiculous', 'numbersridiculous high', 'numbersridiculous high price', 'high', 'high price', 'price']",0,1,0,0,0,0,0.1,0.0
145189,You may also be asked to pay a ransom or you get your personal information posted online.,1,ask pay ransom personal information post on-line,"['ask', 'ask pay', 'ask pay ransom', 'ask pay ransom personal', 'ask pay ransom personal information', 'ask pay ransom personal information post', 'ask pay ransom personal information post on-line', 'pay', 'pay ransom', 'pay ransom personal', 'pay ransom personal information', 'pay ransom personal information post', 'pay ransom personal information post on-line', 'ransom', 'ransom personal', 'ransom personal information', 'ransom personal information post', 'ransom personal information post on-line', 'personal', 'personal information', 'personal information post', 'personal information post on-line', 'information', 'information post', 'information post on-line', 'post', 'post on-line', 'on-line']",0,1,0,0,0,0,0.1,0.0
110459,Surgical coordinator inefficient and failed to get documentation sent until I asked it be sent inter office with another doctor driving to Pompton office.,1,surgical coordinate efficient fail documentation send ask send bury office doctor drive hampton office,"['surgical', 'surgical coordinate', 'surgical coordinate efficient', 'surgical coordinate efficient fail', 'surgical coordinate efficient fail documentation', 'surgical coordinate efficient fail documentation send', 'surgical coordinate efficient fail documentation send ask', 'surgical coordinate efficient fail documentation send ask send', 'surgical coordinate efficient fail documentation send ask send bury', 'surgical coordinate efficient fail documentation send ask send bury office', 'surgical coordinate efficient fail documentation send ask send bury office doctor', 'surgical coordinate efficient fail documentation send ask send bury office doctor drive', 'surgical coordinate efficient fail documentation send ask send bury office doctor drive hampton', 'surgical coordinate efficient fail documentation send ask send bury office doctor drive hampton office', 'coordinate', 'coordinate efficient', 'coordinate efficient fail', 'coordinate efficient fail documentation', 'coordinate efficient fail documentation send', 'coordinate efficient fail documentation send ask', 'coordinate efficient fail documentation send ask send', 'coordinate efficient fail documentation send ask send bury', 'coordinate efficient fail documentation send ask send bury office', 'coordinate efficient fail documentation send ask send bury office doctor', 'coordinate efficient fail documentation send ask send bury office doctor drive', 'coordinate efficient fail documentation send ask send bury office doctor drive hampton', 'coordinate efficient fail documentation send ask send bury office doctor drive hampton office', 'efficient', 'efficient fail', 'efficient fail documentation', 'efficient fail documentation send', 'efficient fail documentation send ask', 'efficient fail documentation send ask send', 'efficient fail documentation send ask send bury', 'efficient fail documentation send ask send bury office', 'efficient fail documentation send ask send bury office doctor', 'efficient fail documentation send ask send bury office doctor drive', 'efficient fail documentation send ask send bury office doctor drive hampton', 'efficient fail documentation send ask send bury office doctor drive hampton office', 'fail', 'fail documentation', 'fail documentation send', 'fail documentation send ask', 'fail documentation send ask send', 'fail documentation send ask send bury', 'fail documentation send ask send bury office', 'fail documentation send ask send bury office doctor', 'fail documentation send ask send bury office doctor drive', 'fail documentation send ask send bury office doctor drive hampton', 'fail documentation send ask send bury office doctor drive hampton office', 'documentation', 'documentation send', 'documentation send ask', 'documentation send ask send', 'documentation send ask send bury', 'documentation send ask send bury office', 'documentation send ask send bury office doctor', 'documentation send ask send bury office doctor drive', 'documentation send ask send bury office doctor drive hampton', 'documentation send ask send bury office doctor drive hampton office', 'send', 'send ask', 'send ask send', 'send ask send bury', 'send ask send bury office', 'send ask send bury office doctor', 'send ask send bury office doctor drive', 'send ask send bury office doctor drive hampton', 'send ask send bury office doctor drive hampton office', 'ask', 'ask send', 'ask send bury', 'ask send bury office', 'ask send bury office doctor', 'ask send bury office doctor drive', 'ask send bury office doctor drive hampton', 'ask send bury office doctor drive hampton office', 'send', 'send bury', 'send bury office', 'send bury office doctor', 'send bury office doctor drive', 'send bury office doctor drive hampton', 'send bury office doctor drive hampton office', 'bury', 'bury office', 'bury office doctor', 'bury office doctor drive', 'bury office doctor drive hampton', 'bury office doctor drive hampton office', 'office', 'office doctor', 'office doctor drive', 'office doctor drive hampton', 'office doctor drive hampton office', 'doctor', 'doctor drive', 'doctor drive hampton', 'doctor drive hampton office', 'drive', 'drive hampton', 'drive hampton office', 'hampton', 'hampton office', 'office']",0,1,1,1,0,0,0.3,0.3
145459,"La amabilidad fue estupenda, bien agradecido con la atencin y el buen sentr.",0,amabilidad bien agradecido con stencil y send,"['amabilidad', 'amabilidad bien', 'amabilidad bien agradecido', 'amabilidad bien agradecido con', 'amabilidad bien agradecido con stencil', 'amabilidad bien agradecido con stencil y', 'amabilidad bien agradecido con stencil y send', 'bien', 'bien agradecido', 'bien agradecido con', 'bien agradecido con stencil', 'bien agradecido con stencil y', 'bien agradecido con stencil y send', 'agradecido', 'agradecido con', 'agradecido con stencil', 'agradecido con stencil y', 'agradecido con stencil y send', 'con', 'con stencil', 'con stencil y', 'con stencil y send', 'stencil', 'stencil y', 'stencil y send', 'y', 'y send', 'send']",0,0,0,1,0,0,0.1,0.0
62793,"He is very personable, he listens and he asks me questions.",0,personal listen ask question,"['personal', 'personal listen', 'personal listen ask', 'personal listen ask question', 'listen', 'listen ask', 'listen ask question', 'ask', 'ask question', 'question']",0,1,0,0,0,0,0.1,0.0
110577,Cristina is the best nurse a person could ask for.,0,good nurse person ask,"['good', 'good nurse', 'good nurse person', 'good nurse person ask', 'nurse', 'nurse person', 'nurse person ask', 'person', 'person ask', 'ask']",0,1,0,0,0,0,0.1,0.0
66365,He asks all of the right questions.,0,ask right question,"['ask', 'ask right', 'ask right question', 'right', 'right question', 'question']",0,1,0,0,0,0,0.1,0.0
120246,He asked questions and did listen giving me a chance to speak and ask questions.,0,ask question listen give chance speak ask question,"['ask', 'ask question', 'ask question listen', 'ask question listen give', 'ask question listen give chance', 'ask question listen give chance speak', 'ask question listen give chance speak ask', 'ask question listen give chance speak ask question', 'question', 'question listen', 'question listen give', 'question listen give chance', 'question listen give chance speak', 'question listen give chance speak ask', 'question listen give chance speak ask question', 'listen', 'listen give', 'listen give chance', 'listen give chance speak', 'listen give chance speak ask', 'listen give chance speak ask question', 'give', 'give chance', 'give chance speak', 'give chance speak ask', 'give chance speak ask question', 'chance', 'chance speak', 'chance speak ask', 'chance speak ask question', 'speak', 'speak ask', 'speak ask question', 'ask', 'ask question', 'question']",0,1,0,0,0,0,0.1,0.0
169296,I've had so many compliments from friends co-workers and family asking what Ive done different.,0,compliment friend worker family ask different,"['compliment', 'compliment friend', 'compliment friend worker', 'compliment friend worker family', 'compliment friend worker family ask', 'compliment friend worker family ask different', 'friend', 'friend worker', 'friend worker family', 'friend worker family ask', 'friend worker family ask different', 'worker', 'worker family', 'worker family ask', 'worker family ask different', 'family', 'family ask', 'family ask different', 'ask', 'ask different', 'different']",0,1,0,0,0,0,0.1,0.0
112729,It is my pleasure to send this positive review for Dr. David Caplin.,0,pleasure send positive review dr,"['pleasure', 'pleasure send', 'pleasure send positive', 'pleasure send positive review', 'pleasure send positive review dr', 'send', 'send positive', 'send positive review', 'send positive review dr', 'positive', 'positive review', 'positive review dr', 'review', 'review dr', 'dr']",0,0,0,1,0,0,0.1,0.0
110641,And people have actually asked me for my youth serum.,0,people actually ask youth serum,"['people', 'people actually', 'people actually ask', 'people actually ask youth', 'people actually ask youth serum', 'actually', 'actually ask', 'actually ask youth', 'actually ask youth serum', 'ask', 'ask youth', 'ask youth serum', 'youth', 'youth serum', 'serum']",0,1,0,0,0,0,0.1,0.0
152249,"Number 1 they didn?t even asked what he wanted to do, my husband said that",1,number ask want husband say,"['number', 'number ask', 'number ask want', 'number ask want husband', 'number ask want husband say', 'ask', 'ask want', 'ask want husband', 'ask want husband say', 'want', 'want husband', 'want husband say', 'husband', 'husband say', 'say']",0,1,0,0,0,0,0.1,0.0
167773,I appreciate that you asked me if you could use the machine to remove the plaque from my teeth.,0,appreciate ask use machine remove plague tooth,"['appreciate', 'appreciate ask', 'appreciate ask use', 'appreciate ask use machine', 'appreciate ask use machine remove', 'appreciate ask use machine remove plague', 'appreciate ask use machine remove plague tooth', 'ask', 'ask use', 'ask use machine', 'ask use machine remove', 'ask use machine remove plague', 'ask use machine remove plague tooth', 'use', 'use machine', 'use machine remove', 'use machine remove plague', 'use machine remove plague tooth', 'machine', 'machine remove', 'machine remove plague', 'machine remove plague tooth', 'remove', 'remove plague', 'remove plague tooth', 'plague', 'plague tooth', 'tooth']",0,1,0,0,0,0,0.1,0.0
123862,I meet people and people will ask about my odd facial scars.,1,meet people people ask facial scar,"['meet', 'meet people', 'meet people people', 'meet people people ask', 'meet people people ask facial', 'meet people people ask facial scar', 'people', 'people people', 'people people ask', 'people people ask facial', 'people people ask facial scar', 'people', 'people ask', 'people ask facial', 'people ask facial scar', 'ask', 'ask facial', 'ask facial scar', 'facial', 'facial scar', 'scar']",0,1,0,0,0,0,0.1,0.0
168500,I like being about to participate and ask questions as necessary.,0,like participate ask question necessary,"['like', 'like participate', 'like participate ask', 'like participate ask question', 'like participate ask question necessary', 'participate', 'participate ask', 'participate ask question', 'participate ask question necessary', 'ask', 'ask question', 'ask question necessary', 'question', 'question necessary', 'necessary']",0,1,0,0,0,0,0.1,0.0
69230,Could not have asked for more!,0,not ask,"['not', 'not ask', 'ask']",0,1,0,0,0,0,0.1,0.0
