commentId,comment,classification,comment_processed,word_phrase_list,listen,eye,eye contact,contact,similarity_score,regression_weight
104631,I had a problem with one eye and Dr. Angrist saw me right away even though I was a new patient.,0,problem eye see right away new patient,"['problem', 'problem eye', 'problem eye see', 'problem eye see right', 'problem eye see right away', 'problem eye see right away new', 'problem eye see right away new patient', 'eye', 'eye see', 'eye see right', 'eye see right away', 'eye see right away new', 'eye see right away new patient', 'see', 'see right', 'see right away', 'see right away new', 'see right away new patient', 'right', 'right away', 'right away new', 'right away new patient', 'away', 'away new', 'away new patient', 'new', 'new patient', 'patient']",0,1,0,0,0.1666666666666666,0.0
71933,"Kambiz Behzadi, M.D. Listened to us and helped.",0,behzadi md listen help,"['behzadi', 'behzadi md', 'behzadi md listen', 'behzadi md listen help', 'md', 'md listen', 'md listen help', 'listen', 'listen help', 'help']",1,0,0,0,0.1666666666666666,0.0
137243,Trust your eyes to the team as my wife and myself have and SEE for yourself.,0,trust eye team wife,"['trust', 'trust eye', 'trust eye team', 'trust eye team wife', 'eye', 'eye team', 'eye team wife', 'team', 'team wife', 'wife']",0,1,0,0,0.1666666666666666,0.0
163244,but he charges $250 per area(!!?) which comes to a thousand dollars for just forehead and around eyes.,1,charge area come forehead eye,"['charge', 'charge area', 'charge area come', 'charge area come forehead', 'charge area come forehead eye', 'area', 'area come', 'area come forehead', 'area come forehead eye', 'come', 'come forehead', 'come forehead eye', 'forehead', 'forehead eye', 'eye']",0,1,0,0,0.1666666666666666,0.0
133771,I feel so blessed to have my eye sight back.,0,feel blessed eye sight,"['feel', 'feel blessed', 'feel blessed eye', 'feel blessed eye sight', 'blessed', 'blessed eye', 'blessed eye sight', 'eye', 'eye sight', 'sight']",0,1,0,0,0.1666666666666666,0.0
68276,He listens to me and is willing to receive my input regarding treatment.,0,listen willing receive input treatment,"['listen', 'listen willing', 'listen willing receive', 'listen willing receive input', 'listen willing receive input treatment', 'willing', 'willing receive', 'willing receive input', 'willing receive input treatment', 'receive', 'receive input', 'receive input treatment', 'input', 'input treatment', 'treatment']",1,0,0,0,0.1666666666666666,0.0
127708,Doctor Hubberty listens to what I have to say and pays attention.,0,doctor puberty listen pay attention,"['doctor', 'doctor puberty', 'doctor puberty listen', 'doctor puberty listen pay', 'doctor puberty listen pay attention', 'puberty', 'puberty listen', 'puberty listen pay', 'puberty listen pay attention', 'listen', 'listen pay', 'listen pay attention', 'pay', 'pay attention', 'attention']",1,0,0,0,0.1666666666666666,0.0
121548,"Very knowledgeable staff, really listen to your needs and help you choose the procedures that match up to your needs the most.",0,knowledgeable staff listen need help choose procedure match need,"['knowledgeable', 'knowledgeable staff', 'knowledgeable staff listen', 'knowledgeable staff listen need', 'knowledgeable staff listen need help', 'knowledgeable staff listen need help choose', 'knowledgeable staff listen need help choose procedure', 'knowledgeable staff listen need help choose procedure match', 'knowledgeable staff listen need help choose procedure match need', 'staff', 'staff listen', 'staff listen need', 'staff listen need help', 'staff listen need help choose', 'staff listen need help choose procedure', 'staff listen need help choose procedure match', 'staff listen need help choose procedure match need', 'listen', 'listen need', 'listen need help', 'listen need help choose', 'listen need help choose procedure', 'listen need help choose procedure match', 'listen need help choose procedure match need', 'need', 'need help', 'need help choose', 'need help choose procedure', 'need help choose procedure match', 'need help choose procedure match need', 'help', 'help choose', 'help choose procedure', 'help choose procedure match', 'help choose procedure match need', 'choose', 'choose procedure', 'choose procedure match', 'choose procedure match need', 'procedure', 'procedure match', 'procedure match need', 'match', 'match need', 'need']",1,0,0,0,0.1666666666666666,0.0
169843,Can't wait to get the other eye done.,0,wait eye,"['wait', 'wait eye', 'eye']",0,1,0,0,0.1666666666666666,0.0
189609,"As I aged, the heaviness became more apparent, making my eyes look and feel tired.",1,aged heaviness apparent make eye look feel tire,"['aged', 'aged heaviness', 'aged heaviness apparent', 'aged heaviness apparent make', 'aged heaviness apparent make eye', 'aged heaviness apparent make eye look', 'aged heaviness apparent make eye look feel', 'aged heaviness apparent make eye look feel tire', 'heaviness', 'heaviness apparent', 'heaviness apparent make', 'heaviness apparent make eye', 'heaviness apparent make eye look', 'heaviness apparent make eye look feel', 'heaviness apparent make eye look feel tire', 'apparent', 'apparent make', 'apparent make eye', 'apparent make eye look', 'apparent make eye look feel', 'apparent make eye look feel tire', 'make', 'make eye', 'make eye look', 'make eye look feel', 'make eye look feel tire', 'eye', 'eye look', 'eye look feel', 'eye look feel tire', 'look', 'look feel', 'look feel tire', 'feel', 'feel tire', 'tire']",0,1,0,0,0.1666666666666666,0.0
117020,Excellent capacity and listening skills.,0,excellent capacity listen skill,"['excellent', 'excellent capacity', 'excellent capacity listen', 'excellent capacity listen skill', 'capacity', 'capacity listen', 'capacity listen skill', 'listen', 'listen skill', 'skill']",1,0,0,0,0.1666666666666666,0.0
111191,Dr Garrett explained my eye surgery to me and all was set up to be done.,0,explain eye surgery set,"['explain', 'explain eye', 'explain eye surgery', 'explain eye surgery set', 'eye', 'eye surgery', 'eye surgery set', 'surgery', 'surgery set', 'set']",0,1,0,0,0.1666666666666666,0.0
114231,I thought this was very inappropriate and none of his business as this did not effect my eye problem.,1,think inappropriate none business not effect eye problem,"['think', 'think inappropriate', 'think inappropriate none', 'think inappropriate none business', 'think inappropriate none business not', 'think inappropriate none business not effect', 'think inappropriate none business not effect eye', 'think inappropriate none business not effect eye problem', 'inappropriate', 'inappropriate none', 'inappropriate none business', 'inappropriate none business not', 'inappropriate none business not effect', 'inappropriate none business not effect eye', 'inappropriate none business not effect eye problem', 'none', 'none business', 'none business not', 'none business not effect', 'none business not effect eye', 'none business not effect eye problem', 'business', 'business not', 'business not effect', 'business not effect eye', 'business not effect eye problem', 'not', 'not effect', 'not effect eye', 'not effect eye problem', 'effect', 'effect eye', 'effect eye problem', 'eye', 'eye problem', 'problem']",0,1,0,0,0.1666666666666666,0.0
109196,"He takes the time to listen to his patient's concerns, explain their medical condition and discuss possible treatments.",0,take time listen patient concern explain medical condition discus possible treatment,"['take', 'take time', 'take time listen', 'take time listen patient', 'take time listen patient concern', 'take time listen patient concern explain', 'take time listen patient concern explain medical', 'take time listen patient concern explain medical condition', 'take time listen patient concern explain medical condition discus', 'take time listen patient concern explain medical condition discus possible', 'take time listen patient concern explain medical condition discus possible treatment', 'time', 'time listen', 'time listen patient', 'time listen patient concern', 'time listen patient concern explain', 'time listen patient concern explain medical', 'time listen patient concern explain medical condition', 'time listen patient concern explain medical condition discus', 'time listen patient concern explain medical condition discus possible', 'time listen patient concern explain medical condition discus possible treatment', 'listen', 'listen patient', 'listen patient concern', 'listen patient concern explain', 'listen patient concern explain medical', 'listen patient concern explain medical condition', 'listen patient concern explain medical condition discus', 'listen patient concern explain medical condition discus possible', 'listen patient concern explain medical condition discus possible treatment', 'patient', 'patient concern', 'patient concern explain', 'patient concern explain medical', 'patient concern explain medical condition', 'patient concern explain medical condition discus', 'patient concern explain medical condition discus possible', 'patient concern explain medical condition discus possible treatment', 'concern', 'concern explain', 'concern explain medical', 'concern explain medical condition', 'concern explain medical condition discus', 'concern explain medical condition discus possible', 'concern explain medical condition discus possible treatment', 'explain', 'explain medical', 'explain medical condition', 'explain medical condition discus', 'explain medical condition discus possible', 'explain medical condition discus possible treatment', 'medical', 'medical condition', 'medical condition discus', 'medical condition discus possible', 'medical condition discus possible treatment', 'condition', 'condition discus', 'condition discus possible', 'condition discus possible treatment', 'discus', 'discus possible', 'discus possible treatment', 'possible', 'possible treatment', 'treatment']",1,0,0,0,0.1666666666666666,0.0
156013,"The augmentation is very different from my left eye, and I feel regret when I look in the mirror.",1,pigmentation different leave eye feel regret look mirror,"['pigmentation', 'pigmentation different', 'pigmentation different leave', 'pigmentation different leave eye', 'pigmentation different leave eye feel', 'pigmentation different leave eye feel regret', 'pigmentation different leave eye feel regret look', 'pigmentation different leave eye feel regret look mirror', 'different', 'different leave', 'different leave eye', 'different leave eye feel', 'different leave eye feel regret', 'different leave eye feel regret look', 'different leave eye feel regret look mirror', 'leave', 'leave eye', 'leave eye feel', 'leave eye feel regret', 'leave eye feel regret look', 'leave eye feel regret look mirror', 'eye', 'eye feel', 'eye feel regret', 'eye feel regret look', 'eye feel regret look mirror', 'feel', 'feel regret', 'feel regret look', 'feel regret look mirror', 'regret', 'regret look', 'regret look mirror', 'look', 'look mirror', 'mirror']",0,1,0,0,0.1666666666666666,0.0
150776,"They don't listen, and I have never really felt like a patient or a person, mostly just an annoyance.",1,listen feel like patient person annoyance,"['listen', 'listen feel', 'listen feel like', 'listen feel like patient', 'listen feel like patient person', 'listen feel like patient person annoyance', 'feel', 'feel like', 'feel like patient', 'feel like patient person', 'feel like patient person annoyance', 'like', 'like patient', 'like patient person', 'like patient person annoyance', 'patient', 'patient person', 'patient person annoyance', 'person', 'person annoyance', 'annoyance']",1,0,0,0,0.1666666666666666,0.0
65517,She listens and concentrates on the patient,0,listen concentrate patient,"['listen', 'listen concentrate', 'listen concentrate patient', 'concentrate', 'concentrate patient', 'patient']",1,0,0,0,0.1666666666666666,0.0
128717,Each time I remember I?m using my own eyes to see all around me I experience the joy all over again.,0,time remember eye experience joy,"['time', 'time remember', 'time remember eye', 'time remember eye experience', 'time remember eye experience joy', 'remember', 'remember eye', 'remember eye experience', 'remember eye experience joy', 'eye', 'eye experience', 'eye experience joy', 'experience', 'experience joy', 'joy']",0,1,0,0,0.1666666666666666,0.0
159962,20/15 vision in both eyes.,0,vision eye,"['vision', 'vision eye', 'eye']",0,1,0,0,0.1666666666666666,0.0
147453,My eyes were not redone by new doctor- and are asymmetric.,1,eye not new doctor asymmetrical,"['eye', 'eye not', 'eye not new', 'eye not new doctor', 'eye not new doctor asymmetrical', 'not', 'not new', 'not new doctor', 'not new doctor asymmetrical', 'new', 'new doctor', 'new doctor asymmetrical', 'doctor', 'doctor asymmetrical', 'asymmetrical']",0,1,0,0,0.1666666666666666,0.0
161969,I take pictures to the side of my face to try to hide that my left eye looks partially closed,1,picture face try hide leave eye look partially close,"['picture', 'picture face', 'picture face try', 'picture face try hide', 'picture face try hide leave', 'picture face try hide leave eye', 'picture face try hide leave eye look', 'picture face try hide leave eye look partially', 'picture face try hide leave eye look partially close', 'face', 'face try', 'face try hide', 'face try hide leave', 'face try hide leave eye', 'face try hide leave eye look', 'face try hide leave eye look partially', 'face try hide leave eye look partially close', 'try', 'try hide', 'try hide leave', 'try hide leave eye', 'try hide leave eye look', 'try hide leave eye look partially', 'try hide leave eye look partially close', 'hide', 'hide leave', 'hide leave eye', 'hide leave eye look', 'hide leave eye look partially', 'hide leave eye look partially close', 'leave', 'leave eye', 'leave eye look', 'leave eye look partially', 'leave eye look partially close', 'eye', 'eye look', 'eye look partially', 'eye look partially close', 'look', 'look partially', 'look partially close', 'partially', 'partially close', 'close']",0,1,0,0,0.1666666666666666,0.0
92273,He is humble and listens to your needs,0,humble listen need,"['humble', 'humble listen', 'humble listen need', 'listen', 'listen need', 'need']",1,0,0,0,0.1666666666666666,0.0
130410,"I Spoke to their Public Relations person, Jaqueline, who listened and seemed to be very concerned.",0,speak public relation person paquelin listen concerned,"['speak', 'speak public', 'speak public relation', 'speak public relation person', 'speak public relation person paquelin', 'speak public relation person paquelin listen', 'speak public relation person paquelin listen concerned', 'public', 'public relation', 'public relation person', 'public relation person paquelin', 'public relation person paquelin listen', 'public relation person paquelin listen concerned', 'relation', 'relation person', 'relation person paquelin', 'relation person paquelin listen', 'relation person paquelin listen concerned', 'person', 'person paquelin', 'person paquelin listen', 'person paquelin listen concerned', 'paquelin', 'paquelin listen', 'paquelin listen concerned', 'listen', 'listen concerned', 'concerned']",1,0,0,0,0.1666666666666666,0.0
150142,She will not listen to her patients.,1,not listen patient,"['not', 'not listen', 'not listen patient', 'listen', 'listen patient', 'patient']",1,0,0,0,0.1666666666666666,0.0
148602,Friends already told me they would rip me off too....should?ve listemed,1,friend tell rip tooshouldve listen,"['friend', 'friend tell', 'friend tell rip', 'friend tell rip tooshouldve', 'friend tell rip tooshouldve listen', 'tell', 'tell rip', 'tell rip tooshouldve', 'tell rip tooshouldve listen', 'rip', 'rip tooshouldve', 'rip tooshouldve listen', 'tooshouldve', 'tooshouldve listen', 'listen']",1,0,0,0,0.1666666666666666,0.0
115231,"He listened to my questions, gave honest answers, made sure we were on the same page,",0,listen question give honest answer sure page,"['listen', 'listen question', 'listen question give', 'listen question give honest', 'listen question give honest answer', 'listen question give honest answer sure', 'listen question give honest answer sure page', 'question', 'question give', 'question give honest', 'question give honest answer', 'question give honest answer sure', 'question give honest answer sure page', 'give', 'give honest', 'give honest answer', 'give honest answer sure', 'give honest answer sure page', 'honest', 'honest answer', 'honest answer sure', 'honest answer sure page', 'answer', 'answer sure', 'answer sure page', 'sure', 'sure page', 'page']",1,0,0,0,0.1666666666666666,0.0
62793,"He is very personable, he listens and he asks me questions.",0,personal listen ask question,"['personal', 'personal listen', 'personal listen ask', 'personal listen ask question', 'listen', 'listen ask', 'listen ask question', 'ask', 'ask question', 'question']",1,0,0,0,0.1666666666666666,0.0
120246,He asked questions and did listen giving me a chance to speak and ask questions.,0,ask question listen give chance speak ask question,"['ask', 'ask question', 'ask question listen', 'ask question listen give', 'ask question listen give chance', 'ask question listen give chance speak', 'ask question listen give chance speak ask', 'ask question listen give chance speak ask question', 'question', 'question listen', 'question listen give', 'question listen give chance', 'question listen give chance speak', 'question listen give chance speak ask', 'question listen give chance speak ask question', 'listen', 'listen give', 'listen give chance', 'listen give chance speak', 'listen give chance speak ask', 'listen give chance speak ask question', 'give', 'give chance', 'give chance speak', 'give chance speak ask', 'give chance speak ask question', 'chance', 'chance speak', 'chance speak ask', 'chance speak ask question', 'speak', 'speak ask', 'speak ask question', 'ask', 'ask question', 'question']",1,0,0,0,0.1666666666666666,0.0
60511,He listens very well,0,listen,['listen'],1,0,0,0,0.1666666666666666,0.0
161187,Have you ever had to look into your children's eyes and say I'm so sorry we live in a shelter,1,look child eye sorry live shelter,"['look', 'look child', 'look child eye', 'look child eye sorry', 'look child eye sorry live', 'look child eye sorry live shelter', 'child', 'child eye', 'child eye sorry', 'child eye sorry live', 'child eye sorry live shelter', 'eye', 'eye sorry', 'eye sorry live', 'eye sorry live shelter', 'sorry', 'sorry live', 'sorry live shelter', 'live', 'live shelter', 'shelter']",0,1,0,0,0.1666666666666666,0.0
147427,"He has a turkey neck, suitcases under his eyes, and cheeks that look like deflated balloons.",1,turkey neck bag eye cheek look like defeated balloon,"['turkey', 'turkey neck', 'turkey neck bag', 'turkey neck bag eye', 'turkey neck bag eye cheek', 'turkey neck bag eye cheek look', 'turkey neck bag eye cheek look like', 'turkey neck bag eye cheek look like defeated', 'turkey neck bag eye cheek look like defeated balloon', 'neck', 'neck bag', 'neck bag eye', 'neck bag eye cheek', 'neck bag eye cheek look', 'neck bag eye cheek look like', 'neck bag eye cheek look like defeated', 'neck bag eye cheek look like defeated balloon', 'bag', 'bag eye', 'bag eye cheek', 'bag eye cheek look', 'bag eye cheek look like', 'bag eye cheek look like defeated', 'bag eye cheek look like defeated balloon', 'eye', 'eye cheek', 'eye cheek look', 'eye cheek look like', 'eye cheek look like defeated', 'eye cheek look like defeated balloon', 'cheek', 'cheek look', 'cheek look like', 'cheek look like defeated', 'cheek look like defeated balloon', 'look', 'look like', 'look like defeated', 'look like defeated balloon', 'like', 'like defeated', 'like defeated balloon', 'defeated', 'defeated balloon', 'balloon']",0,1,0,0,0.1666666666666666,0.0
116615,Ann Marie did my treatment and she is patient and listens to what I want to achieve.,0,treatment patient listen want achieve,"['treatment', 'treatment patient', 'treatment patient listen', 'treatment patient listen want', 'treatment patient listen want achieve', 'patient', 'patient listen', 'patient listen want', 'patient listen want achieve', 'listen', 'listen want', 'listen want achieve', 'want', 'want achieve', 'achieve']",1,0,0,0,0.1666666666666666,0.0
64899,He listened to me and treated me with respect.,0,listen treat respect,"['listen', 'listen treat', 'listen treat respect', 'treat', 'treat respect', 'respect']",1,0,0,0,0.1666666666666666,0.0
124326,Do your homework before getting scammed by this eye doctor,1,homework get slam eye doctor,"['homework', 'homework get', 'homework get slam', 'homework get slam eye', 'homework get slam eye doctor', 'get', 'get slam', 'get slam eye', 'get slam eye doctor', 'slam', 'slam eye', 'slam eye doctor', 'eye', 'eye doctor', 'doctor']",0,1,0,0,0.1666666666666666,0.0
63147,She listens to my questions,0,listen question,"['listen', 'listen question', 'question']",1,0,0,0,0.1666666666666666,0.0
158576,I have seen her for years and I don?t intend on losing contact with her ever again.,0,see intend lose contact,"['see', 'see intend', 'see intend lose', 'see intend lose contact', 'intend', 'intend lose', 'intend lose contact', 'lose', 'lose contact', 'contact']",0,0,0,1,0.1666666666666666,0.0
62570,She always sees you right away and listens intently to what you have to say,0,see right away listen intently,"['see', 'see right', 'see right away', 'see right away listen', 'see right away listen intently', 'right', 'right away', 'right away listen', 'right away listen intently', 'away', 'away listen', 'away listen intently', 'listen', 'listen intently', 'intently']",1,0,0,0,0.1666666666666666,0.0
104241,I left so upset bc I couldn't see and they denied me a contact lens exam.,1,leave upset bc deny contact lens examination,"['leave', 'leave upset', 'leave upset bc', 'leave upset bc deny', 'leave upset bc deny contact', 'leave upset bc deny contact lens', 'leave upset bc deny contact lens examination', 'upset', 'upset bc', 'upset bc deny', 'upset bc deny contact', 'upset bc deny contact lens', 'upset bc deny contact lens examination', 'bc', 'bc deny', 'bc deny contact', 'bc deny contact lens', 'bc deny contact lens examination', 'deny', 'deny contact', 'deny contact lens', 'deny contact lens examination', 'contact', 'contact lens', 'contact lens examination', 'lens', 'lens examination', 'examination']",0,0,0,1,0.1666666666666666,0.0
148179,I always had the worst bags under my eyes which were inherited and was always self conscious.,1,bad bag eye inherit self conscious,"['bad', 'bad bag', 'bad bag eye', 'bad bag eye inherit', 'bad bag eye inherit self', 'bad bag eye inherit self conscious', 'bag', 'bag eye', 'bag eye inherit', 'bag eye inherit self', 'bag eye inherit self conscious', 'eye', 'eye inherit', 'eye inherit self', 'eye inherit self conscious', 'inherit', 'inherit self', 'inherit self conscious', 'self', 'self conscious', 'conscious']",0,1,0,0,0.1666666666666666,0.0
136109,During my first visit I did wait over two hours between having my eyes measured,1,visit wait have eye measure,"['visit', 'visit wait', 'visit wait have', 'visit wait have eye', 'visit wait have eye measure', 'wait', 'wait have', 'wait have eye', 'wait have eye measure', 'have', 'have eye', 'have eye measure', 'eye', 'eye measure', 'measure']",0,1,0,0,0.1666666666666666,0.0
116376,I have never had a problem and would recommend Georgia Eye Physicians for any eye care needs.,0,problem recommend eye doctor eye care need,"['problem', 'problem recommend', 'problem recommend eye', 'problem recommend eye doctor', 'problem recommend eye doctor eye', 'problem recommend eye doctor eye care', 'problem recommend eye doctor eye care need', 'recommend', 'recommend eye', 'recommend eye doctor', 'recommend eye doctor eye', 'recommend eye doctor eye care', 'recommend eye doctor eye care need', 'eye', 'eye doctor', 'eye doctor eye', 'eye doctor eye care', 'eye doctor eye care need', 'doctor', 'doctor eye', 'doctor eye care', 'doctor eye care need', 'eye', 'eye care', 'eye care need', 'care', 'care need', 'need']",0,1,0,0,0.1666666666666666,0.0
