commentId,comment,classification,comment_processed,word_phrase_list,ignore,word,word try,try,try sell,sell,similarity_score
140582,"and she tried to reach out to me, i am satisfied with the care i received from all the staff I interacted with.",0,try reach satisfy care receive staff interest,"['try', 'try reach', 'try reach satisfy', 'try reach satisfy care', 'try reach satisfy care receive', 'try reach satisfy care receive staff', 'try reach satisfy care receive staff interest', 'reach', 'reach satisfy', 'reach satisfy care', 'reach satisfy care receive', 'reach satisfy care receive staff', 'reach satisfy care receive staff interest', 'satisfy', 'satisfy care', 'satisfy care receive', 'satisfy care receive staff', 'satisfy care receive staff interest', 'care', 'care receive', 'care receive staff', 'care receive staff interest', 'receive', 'receive staff', 'receive staff interest', 'staff', 'staff interest', 'interest']",0,0,0,1,0,0,0.1
108664,I was surprised that he didn't try to force procedures or products on me and was considerate about moving forward with my options.,0,surprise try force procedure product considerate move forward option,"['surprise', 'surprise try', 'surprise try force', 'surprise try force procedure', 'surprise try force procedure product', 'surprise try force procedure product considerate', 'surprise try force procedure product considerate move', 'surprise try force procedure product considerate move forward', 'surprise try force procedure product considerate move forward option', 'try', 'try force', 'try force procedure', 'try force procedure product', 'try force procedure product considerate', 'try force procedure product considerate move', 'try force procedure product considerate move forward', 'try force procedure product considerate move forward option', 'force', 'force procedure', 'force procedure product', 'force procedure product considerate', 'force procedure product considerate move', 'force procedure product considerate move forward', 'force procedure product considerate move forward option', 'procedure', 'procedure product', 'procedure product considerate', 'procedure product considerate move', 'procedure product considerate move forward', 'procedure product considerate move forward option', 'product', 'product considerate', 'product considerate move', 'product considerate move forward', 'product considerate move forward option', 'considerate', 'considerate move', 'considerate move forward', 'considerate move forward option', 'move', 'move forward', 'move forward option', 'forward', 'forward option', 'option']",0,0,0,1,0,0,0.1
110754,"After my surgery I never saw Dr. Rodriguez again, I tried time",1,surgery see dr rodriguez try time,"['surgery', 'surgery see', 'surgery see dr', 'surgery see dr rodriguez', 'surgery see dr rodriguez try', 'surgery see dr rodriguez try time', 'see', 'see dr', 'see dr rodriguez', 'see dr rodriguez try', 'see dr rodriguez try time', 'dr', 'dr rodriguez', 'dr rodriguez try', 'dr rodriguez try time', 'rodriguez', 'rodriguez try', 'rodriguez try time', 'try', 'try time', 'time']",0,0,0,1,0,0,0.1
174051,"In other words, when you walk in the door you have dollar signs floating over your head.",1,word walk door dollar sign float head,"['word', 'word walk', 'word walk door', 'word walk door dollar', 'word walk door dollar sign', 'word walk door dollar sign float', 'word walk door dollar sign float head', 'walk', 'walk door', 'walk door dollar', 'walk door dollar sign', 'walk door dollar sign float', 'walk door dollar sign float head', 'door', 'door dollar', 'door dollar sign', 'door dollar sign float', 'door dollar sign float head', 'dollar', 'dollar sign', 'dollar sign float', 'dollar sign float head', 'sign', 'sign float', 'sign float head', 'float', 'float head', 'head']",0,1,0,0,0,0,0.1
188178,"Oh, and good luck trying to get a patient summary post-visit.",1,ohio good fortune try patient summary postvisit,"['ohio', 'ohio good', 'ohio good fortune', 'ohio good fortune try', 'ohio good fortune try patient', 'ohio good fortune try patient summary', 'ohio good fortune try patient summary postvisit', 'good', 'good fortune', 'good fortune try', 'good fortune try patient', 'good fortune try patient summary', 'good fortune try patient summary postvisit', 'fortune', 'fortune try', 'fortune try patient', 'fortune try patient summary', 'fortune try patient summary postvisit', 'try', 'try patient', 'try patient summary', 'try patient summary postvisit', 'patient', 'patient summary', 'patient summary postvisit', 'summary', 'summary postvisit', 'postvisit']",0,0,0,1,0,0,0.1
74463,Dr Saper is willing to keep trying!!!,0,willing try,"['willing', 'willing try', 'try']",0,0,0,1,0,0,0.1
176258,Besides that they try to sell you their overpriced skin care creams which you can get cheaper anywhere else literally anywhere else.,1,try sell overprice skin care dream cheap literally,"['try', 'try sell', 'try sell overprice', 'try sell overprice skin', 'try sell overprice skin care', 'try sell overprice skin care dream', 'try sell overprice skin care dream cheap', 'try sell overprice skin care dream cheap literally', 'sell', 'sell overprice', 'sell overprice skin', 'sell overprice skin care', 'sell overprice skin care dream', 'sell overprice skin care dream cheap', 'sell overprice skin care dream cheap literally', 'overprice', 'overprice skin', 'overprice skin care', 'overprice skin care dream', 'overprice skin care dream cheap', 'overprice skin care dream cheap literally', 'skin', 'skin care', 'skin care dream', 'skin care dream cheap', 'skin care dream cheap literally', 'care', 'care dream', 'care dream cheap', 'care dream cheap literally', 'dream', 'dream cheap', 'dream cheap literally', 'cheap', 'cheap literally', 'literally']",0,0,0,1,1,1,0.3
161969,I take pictures to the side of my face to try to hide that my left eye looks partially closed,1,picture face try hide leave eye look partially close,"['picture', 'picture face', 'picture face try', 'picture face try hide', 'picture face try hide leave', 'picture face try hide leave eye', 'picture face try hide leave eye look', 'picture face try hide leave eye look partially', 'picture face try hide leave eye look partially close', 'face', 'face try', 'face try hide', 'face try hide leave', 'face try hide leave eye', 'face try hide leave eye look', 'face try hide leave eye look partially', 'face try hide leave eye look partially close', 'try', 'try hide', 'try hide leave', 'try hide leave eye', 'try hide leave eye look', 'try hide leave eye look partially', 'try hide leave eye look partially close', 'hide', 'hide leave', 'hide leave eye', 'hide leave eye look', 'hide leave eye look partially', 'hide leave eye look partially close', 'leave', 'leave eye', 'leave eye look', 'leave eye look partially', 'leave eye look partially close', 'eye', 'eye look', 'eye look partially', 'eye look partially close', 'look', 'look partially', 'look partially close', 'partially', 'partially close', 'close']",0,0,0,1,0,0,0.1
188054,The only issues I've had were he recommended I try the microneedling procedure.,1,issue recommend try microneedling procedure,"['issue', 'issue recommend', 'issue recommend try', 'issue recommend try microneedling', 'issue recommend try microneedling procedure', 'recommend', 'recommend try', 'recommend try microneedling', 'recommend try microneedling procedure', 'try', 'try microneedling', 'try microneedling procedure', 'microneedling', 'microneedling procedure', 'procedure']",0,0,0,1,0,0,0.1
148377,Miraculous is the only word to describe the difference since my surgery.,0,miraculous word describe difference surgery,"['miraculous', 'miraculous word', 'miraculous word describe', 'miraculous word describe difference', 'miraculous word describe difference surgery', 'word', 'word describe', 'word describe difference', 'word describe difference surgery', 'describe', 'describe difference', 'describe difference surgery', 'difference', 'difference surgery', 'surgery']",0,1,0,0,0,0,0.1
114232,Even after the practice got sold to a new doctor everything remained as is or better.,0,practice get sell new doctor remain good,"['practice', 'practice get', 'practice get sell', 'practice get sell new', 'practice get sell new doctor', 'practice get sell new doctor remain', 'practice get sell new doctor remain good', 'get', 'get sell', 'get sell new', 'get sell new doctor', 'get sell new doctor remain', 'get sell new doctor remain good', 'sell', 'sell new', 'sell new doctor', 'sell new doctor remain', 'sell new doctor remain good', 'new', 'new doctor', 'new doctor remain', 'new doctor remain good', 'doctor', 'doctor remain', 'doctor remain good', 'remain', 'remain good', 'good']",0,0,0,0,0,1,0.1
91963,"but instead of fixing the problem he suggested, a quick fix was tried.",1,instead fix problem suggest quick fix try,"['instead', 'instead fix', 'instead fix problem', 'instead fix problem suggest', 'instead fix problem suggest quick', 'instead fix problem suggest quick fix', 'instead fix problem suggest quick fix try', 'fix', 'fix problem', 'fix problem suggest', 'fix problem suggest quick', 'fix problem suggest quick fix', 'fix problem suggest quick fix try', 'problem', 'problem suggest', 'problem suggest quick', 'problem suggest quick fix', 'problem suggest quick fix try', 'suggest', 'suggest quick', 'suggest quick fix', 'suggest quick fix try', 'quick', 'quick fix', 'quick fix try', 'fix', 'fix try', 'try']",0,0,0,1,0,0,0.1
97583,but he tries to teach you as well.,0,try teach,"['try', 'try teach', 'teach']",0,0,0,1,0,0,0.1
91840,The best part of going to this doctor she never tried to give me more than I needed.,0,good go doctor try need,"['good', 'good go', 'good go doctor', 'good go doctor try', 'good go doctor try need', 'go', 'go doctor', 'go doctor try', 'go doctor try need', 'doctor', 'doctor try', 'doctor try need', 'try', 'try need', 'need']",0,0,0,1,0,0,0.1
184117,"I told him the implants were replaced with new ones (3 years ago) they ""had just started using and wanted to try them"".",1,tell plant replace new one start want try,"['tell', 'tell plant', 'tell plant replace', 'tell plant replace new', 'tell plant replace new one', 'tell plant replace new one start', 'tell plant replace new one start want', 'tell plant replace new one start want try', 'plant', 'plant replace', 'plant replace new', 'plant replace new one', 'plant replace new one start', 'plant replace new one start want', 'plant replace new one start want try', 'replace', 'replace new', 'replace new one', 'replace new one start', 'replace new one start want', 'replace new one start want try', 'new', 'new one', 'new one start', 'new one start want', 'new one start want try', 'one', 'one start', 'one start want', 'one start want try', 'start', 'start want', 'start want try', 'want', 'want try', 'try']",0,0,0,1,0,0,0.1
183830,"and focusing more on trying to convince me the things I want would look bad or be impossible,",1,rouse try convert thing want look bad impossible,"['rouse', 'rouse try', 'rouse try convert', 'rouse try convert thing', 'rouse try convert thing want', 'rouse try convert thing want look', 'rouse try convert thing want look bad', 'rouse try convert thing want look bad impossible', 'try', 'try convert', 'try convert thing', 'try convert thing want', 'try convert thing want look', 'try convert thing want look bad', 'try convert thing want look bad impossible', 'convert', 'convert thing', 'convert thing want', 'convert thing want look', 'convert thing want look bad', 'convert thing want look bad impossible', 'thing', 'thing want', 'thing want look', 'thing want look bad', 'thing want look bad impossible', 'want', 'want look', 'want look bad', 'want look bad impossible', 'look', 'look bad', 'look bad impossible', 'bad', 'bad impossible', 'impossible']",0,0,0,1,0,0,0.1
94559,this 'doctor' tried to bully me into a procedure that I clearly was not comfortable with.,1,doctor try bully procedure clearly not comfortable,"['doctor', 'doctor try', 'doctor try bully', 'doctor try bully procedure', 'doctor try bully procedure clearly', 'doctor try bully procedure clearly not', 'doctor try bully procedure clearly not comfortable', 'try', 'try bully', 'try bully procedure', 'try bully procedure clearly', 'try bully procedure clearly not', 'try bully procedure clearly not comfortable', 'bully', 'bully procedure', 'bully procedure clearly', 'bully procedure clearly not', 'bully procedure clearly not comfortable', 'procedure', 'procedure clearly', 'procedure clearly not', 'procedure clearly not comfortable', 'clearly', 'clearly not', 'clearly not comfortable', 'not', 'not comfortable', 'comfortable']",0,0,0,1,0,0,0.1
109410,I have had a good experience doctor and staff have been very good to me again trying to fix all my pain issues.,0,good experience doctor staff good try fix pain issue,"['good', 'good experience', 'good experience doctor', 'good experience doctor staff', 'good experience doctor staff good', 'good experience doctor staff good try', 'good experience doctor staff good try fix', 'good experience doctor staff good try fix pain', 'good experience doctor staff good try fix pain issue', 'experience', 'experience doctor', 'experience doctor staff', 'experience doctor staff good', 'experience doctor staff good try', 'experience doctor staff good try fix', 'experience doctor staff good try fix pain', 'experience doctor staff good try fix pain issue', 'doctor', 'doctor staff', 'doctor staff good', 'doctor staff good try', 'doctor staff good try fix', 'doctor staff good try fix pain', 'doctor staff good try fix pain issue', 'staff', 'staff good', 'staff good try', 'staff good try fix', 'staff good try fix pain', 'staff good try fix pain issue', 'good', 'good try', 'good try fix', 'good try fix pain', 'good try fix pain issue', 'try', 'try fix', 'try fix pain', 'try fix pain issue', 'fix', 'fix pain', 'fix pain issue', 'pain', 'pain issue', 'issue']",0,0,0,1,0,0,0.1
133038,They use high-end technology to sell you services that you really don't need.,1,use high technology sell service need,"['use', 'use high', 'use high technology', 'use high technology sell', 'use high technology sell service', 'use high technology sell service need', 'high', 'high technology', 'high technology sell', 'high technology sell service', 'high technology sell service need', 'technology', 'technology sell', 'technology sell service', 'technology sell service need', 'sell', 'sell service', 'sell service need', 'service', 'service need', 'need']",0,0,0,0,0,1,0.1
153615,After 6 months of carefully assessing her online social media I was sold.,0,carefully possess on-line social medium sell,"['carefully', 'carefully possess', 'carefully possess on-line', 'carefully possess on-line social', 'carefully possess on-line social medium', 'carefully possess on-line social medium sell', 'possess', 'possess on-line', 'possess on-line social', 'possess on-line social medium', 'possess on-line social medium sell', 'on-line', 'on-line social', 'on-line social medium', 'on-line social medium sell', 'social', 'social medium', 'social medium sell', 'medium', 'medium sell', 'sell']",0,0,0,0,0,1,0.1
171532,I tried the red light therapy and that didn't work.,1,try red light therapy work,"['try', 'try red', 'try red light', 'try red light therapy', 'try red light therapy work', 'red', 'red light', 'red light therapy', 'red light therapy work', 'light', 'light therapy', 'light therapy work', 'therapy', 'therapy work', 'work']",0,0,0,1,0,0,0.1
108462,I recommend stopping by Allure but be careful because you will want to try everything!,0,recommend stop allude careful want try,"['recommend', 'recommend stop', 'recommend stop allude', 'recommend stop allude careful', 'recommend stop allude careful want', 'recommend stop allude careful want try', 'stop', 'stop allude', 'stop allude careful', 'stop allude careful want', 'stop allude careful want try', 'allude', 'allude careful', 'allude careful want', 'allude careful want try', 'careful', 'careful want', 'careful want try', 'want', 'want try', 'try']",0,0,0,1,0,0,0.1
109991,My impression was that this business sold way too many groupons and was regretting it!,1,impression business sell way group regret,"['impression', 'impression business', 'impression business sell', 'impression business sell way', 'impression business sell way group', 'impression business sell way group regret', 'business', 'business sell', 'business sell way', 'business sell way group', 'business sell way group regret', 'sell', 'sell way', 'sell way group', 'sell way group regret', 'way', 'way group', 'way group regret', 'group', 'group regret', 'regret']",0,0,0,0,0,1,0.1
89644,and relatibility are beyond words.,0,dependability word,"['dependability', 'dependability word', 'word']",0,1,0,0,0,0,0.1
82598,"I was encouraged to try the Ultera procedure once at a reduced rate of $1,000 instead of an initial $3,000.",0,encourage try extremist procedure reduce rate instead initial,"['encourage', 'encourage try', 'encourage try extremist', 'encourage try extremist procedure', 'encourage try extremist procedure reduce', 'encourage try extremist procedure reduce rate', 'encourage try extremist procedure reduce rate instead', 'encourage try extremist procedure reduce rate instead initial', 'try', 'try extremist', 'try extremist procedure', 'try extremist procedure reduce', 'try extremist procedure reduce rate', 'try extremist procedure reduce rate instead', 'try extremist procedure reduce rate instead initial', 'extremist', 'extremist procedure', 'extremist procedure reduce', 'extremist procedure reduce rate', 'extremist procedure reduce rate instead', 'extremist procedure reduce rate instead initial', 'procedure', 'procedure reduce', 'procedure reduce rate', 'procedure reduce rate instead', 'procedure reduce rate instead initial', 'reduce', 'reduce rate', 'reduce rate instead', 'reduce rate instead initial', 'rate', 'rate instead', 'rate instead initial', 'instead', 'instead initial', 'initial']",0,0,0,1,0,0,0.1
178775,After 2 losses and a year an a half of trying we are finally pregnant with our double rainbow baby!,0,loss try finally pregnant double rainbow baby,"['loss', 'loss try', 'loss try finally', 'loss try finally pregnant', 'loss try finally pregnant double', 'loss try finally pregnant double rainbow', 'loss try finally pregnant double rainbow baby', 'try', 'try finally', 'try finally pregnant', 'try finally pregnant double', 'try finally pregnant double rainbow', 'try finally pregnant double rainbow baby', 'finally', 'finally pregnant', 'finally pregnant double', 'finally pregnant double rainbow', 'finally pregnant double rainbow baby', 'pregnant', 'pregnant double', 'pregnant double rainbow', 'pregnant double rainbow baby', 'double', 'double rainbow', 'double rainbow baby', 'rainbow', 'rainbow baby', 'baby']",0,0,0,1,0,0,0.1
100591,Donna will try her best to accommodate you.,0,try good accommodate,"['try', 'try good', 'try good accommodate', 'good', 'good accommodate', 'accommodate']",0,0,0,1,0,0,0.1
108202,Definitely works for companies and not the person who is just trying to get better.,1,decidedly work company not person try good,"['decidedly', 'decidedly work', 'decidedly work company', 'decidedly work company not', 'decidedly work company not person', 'decidedly work company not person try', 'decidedly work company not person try good', 'work', 'work company', 'work company not', 'work company not person', 'work company not person try', 'work company not person try good', 'company', 'company not', 'company not person', 'company not person try', 'company not person try good', 'not', 'not person', 'not person try', 'not person try good', 'person', 'person try', 'person try good', 'try', 'try good', 'good']",0,0,0,1,0,0,0.1
145087,"I protested saying, "" I'm trying to talk with you,"" but he continued to exit through the door on to the next ""victim.""",1,protest say try talk continue exit door victim,"['protest', 'protest say', 'protest say try', 'protest say try talk', 'protest say try talk continue', 'protest say try talk continue exit', 'protest say try talk continue exit door', 'protest say try talk continue exit door victim', 'say', 'say try', 'say try talk', 'say try talk continue', 'say try talk continue exit', 'say try talk continue exit door', 'say try talk continue exit door victim', 'try', 'try talk', 'try talk continue', 'try talk continue exit', 'try talk continue exit door', 'try talk continue exit door victim', 'talk', 'talk continue', 'talk continue exit', 'talk continue exit door', 'talk continue exit door victim', 'continue', 'continue exit', 'continue exit door', 'continue exit door victim', 'exit', 'exit door', 'exit door victim', 'door', 'door victim', 'victim']",0,0,0,1,0,0,0.1
161001,Give her a try,0,try,['try'],0,0,0,1,0,0,0.1
189399,While I was on phone with my insurance they tried 3 times calling the billing office.,1,phone insurance try time call fill office,"['phone', 'phone insurance', 'phone insurance try', 'phone insurance try time', 'phone insurance try time call', 'phone insurance try time call fill', 'phone insurance try time call fill office', 'insurance', 'insurance try', 'insurance try time', 'insurance try time call', 'insurance try time call fill', 'insurance try time call fill office', 'try', 'try time', 'try time call', 'try time call fill', 'try time call fill office', 'time', 'time call', 'time call fill', 'time call fill office', 'call', 'call fill', 'call fill office', 'fill', 'fill office', 'office']",0,0,0,1,0,0,0.1
170470,Very disappointing that this office wouldn't even try to accommodate my schedule.,1,disappoint office try accommodate schedule,"['disappoint', 'disappoint office', 'disappoint office try', 'disappoint office try accommodate', 'disappoint office try accommodate schedule', 'office', 'office try', 'office try accommodate', 'office try accommodate schedule', 'try', 'try accommodate', 'try accommodate schedule', 'accommodate', 'accommodate schedule', 'schedule']",0,0,0,1,0,0,0.1
133072,"That said, ""get him on the lot"" car sales tactics to sell people on coming here void the politeness",1,say lot car sale tactic sell people come void politeness,"['say', 'say lot', 'say lot car', 'say lot car sale', 'say lot car sale tactic', 'say lot car sale tactic sell', 'say lot car sale tactic sell people', 'say lot car sale tactic sell people come', 'say lot car sale tactic sell people come void', 'say lot car sale tactic sell people come void politeness', 'lot', 'lot car', 'lot car sale', 'lot car sale tactic', 'lot car sale tactic sell', 'lot car sale tactic sell people', 'lot car sale tactic sell people come', 'lot car sale tactic sell people come void', 'lot car sale tactic sell people come void politeness', 'car', 'car sale', 'car sale tactic', 'car sale tactic sell', 'car sale tactic sell people', 'car sale tactic sell people come', 'car sale tactic sell people come void', 'car sale tactic sell people come void politeness', 'sale', 'sale tactic', 'sale tactic sell', 'sale tactic sell people', 'sale tactic sell people come', 'sale tactic sell people come void', 'sale tactic sell people come void politeness', 'tactic', 'tactic sell', 'tactic sell people', 'tactic sell people come', 'tactic sell people come void', 'tactic sell people come void politeness', 'sell', 'sell people', 'sell people come', 'sell people come void', 'sell people come void politeness', 'people', 'people come', 'people come void', 'people come void politeness', 'come', 'come void', 'come void politeness', 'void', 'void politeness', 'politeness']",0,0,0,0,0,1,0.1
62839,She's always caring and tries to solve all my problems,0,dare try solve problem,"['dare', 'dare try', 'dare try solve', 'dare try solve problem', 'try', 'try solve', 'try solve problem', 'solve', 'solve problem', 'problem']",0,0,0,1,0,0,0.1
110081,i called the office many times trying to tell them i was having a lot of pain all i get is sent to voicemail.,1,call office time try tell have lot pain send voice mail,"['call', 'call office', 'call office time', 'call office time try', 'call office time try tell', 'call office time try tell have', 'call office time try tell have lot', 'call office time try tell have lot pain', 'call office time try tell have lot pain send', 'call office time try tell have lot pain send voice', 'call office time try tell have lot pain send voice mail', 'office', 'office time', 'office time try', 'office time try tell', 'office time try tell have', 'office time try tell have lot', 'office time try tell have lot pain', 'office time try tell have lot pain send', 'office time try tell have lot pain send voice', 'office time try tell have lot pain send voice mail', 'time', 'time try', 'time try tell', 'time try tell have', 'time try tell have lot', 'time try tell have lot pain', 'time try tell have lot pain send', 'time try tell have lot pain send voice', 'time try tell have lot pain send voice mail', 'try', 'try tell', 'try tell have', 'try tell have lot', 'try tell have lot pain', 'try tell have lot pain send', 'try tell have lot pain send voice', 'try tell have lot pain send voice mail', 'tell', 'tell have', 'tell have lot', 'tell have lot pain', 'tell have lot pain send', 'tell have lot pain send voice', 'tell have lot pain send voice mail', 'have', 'have lot', 'have lot pain', 'have lot pain send', 'have lot pain send voice', 'have lot pain send voice mail', 'lot', 'lot pain', 'lot pain send', 'lot pain send voice', 'lot pain send voice mail', 'pain', 'pain send', 'pain send voice', 'pain send voice mail', 'send', 'send voice', 'send voice mail', 'voice', 'voice mail', 'mail']",0,0,0,1,0,0,0.1
161217,and then the 'better' way that they will sell to you for $3k.,1,good way sell k,"['good', 'good way', 'good way sell', 'good way sell k', 'way', 'way sell', 'way sell k', 'sell', 'sell k', 'k']",0,0,0,0,0,1,0.1
112463,$380 the amount they tried to charge me for a single intake appointment.,1,try charge single intake appointment,"['try', 'try charge', 'try charge single', 'try charge single intake', 'try charge single intake appointment', 'charge', 'charge single', 'charge single intake', 'charge single intake appointment', 'single', 'single intake', 'single intake appointment', 'intake', 'intake appointment', 'appointment']",0,0,0,1,0,0,0.1
