commentId,comment,classification,comment_processed,word_phrase_list,harm,harm know,know,similarity_score,regression_weight
160465,"AND TOLD ME SO MUCH I DIDN'T KNOW ABOUT MY INSURANCE , JUST DO FRIENDLY!!",0,tell know insurance friendly,"['tell', 'tell know', 'tell know insurance', 'tell know insurance friendly', 'know', 'know insurance', 'know insurance friendly', 'insurance', 'insurance friendly', 'friendly']",0,0,1,0.1538461538461538,0.0
103233,"Dr. Yung knows is very helpful and kind, I always feel secure when discussing different birth control methods with her.",0,know helpful kind feel secure discuss different birth control method,"['know', 'know helpful', 'know helpful kind', 'know helpful kind feel', 'know helpful kind feel secure', 'know helpful kind feel secure discuss', 'know helpful kind feel secure discuss different', 'know helpful kind feel secure discuss different birth', 'know helpful kind feel secure discuss different birth control', 'know helpful kind feel secure discuss different birth control method', 'helpful', 'helpful kind', 'helpful kind feel', 'helpful kind feel secure', 'helpful kind feel secure discuss', 'helpful kind feel secure discuss different', 'helpful kind feel secure discuss different birth', 'helpful kind feel secure discuss different birth control', 'helpful kind feel secure discuss different birth control method', 'kind', 'kind feel', 'kind feel secure', 'kind feel secure discuss', 'kind feel secure discuss different', 'kind feel secure discuss different birth', 'kind feel secure discuss different birth control', 'kind feel secure discuss different birth control method', 'feel', 'feel secure', 'feel secure discuss', 'feel secure discuss different', 'feel secure discuss different birth', 'feel secure discuss different birth control', 'feel secure discuss different birth control method', 'secure', 'secure discuss', 'secure discuss different', 'secure discuss different birth', 'secure discuss different birth control', 'secure discuss different birth control method', 'discuss', 'discuss different', 'discuss different birth', 'discuss different birth control', 'discuss different birth control method', 'different', 'different birth', 'different birth control', 'different birth control method', 'birth', 'birth control', 'birth control method', 'control', 'control method', 'method']",0,0,1,0.0344827586206896,0.0
175554,She let me know each time prior to injection and continued to check in with me.,0,let know time prior injection continue check,"['let', 'let know', 'let know time', 'let know time prior', 'let know time prior injection', 'let know time prior injection continue', 'let know time prior injection continue check', 'know', 'know time', 'know time prior', 'know time prior injection', 'know time prior injection continue', 'know time prior injection continue check', 'time', 'time prior', 'time prior injection', 'time prior injection continue', 'time prior injection continue check', 'prior', 'prior injection', 'prior injection continue', 'prior injection continue check', 'injection', 'injection continue', 'injection continue check', 'continue', 'continue check', 'check']",0,0,1,0.064516129032258,0.0
111049,She should've referred me to a doctor who knew how to do this procedure.,1,refer doctor know procedure,"['refer', 'refer doctor', 'refer doctor know', 'refer doctor know procedure', 'doctor', 'doctor know', 'doctor know procedure', 'know', 'know procedure', 'procedure']",0,0,1,0.1538461538461538,0.0
60449,She always knows everything that is going on with me.,0,know go,"['know', 'know go', 'go']",0,0,1,0.3333333333333333,0.0
167056,"Now I know everyone has a hiccup here and there but for me no hiccups, it's been smooth sailing all the way.",0,know hiccup no hiccup smooth sailing way,"['know', 'know hiccup', 'know hiccup no', 'know hiccup no hiccup', 'know hiccup no hiccup smooth', 'know hiccup no hiccup smooth sailing', 'know hiccup no hiccup smooth sailing way', 'hiccup', 'hiccup no', 'hiccup no hiccup', 'hiccup no hiccup smooth', 'hiccup no hiccup smooth sailing', 'hiccup no hiccup smooth sailing way', 'no', 'no hiccup', 'no hiccup smooth', 'no hiccup smooth sailing', 'no hiccup smooth sailing way', 'hiccup', 'hiccup smooth', 'hiccup smooth sailing', 'hiccup smooth sailing way', 'smooth', 'smooth sailing', 'smooth sailing way', 'sailing', 'sailing way', 'way']",0,0,1,0.064516129032258,0.0
111380,I know that there is still some swelling and things should just get better.,0,know swell thing good,"['know', 'know swell', 'know swell thing', 'know swell thing good', 'swell', 'swell thing', 'swell thing good', 'thing', 'thing good', 'good']",0,0,1,0.1538461538461538,0.0
175642,"I don't know how I went this long without her, these treatments, and this skincare routine!",0,know go long treatment sincere routine,"['know', 'know go', 'know go long', 'know go long treatment', 'know go long treatment sincere', 'know go long treatment sincere routine', 'go', 'go long', 'go long treatment', 'go long treatment sincere', 'go long treatment sincere routine', 'long', 'long treatment', 'long treatment sincere', 'long treatment sincere routine', 'treatment', 'treatment sincere', 'treatment sincere routine', 'sincere', 'sincere routine', 'routine']",0,0,1,0.0833333333333333,0.0
90276,"From the first time I went to see Dr. Gartner, I knew I was in the right place.",0,time go know right place,"['time', 'time go', 'time go know', 'time go know right', 'time go know right place', 'go', 'go know', 'go know right', 'go know right place', 'know', 'know right', 'know right place', 'right', 'right place', 'place']",0,0,1,0.1111111111111111,0.0
76400,"Besides, he's a really smart man and he seems to know exactly what he's doing.",0,smart man know precisely,"['smart', 'smart man', 'smart man know', 'smart man know precisely', 'man', 'man know', 'man know precisely', 'know', 'know precisely', 'precisely']",0,0,1,0.1538461538461538,0.0
142537,"Michelle does such a terrific job that I know when I leave, within a couple days I will be looking",0,terrific job know leave look,"['terrific', 'terrific job', 'terrific job know', 'terrific job know leave', 'terrific job know leave look', 'job', 'job know', 'job know leave', 'job know leave look', 'know', 'know leave', 'know leave look', 'leave', 'leave look', 'look']",0,0,1,0.1111111111111111,0.0
135701,I don't know how he works his magic but he is an amazingly skilled surgeon.,0,know work magic amazingly skilled surgeon,"['know', 'know work', 'know work magic', 'know work magic amazingly', 'know work magic amazingly skilled', 'know work magic amazingly skilled surgeon', 'work', 'work magic', 'work magic amazingly', 'work magic amazingly skilled', 'work magic amazingly skilled surgeon', 'magic', 'magic amazingly', 'magic amazingly skilled', 'magic amazingly skilled surgeon', 'amazingly', 'amazingly skilled', 'amazingly skilled surgeon', 'skilled', 'skilled surgeon', 'surgeon']",0,0,1,0.0833333333333333,0.0
123861,He promised that no one would know that I had surgery and yet everyone knows I had it done.,1,promise no know surgery know,"['promise', 'promise no', 'promise no know', 'promise no know surgery', 'promise no know surgery know', 'no', 'no know', 'no know surgery', 'no know surgery know', 'know', 'know surgery', 'know surgery know', 'surgery', 'surgery know', 'know']",0,0,1,0.1111111111111111,0.0
127659,I was confident knowing doctors would do surgery successfully.,0,confident know doctor surgery successfully,"['confident', 'confident know', 'confident know doctor', 'confident know doctor surgery', 'confident know doctor surgery successfully', 'know', 'know doctor', 'know doctor surgery', 'know doctor surgery successfully', 'doctor', 'doctor surgery', 'doctor surgery successfully', 'surgery', 'surgery successfully', 'successfully']",0,0,1,0.1111111111111111,0.0
112261,I went in with a sore toe and he treated me for athlete's foot which I knew was not the problem.,1,go sore toe treat athlete foot know not problem,"['go', 'go sore', 'go sore toe', 'go sore toe treat', 'go sore toe treat athlete', 'go sore toe treat athlete foot', 'go sore toe treat athlete foot know', 'go sore toe treat athlete foot know not', 'go sore toe treat athlete foot know not problem', 'sore', 'sore toe', 'sore toe treat', 'sore toe treat athlete', 'sore toe treat athlete foot', 'sore toe treat athlete foot know', 'sore toe treat athlete foot know not', 'sore toe treat athlete foot know not problem', 'toe', 'toe treat', 'toe treat athlete', 'toe treat athlete foot', 'toe treat athlete foot know', 'toe treat athlete foot know not', 'toe treat athlete foot know not problem', 'treat', 'treat athlete', 'treat athlete foot', 'treat athlete foot know', 'treat athlete foot know not', 'treat athlete foot know not problem', 'athlete', 'athlete foot', 'athlete foot know', 'athlete foot know not', 'athlete foot know not problem', 'foot', 'foot know', 'foot know not', 'foot know not problem', 'know', 'know not', 'know not problem', 'not', 'not problem', 'problem']",0,0,1,0.0416666666666666,0.0
104331,"I know that the skills that I brought to the table in my current position were strengthened by my classes, specifically: research, writing",0,know skill bring table current position strengthen class specifically research write,"['know', 'know skill', 'know skill bring', 'know skill bring table', 'know skill bring table current', 'know skill bring table current position', 'know skill bring table current position strengthen', 'know skill bring table current position strengthen class', 'know skill bring table current position strengthen class specifically', 'know skill bring table current position strengthen class specifically research', 'know skill bring table current position strengthen class specifically research write', 'skill', 'skill bring', 'skill bring table', 'skill bring table current', 'skill bring table current position', 'skill bring table current position strengthen', 'skill bring table current position strengthen class', 'skill bring table current position strengthen class specifically', 'skill bring table current position strengthen class specifically research', 'skill bring table current position strengthen class specifically research write', 'bring', 'bring table', 'bring table current', 'bring table current position', 'bring table current position strengthen', 'bring table current position strengthen class', 'bring table current position strengthen class specifically', 'bring table current position strengthen class specifically research', 'bring table current position strengthen class specifically research write', 'table', 'table current', 'table current position', 'table current position strengthen', 'table current position strengthen class', 'table current position strengthen class specifically', 'table current position strengthen class specifically research', 'table current position strengthen class specifically research write', 'current', 'current position', 'current position strengthen', 'current position strengthen class', 'current position strengthen class specifically', 'current position strengthen class specifically research', 'current position strengthen class specifically research write', 'position', 'position strengthen', 'position strengthen class', 'position strengthen class specifically', 'position strengthen class specifically research', 'position strengthen class specifically research write', 'strengthen', 'strengthen class', 'strengthen class specifically', 'strengthen class specifically research', 'strengthen class specifically research write', 'class', 'class specifically', 'class specifically research', 'class specifically research write', 'specifically', 'specifically research', 'specifically research write', 'research', 'research write', 'write']",0,0,1,0.0289855072463768,0.0
123407,"If you choose Dr. White, you can know that you are in excellent hands.",0,choose dr white know excellent hand,"['choose', 'choose dr', 'choose dr white', 'choose dr white know', 'choose dr white know excellent', 'choose dr white know excellent hand', 'dr', 'dr white', 'dr white know', 'dr white know excellent', 'dr white know excellent hand', 'white', 'white know', 'white know excellent', 'white know excellent hand', 'know', 'know excellent', 'know excellent hand', 'excellent', 'excellent hand', 'hand']",0,0,1,0.0833333333333333,0.0
92562,"I've got another issue that needs attention, I'd know no other doctor I have do it.",0,get issue need attention know no doctor,"['get', 'get issue', 'get issue need', 'get issue need attention', 'get issue need attention know', 'get issue need attention know no', 'get issue need attention know no doctor', 'issue', 'issue need', 'issue need attention', 'issue need attention know', 'issue need attention know no', 'issue need attention know no doctor', 'need', 'need attention', 'need attention know', 'need attention know no', 'need attention know no doctor', 'attention', 'attention know', 'attention know no', 'attention know no doctor', 'know', 'know no', 'know no doctor', 'no', 'no doctor', 'doctor']",0,0,1,0.064516129032258,0.0
143227,"Dr. Homan, being a weightlifter himself, knew exactly what my injury was and how to treat it.",0,weightlifter know precisely injury treat,"['weightlifter', 'weightlifter know', 'weightlifter know precisely', 'weightlifter know precisely injury', 'weightlifter know precisely injury treat', 'know', 'know precisely', 'know precisely injury', 'know precisely injury treat', 'precisely', 'precisely injury', 'precisely injury treat', 'injury', 'injury treat', 'treat']",0,0,1,0.1111111111111111,0.0
93700,Just know that this practice is fully aware that they don't need your business,1,know practice fully aware need business,"['know', 'know practice', 'know practice fully', 'know practice fully aware', 'know practice fully aware need', 'know practice fully aware need business', 'practice', 'practice fully', 'practice fully aware', 'practice fully aware need', 'practice fully aware need business', 'fully', 'fully aware', 'fully aware need', 'fully aware need business', 'aware', 'aware need', 'aware need business', 'need', 'need business', 'business']",0,0,1,0.0833333333333333,0.0
149041,She probes you to ask questions and gives you answers questions you didn't even know you had.,0,professor ask question give answer question know,"['professor', 'professor ask', 'professor ask question', 'professor ask question give', 'professor ask question give answer', 'professor ask question give answer question', 'professor ask question give answer question know', 'ask', 'ask question', 'ask question give', 'ask question give answer', 'ask question give answer question', 'ask question give answer question know', 'question', 'question give', 'question give answer', 'question give answer question', 'question give answer question know', 'give', 'give answer', 'give answer question', 'give answer question know', 'answer', 'answer question', 'answer question know', 'question', 'question know', 'know']",0,0,1,0.064516129032258,0.0
154536,She tells me I don?t know your file and we will do better.,1,tell know file good,"['tell', 'tell know', 'tell know file', 'tell know file good', 'know', 'know file', 'know file good', 'file', 'file good', 'good']",0,0,1,0.1538461538461538,0.0
101638,It was clear he knew what he was doing and his work proved it.,0,clear know work prove,"['clear', 'clear know', 'clear know work', 'clear know work prove', 'know', 'know work', 'know work prove', 'work', 'work prove', 'prove']",0,0,1,0.1538461538461538,0.0
127097,I'm at 5 weeks recovery now and I get compliments from people that didn't know I had this done.,0,recovery compliment people know,"['recovery', 'recovery compliment', 'recovery compliment people', 'recovery compliment people know', 'compliment', 'compliment people', 'compliment people know', 'people', 'people know', 'know']",0,0,1,0.1538461538461538,0.0
169703,Glad to know I am not crazy!,0,glad know not crazy,"['glad', 'glad know', 'glad know not', 'glad know not crazy', 'know', 'know not', 'know not crazy', 'not', 'not crazy', 'crazy']",0,0,1,0.1538461538461538,0.0
184946,Would have been fantastic to know after my first botox treatment before I went back a second time,1,fantastic know treatment go time,"['fantastic', 'fantastic know', 'fantastic know treatment', 'fantastic know treatment go', 'fantastic know treatment go time', 'know', 'know treatment', 'know treatment go', 'know treatment go time', 'treatment', 'treatment go', 'treatment go time', 'go', 'go time', 'time']",0,0,1,0.1111111111111111,0.0
126884,He strikes true balance between pursuing all of your treatment options and knowing when surgery is appropriate.,0,strike true balance pursue treatment option know surgery appropriate,"['strike', 'strike true', 'strike true balance', 'strike true balance pursue', 'strike true balance pursue treatment', 'strike true balance pursue treatment option', 'strike true balance pursue treatment option know', 'strike true balance pursue treatment option know surgery', 'strike true balance pursue treatment option know surgery appropriate', 'true', 'true balance', 'true balance pursue', 'true balance pursue treatment', 'true balance pursue treatment option', 'true balance pursue treatment option know', 'true balance pursue treatment option know surgery', 'true balance pursue treatment option know surgery appropriate', 'balance', 'balance pursue', 'balance pursue treatment', 'balance pursue treatment option', 'balance pursue treatment option know', 'balance pursue treatment option know surgery', 'balance pursue treatment option know surgery appropriate', 'pursue', 'pursue treatment', 'pursue treatment option', 'pursue treatment option know', 'pursue treatment option know surgery', 'pursue treatment option know surgery appropriate', 'treatment', 'treatment option', 'treatment option know', 'treatment option know surgery', 'treatment option know surgery appropriate', 'option', 'option know', 'option know surgery', 'option know surgery appropriate', 'know', 'know surgery', 'know surgery appropriate', 'surgery', 'surgery appropriate', 'appropriate']",0,0,1,0.0416666666666666,0.0
158527,Based on this brief interaction I will never use this establishment's services and will advise everyone I know to do the same.,1,base brief interaction use establishment service advise know,"['base', 'base brief', 'base brief interaction', 'base brief interaction use', 'base brief interaction use establishment', 'base brief interaction use establishment service', 'base brief interaction use establishment service advise', 'base brief interaction use establishment service advise know', 'brief', 'brief interaction', 'brief interaction use', 'brief interaction use establishment', 'brief interaction use establishment service', 'brief interaction use establishment service advise', 'brief interaction use establishment service advise know', 'interaction', 'interaction use', 'interaction use establishment', 'interaction use establishment service', 'interaction use establishment service advise', 'interaction use establishment service advise know', 'use', 'use establishment', 'use establishment service', 'use establishment service advise', 'use establishment service advise know', 'establishment', 'establishment service', 'establishment service advise', 'establishment service advise know', 'service', 'service advise', 'service advise know', 'advise', 'advise know', 'know']",0,0,1,0.0512820512820512,0.0
113585,I never knew that a crooked nose could be temporarily fixed with juvederm injections!,0,know crooked nose temporarily fix juvederm injection,"['know', 'know crooked', 'know crooked nose', 'know crooked nose temporarily', 'know crooked nose temporarily fix', 'know crooked nose temporarily fix juvederm', 'know crooked nose temporarily fix juvederm injection', 'crooked', 'crooked nose', 'crooked nose temporarily', 'crooked nose temporarily fix', 'crooked nose temporarily fix juvederm', 'crooked nose temporarily fix juvederm injection', 'nose', 'nose temporarily', 'nose temporarily fix', 'nose temporarily fix juvederm', 'nose temporarily fix juvederm injection', 'temporarily', 'temporarily fix', 'temporarily fix juvederm', 'temporarily fix juvederm injection', 'fix', 'fix juvederm', 'fix juvederm injection', 'juvederm', 'juvederm injection', 'injection']",0,0,1,0.064516129032258,0.0
163109,I will say that I have experienced considerable anxiety not knowing whether required forms would be completed in a timely manner.,1,experience considerable anxiety not know require form complete timely manner,"['experience', 'experience considerable', 'experience considerable anxiety', 'experience considerable anxiety not', 'experience considerable anxiety not know', 'experience considerable anxiety not know require', 'experience considerable anxiety not know require form', 'experience considerable anxiety not know require form complete', 'experience considerable anxiety not know require form complete timely', 'experience considerable anxiety not know require form complete timely manner', 'considerable', 'considerable anxiety', 'considerable anxiety not', 'considerable anxiety not know', 'considerable anxiety not know require', 'considerable anxiety not know require form', 'considerable anxiety not know require form complete', 'considerable anxiety not know require form complete timely', 'considerable anxiety not know require form complete timely manner', 'anxiety', 'anxiety not', 'anxiety not know', 'anxiety not know require', 'anxiety not know require form', 'anxiety not know require form complete', 'anxiety not know require form complete timely', 'anxiety not know require form complete timely manner', 'not', 'not know', 'not know require', 'not know require form', 'not know require form complete', 'not know require form complete timely', 'not know require form complete timely manner', 'know', 'know require', 'know require form', 'know require form complete', 'know require form complete timely', 'know require form complete timely manner', 'require', 'require form', 'require form complete', 'require form complete timely', 'require form complete timely manner', 'form', 'form complete', 'form complete timely', 'form complete timely manner', 'complete', 'complete timely', 'complete timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0.0344827586206896,0.0
68306,The doctor is one of the best that I know at this time.,0,doctor good know time,"['doctor', 'doctor good', 'doctor good know', 'doctor good know time', 'good', 'good know', 'good know time', 'know', 'know time', 'time']",0,0,1,0.1538461538461538,0.0
163667,Just wanted to update my review and let every woman know that my boobies are outstanding and exceed any expectation I thought I had.,0,want update review let woman know body outstanding exceed expectation think,"['want', 'want update', 'want update review', 'want update review let', 'want update review let woman', 'want update review let woman know', 'want update review let woman know body', 'want update review let woman know body outstanding', 'want update review let woman know body outstanding exceed', 'want update review let woman know body outstanding exceed expectation', 'want update review let woman know body outstanding exceed expectation think', 'update', 'update review', 'update review let', 'update review let woman', 'update review let woman know', 'update review let woman know body', 'update review let woman know body outstanding', 'update review let woman know body outstanding exceed', 'update review let woman know body outstanding exceed expectation', 'update review let woman know body outstanding exceed expectation think', 'review', 'review let', 'review let woman', 'review let woman know', 'review let woman know body', 'review let woman know body outstanding', 'review let woman know body outstanding exceed', 'review let woman know body outstanding exceed expectation', 'review let woman know body outstanding exceed expectation think', 'let', 'let woman', 'let woman know', 'let woman know body', 'let woman know body outstanding', 'let woman know body outstanding exceed', 'let woman know body outstanding exceed expectation', 'let woman know body outstanding exceed expectation think', 'woman', 'woman know', 'woman know body', 'woman know body outstanding', 'woman know body outstanding exceed', 'woman know body outstanding exceed expectation', 'woman know body outstanding exceed expectation think', 'know', 'know body', 'know body outstanding', 'know body outstanding exceed', 'know body outstanding exceed expectation', 'know body outstanding exceed expectation think', 'body', 'body outstanding', 'body outstanding exceed', 'body outstanding exceed expectation', 'body outstanding exceed expectation think', 'outstanding', 'outstanding exceed', 'outstanding exceed expectation', 'outstanding exceed expectation think', 'exceed', 'exceed expectation', 'exceed expectation think', 'expectation', 'expectation think', 'think']",0,0,1,0.0289855072463768,0.0
106241,"Quick and awesome thank you very much,,, done before I knew it.",0,quick amazing thank know,"['quick', 'quick amazing', 'quick amazing thank', 'quick amazing thank know', 'amazing', 'amazing thank', 'amazing thank know', 'thank', 'thank know', 'know']",0,0,1,0.1538461538461538,0.0
83238,I recommend him to anyone who needs a doctor who will take the time to explain everything you need to know.,0,recommend need doctor time explain need know,"['recommend', 'recommend need', 'recommend need doctor', 'recommend need doctor time', 'recommend need doctor time explain', 'recommend need doctor time explain need', 'recommend need doctor time explain need know', 'need', 'need doctor', 'need doctor time', 'need doctor time explain', 'need doctor time explain need', 'need doctor time explain need know', 'doctor', 'doctor time', 'doctor time explain', 'doctor time explain need', 'doctor time explain need know', 'time', 'time explain', 'time explain need', 'time explain need know', 'explain', 'explain need', 'explain need know', 'need', 'need know', 'know']",0,0,1,0.064516129032258,0.0
103429,"Dr. Hunt, I don't know what I would do without you!",0,know,['know'],0,0,1,0.5,0.5
109254,I had two previous surgeries which was a complete disaster by well known doctors in New York City.,1,previous forgery complete disaster know doctor,"['previous', 'previous forgery', 'previous forgery complete', 'previous forgery complete disaster', 'previous forgery complete disaster know', 'previous forgery complete disaster know doctor', 'forgery', 'forgery complete', 'forgery complete disaster', 'forgery complete disaster know', 'forgery complete disaster know doctor', 'complete', 'complete disaster', 'complete disaster know', 'complete disaster know doctor', 'disaster', 'disaster know', 'disaster know doctor', 'know', 'know doctor', 'doctor']",0,0,1,0.0833333333333333,0.0
87512,I knew that he has a strong reputation,0,know strong reputation,"['know', 'know strong', 'know strong reputation', 'strong', 'strong reputation', 'reputation']",0,0,1,0.2222222222222222,0.0
122982,"but when you get back to the rooms, their operation is very fast and efficient, everybody knows what to do.",0,room operation fast efficient everybody know,"['room', 'room operation', 'room operation fast', 'room operation fast efficient', 'room operation fast efficient everybody', 'room operation fast efficient everybody know', 'operation', 'operation fast', 'operation fast efficient', 'operation fast efficient everybody', 'operation fast efficient everybody know', 'fast', 'fast efficient', 'fast efficient everybody', 'fast efficient everybody know', 'efficient', 'efficient everybody', 'efficient everybody know', 'everybody', 'everybody know', 'know']",0,0,1,0.0833333333333333,0.0
90344,"and let me know that if I needed anything, not to hesitate to call.",0,let know need not hesitate,"['let', 'let know', 'let know need', 'let know need not', 'let know need not hesitate', 'know', 'know need', 'know need not', 'know need not hesitate', 'need', 'need not', 'need not hesitate', 'not', 'not hesitate', 'hesitate']",0,0,1,0.1111111111111111,0.0
62245,He wants to know if I have any problems.,0,want know problem,"['want', 'want know', 'want know problem', 'know', 'know problem', 'problem']",0,0,1,0.2222222222222222,0.0
158513,When someone calls you they know you and they want to know more so as to make your unique experience flawless.,0,call know want know unique experience lawless,"['call', 'call know', 'call know want', 'call know want know', 'call know want know unique', 'call know want know unique experience', 'call know want know unique experience lawless', 'know', 'know want', 'know want know', 'know want know unique', 'know want know unique experience', 'know want know unique experience lawless', 'want', 'want know', 'want know unique', 'want know unique experience', 'want know unique experience lawless', 'know', 'know unique', 'know unique experience', 'know unique experience lawless', 'unique', 'unique experience', 'unique experience lawless', 'experience', 'experience lawless', 'lawless']",0,0,1,0.064516129032258,0.0
163952,I did not even know I have a deltoid!,0,not know deltoid,"['not', 'not know', 'not know deltoid', 'know', 'know deltoid', 'deltoid']",0,0,1,0.2222222222222222,0.0
98392,I let everyone I know what a wonderful experience I had at Rothman and with Dr. Vaccaro.,0,let know fantastic experience lothman dr vaccaro,"['let', 'let know', 'let know fantastic', 'let know fantastic experience', 'let know fantastic experience lothman', 'let know fantastic experience lothman dr', 'let know fantastic experience lothman dr vaccaro', 'know', 'know fantastic', 'know fantastic experience', 'know fantastic experience lothman', 'know fantastic experience lothman dr', 'know fantastic experience lothman dr vaccaro', 'fantastic', 'fantastic experience', 'fantastic experience lothman', 'fantastic experience lothman dr', 'fantastic experience lothman dr vaccaro', 'experience', 'experience lothman', 'experience lothman dr', 'experience lothman dr vaccaro', 'lothman', 'lothman dr', 'lothman dr vaccaro', 'dr', 'dr vaccaro', 'vaccaro']",0,0,1,0.064516129032258,0.0
