commentId,comment,classification,comment_processed,word_phrase_list,facility,far,hygienic,similarity_score
174052,"The brainchild of Dr Bennett Chotiner, this volume driven fiefdom feels less like a healthcare facility and more like a car dealership.",1,inspiration chotiner volume drive freedom feel like healthcare facility like car leadership,"['inspiration', 'inspiration chotiner', 'inspiration chotiner volume', 'inspiration chotiner volume drive', 'inspiration chotiner volume drive freedom', 'inspiration chotiner volume drive freedom feel', 'inspiration chotiner volume drive freedom feel like', 'inspiration chotiner volume drive freedom feel like healthcare', 'inspiration chotiner volume drive freedom feel like healthcare facility', 'inspiration chotiner volume drive freedom feel like healthcare facility like', 'inspiration chotiner volume drive freedom feel like healthcare facility like car', 'inspiration chotiner volume drive freedom feel like healthcare facility like car leadership', 'chotiner', 'chotiner volume', 'chotiner volume drive', 'chotiner volume drive freedom', 'chotiner volume drive freedom feel', 'chotiner volume drive freedom feel like', 'chotiner volume drive freedom feel like healthcare', 'chotiner volume drive freedom feel like healthcare facility', 'chotiner volume drive freedom feel like healthcare facility like', 'chotiner volume drive freedom feel like healthcare facility like car', 'chotiner volume drive freedom feel like healthcare facility like car leadership', 'volume', 'volume drive', 'volume drive freedom', 'volume drive freedom feel', 'volume drive freedom feel like', 'volume drive freedom feel like healthcare', 'volume drive freedom feel like healthcare facility', 'volume drive freedom feel like healthcare facility like', 'volume drive freedom feel like healthcare facility like car', 'volume drive freedom feel like healthcare facility like car leadership', 'drive', 'drive freedom', 'drive freedom feel', 'drive freedom feel like', 'drive freedom feel like healthcare', 'drive freedom feel like healthcare facility', 'drive freedom feel like healthcare facility like', 'drive freedom feel like healthcare facility like car', 'drive freedom feel like healthcare facility like car leadership', 'freedom', 'freedom feel', 'freedom feel like', 'freedom feel like healthcare', 'freedom feel like healthcare facility', 'freedom feel like healthcare facility like', 'freedom feel like healthcare facility like car', 'freedom feel like healthcare facility like car leadership', 'feel', 'feel like', 'feel like healthcare', 'feel like healthcare facility', 'feel like healthcare facility like', 'feel like healthcare facility like car', 'feel like healthcare facility like car leadership', 'like', 'like healthcare', 'like healthcare facility', 'like healthcare facility like', 'like healthcare facility like car', 'like healthcare facility like car leadership', 'healthcare', 'healthcare facility', 'healthcare facility like', 'healthcare facility like car', 'healthcare facility like car leadership', 'facility', 'facility like', 'facility like car', 'facility like car leadership', 'like', 'like car', 'like car leadership', 'car', 'car leadership', 'leadership']",1,0,0,0.2857142857142857
186532,The surgery facility is also high end.,0,surgery facility high end,"['surgery', 'surgery facility', 'surgery facility high', 'surgery facility high end', 'facility', 'facility high', 'facility high end', 'high', 'high end', 'end']",1,0,0,0.2857142857142857
151549,A rating of 10 for this facility!,0,rat facility,"['rat', 'rat facility', 'facility']",1,0,0,0.2857142857142857
107953,"In fact, her behavior was very unprofessional and not at all what I would expect at a nice medical facility like this.",1,fact behavior professional expect nice medical facility like,"['fact', 'fact behavior', 'fact behavior professional', 'fact behavior professional expect', 'fact behavior professional expect nice', 'fact behavior professional expect nice medical', 'fact behavior professional expect nice medical facility', 'fact behavior professional expect nice medical facility like', 'behavior', 'behavior professional', 'behavior professional expect', 'behavior professional expect nice', 'behavior professional expect nice medical', 'behavior professional expect nice medical facility', 'behavior professional expect nice medical facility like', 'professional', 'professional expect', 'professional expect nice', 'professional expect nice medical', 'professional expect nice medical facility', 'professional expect nice medical facility like', 'expect', 'expect nice', 'expect nice medical', 'expect nice medical facility', 'expect nice medical facility like', 'nice', 'nice medical', 'nice medical facility', 'nice medical facility like', 'medical', 'medical facility', 'medical facility like', 'facility', 'facility like', 'like']",1,0,0,0.2857142857142857
170423,"Sinceramente eles tem muitas boas informações, sem falar que ainda me deram 20%",0,sinceramente eye guitar far que dream,"['sinceramente', 'sinceramente eye', 'sinceramente eye guitar', 'sinceramente eye guitar far', 'sinceramente eye guitar far que', 'sinceramente eye guitar far que dream', 'eye', 'eye guitar', 'eye guitar far', 'eye guitar far que', 'eye guitar far que dream', 'guitar', 'guitar far', 'guitar far que', 'guitar far que dream', 'far', 'far que', 'far que dream', 'que', 'que dream', 'dream']",0,1,0,0.2857142857142857
180368,I have been going to this facility for many years.,0,go facility year,"['go', 'go facility', 'go facility year', 'facility', 'facility year', 'year']",1,0,0,0.2857142857142857
67831,Everything was far beyond what I ever expected from a surgeon.,0,far expect surgeon,"['far', 'far expect', 'far expect surgeon', 'expect', 'expect surgeon', 'surgeon']",0,1,0,0.2857142857142857
82040,"I HAD MY SURGERY DONE, AND SO FAR I CAN SAY I LOVE WHAT I SEE, STILL RECOVERING.",0,surgery far love recover,"['surgery', 'surgery far', 'surgery far love', 'surgery far love recover', 'far', 'far love', 'far love recover', 'love', 'love recover', 'recover']",0,1,0,0.2857142857142857
90829,The whole experience overall went amazingly well from checking in the to facility to checking out.,0,experience overall go amazingly check facility check,"['experience', 'experience overall', 'experience overall go', 'experience overall go amazingly', 'experience overall go amazingly check', 'experience overall go amazingly check facility', 'experience overall go amazingly check facility check', 'overall', 'overall go', 'overall go amazingly', 'overall go amazingly check', 'overall go amazingly check facility', 'overall go amazingly check facility check', 'go', 'go amazingly', 'go amazingly check', 'go amazingly check facility', 'go amazingly check facility check', 'amazingly', 'amazingly check', 'amazingly check facility', 'amazingly check facility check', 'check', 'check facility', 'check facility check', 'facility', 'facility check', 'check']",1,0,0,0.2857142857142857
57712,Appointments not so far apart.,1,appointment far apart,"['appointment', 'appointment far', 'appointment far apart', 'far', 'far apart', 'apart']",0,1,0,0.2857142857142857
164385,"and health conditions, he took no measure to ensure the use of hygienic equipment that resulted in a worse infection.",1,health condition take measure ensure use hygienic equipment result bad infection,"['health', 'health condition', 'health condition take', 'health condition take measure', 'health condition take measure ensure', 'health condition take measure ensure use', 'health condition take measure ensure use hygienic', 'health condition take measure ensure use hygienic equipment', 'health condition take measure ensure use hygienic equipment result', 'health condition take measure ensure use hygienic equipment result bad', 'health condition take measure ensure use hygienic equipment result bad infection', 'condition', 'condition take', 'condition take measure', 'condition take measure ensure', 'condition take measure ensure use', 'condition take measure ensure use hygienic', 'condition take measure ensure use hygienic equipment', 'condition take measure ensure use hygienic equipment result', 'condition take measure ensure use hygienic equipment result bad', 'condition take measure ensure use hygienic equipment result bad infection', 'take', 'take measure', 'take measure ensure', 'take measure ensure use', 'take measure ensure use hygienic', 'take measure ensure use hygienic equipment', 'take measure ensure use hygienic equipment result', 'take measure ensure use hygienic equipment result bad', 'take measure ensure use hygienic equipment result bad infection', 'measure', 'measure ensure', 'measure ensure use', 'measure ensure use hygienic', 'measure ensure use hygienic equipment', 'measure ensure use hygienic equipment result', 'measure ensure use hygienic equipment result bad', 'measure ensure use hygienic equipment result bad infection', 'ensure', 'ensure use', 'ensure use hygienic', 'ensure use hygienic equipment', 'ensure use hygienic equipment result', 'ensure use hygienic equipment result bad', 'ensure use hygienic equipment result bad infection', 'use', 'use hygienic', 'use hygienic equipment', 'use hygienic equipment result', 'use hygienic equipment result bad', 'use hygienic equipment result bad infection', 'hygienic', 'hygienic equipment', 'hygienic equipment result', 'hygienic equipment result bad', 'hygienic equipment result bad infection', 'equipment', 'equipment result', 'equipment result bad', 'equipment result bad infection', 'result', 'result bad', 'result bad infection', 'bad', 'bad infection', 'infection']",0,0,1,0.2857142857142857
189615,Hygienist would play on her phone when the dentist wasn't in the room.,1,hygienic play phone dentist room,"['hygienic', 'hygienic play', 'hygienic play phone', 'hygienic play phone dentist', 'hygienic play phone dentist room', 'play', 'play phone', 'play phone dentist', 'play phone dentist room', 'phone', 'phone dentist', 'phone dentist room', 'dentist', 'dentist room', 'room']",0,0,1,0.2857142857142857
181219,I loved entering this medical facility.,0,love enter medical facility,"['love', 'love enter', 'love enter medical', 'love enter medical facility', 'enter', 'enter medical', 'enter medical facility', 'medical', 'medical facility', 'facility']",1,0,0,0.2857142857142857
141787,I am liking my results so far I know I still have a lot healing to do.,0,like result far know lot heal,"['like', 'like result', 'like result far', 'like result far know', 'like result far know lot', 'like result far know lot heal', 'result', 'result far', 'result far know', 'result far know lot', 'result far know lot heal', 'far', 'far know', 'far know lot', 'far know lot heal', 'know', 'know lot', 'know lot heal', 'lot', 'lot heal', 'heal']",0,1,0,0.2857142857142857
170904,My bill is far more than I was expecting.,1,bill far expect,"['bill', 'bill far', 'bill far expect', 'far', 'far expect', 'expect']",0,1,0,0.2857142857142857
107546,By far the most uninterested doctor in my well-being and rudest man I have ever met.,1,far uninterested doctor well crude man meet,"['far', 'far uninterested', 'far uninterested doctor', 'far uninterested doctor well', 'far uninterested doctor well crude', 'far uninterested doctor well crude man', 'far uninterested doctor well crude man meet', 'uninterested', 'uninterested doctor', 'uninterested doctor well', 'uninterested doctor well crude', 'uninterested doctor well crude man', 'uninterested doctor well crude man meet', 'doctor', 'doctor well', 'doctor well crude', 'doctor well crude man', 'doctor well crude man meet', 'well', 'well crude', 'well crude man', 'well crude man meet', 'crude', 'crude man', 'crude man meet', 'man', 'man meet', 'meet']",0,1,0,0.2857142857142857
90785,His ego far out measures his knowledge.,1,ego far measure cognition,"['ego', 'ego far', 'ego far measure', 'ego far measure cognition', 'far', 'far measure', 'far measure cognition', 'measure', 'measure cognition', 'cognition']",0,1,0,0.2857142857142857
122449,It?s been by far the best clinic for helping out.,0,far good clinic help,"['far', 'far good', 'far good clinic', 'far good clinic help', 'good', 'good clinic', 'good clinic help', 'clinic', 'clinic help', 'help']",0,1,0,0.2857142857142857
180820,"I decided not to stay at the facility after the surgery and went home, which was probably a mistake in hindsight.",1,decide stay facility surgery go home probably mistake insight,"['decide', 'decide stay', 'decide stay facility', 'decide stay facility surgery', 'decide stay facility surgery go', 'decide stay facility surgery go home', 'decide stay facility surgery go home probably', 'decide stay facility surgery go home probably mistake', 'decide stay facility surgery go home probably mistake insight', 'stay', 'stay facility', 'stay facility surgery', 'stay facility surgery go', 'stay facility surgery go home', 'stay facility surgery go home probably', 'stay facility surgery go home probably mistake', 'stay facility surgery go home probably mistake insight', 'facility', 'facility surgery', 'facility surgery go', 'facility surgery go home', 'facility surgery go home probably', 'facility surgery go home probably mistake', 'facility surgery go home probably mistake insight', 'surgery', 'surgery go', 'surgery go home', 'surgery go home probably', 'surgery go home probably mistake', 'surgery go home probably mistake insight', 'go', 'go home', 'go home probably', 'go home probably mistake', 'go home probably mistake insight', 'home', 'home probably', 'home probably mistake', 'home probably mistake insight', 'probably', 'probably mistake', 'probably mistake insight', 'mistake', 'mistake insight', 'insight']",1,0,0,0.2857142857142857
68166,The facilities are splendid.,0,facility splendid,"['facility', 'facility splendid', 'splendid']",1,0,0,0.2857142857142857
150084,My friend got her BBL done at this facility and the service they should have provided for post op care was a disappointment.,1,friend get bal facility service provide post op care disappointment,"['friend', 'friend get', 'friend get bal', 'friend get bal facility', 'friend get bal facility service', 'friend get bal facility service provide', 'friend get bal facility service provide post', 'friend get bal facility service provide post op', 'friend get bal facility service provide post op care', 'friend get bal facility service provide post op care disappointment', 'get', 'get bal', 'get bal facility', 'get bal facility service', 'get bal facility service provide', 'get bal facility service provide post', 'get bal facility service provide post op', 'get bal facility service provide post op care', 'get bal facility service provide post op care disappointment', 'bal', 'bal facility', 'bal facility service', 'bal facility service provide', 'bal facility service provide post', 'bal facility service provide post op', 'bal facility service provide post op care', 'bal facility service provide post op care disappointment', 'facility', 'facility service', 'facility service provide', 'facility service provide post', 'facility service provide post op', 'facility service provide post op care', 'facility service provide post op care disappointment', 'service', 'service provide', 'service provide post', 'service provide post op', 'service provide post op care', 'service provide post op care disappointment', 'provide', 'provide post', 'provide post op', 'provide post op care', 'provide post op care disappointment', 'post', 'post op', 'post op care', 'post op care disappointment', 'op', 'op care', 'op care disappointment', 'care', 'care disappointment', 'disappointment']",1,0,0,0.2857142857142857
155968,It's sad when a local CVS has better COVID-19 rules and distancing than a medical facility.,1,sad local v good rule distend medical facility,"['sad', 'sad local', 'sad local v', 'sad local v good', 'sad local v good rule', 'sad local v good rule distend', 'sad local v good rule distend medical', 'sad local v good rule distend medical facility', 'local', 'local v', 'local v good', 'local v good rule', 'local v good rule distend', 'local v good rule distend medical', 'local v good rule distend medical facility', 'v', 'v good', 'v good rule', 'v good rule distend', 'v good rule distend medical', 'v good rule distend medical facility', 'good', 'good rule', 'good rule distend', 'good rule distend medical', 'good rule distend medical facility', 'rule', 'rule distend', 'rule distend medical', 'rule distend medical facility', 'distend', 'distend medical', 'distend medical facility', 'medical', 'medical facility', 'facility']",1,0,0,0.2857142857142857
159793,Stay far away folks and consider many more skilled and competent surgeons in town.,1,stay far away folk consider skilled competent surgeon town,"['stay', 'stay far', 'stay far away', 'stay far away folk', 'stay far away folk consider', 'stay far away folk consider skilled', 'stay far away folk consider skilled competent', 'stay far away folk consider skilled competent surgeon', 'stay far away folk consider skilled competent surgeon town', 'far', 'far away', 'far away folk', 'far away folk consider', 'far away folk consider skilled', 'far away folk consider skilled competent', 'far away folk consider skilled competent surgeon', 'far away folk consider skilled competent surgeon town', 'away', 'away folk', 'away folk consider', 'away folk consider skilled', 'away folk consider skilled competent', 'away folk consider skilled competent surgeon', 'away folk consider skilled competent surgeon town', 'folk', 'folk consider', 'folk consider skilled', 'folk consider skilled competent', 'folk consider skilled competent surgeon', 'folk consider skilled competent surgeon town', 'consider', 'consider skilled', 'consider skilled competent', 'consider skilled competent surgeon', 'consider skilled competent surgeon town', 'skilled', 'skilled competent', 'skilled competent surgeon', 'skilled competent surgeon town', 'competent', 'competent surgeon', 'competent surgeon town', 'surgeon', 'surgeon town', 'town']",0,1,0,0.2857142857142857
68642,"The hygienist was so thorough, and gave samples of everything I need to take home with me.",0,hygienic thorough give sample need home,"['hygienic', 'hygienic thorough', 'hygienic thorough give', 'hygienic thorough give sample', 'hygienic thorough give sample need', 'hygienic thorough give sample need home', 'thorough', 'thorough give', 'thorough give sample', 'thorough give sample need', 'thorough give sample need home', 'give', 'give sample', 'give sample need', 'give sample need home', 'sample', 'sample need', 'sample need home', 'need', 'need home', 'home']",0,0,1,0.2857142857142857
130611,"In 2006, after finding a new PS, I had a vertical lift, my PS repositioned my areolas that were naturally too far apart (laterally positioned)",0,find new vertical lift reposition areolar naturally far apart laterally position,"['find', 'find new', 'find new vertical', 'find new vertical lift', 'find new vertical lift reposition', 'find new vertical lift reposition areolar', 'find new vertical lift reposition areolar naturally', 'find new vertical lift reposition areolar naturally far', 'find new vertical lift reposition areolar naturally far apart', 'find new vertical lift reposition areolar naturally far apart laterally', 'find new vertical lift reposition areolar naturally far apart laterally position', 'new', 'new vertical', 'new vertical lift', 'new vertical lift reposition', 'new vertical lift reposition areolar', 'new vertical lift reposition areolar naturally', 'new vertical lift reposition areolar naturally far', 'new vertical lift reposition areolar naturally far apart', 'new vertical lift reposition areolar naturally far apart laterally', 'new vertical lift reposition areolar naturally far apart laterally position', 'vertical', 'vertical lift', 'vertical lift reposition', 'vertical lift reposition areolar', 'vertical lift reposition areolar naturally', 'vertical lift reposition areolar naturally far', 'vertical lift reposition areolar naturally far apart', 'vertical lift reposition areolar naturally far apart laterally', 'vertical lift reposition areolar naturally far apart laterally position', 'lift', 'lift reposition', 'lift reposition areolar', 'lift reposition areolar naturally', 'lift reposition areolar naturally far', 'lift reposition areolar naturally far apart', 'lift reposition areolar naturally far apart laterally', 'lift reposition areolar naturally far apart laterally position', 'reposition', 'reposition areolar', 'reposition areolar naturally', 'reposition areolar naturally far', 'reposition areolar naturally far apart', 'reposition areolar naturally far apart laterally', 'reposition areolar naturally far apart laterally position', 'areolar', 'areolar naturally', 'areolar naturally far', 'areolar naturally far apart', 'areolar naturally far apart laterally', 'areolar naturally far apart laterally position', 'naturally', 'naturally far', 'naturally far apart', 'naturally far apart laterally', 'naturally far apart laterally position', 'far', 'far apart', 'far apart laterally', 'far apart laterally position', 'apart', 'apart laterally', 'apart laterally position', 'laterally', 'laterally position', 'position']",0,1,0,0.2857142857142857
114666,So far not good.,1,far good,"['far', 'far good', 'good']",0,1,0,0.2857142857142857
135071,"Also, I have made appointments with specific a hygienist but when I show up, that hygienist takes a different patient.",1,appointment specific hygienic hygienic take different patient,"['appointment', 'appointment specific', 'appointment specific hygienic', 'appointment specific hygienic hygienic', 'appointment specific hygienic hygienic take', 'appointment specific hygienic hygienic take different', 'appointment specific hygienic hygienic take different patient', 'specific', 'specific hygienic', 'specific hygienic hygienic', 'specific hygienic hygienic take', 'specific hygienic hygienic take different', 'specific hygienic hygienic take different patient', 'hygienic', 'hygienic hygienic', 'hygienic hygienic take', 'hygienic hygienic take different', 'hygienic hygienic take different patient', 'hygienic', 'hygienic take', 'hygienic take different', 'hygienic take different patient', 'take', 'take different', 'take different patient', 'different', 'different patient', 'patient']",0,0,1,0.2857142857142857
85140,By far Dr. Brisson is the best doctor that I have seen.,0,far good doctor see,"['far', 'far good', 'far good doctor', 'far good doctor see', 'good', 'good doctor', 'good doctor see', 'doctor', 'doctor see', 'see']",0,1,0,0.2857142857142857
83273,Dr. Rivkin is by far the BEST Dr. I've been to,0,dr risk far good dr ve,"['dr', 'dr risk', 'dr risk far', 'dr risk far good', 'dr risk far good dr', 'dr risk far good dr ve', 'risk', 'risk far', 'risk far good', 'risk far good dr', 'risk far good dr ve', 'far', 'far good', 'far good dr', 'far good dr ve', 'good', 'good dr', 'good dr ve', 'dr', 'dr ve', 've']",0,1,0,0.2857142857142857
110071,"As far as I'm concerned, a better surgeon does not exist!",0,far m concerned good surgeon exist,"['far', 'far m', 'far m concerned', 'far m concerned good', 'far m concerned good surgeon', 'far m concerned good surgeon exist', 'm', 'm concerned', 'm concerned good', 'm concerned good surgeon', 'm concerned good surgeon exist', 'concerned', 'concerned good', 'concerned good surgeon', 'concerned good surgeon exist', 'good', 'good surgeon', 'good surgeon exist', 'surgeon', 'surgeon exist', 'exist']",0,1,0,0.2857142857142857
160440,I will now be driving to Ocala for a different facility to a place with cheaper services across the board and fairer fees.,1,drive scala different facility place cheap service board fair fee,"['drive', 'drive scala', 'drive scala different', 'drive scala different facility', 'drive scala different facility place', 'drive scala different facility place cheap', 'drive scala different facility place cheap service', 'drive scala different facility place cheap service board', 'drive scala different facility place cheap service board fair', 'drive scala different facility place cheap service board fair fee', 'scala', 'scala different', 'scala different facility', 'scala different facility place', 'scala different facility place cheap', 'scala different facility place cheap service', 'scala different facility place cheap service board', 'scala different facility place cheap service board fair', 'scala different facility place cheap service board fair fee', 'different', 'different facility', 'different facility place', 'different facility place cheap', 'different facility place cheap service', 'different facility place cheap service board', 'different facility place cheap service board fair', 'different facility place cheap service board fair fee', 'facility', 'facility place', 'facility place cheap', 'facility place cheap service', 'facility place cheap service board', 'facility place cheap service board fair', 'facility place cheap service board fair fee', 'place', 'place cheap', 'place cheap service', 'place cheap service board', 'place cheap service board fair', 'place cheap service board fair fee', 'cheap', 'cheap service', 'cheap service board', 'cheap service board fair', 'cheap service board fair fee', 'service', 'service board', 'service board fair', 'service board fair fee', 'board', 'board fair', 'board fair fee', 'fair', 'fair fee', 'fee']",1,0,0,0.2857142857142857
91055,Facility wa excellent.,0,facility washington excellent,"['facility', 'facility washington', 'facility washington excellent', 'washington', 'washington excellent', 'excellent']",1,0,0,0.2857142857142857
148024,His assistansts far excess the.norm.,0,assistant far excess theory,"['assistant', 'assistant far', 'assistant far excess', 'assistant far excess theory', 'far', 'far excess', 'far excess theory', 'excess', 'excess theory', 'theory']",0,1,0,0.2857142857142857
95394,Ive only had my initial consultation but so far i am quite impressed.,0,ve initial consultation far impress,"['ve', 've initial', 've initial consultation', 've initial consultation far', 've initial consultation far impress', 'initial', 'initial consultation', 'initial consultation far', 'initial consultation far impress', 'consultation', 'consultation far', 'consultation far impress', 'far', 'far impress', 'impress']",0,1,0,0.2857142857142857
162610,then when i get there they were so far behind i didn't have my surgery till 7:30,1,far surgery till,"['far', 'far surgery', 'far surgery till', 'surgery', 'surgery till', 'till']",0,1,0,0.2857142857142857
