commentId,comment,classification,comment_processed,word_phrase_list,lot,lot test,lot test tell,test,test tell,tell,tell precisely,tell precisely wrong,precisely,precisely wrong,wrong,wife,similarity_score
103928,I did not feel like I was given a lot of information once I was pregnant.,1,not feel like give lot information pregnant,"['not', 'not feel', 'not feel like', 'not feel like give', 'not feel like give lot', 'not feel like give lot information', 'not feel like give lot information pregnant', 'feel', 'feel like', 'feel like give', 'feel like give lot', 'feel like give lot information', 'feel like give lot information pregnant', 'like', 'like give', 'like give lot', 'like give lot information', 'like give lot information pregnant', 'give', 'give lot', 'give lot information', 'give lot information pregnant', 'lot', 'lot information', 'lot information pregnant', 'information', 'information pregnant', 'pregnant']",1,0,0,0,0,0,0,0,0,0,0,0,0.044642857142857144
147156,and either she did not catch the scarring occurring over my trabecular meshwork or she simply did not want to tell me.,1,not catch scar occur trabecular net simply not want tell,"['not', 'not catch', 'not catch scar', 'not catch scar occur', 'not catch scar occur trabecular', 'not catch scar occur trabecular net', 'not catch scar occur trabecular net simply', 'not catch scar occur trabecular net simply not', 'not catch scar occur trabecular net simply not want', 'not catch scar occur trabecular net simply not want tell', 'catch', 'catch scar', 'catch scar occur', 'catch scar occur trabecular', 'catch scar occur trabecular net', 'catch scar occur trabecular net simply', 'catch scar occur trabecular net simply not', 'catch scar occur trabecular net simply not want', 'catch scar occur trabecular net simply not want tell', 'scar', 'scar occur', 'scar occur trabecular', 'scar occur trabecular net', 'scar occur trabecular net simply', 'scar occur trabecular net simply not', 'scar occur trabecular net simply not want', 'scar occur trabecular net simply not want tell', 'occur', 'occur trabecular', 'occur trabecular net', 'occur trabecular net simply', 'occur trabecular net simply not', 'occur trabecular net simply not want', 'occur trabecular net simply not want tell', 'trabecular', 'trabecular net', 'trabecular net simply', 'trabecular net simply not', 'trabecular net simply not want', 'trabecular net simply not want tell', 'net', 'net simply', 'net simply not', 'net simply not want', 'net simply not want tell', 'simply', 'simply not', 'simply not want', 'simply not want tell', 'not', 'not want', 'not want tell', 'want', 'want tell', 'tell']",0,0,0,0,0,1,0,0,0,0,0,0,0.03597122302158274
111987,No one can tell that I got a breast augmentation even though they are DD.,0,no tell get breast pigmentation,"['no', 'no tell', 'no tell get', 'no tell get breast', 'no tell get breast pigmentation', 'tell', 'tell get', 'tell get breast', 'tell get breast pigmentation', 'get', 'get breast', 'get breast pigmentation', 'breast', 'breast pigmentation', 'pigmentation']",0,0,0,0,0,1,0,0,0,0,0,0,0.050505050505050504
112760,Very efficient and very concerned about my care and comfort not only for me but my wife also.,0,efficient concerned care comfort not wife,"['efficient', 'efficient concerned', 'efficient concerned care', 'efficient concerned care comfort', 'efficient concerned care comfort not', 'efficient concerned care comfort not wife', 'concerned', 'concerned care', 'concerned care comfort', 'concerned care comfort not', 'concerned care comfort not wife', 'care', 'care comfort', 'care comfort not', 'care comfort not wife', 'comfort', 'comfort not', 'comfort not wife', 'not', 'not wife', 'wife']",0,0,0,0,0,0,0,0,0,0,0,1,0.047619047619047616
176673,"He tells me hes going through the sides, then doesnt do a consultant of what i like or",1,tell go side adviser like,"['tell', 'tell go', 'tell go side', 'tell go side adviser', 'tell go side adviser like', 'go', 'go side', 'go side adviser', 'go side adviser like', 'side', 'side adviser', 'side adviser like', 'adviser', 'adviser like', 'like']",0,0,0,0,0,1,0,0,0,0,0,0,0.050505050505050504
87229,I told them I was not interested,1,tell not interest,"['tell', 'tell not', 'tell not interest', 'not', 'not interest', 'interest']",0,0,0,0,0,1,0,0,0,0,0,0,0.05555555555555555
126975,and takes the time to study their medical history and learn as much as he can about both Husband and Wife.,0,take time study medical history learn husband wife,"['take', 'take time', 'take time study', 'take time study medical', 'take time study medical history', 'take time study medical history learn', 'take time study medical history learn husband', 'take time study medical history learn husband wife', 'time', 'time study', 'time study medical', 'time study medical history', 'time study medical history learn', 'time study medical history learn husband', 'time study medical history learn husband wife', 'study', 'study medical', 'study medical history', 'study medical history learn', 'study medical history learn husband', 'study medical history learn husband wife', 'medical', 'medical history', 'medical history learn', 'medical history learn husband', 'medical history learn husband wife', 'history', 'history learn', 'history learn husband', 'history learn husband wife', 'learn', 'learn husband', 'learn husband wife', 'husband', 'husband wife', 'wife']",0,0,0,0,0,0,0,0,0,0,0,1,0.041666666666666664
125824,Told me to lift my leg (literally) and repeat and walked away.,1,tell lift leg literally repeat walk away,"['tell', 'tell lift', 'tell lift leg', 'tell lift leg literally', 'tell lift leg literally repeat', 'tell lift leg literally repeat walk', 'tell lift leg literally repeat walk away', 'lift', 'lift leg', 'lift leg literally', 'lift leg literally repeat', 'lift leg literally repeat walk', 'lift leg literally repeat walk away', 'leg', 'leg literally', 'leg literally repeat', 'leg literally repeat walk', 'leg literally repeat walk away', 'literally', 'literally repeat', 'literally repeat walk', 'literally repeat walk away', 'repeat', 'repeat walk', 'repeat walk away', 'walk', 'walk away', 'away']",0,0,0,0,0,1,0,0,0,0,0,0,0.044642857142857144
123860,"He told me the scars would be invisible, which was a total lie.",1,tell scar invisible total lie,"['tell', 'tell scar', 'tell scar invisible', 'tell scar invisible total', 'tell scar invisible total lie', 'scar', 'scar invisible', 'scar invisible total', 'scar invisible total lie', 'invisible', 'invisible total', 'invisible total lie', 'total', 'total lie', 'lie']",0,0,0,0,0,1,0,0,0,0,0,0,0.050505050505050504
86316,I did the stress test only to find the orders from Dr. Kim were wrong.,1,stress test find order wrong,"['stress', 'stress test', 'stress test find', 'stress test find order', 'stress test find order wrong', 'test', 'test find', 'test find order', 'test find order wrong', 'find', 'find order', 'find order wrong', 'order', 'order wrong', 'wrong']",0,0,0,1,0,0,0,0,0,0,1,0,0.101010101010101
77355,Caley was my nurse and who I spent a lot of time with at post op check ups and I just love her to pieces.,0,coley nurse spend lot time post op check love piece,"['coley', 'coley nurse', 'coley nurse spend', 'coley nurse spend lot', 'coley nurse spend lot time', 'coley nurse spend lot time post', 'coley nurse spend lot time post op', 'coley nurse spend lot time post op check', 'coley nurse spend lot time post op check love', 'coley nurse spend lot time post op check love piece', 'nurse', 'nurse spend', 'nurse spend lot', 'nurse spend lot time', 'nurse spend lot time post', 'nurse spend lot time post op', 'nurse spend lot time post op check', 'nurse spend lot time post op check love', 'nurse spend lot time post op check love piece', 'spend', 'spend lot', 'spend lot time', 'spend lot time post', 'spend lot time post op', 'spend lot time post op check', 'spend lot time post op check love', 'spend lot time post op check love piece', 'lot', 'lot time', 'lot time post', 'lot time post op', 'lot time post op check', 'lot time post op check love', 'lot time post op check love piece', 'time', 'time post', 'time post op', 'time post op check', 'time post op check love', 'time post op check love piece', 'post', 'post op', 'post op check', 'post op check love', 'post op check love piece', 'op', 'op check', 'op check love', 'op check love piece', 'check', 'check love', 'check love piece', 'love', 'love piece', 'piece']",1,0,0,0,0,0,0,0,0,0,0,0,0.03597122302158274
116865,I felt terrible about the reschedule but she was happy to hear about why and wished me lots of luck.,0,feel terrible schedule happy hear wish lot fortune,"['feel', 'feel terrible', 'feel terrible schedule', 'feel terrible schedule happy', 'feel terrible schedule happy hear', 'feel terrible schedule happy hear wish', 'feel terrible schedule happy hear wish lot', 'feel terrible schedule happy hear wish lot fortune', 'terrible', 'terrible schedule', 'terrible schedule happy', 'terrible schedule happy hear', 'terrible schedule happy hear wish', 'terrible schedule happy hear wish lot', 'terrible schedule happy hear wish lot fortune', 'schedule', 'schedule happy', 'schedule happy hear', 'schedule happy hear wish', 'schedule happy hear wish lot', 'schedule happy hear wish lot fortune', 'happy', 'happy hear', 'happy hear wish', 'happy hear wish lot', 'happy hear wish lot fortune', 'hear', 'hear wish', 'hear wish lot', 'hear wish lot fortune', 'wish', 'wish lot', 'wish lot fortune', 'lot', 'lot fortune', 'fortune']",1,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664
76400,"Besides, he's a really smart man and he seems to know exactly what he's doing.",0,smart man know precisely,"['smart', 'smart man', 'smart man know', 'smart man know precisely', 'man', 'man know', 'man know precisely', 'know', 'know precisely', 'precisely']",0,0,0,0,0,0,0,0,1,0,0,0,0.05319148936170213
139831,HE FIGURED OUT WHAT WAS WRONG AND EXPLAINED SO I COULD UNDERSTAND,0,figure wrong explain understand,"['figure', 'figure wrong', 'figure wrong explain', 'figure wrong explain understand', 'wrong', 'wrong explain', 'wrong explain understand', 'explain', 'explain understand', 'understand']",0,0,0,0,0,0,0,0,0,0,1,0,0.05319148936170213
122868,You will meet with surgeons that do not tell the story straight.,1,meet surgeon not tell story straight,"['meet', 'meet surgeon', 'meet surgeon not', 'meet surgeon not tell', 'meet surgeon not tell story', 'meet surgeon not tell story straight', 'surgeon', 'surgeon not', 'surgeon not tell', 'surgeon not tell story', 'surgeon not tell story straight', 'not', 'not tell', 'not tell story', 'not tell story straight', 'tell', 'tell story', 'tell story straight', 'story', 'story straight', 'straight']",0,0,0,0,0,1,0,0,0,0,0,0,0.047619047619047616
179335,"LADIES when I tell you I was awake during the surgery, I was singing to the music that was being played",0,lady tell awake surgery sing music play,"['lady', 'lady tell', 'lady tell awake', 'lady tell awake surgery', 'lady tell awake surgery sing', 'lady tell awake surgery sing music', 'lady tell awake surgery sing music play', 'tell', 'tell awake', 'tell awake surgery', 'tell awake surgery sing', 'tell awake surgery sing music', 'tell awake surgery sing music play', 'awake', 'awake surgery', 'awake surgery sing', 'awake surgery sing music', 'awake surgery sing music play', 'surgery', 'surgery sing', 'surgery sing music', 'surgery sing music play', 'sing', 'sing music', 'sing music play', 'music', 'music play', 'play']",0,0,0,0,0,1,0,0,0,0,0,0,0.044642857142857144
63104,They were taking care of my wife and I followed as his patient.,0,take care wife follow patient,"['take', 'take care', 'take care wife', 'take care wife follow', 'take care wife follow patient', 'care', 'care wife', 'care wife follow', 'care wife follow patient', 'wife', 'wife follow', 'wife follow patient', 'follow', 'follow patient', 'patient']",0,0,0,0,0,0,0,0,0,0,0,1,0.050505050505050504
154535,for thinking something was wrong for WEEKS. 4 months later and I was still healing this incision.,1,think wrong heal incision,"['think', 'think wrong', 'think wrong heal', 'think wrong heal incision', 'wrong', 'wrong heal', 'wrong heal incision', 'heal', 'heal incision', 'incision']",0,0,0,0,0,0,0,0,0,0,1,0,0.05319148936170213
158692,so what you're really telling me is there is no doctor out there that can help me.,1,tell no doctor help,"['tell', 'tell no', 'tell no doctor', 'tell no doctor help', 'no', 'no doctor', 'no doctor help', 'doctor', 'doctor help', 'help']",0,0,0,0,0,1,0,0,0,0,0,0,0.05319148936170213
