commentId,comment,classification,comment_processed,word_phrase_list,calm,sweetness,visit,similarity_score
140584,"Every detail at Dr. Frank's Medical Spa makes the visit a treat: the beautiful office, the tiny chocolates with the logo imprint",0,detail dr rank medical sea make visit treat beautiful office bantam chocolate log imprint,"['detail', 'detail dr', 'detail dr rank', 'detail dr rank medical', 'detail dr rank medical sea', 'detail dr rank medical sea make', 'detail dr rank medical sea make visit', 'detail dr rank medical sea make visit treat', 'detail dr rank medical sea make visit treat beautiful', 'detail dr rank medical sea make visit treat beautiful office', 'detail dr rank medical sea make visit treat beautiful office bantam', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate log', 'detail dr rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'dr', 'dr rank', 'dr rank medical', 'dr rank medical sea', 'dr rank medical sea make', 'dr rank medical sea make visit', 'dr rank medical sea make visit treat', 'dr rank medical sea make visit treat beautiful', 'dr rank medical sea make visit treat beautiful office', 'dr rank medical sea make visit treat beautiful office bantam', 'dr rank medical sea make visit treat beautiful office bantam chocolate', 'dr rank medical sea make visit treat beautiful office bantam chocolate log', 'dr rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'rank', 'rank medical', 'rank medical sea', 'rank medical sea make', 'rank medical sea make visit', 'rank medical sea make visit treat', 'rank medical sea make visit treat beautiful', 'rank medical sea make visit treat beautiful office', 'rank medical sea make visit treat beautiful office bantam', 'rank medical sea make visit treat beautiful office bantam chocolate', 'rank medical sea make visit treat beautiful office bantam chocolate log', 'rank medical sea make visit treat beautiful office bantam chocolate log imprint', 'medical', 'medical sea', 'medical sea make', 'medical sea make visit', 'medical sea make visit treat', 'medical sea make visit treat beautiful', 'medical sea make visit treat beautiful office', 'medical sea make visit treat beautiful office bantam', 'medical sea make visit treat beautiful office bantam chocolate', 'medical sea make visit treat beautiful office bantam chocolate log', 'medical sea make visit treat beautiful office bantam chocolate log imprint', 'sea', 'sea make', 'sea make visit', 'sea make visit treat', 'sea make visit treat beautiful', 'sea make visit treat beautiful office', 'sea make visit treat beautiful office bantam', 'sea make visit treat beautiful office bantam chocolate', 'sea make visit treat beautiful office bantam chocolate log', 'sea make visit treat beautiful office bantam chocolate log imprint', 'make', 'make visit', 'make visit treat', 'make visit treat beautiful', 'make visit treat beautiful office', 'make visit treat beautiful office bantam', 'make visit treat beautiful office bantam chocolate', 'make visit treat beautiful office bantam chocolate log', 'make visit treat beautiful office bantam chocolate log imprint', 'visit', 'visit treat', 'visit treat beautiful', 'visit treat beautiful office', 'visit treat beautiful office bantam', 'visit treat beautiful office bantam chocolate', 'visit treat beautiful office bantam chocolate log', 'visit treat beautiful office bantam chocolate log imprint', 'treat', 'treat beautiful', 'treat beautiful office', 'treat beautiful office bantam', 'treat beautiful office bantam chocolate', 'treat beautiful office bantam chocolate log', 'treat beautiful office bantam chocolate log imprint', 'beautiful', 'beautiful office', 'beautiful office bantam', 'beautiful office bantam chocolate', 'beautiful office bantam chocolate log', 'beautiful office bantam chocolate log imprint', 'office', 'office bantam', 'office bantam chocolate', 'office bantam chocolate log', 'office bantam chocolate log imprint', 'bantam', 'bantam chocolate', 'bantam chocolate log', 'bantam chocolate log imprint', 'chocolate', 'chocolate log', 'chocolate log imprint', 'log', 'log imprint', 'imprint']",0,0,1,0.03875968992248063
71482,I explained again that I was there for a preventive visit and it was covered.,1,explain preventive visit cover,"['explain', 'explain preventive', 'explain preventive visit', 'explain preventive visit cover', 'preventive', 'preventive visit', 'preventive visit cover', 'visit', 'visit cover', 'cover']",0,0,1,0.14705882352941177
65966,He was calm.,0,calm,['calm'],1,0,0,0.2
163446,I even told them the cream was not doing anything and I had 5 new spots develop since the first visit 2 weeks ago.,1,tell cream not new spot develop visit,"['tell', 'tell cream', 'tell cream not', 'tell cream not new', 'tell cream not new spot', 'tell cream not new spot develop', 'tell cream not new spot develop visit', 'cream', 'cream not', 'cream not new', 'cream not new spot', 'cream not new spot develop', 'cream not new spot develop visit', 'not', 'not new', 'not new spot', 'not new spot develop', 'not new spot develop visit', 'new', 'new spot', 'new spot develop', 'new spot develop visit', 'spot', 'spot develop', 'spot develop visit', 'develop', 'develop visit', 'visit']",0,0,1,0.09615384615384617
87058,and his staff have made our dental visits stress free.,0,staff dental visit stress free,"['staff', 'staff dental', 'staff dental visit', 'staff dental visit stress', 'staff dental visit stress free', 'dental', 'dental visit', 'dental visit stress', 'dental visit stress free', 'visit', 'visit stress', 'visit stress free', 'stress', 'stress free', 'free']",0,0,1,0.12820512820512822
99246,Each time I visit Dr. O'leary's office his staff is amazing.,0,time visit dr learn office staff amaze,"['time', 'time visit', 'time visit dr', 'time visit dr learn', 'time visit dr learn office', 'time visit dr learn office staff', 'time visit dr learn office staff amaze', 'visit', 'visit dr', 'visit dr learn', 'visit dr learn office', 'visit dr learn office staff', 'visit dr learn office staff amaze', 'dr', 'dr learn', 'dr learn office', 'dr learn office staff', 'dr learn office staff amaze', 'learn', 'learn office', 'learn office staff', 'learn office staff amaze', 'office', 'office staff', 'office staff amaze', 'staff', 'staff amaze', 'amaze']",0,0,1,0.09615384615384617
128718,"Shouldn't the follow-up visits be included in the price, I paid $155.00 on my last visit on March 29th.",1,follow visit include price pay visit march th,"['follow', 'follow visit', 'follow visit include', 'follow visit include price', 'follow visit include price pay', 'follow visit include price pay visit', 'follow visit include price pay visit march', 'follow visit include price pay visit march th', 'visit', 'visit include', 'visit include price', 'visit include price pay', 'visit include price pay visit', 'visit include price pay visit march', 'visit include price pay visit march th', 'include', 'include price', 'include price pay', 'include price pay visit', 'include price pay visit march', 'include price pay visit march th', 'price', 'price pay', 'price pay visit', 'price pay visit march', 'price pay visit march th', 'pay', 'pay visit', 'pay visit march', 'pay visit march th', 'visit', 'visit march', 'visit march th', 'march', 'march th', 'th']",0,0,1,0.08333333333333334
173455,"and you live on the Peninsula or even in the city, I highly recommend that you visit the Allergy and Asthma Clinic.",0,live peninsula city highly recommend visit clergy asthma clinic,"['live', 'live peninsula', 'live peninsula city', 'live peninsula city highly', 'live peninsula city highly recommend', 'live peninsula city highly recommend visit', 'live peninsula city highly recommend visit clergy', 'live peninsula city highly recommend visit clergy asthma', 'live peninsula city highly recommend visit clergy asthma clinic', 'peninsula', 'peninsula city', 'peninsula city highly', 'peninsula city highly recommend', 'peninsula city highly recommend visit', 'peninsula city highly recommend visit clergy', 'peninsula city highly recommend visit clergy asthma', 'peninsula city highly recommend visit clergy asthma clinic', 'city', 'city highly', 'city highly recommend', 'city highly recommend visit', 'city highly recommend visit clergy', 'city highly recommend visit clergy asthma', 'city highly recommend visit clergy asthma clinic', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit clergy', 'highly recommend visit clergy asthma', 'highly recommend visit clergy asthma clinic', 'recommend', 'recommend visit', 'recommend visit clergy', 'recommend visit clergy asthma', 'recommend visit clergy asthma clinic', 'visit', 'visit clergy', 'visit clergy asthma', 'visit clergy asthma clinic', 'clergy', 'clergy asthma', 'clergy asthma clinic', 'asthma', 'asthma clinic', 'clinic']",0,0,1,0.07246376811594205
155425,You helped to make my recent visit more pleasant.,0,help recent visit pleasant,"['help', 'help recent', 'help recent visit', 'help recent visit pleasant', 'recent', 'recent visit', 'recent visit pleasant', 'visit', 'visit pleasant', 'pleasant']",0,0,1,0.14705882352941177
98249,"My first time visit, it was very good, friendly staff, will tell others about.",0,time visit good friendly staff tell,"['time', 'time visit', 'time visit good', 'time visit good friendly', 'time visit good friendly staff', 'time visit good friendly staff tell', 'visit', 'visit good', 'visit good friendly', 'visit good friendly staff', 'visit good friendly staff tell', 'good', 'good friendly', 'good friendly staff', 'good friendly staff tell', 'friendly', 'friendly staff', 'friendly staff tell', 'staff', 'staff tell', 'tell']",0,0,1,0.1111111111111111
114615,"I also would like to recognize Raime and her office staff for always accommodating me (as I come from New Jersey, USA) for visits.",0,like recognize raise office staff accommodation come visit,"['like', 'like recognize', 'like recognize raise', 'like recognize raise office', 'like recognize raise office staff', 'like recognize raise office staff accommodation', 'like recognize raise office staff accommodation come', 'like recognize raise office staff accommodation come visit', 'recognize', 'recognize raise', 'recognize raise office', 'recognize raise office staff', 'recognize raise office staff accommodation', 'recognize raise office staff accommodation come', 'recognize raise office staff accommodation come visit', 'raise', 'raise office', 'raise office staff', 'raise office staff accommodation', 'raise office staff accommodation come', 'raise office staff accommodation come visit', 'office', 'office staff', 'office staff accommodation', 'office staff accommodation come', 'office staff accommodation come visit', 'staff', 'staff accommodation', 'staff accommodation come', 'staff accommodation come visit', 'accommodation', 'accommodation come', 'accommodation come visit', 'come', 'come visit', 'visit']",0,0,1,0.08333333333333334
88348,I love the fact that everyone remembers the patients by name no matter how long it has been since your last visit.,0,love fact remember patient no matter long visit,"['love', 'love fact', 'love fact remember', 'love fact remember patient', 'love fact remember patient no', 'love fact remember patient no matter', 'love fact remember patient no matter long', 'love fact remember patient no matter long visit', 'fact', 'fact remember', 'fact remember patient', 'fact remember patient no', 'fact remember patient no matter', 'fact remember patient no matter long', 'fact remember patient no matter long visit', 'remember', 'remember patient', 'remember patient no', 'remember patient no matter', 'remember patient no matter long', 'remember patient no matter long visit', 'patient', 'patient no', 'patient no matter', 'patient no matter long', 'patient no matter long visit', 'no', 'no matter', 'no matter long', 'no matter long visit', 'matter', 'matter long', 'matter long visit', 'long', 'long visit', 'visit']",0,0,1,0.08333333333333334
126296,and calm bedside manner is exactly what I need to balance me out.,0,calm bedside manner precisely need balance,"['calm', 'calm bedside', 'calm bedside manner', 'calm bedside manner precisely', 'calm bedside manner precisely need', 'calm bedside manner precisely need balance', 'bedside', 'bedside manner', 'bedside manner precisely', 'bedside manner precisely need', 'bedside manner precisely need balance', 'manner', 'manner precisely', 'manner precisely need', 'manner precisely need balance', 'precisely', 'precisely need', 'precisely need balance', 'need', 'need balance', 'balance']",1,0,0,0.1111111111111111
88827,and follow up visits have been extremely positive.,0,follow visit extremely positive,"['follow', 'follow visit', 'follow visit extremely', 'follow visit extremely positive', 'visit', 'visit extremely', 'visit extremely positive', 'extremely', 'extremely positive', 'positive']",0,0,1,0.14705882352941177
146476,"I had a previous hand/wrist doctor but he was clueless and caused me unnecessary visits, time, and frustration.",1,previous handwrist doctor careless cause unnecessary visit time frustration,"['previous', 'previous handwrist', 'previous handwrist doctor', 'previous handwrist doctor careless', 'previous handwrist doctor careless cause', 'previous handwrist doctor careless cause unnecessary', 'previous handwrist doctor careless cause unnecessary visit', 'previous handwrist doctor careless cause unnecessary visit time', 'previous handwrist doctor careless cause unnecessary visit time frustration', 'handwrist', 'handwrist doctor', 'handwrist doctor careless', 'handwrist doctor careless cause', 'handwrist doctor careless cause unnecessary', 'handwrist doctor careless cause unnecessary visit', 'handwrist doctor careless cause unnecessary visit time', 'handwrist doctor careless cause unnecessary visit time frustration', 'doctor', 'doctor careless', 'doctor careless cause', 'doctor careless cause unnecessary', 'doctor careless cause unnecessary visit', 'doctor careless cause unnecessary visit time', 'doctor careless cause unnecessary visit time frustration', 'careless', 'careless cause', 'careless cause unnecessary', 'careless cause unnecessary visit', 'careless cause unnecessary visit time', 'careless cause unnecessary visit time frustration', 'cause', 'cause unnecessary', 'cause unnecessary visit', 'cause unnecessary visit time', 'cause unnecessary visit time frustration', 'unnecessary', 'unnecessary visit', 'unnecessary visit time', 'unnecessary visit time frustration', 'visit', 'visit time', 'visit time frustration', 'time', 'time frustration', 'frustration']",0,0,1,0.07246376811594205
174053,You cannot find a nicer staff which leads to the best visit!,0,not find nice staff lead good visit,"['not', 'not find', 'not find nice', 'not find nice staff', 'not find nice staff lead', 'not find nice staff lead good', 'not find nice staff lead good visit', 'find', 'find nice', 'find nice staff', 'find nice staff lead', 'find nice staff lead good', 'find nice staff lead good visit', 'nice', 'nice staff', 'nice staff lead', 'nice staff lead good', 'nice staff lead good visit', 'staff', 'staff lead', 'staff lead good', 'staff lead good visit', 'lead', 'lead good', 'lead good visit', 'good', 'good visit', 'visit']",0,0,1,0.09615384615384617
124415,"Next visit, after reluctantly providing the medication, the baby is doing well, seemingly despite drs wishes.",1,visit reluctantly provide meditation baby apparently despite dry wish,"['visit', 'visit reluctantly', 'visit reluctantly provide', 'visit reluctantly provide meditation', 'visit reluctantly provide meditation baby', 'visit reluctantly provide meditation baby apparently', 'visit reluctantly provide meditation baby apparently despite', 'visit reluctantly provide meditation baby apparently despite dry', 'visit reluctantly provide meditation baby apparently despite dry wish', 'reluctantly', 'reluctantly provide', 'reluctantly provide meditation', 'reluctantly provide meditation baby', 'reluctantly provide meditation baby apparently', 'reluctantly provide meditation baby apparently despite', 'reluctantly provide meditation baby apparently despite dry', 'reluctantly provide meditation baby apparently despite dry wish', 'provide', 'provide meditation', 'provide meditation baby', 'provide meditation baby apparently', 'provide meditation baby apparently despite', 'provide meditation baby apparently despite dry', 'provide meditation baby apparently despite dry wish', 'meditation', 'meditation baby', 'meditation baby apparently', 'meditation baby apparently despite', 'meditation baby apparently despite dry', 'meditation baby apparently despite dry wish', 'baby', 'baby apparently', 'baby apparently despite', 'baby apparently despite dry', 'baby apparently despite dry wish', 'apparently', 'apparently despite', 'apparently despite dry', 'apparently despite dry wish', 'despite', 'despite dry', 'despite dry wish', 'dry', 'dry wish', 'wish']",0,0,1,0.07246376811594205
89925,Pleasant first time experience after many years of not visiting a dermatologist.,0,pleasant time experience year not visit dermatologist,"['pleasant', 'pleasant time', 'pleasant time experience', 'pleasant time experience year', 'pleasant time experience year not', 'pleasant time experience year not visit', 'pleasant time experience year not visit dermatologist', 'time', 'time experience', 'time experience year', 'time experience year not', 'time experience year not visit', 'time experience year not visit dermatologist', 'experience', 'experience year', 'experience year not', 'experience year not visit', 'experience year not visit dermatologist', 'year', 'year not', 'year not visit', 'year not visit dermatologist', 'not', 'not visit', 'not visit dermatologist', 'visit', 'visit dermatologist', 'dermatologist']",0,0,1,0.09615384615384617
112726,Excellent bedside manner and follow up visit.,0,excellent bedside manner follow visit,"['excellent', 'excellent bedside', 'excellent bedside manner', 'excellent bedside manner follow', 'excellent bedside manner follow visit', 'bedside', 'bedside manner', 'bedside manner follow', 'bedside manner follow visit', 'manner', 'manner follow', 'manner follow visit', 'follow', 'follow visit', 'visit']",0,0,1,0.12820512820512822
186711,Left a couple of voice mails before my appoint date to confirm the visit.,0,leave couple voice mail appoint date confirm visit,"['leave', 'leave couple', 'leave couple voice', 'leave couple voice mail', 'leave couple voice mail appoint', 'leave couple voice mail appoint date', 'leave couple voice mail appoint date confirm', 'leave couple voice mail appoint date confirm visit', 'couple', 'couple voice', 'couple voice mail', 'couple voice mail appoint', 'couple voice mail appoint date', 'couple voice mail appoint date confirm', 'couple voice mail appoint date confirm visit', 'voice', 'voice mail', 'voice mail appoint', 'voice mail appoint date', 'voice mail appoint date confirm', 'voice mail appoint date confirm visit', 'mail', 'mail appoint', 'mail appoint date', 'mail appoint date confirm', 'mail appoint date confirm visit', 'appoint', 'appoint date', 'appoint date confirm', 'appoint date confirm visit', 'date', 'date confirm', 'date confirm visit', 'confirm', 'confirm visit', 'visit']",0,0,1,0.08333333333333334
97950,"The dentist, Dr. Lichtenstein and his staff made my visit completely comfortable",0,dentist staff visit completely comfortable,"['dentist', 'dentist staff', 'dentist staff visit', 'dentist staff visit completely', 'dentist staff visit completely comfortable', 'staff', 'staff visit', 'staff visit completely', 'staff visit completely comfortable', 'visit', 'visit completely', 'visit completely comfortable', 'completely', 'completely comfortable', 'comfortable']",0,0,1,0.12820512820512822
