commentId,comment,classification,comment_processed,word_phrase_list,nervous,nervous eye,nervous eye breeze,eye,eye breeze,breeze,similarity_score
104631,I had a problem with one eye and Dr. Angrist saw me right away even though I was a new patient.,0,problem eye see right away new patient,"['problem', 'problem eye', 'problem eye see', 'problem eye see right', 'problem eye see right away', 'problem eye see right away new', 'problem eye see right away new patient', 'eye', 'eye see', 'eye see right', 'eye see right away', 'eye see right away new', 'eye see right away new patient', 'see', 'see right', 'see right away', 'see right away new', 'see right away new patient', 'right', 'right away', 'right away new', 'right away new patient', 'away', 'away new', 'away new patient', 'new', 'new patient', 'patient']",0,0,0,1,0,0,0.2857142857142857
137243,Trust your eyes to the team as my wife and myself have and SEE for yourself.,0,trust eye team wife,"['trust', 'trust eye', 'trust eye team', 'trust eye team wife', 'eye', 'eye team', 'eye team wife', 'team', 'team wife', 'wife']",0,0,0,1,0,0,0.2857142857142857
163244,but he charges $250 per area(!!?) which comes to a thousand dollars for just forehead and around eyes.,1,charge area come forehead eye,"['charge', 'charge area', 'charge area come', 'charge area come forehead', 'charge area come forehead eye', 'area', 'area come', 'area come forehead', 'area come forehead eye', 'come', 'come forehead', 'come forehead eye', 'forehead', 'forehead eye', 'eye']",0,0,0,1,0,0,0.2857142857142857
133771,I feel so blessed to have my eye sight back.,0,feel blessed eye sight,"['feel', 'feel blessed', 'feel blessed eye', 'feel blessed eye sight', 'blessed', 'blessed eye', 'blessed eye sight', 'eye', 'eye sight', 'sight']",0,0,0,1,0,0,0.2857142857142857
162379,"I was nervous about the procedure, the recovery and the results.",1,nervous procedure recovery result,"['nervous', 'nervous procedure', 'nervous procedure recovery', 'nervous procedure recovery result', 'procedure', 'procedure recovery', 'procedure recovery result', 'recovery', 'recovery result', 'result']",1,0,0,0,0,0,0.2857142857142857
169843,Can't wait to get the other eye done.,0,wait eye,"['wait', 'wait eye', 'eye']",0,0,0,1,0,0,0.2857142857142857
189609,"As I aged, the heaviness became more apparent, making my eyes look and feel tired.",1,aged heaviness apparent make eye look feel tire,"['aged', 'aged heaviness', 'aged heaviness apparent', 'aged heaviness apparent make', 'aged heaviness apparent make eye', 'aged heaviness apparent make eye look', 'aged heaviness apparent make eye look feel', 'aged heaviness apparent make eye look feel tire', 'heaviness', 'heaviness apparent', 'heaviness apparent make', 'heaviness apparent make eye', 'heaviness apparent make eye look', 'heaviness apparent make eye look feel', 'heaviness apparent make eye look feel tire', 'apparent', 'apparent make', 'apparent make eye', 'apparent make eye look', 'apparent make eye look feel', 'apparent make eye look feel tire', 'make', 'make eye', 'make eye look', 'make eye look feel', 'make eye look feel tire', 'eye', 'eye look', 'eye look feel', 'eye look feel tire', 'look', 'look feel', 'look feel tire', 'feel', 'feel tire', 'tire']",0,0,0,1,0,0,0.2857142857142857
111191,Dr Garrett explained my eye surgery to me and all was set up to be done.,0,explain eye surgery set,"['explain', 'explain eye', 'explain eye surgery', 'explain eye surgery set', 'eye', 'eye surgery', 'eye surgery set', 'surgery', 'surgery set', 'set']",0,0,0,1,0,0,0.2857142857142857
114231,I thought this was very inappropriate and none of his business as this did not effect my eye problem.,1,think inappropriate business effect eye problem,"['think', 'think inappropriate', 'think inappropriate business', 'think inappropriate business effect', 'think inappropriate business effect eye', 'think inappropriate business effect eye problem', 'inappropriate', 'inappropriate business', 'inappropriate business effect', 'inappropriate business effect eye', 'inappropriate business effect eye problem', 'business', 'business effect', 'business effect eye', 'business effect eye problem', 'effect', 'effect eye', 'effect eye problem', 'eye', 'eye problem', 'problem']",0,0,0,1,0,0,0.2857142857142857
156013,"The augmentation is very different from my left eye, and I feel regret when I look in the mirror.",1,pigmentation different leave eye feel regret look mirror,"['pigmentation', 'pigmentation different', 'pigmentation different leave', 'pigmentation different leave eye', 'pigmentation different leave eye feel', 'pigmentation different leave eye feel regret', 'pigmentation different leave eye feel regret look', 'pigmentation different leave eye feel regret look mirror', 'different', 'different leave', 'different leave eye', 'different leave eye feel', 'different leave eye feel regret', 'different leave eye feel regret look', 'different leave eye feel regret look mirror', 'leave', 'leave eye', 'leave eye feel', 'leave eye feel regret', 'leave eye feel regret look', 'leave eye feel regret look mirror', 'eye', 'eye feel', 'eye feel regret', 'eye feel regret look', 'eye feel regret look mirror', 'feel', 'feel regret', 'feel regret look', 'feel regret look mirror', 'regret', 'regret look', 'regret look mirror', 'look', 'look mirror', 'mirror']",0,0,0,1,0,0,0.2857142857142857
128717,Each time I remember I?m using my own eyes to see all around me I experience the joy all over again.,0,time remember m eye experience joy,"['time', 'time remember', 'time remember m', 'time remember m eye', 'time remember m eye experience', 'time remember m eye experience joy', 'remember', 'remember m', 'remember m eye', 'remember m eye experience', 'remember m eye experience joy', 'm', 'm eye', 'm eye experience', 'm eye experience joy', 'eye', 'eye experience', 'eye experience joy', 'experience', 'experience joy', 'joy']",0,0,0,1,0,0,0.2857142857142857
159962,20/15 vision in both eyes.,0,vision eye,"['vision', 'vision eye', 'eye']",0,0,0,1,0,0,0.2857142857142857
147453,My eyes were not redone by new doctor- and are asymmetric.,1,eye new doctor asymmetrical,"['eye', 'eye new', 'eye new doctor', 'eye new doctor asymmetrical', 'new', 'new doctor', 'new doctor asymmetrical', 'doctor', 'doctor asymmetrical', 'asymmetrical']",0,0,0,1,0,0,0.2857142857142857
161969,I take pictures to the side of my face to try to hide that my left eye looks partially closed,1,picture face try hide leave eye look partially close,"['picture', 'picture face', 'picture face try', 'picture face try hide', 'picture face try hide leave', 'picture face try hide leave eye', 'picture face try hide leave eye look', 'picture face try hide leave eye look partially', 'picture face try hide leave eye look partially close', 'face', 'face try', 'face try hide', 'face try hide leave', 'face try hide leave eye', 'face try hide leave eye look', 'face try hide leave eye look partially', 'face try hide leave eye look partially close', 'try', 'try hide', 'try hide leave', 'try hide leave eye', 'try hide leave eye look', 'try hide leave eye look partially', 'try hide leave eye look partially close', 'hide', 'hide leave', 'hide leave eye', 'hide leave eye look', 'hide leave eye look partially', 'hide leave eye look partially close', 'leave', 'leave eye', 'leave eye look', 'leave eye look partially', 'leave eye look partially close', 'eye', 'eye look', 'eye look partially', 'eye look partially close', 'look', 'look partially', 'look partially close', 'partially', 'partially close', 'close']",0,0,0,1,0,0,0.2857142857142857
103549,I was in and out in a breeze .,0,breeze,['breeze'],0,0,0,0,0,1,0.2857142857142857
126969,"I was very nervous, and he explained everything he was going to do, and why he chose the product he was going to use.",0,nervous explain go choose product go use,"['nervous', 'nervous explain', 'nervous explain go', 'nervous explain go choose', 'nervous explain go choose product', 'nervous explain go choose product go', 'nervous explain go choose product go use', 'explain', 'explain go', 'explain go choose', 'explain go choose product', 'explain go choose product go', 'explain go choose product go use', 'go', 'go choose', 'go choose product', 'go choose product go', 'go choose product go use', 'choose', 'choose product', 'choose product go', 'choose product go use', 'product', 'product go', 'product go use', 'go', 'go use', 'use']",1,0,0,0,0,0,0.2857142857142857
149101,"I was extremely nervous as I awaited surgery,",1,extremely nervous expect surgery,"['extremely', 'extremely nervous', 'extremely nervous expect', 'extremely nervous expect surgery', 'nervous', 'nervous expect', 'nervous expect surgery', 'expect', 'expect surgery', 'surgery']",1,0,0,0,0,0,0.2857142857142857
90964,"Nice nurse, didn't feel nervous the morning of surgery!",0,nice nurse feel nervous surgery,"['nice', 'nice nurse', 'nice nurse feel', 'nice nurse feel nervous', 'nice nurse feel nervous surgery', 'nurse', 'nurse feel', 'nurse feel nervous', 'nurse feel nervous surgery', 'feel', 'feel nervous', 'feel nervous surgery', 'nervous', 'nervous surgery', 'surgery']",1,0,0,0,0,0,0.2857142857142857
141202,I typically get very nervous when it comes to injections and she was very kind and comforting.,0,typically nervous come injection kind comfort,"['typically', 'typically nervous', 'typically nervous come', 'typically nervous come injection', 'typically nervous come injection kind', 'typically nervous come injection kind comfort', 'nervous', 'nervous come', 'nervous come injection', 'nervous come injection kind', 'nervous come injection kind comfort', 'come', 'come injection', 'come injection kind', 'come injection kind comfort', 'injection', 'injection kind', 'injection kind comfort', 'kind', 'kind comfort', 'comfort']",1,0,0,0,0,0,0.2857142857142857
161187,Have you ever had to look into your children's eyes and say I'm so sorry we live in a shelter,1,look child eye m sorry live shelter,"['look', 'look child', 'look child eye', 'look child eye m', 'look child eye m sorry', 'look child eye m sorry live', 'look child eye m sorry live shelter', 'child', 'child eye', 'child eye m', 'child eye m sorry', 'child eye m sorry live', 'child eye m sorry live shelter', 'eye', 'eye m', 'eye m sorry', 'eye m sorry live', 'eye m sorry live shelter', 'm', 'm sorry', 'm sorry live', 'm sorry live shelter', 'sorry', 'sorry live', 'sorry live shelter', 'live', 'live shelter', 'shelter']",0,0,0,1,0,0,0.2857142857142857
147427,"He has a turkey neck, suitcases under his eyes, and cheeks that look like deflated balloons.",1,turkey neck bag eye cheek look like defeated balloon,"['turkey', 'turkey neck', 'turkey neck bag', 'turkey neck bag eye', 'turkey neck bag eye cheek', 'turkey neck bag eye cheek look', 'turkey neck bag eye cheek look like', 'turkey neck bag eye cheek look like defeated', 'turkey neck bag eye cheek look like defeated balloon', 'neck', 'neck bag', 'neck bag eye', 'neck bag eye cheek', 'neck bag eye cheek look', 'neck bag eye cheek look like', 'neck bag eye cheek look like defeated', 'neck bag eye cheek look like defeated balloon', 'bag', 'bag eye', 'bag eye cheek', 'bag eye cheek look', 'bag eye cheek look like', 'bag eye cheek look like defeated', 'bag eye cheek look like defeated balloon', 'eye', 'eye cheek', 'eye cheek look', 'eye cheek look like', 'eye cheek look like defeated', 'eye cheek look like defeated balloon', 'cheek', 'cheek look', 'cheek look like', 'cheek look like defeated', 'cheek look like defeated balloon', 'look', 'look like', 'look like defeated', 'look like defeated balloon', 'like', 'like defeated', 'like defeated balloon', 'defeated', 'defeated balloon', 'balloon']",0,0,0,1,0,0,0.2857142857142857
124326,Do your homework before getting scammed by this eye doctor,1,homework get slam eye doctor,"['homework', 'homework get', 'homework get slam', 'homework get slam eye', 'homework get slam eye doctor', 'get', 'get slam', 'get slam eye', 'get slam eye doctor', 'slam', 'slam eye', 'slam eye doctor', 'eye', 'eye doctor', 'doctor']",0,0,0,1,0,0,0.2857142857142857
175198,I get nervous if I'm getting my lips filled when the nurse has wayyy overdone her own lip filler.,1,nervous m get lip fill nurse way lip filler,"['nervous', 'nervous m', 'nervous m get', 'nervous m get lip', 'nervous m get lip fill', 'nervous m get lip fill nurse', 'nervous m get lip fill nurse way', 'nervous m get lip fill nurse way lip', 'nervous m get lip fill nurse way lip filler', 'm', 'm get', 'm get lip', 'm get lip fill', 'm get lip fill nurse', 'm get lip fill nurse way', 'm get lip fill nurse way lip', 'm get lip fill nurse way lip filler', 'get', 'get lip', 'get lip fill', 'get lip fill nurse', 'get lip fill nurse way', 'get lip fill nurse way lip', 'get lip fill nurse way lip filler', 'lip', 'lip fill', 'lip fill nurse', 'lip fill nurse way', 'lip fill nurse way lip', 'lip fill nurse way lip filler', 'fill', 'fill nurse', 'fill nurse way', 'fill nurse way lip', 'fill nurse way lip filler', 'nurse', 'nurse way', 'nurse way lip', 'nurse way lip filler', 'way', 'way lip', 'way lip filler', 'lip', 'lip filler', 'filler']",1,0,0,0,0,0,0.2857142857142857
158855,and made me feel not as nervous as I usually have been with other dentist he talked to me about,0,feel nervous normally dentist talk,"['feel', 'feel nervous', 'feel nervous normally', 'feel nervous normally dentist', 'feel nervous normally dentist talk', 'nervous', 'nervous normally', 'nervous normally dentist', 'nervous normally dentist talk', 'normally', 'normally dentist', 'normally dentist talk', 'dentist', 'dentist talk', 'talk']",1,0,0,0,0,0,0.2857142857142857
189989,She really got my mind over being nervous.,0,get mind nervous,"['get', 'get mind', 'get mind nervous', 'mind', 'mind nervous', 'nervous']",1,0,0,0,0,0,0.2857142857142857
148179,I always had the worst bags under my eyes which were inherited and was always self conscious.,1,bad bag eye inherit self conscious,"['bad', 'bad bag', 'bad bag eye', 'bad bag eye inherit', 'bad bag eye inherit self', 'bad bag eye inherit self conscious', 'bag', 'bag eye', 'bag eye inherit', 'bag eye inherit self', 'bag eye inherit self conscious', 'eye', 'eye inherit', 'eye inherit self', 'eye inherit self conscious', 'inherit', 'inherit self', 'inherit self conscious', 'self', 'self conscious', 'conscious']",0,0,0,1,0,0,0.2857142857142857
136109,During my first visit I did wait over two hours between having my eyes measured,1,visit wait have eye measure,"['visit', 'visit wait', 'visit wait have', 'visit wait have eye', 'visit wait have eye measure', 'wait', 'wait have', 'wait have eye', 'wait have eye measure', 'have', 'have eye', 'have eye measure', 'eye', 'eye measure', 'measure']",0,0,0,1,0,0,0.2857142857142857
116376,I have never had a problem and would recommend Georgia Eye Physicians for any eye care needs.,0,problem recommend eye doctor eye care need,"['problem', 'problem recommend', 'problem recommend eye', 'problem recommend eye doctor', 'problem recommend eye doctor eye', 'problem recommend eye doctor eye care', 'problem recommend eye doctor eye care need', 'recommend', 'recommend eye', 'recommend eye doctor', 'recommend eye doctor eye', 'recommend eye doctor eye care', 'recommend eye doctor eye care need', 'eye', 'eye doctor', 'eye doctor eye', 'eye doctor eye care', 'eye doctor eye care need', 'doctor', 'doctor eye', 'doctor eye care', 'doctor eye care need', 'eye', 'eye care', 'eye care need', 'care', 'care need', 'need']",0,0,0,1,0,0,0.2857142857142857
117056,"I did eye surgery with dr wise and festoon everything great he?s amazing doctor,he got a lot of knowledge on he?s field",0,eye surgery dr wise fenton great s amaze doctor get lot cognition s field,"['eye', 'eye surgery', 'eye surgery dr', 'eye surgery dr wise', 'eye surgery dr wise fenton', 'eye surgery dr wise fenton great', 'eye surgery dr wise fenton great s', 'eye surgery dr wise fenton great s amaze', 'eye surgery dr wise fenton great s amaze doctor', 'eye surgery dr wise fenton great s amaze doctor get', 'eye surgery dr wise fenton great s amaze doctor get lot', 'eye surgery dr wise fenton great s amaze doctor get lot cognition', 'eye surgery dr wise fenton great s amaze doctor get lot cognition s', 'eye surgery dr wise fenton great s amaze doctor get lot cognition s field', 'surgery', 'surgery dr', 'surgery dr wise', 'surgery dr wise fenton', 'surgery dr wise fenton great', 'surgery dr wise fenton great s', 'surgery dr wise fenton great s amaze', 'surgery dr wise fenton great s amaze doctor', 'surgery dr wise fenton great s amaze doctor get', 'surgery dr wise fenton great s amaze doctor get lot', 'surgery dr wise fenton great s amaze doctor get lot cognition', 'surgery dr wise fenton great s amaze doctor get lot cognition s', 'surgery dr wise fenton great s amaze doctor get lot cognition s field', 'dr', 'dr wise', 'dr wise fenton', 'dr wise fenton great', 'dr wise fenton great s', 'dr wise fenton great s amaze', 'dr wise fenton great s amaze doctor', 'dr wise fenton great s amaze doctor get', 'dr wise fenton great s amaze doctor get lot', 'dr wise fenton great s amaze doctor get lot cognition', 'dr wise fenton great s amaze doctor get lot cognition s', 'dr wise fenton great s amaze doctor get lot cognition s field', 'wise', 'wise fenton', 'wise fenton great', 'wise fenton great s', 'wise fenton great s amaze', 'wise fenton great s amaze doctor', 'wise fenton great s amaze doctor get', 'wise fenton great s amaze doctor get lot', 'wise fenton great s amaze doctor get lot cognition', 'wise fenton great s amaze doctor get lot cognition s', 'wise fenton great s amaze doctor get lot cognition s field', 'fenton', 'fenton great', 'fenton great s', 'fenton great s amaze', 'fenton great s amaze doctor', 'fenton great s amaze doctor get', 'fenton great s amaze doctor get lot', 'fenton great s amaze doctor get lot cognition', 'fenton great s amaze doctor get lot cognition s', 'fenton great s amaze doctor get lot cognition s field', 'great', 'great s', 'great s amaze', 'great s amaze doctor', 'great s amaze doctor get', 'great s amaze doctor get lot', 'great s amaze doctor get lot cognition', 'great s amaze doctor get lot cognition s', 'great s amaze doctor get lot cognition s field', 's', 's amaze', 's amaze doctor', 's amaze doctor get', 's amaze doctor get lot', 's amaze doctor get lot cognition', 's amaze doctor get lot cognition s', 's amaze doctor get lot cognition s field', 'amaze', 'amaze doctor', 'amaze doctor get', 'amaze doctor get lot', 'amaze doctor get lot cognition', 'amaze doctor get lot cognition s', 'amaze doctor get lot cognition s field', 'doctor', 'doctor get', 'doctor get lot', 'doctor get lot cognition', 'doctor get lot cognition s', 'doctor get lot cognition s field', 'get', 'get lot', 'get lot cognition', 'get lot cognition s', 'get lot cognition s field', 'lot', 'lot cognition', 'lot cognition s', 'lot cognition s field', 'cognition', 'cognition s', 'cognition s field', 's', 's field', 'field']",0,0,0,1,0,0,0.2857142857142857
130375,it has been almost one year since i had my lower eye lid surgery and i can not be happier.,0,low eye lid surgery happy,"['low', 'low eye', 'low eye lid', 'low eye lid surgery', 'low eye lid surgery happy', 'eye', 'eye lid', 'eye lid surgery', 'eye lid surgery happy', 'lid', 'lid surgery', 'lid surgery happy', 'surgery', 'surgery happy', 'happy']",0,0,0,1,0,0,0.2857142857142857
134922,Once I had the cast removed it was a breeze.,0,cast remove breeze,"['cast', 'cast remove', 'cast remove breeze', 'remove', 'remove breeze', 'breeze']",0,0,0,0,0,1,0.2857142857142857
100109,He is an angel in my eyes and all of the patients I chatted up in the waiting room.,0,angel eye patient chew the fat wait room,"['angel', 'angel eye', 'angel eye patient', 'angel eye patient chew', 'angel eye patient chew the', 'angel eye patient chew the fat', 'angel eye patient chew the fat wait', 'angel eye patient chew the fat wait room', 'eye', 'eye patient', 'eye patient chew', 'eye patient chew the', 'eye patient chew the fat', 'eye patient chew the fat wait', 'eye patient chew the fat wait room', 'patient', 'patient chew', 'patient chew the', 'patient chew the fat', 'patient chew the fat wait', 'patient chew the fat wait room', 'chew', 'chew the', 'chew the fat', 'chew the fat wait', 'chew the fat wait room', 'the', 'the fat', 'the fat wait', 'the fat wait room', 'fat', 'fat wait', 'fat wait room', 'wait', 'wait room', 'room']",0,0,0,1,0,0,0.2857142857142857
170423,"Sinceramente eles tem muitas boas informações, sem falar que ainda me deram 20%",0,sinceramente eye guitar far que dream,"['sinceramente', 'sinceramente eye', 'sinceramente eye guitar', 'sinceramente eye guitar far', 'sinceramente eye guitar far que', 'sinceramente eye guitar far que dream', 'eye', 'eye guitar', 'eye guitar far', 'eye guitar far que', 'eye guitar far que dream', 'guitar', 'guitar far', 'guitar far que', 'guitar far que dream', 'far', 'far que', 'far que dream', 'que', 'que dream', 'dream']",0,0,0,1,0,0,0.2857142857142857
104563,You can see and count the stitches were he stitched my lower eye lid back together.,1,count stitch sew low eye lid,"['count', 'count stitch', 'count stitch sew', 'count stitch sew low', 'count stitch sew low eye', 'count stitch sew low eye lid', 'stitch', 'stitch sew', 'stitch sew low', 'stitch sew low eye', 'stitch sew low eye lid', 'sew', 'sew low', 'sew low eye', 'sew low eye lid', 'low', 'low eye', 'low eye lid', 'eye', 'eye lid', 'lid']",0,0,0,1,0,0,0.2857142857142857
103947,"It made me nervous knowing that they would be so close to my eyes,",1,nervous know close eye,"['nervous', 'nervous know', 'nervous know close', 'nervous know close eye', 'know', 'know close', 'know close eye', 'close', 'close eye', 'eye']",1,0,0,1,0,0,0.5714285714285714
112336,"did a great job on my eyes, would use no one else, Marsha Griffin",0,great job eye use marshal griffe,"['great', 'great job', 'great job eye', 'great job eye use', 'great job eye use marshal', 'great job eye use marshal griffe', 'job', 'job eye', 'job eye use', 'job eye use marshal', 'job eye use marshal griffe', 'eye', 'eye use', 'eye use marshal', 'eye use marshal griffe', 'use', 'use marshal', 'use marshal griffe', 'marshal', 'marshal griffe', 'griffe']",0,0,0,1,0,0,0.2857142857142857
150748,That made me looked older for my age  Now the eye bags are completely gone even in the mornings!,0,look old age eye bag completely go morning,"['look', 'look old', 'look old age', 'look old age eye', 'look old age eye bag', 'look old age eye bag completely', 'look old age eye bag completely go', 'look old age eye bag completely go morning', 'old', 'old age', 'old age eye', 'old age eye bag', 'old age eye bag completely', 'old age eye bag completely go', 'old age eye bag completely go morning', 'age', 'age eye', 'age eye bag', 'age eye bag completely', 'age eye bag completely go', 'age eye bag completely go morning', 'eye', 'eye bag', 'eye bag completely', 'eye bag completely go', 'eye bag completely go morning', 'bag', 'bag completely', 'bag completely go', 'bag completely go morning', 'completely', 'completely go', 'completely go morning', 'go', 'go morning', 'morning']",0,0,0,1,0,0,0.2857142857142857
139836,I wasn't the least bit nervous going in.,0,bit nervous go,"['bit', 'bit nervous', 'bit nervous go', 'nervous', 'nervous go', 'go']",1,0,0,0,0,0,0.2857142857142857
167435,I was attempting to throw with just one eye all day )when I have never felt before after getting Botox.,1,attempt throw eye day feel get,"['attempt', 'attempt throw', 'attempt throw eye', 'attempt throw eye day', 'attempt throw eye day feel', 'attempt throw eye day feel get', 'throw', 'throw eye', 'throw eye day', 'throw eye day feel', 'throw eye day feel get', 'eye', 'eye day', 'eye day feel', 'eye day feel get', 'day', 'day feel', 'day feel get', 'feel', 'feel get', 'get']",0,0,0,1,0,0,0.2857142857142857
145592,Dr. opened drain in eye and tightened tendon on side to resolve the issue.,0,dr open drain eye tighten tendon resolve issue,"['dr', 'dr open', 'dr open drain', 'dr open drain eye', 'dr open drain eye tighten', 'dr open drain eye tighten tendon', 'dr open drain eye tighten tendon resolve', 'dr open drain eye tighten tendon resolve issue', 'open', 'open drain', 'open drain eye', 'open drain eye tighten', 'open drain eye tighten tendon', 'open drain eye tighten tendon resolve', 'open drain eye tighten tendon resolve issue', 'drain', 'drain eye', 'drain eye tighten', 'drain eye tighten tendon', 'drain eye tighten tendon resolve', 'drain eye tighten tendon resolve issue', 'eye', 'eye tighten', 'eye tighten tendon', 'eye tighten tendon resolve', 'eye tighten tendon resolve issue', 'tighten', 'tighten tendon', 'tighten tendon resolve', 'tighten tendon resolve issue', 'tendon', 'tendon resolve', 'tendon resolve issue', 'resolve', 'resolve issue', 'issue']",0,0,0,1,0,0,0.2857142857142857
129912,He came up with a solution my eye doc predicted wouldn't be possible.,0,come solution eye predict possible,"['come', 'come solution', 'come solution eye', 'come solution eye predict', 'come solution eye predict possible', 'solution', 'solution eye', 'solution eye predict', 'solution eye predict possible', 'eye', 'eye predict', 'eye predict possible', 'predict', 'predict possible', 'possible']",0,0,0,1,0,0,0.2857142857142857
126195,I get really nervous about doctors appointments and they made me feel at home.,0,nervous doctor appointment feel home,"['nervous', 'nervous doctor', 'nervous doctor appointment', 'nervous doctor appointment feel', 'nervous doctor appointment feel home', 'doctor', 'doctor appointment', 'doctor appointment feel', 'doctor appointment feel home', 'appointment', 'appointment feel', 'appointment feel home', 'feel', 'feel home', 'home']",1,0,0,0,0,0,0.2857142857142857
90918,"and though I was slightly nervous, he made it very comfortable.",0,slightly nervous comfortable,"['slightly', 'slightly nervous', 'slightly nervous comfortable', 'nervous', 'nervous comfortable', 'comfortable']",1,0,0,0,0,0,0.2857142857142857
