commentId,comment,classification,comment_processed,word_phrase_list,happen,map,pure,insanity,similarity_score
59597,"She has a very nice personality, she explains everything that is going on and the ramifications of what could happen if things don't go right.",0,nice personality explain go ratification happen thing right,"['nice', 'nice personality', 'nice personality explain', 'nice personality explain go', 'nice personality explain go ratification', 'nice personality explain go ratification happen', 'nice personality explain go ratification happen thing', 'nice personality explain go ratification happen thing right', 'personality', 'personality explain', 'personality explain go', 'personality explain go ratification', 'personality explain go ratification happen', 'personality explain go ratification happen thing', 'personality explain go ratification happen thing right', 'explain', 'explain go', 'explain go ratification', 'explain go ratification happen', 'explain go ratification happen thing', 'explain go ratification happen thing right', 'go', 'go ratification', 'go ratification happen', 'go ratification happen thing', 'go ratification happen thing right', 'ratification', 'ratification happen', 'ratification happen thing', 'ratification happen thing right', 'happen', 'happen thing', 'happen thing right', 'thing', 'thing right', 'right']",1,0,0,0,0.043478260869565216
165314,"Things happen as efficiently as they can for a busy doctor's office, which is pretty quickly if you ask me, considering circumstances.",0,thing happen efficiently busy doctor office pretty quickly ask consider circumstance,"['thing', 'thing happen', 'thing happen efficiently', 'thing happen efficiently busy', 'thing happen efficiently busy doctor', 'thing happen efficiently busy doctor office', 'thing happen efficiently busy doctor office pretty', 'thing happen efficiently busy doctor office pretty quickly', 'thing happen efficiently busy doctor office pretty quickly ask', 'thing happen efficiently busy doctor office pretty quickly ask consider', 'thing happen efficiently busy doctor office pretty quickly ask consider circumstance', 'happen', 'happen efficiently', 'happen efficiently busy', 'happen efficiently busy doctor', 'happen efficiently busy doctor office', 'happen efficiently busy doctor office pretty', 'happen efficiently busy doctor office pretty quickly', 'happen efficiently busy doctor office pretty quickly ask', 'happen efficiently busy doctor office pretty quickly ask consider', 'happen efficiently busy doctor office pretty quickly ask consider circumstance', 'efficiently', 'efficiently busy', 'efficiently busy doctor', 'efficiently busy doctor office', 'efficiently busy doctor office pretty', 'efficiently busy doctor office pretty quickly', 'efficiently busy doctor office pretty quickly ask', 'efficiently busy doctor office pretty quickly ask consider', 'efficiently busy doctor office pretty quickly ask consider circumstance', 'busy', 'busy doctor', 'busy doctor office', 'busy doctor office pretty', 'busy doctor office pretty quickly', 'busy doctor office pretty quickly ask', 'busy doctor office pretty quickly ask consider', 'busy doctor office pretty quickly ask consider circumstance', 'doctor', 'doctor office', 'doctor office pretty', 'doctor office pretty quickly', 'doctor office pretty quickly ask', 'doctor office pretty quickly ask consider', 'doctor office pretty quickly ask consider circumstance', 'office', 'office pretty', 'office pretty quickly', 'office pretty quickly ask', 'office pretty quickly ask consider', 'office pretty quickly ask consider circumstance', 'pretty', 'pretty quickly', 'pretty quickly ask', 'pretty quickly ask consider', 'pretty quickly ask consider circumstance', 'quickly', 'quickly ask', 'quickly ask consider', 'quickly ask consider circumstance', 'ask', 'ask consider', 'ask consider circumstance', 'consider', 'consider circumstance', 'circumstance']",1,0,0,0,0.02631578947368421
143230,I am impressed with the results and glad nothing bad happened.,0,impress result glad bad happen,"['impress', 'impress result', 'impress result glad', 'impress result glad bad', 'impress result glad bad happen', 'result', 'result glad', 'result glad bad', 'result glad bad happen', 'glad', 'glad bad', 'glad bad happen', 'bad', 'bad happen', 'happen']",1,0,0,0,0.08
141204,"When he came in and I explained what happened, his response was to question whether I actually had a brain bleed or died?",1,come explain happen response question actually brain bleed die,"['come', 'come explain', 'come explain happen', 'come explain happen response', 'come explain happen response question', 'come explain happen response question actually', 'come explain happen response question actually brain', 'come explain happen response question actually brain bleed', 'come explain happen response question actually brain bleed die', 'explain', 'explain happen', 'explain happen response', 'explain happen response question', 'explain happen response question actually', 'explain happen response question actually brain', 'explain happen response question actually brain bleed', 'explain happen response question actually brain bleed die', 'happen', 'happen response', 'happen response question', 'happen response question actually', 'happen response question actually brain', 'happen response question actually brain bleed', 'happen response question actually brain bleed die', 'response', 'response question', 'response question actually', 'response question actually brain', 'response question actually brain bleed', 'response question actually brain bleed die', 'question', 'question actually', 'question actually brain', 'question actually brain bleed', 'question actually brain bleed die', 'actually', 'actually brain', 'actually brain bleed', 'actually brain bleed die', 'brain', 'brain bleed', 'brain bleed die', 'bleed', 'bleed die', 'die']",1,0,0,0,0.03636363636363636
103252,I even had light spotting after the exam which has never happened before.I returned a month later to get an IUD insertion.,1,light sporting examination happen return mud insertion,"['light', 'light sporting', 'light sporting examination', 'light sporting examination happen', 'light sporting examination happen return', 'light sporting examination happen return mud', 'light sporting examination happen return mud insertion', 'sporting', 'sporting examination', 'sporting examination happen', 'sporting examination happen return', 'sporting examination happen return mud', 'sporting examination happen return mud insertion', 'examination', 'examination happen', 'examination happen return', 'examination happen return mud', 'examination happen return mud insertion', 'happen', 'happen return', 'happen return mud', 'happen return mud insertion', 'return', 'return mud', 'return mud insertion', 'mud', 'mud insertion', 'insertion']",1,0,0,0,0.05263157894736842
145517,I feel like my bruising was so bad the first time something happened they are not telling me...,1,feel like bruise bad time happen not tell,"['feel', 'feel like', 'feel like bruise', 'feel like bruise bad', 'feel like bruise bad time', 'feel like bruise bad time happen', 'feel like bruise bad time happen not', 'feel like bruise bad time happen not tell', 'like', 'like bruise', 'like bruise bad', 'like bruise bad time', 'like bruise bad time happen', 'like bruise bad time happen not', 'like bruise bad time happen not tell', 'bruise', 'bruise bad', 'bruise bad time', 'bruise bad time happen', 'bruise bad time happen not', 'bruise bad time happen not tell', 'bad', 'bad time', 'bad time happen', 'bad time happen not', 'bad time happen not tell', 'time', 'time happen', 'time happen not', 'time happen not tell', 'happen', 'happen not', 'happen not tell', 'not', 'not tell', 'tell']",1,0,0,0,0.043478260869565216
84714,also Donna her assistant is on top of what is happening,0,assistant happen,"['assistant', 'assistant happen', 'happen']",1,0,0,0,0.15384615384615385
156894,"He said...""don't worry we won't let that happen.""",0,saiddont worry wo let happen,"['saiddont', 'saiddont worry', 'saiddont worry wo', 'saiddont worry wo let', 'saiddont worry wo let happen', 'worry', 'worry wo', 'worry wo let', 'worry wo let happen', 'wo', 'wo let', 'wo let happen', 'let', 'let happen', 'happen']",1,0,0,0,0.08
155429,I found this odd as I was able to do a simple five minute google search and found out that this indeed does happen.,1,find odd able simple search find happen,"['find', 'find odd', 'find odd able', 'find odd able simple', 'find odd able simple search', 'find odd able simple search find', 'find odd able simple search find happen', 'odd', 'odd able', 'odd able simple', 'odd able simple search', 'odd able simple search find', 'odd able simple search find happen', 'able', 'able simple', 'able simple search', 'able simple search find', 'able simple search find happen', 'simple', 'simple search', 'simple search find', 'simple search find happen', 'search', 'search find', 'search find happen', 'find', 'find happen', 'happen']",1,0,0,0,0.05263157894736842
190039,Pure plastics was very professional and informational with the expectations needed in order to undergo the surgery.,0,pure plastic professional information expectation need order undergo surgery,"['pure', 'pure plastic', 'pure plastic professional', 'pure plastic professional information', 'pure plastic professional information expectation', 'pure plastic professional information expectation need', 'pure plastic professional information expectation need order', 'pure plastic professional information expectation need order undergo', 'pure plastic professional information expectation need order undergo surgery', 'plastic', 'plastic professional', 'plastic professional information', 'plastic professional information expectation', 'plastic professional information expectation need', 'plastic professional information expectation need order', 'plastic professional information expectation need order undergo', 'plastic professional information expectation need order undergo surgery', 'professional', 'professional information', 'professional information expectation', 'professional information expectation need', 'professional information expectation need order', 'professional information expectation need order undergo', 'professional information expectation need order undergo surgery', 'information', 'information expectation', 'information expectation need', 'information expectation need order', 'information expectation need order undergo', 'information expectation need order undergo surgery', 'expectation', 'expectation need', 'expectation need order', 'expectation need order undergo', 'expectation need order undergo surgery', 'need', 'need order', 'need order undergo', 'need order undergo surgery', 'order', 'order undergo', 'order undergo surgery', 'undergo', 'undergo surgery', 'surgery']",0,0,1,0,0.03636363636363636
139467,and worked to get me in and make my cruise happen...,0,work cruise happen,"['work', 'work cruise', 'work cruise happen', 'cruise', 'cruise happen', 'happen']",1,0,0,0,0.125
124189,I learned about FCI and Dr.Jacobs by pure luck but it was the best thing that could have happened to us.,0,learn focus drjacobs pure fortune good thing happen,"['learn', 'learn focus', 'learn focus drjacobs', 'learn focus drjacobs pure', 'learn focus drjacobs pure fortune', 'learn focus drjacobs pure fortune good', 'learn focus drjacobs pure fortune good thing', 'learn focus drjacobs pure fortune good thing happen', 'focus', 'focus drjacobs', 'focus drjacobs pure', 'focus drjacobs pure fortune', 'focus drjacobs pure fortune good', 'focus drjacobs pure fortune good thing', 'focus drjacobs pure fortune good thing happen', 'drjacobs', 'drjacobs pure', 'drjacobs pure fortune', 'drjacobs pure fortune good', 'drjacobs pure fortune good thing', 'drjacobs pure fortune good thing happen', 'pure', 'pure fortune', 'pure fortune good', 'pure fortune good thing', 'pure fortune good thing happen', 'fortune', 'fortune good', 'fortune good thing', 'fortune good thing happen', 'good', 'good thing', 'good thing happen', 'thing', 'thing happen', 'happen']",1,0,1,0,0.08695652173913043
111518,after surgery he gave us less than 10 min to explain what happened.,1,surgery give min explain happen,"['surgery', 'surgery give', 'surgery give min', 'surgery give min explain', 'surgery give min explain happen', 'give', 'give min', 'give min explain', 'give min explain happen', 'min', 'min explain', 'min explain happen', 'explain', 'explain happen', 'happen']",1,0,0,0,0.08
111170,Worst thing that's ever happened to me.,1,bad thing happen,"['bad', 'bad thing', 'bad thing happen', 'thing', 'thing happen', 'happen']",1,0,0,0,0.125
167984,She hears what you wish for and truly makes it happen.,0,hear wish truly make happen,"['hear', 'hear wish', 'hear wish truly', 'hear wish truly make', 'hear wish truly make happen', 'wish', 'wish truly', 'wish truly make', 'wish truly make happen', 'truly', 'truly make', 'truly make happen', 'make', 'make happen', 'happen']",1,0,0,0,0.08
103921,After the surgery I was able to get back on my feet and about my daily routines like nothing ever happened.,0,surgery able foot daily routine like happen,"['surgery', 'surgery able', 'surgery able foot', 'surgery able foot daily', 'surgery able foot daily routine', 'surgery able foot daily routine like', 'surgery able foot daily routine like happen', 'able', 'able foot', 'able foot daily', 'able foot daily routine', 'able foot daily routine like', 'able foot daily routine like happen', 'foot', 'foot daily', 'foot daily routine', 'foot daily routine like', 'foot daily routine like happen', 'daily', 'daily routine', 'daily routine like', 'daily routine like happen', 'routine', 'routine like', 'routine like happen', 'like', 'like happen', 'happen']",1,0,0,0,0.05263157894736842
153130,"At this point, Mofid has been paid for about $24,000 worth of work that didn't happen.",1,point move pay worth work happen,"['point', 'point move', 'point move pay', 'point move pay worth', 'point move pay worth work', 'point move pay worth work happen', 'move', 'move pay', 'move pay worth', 'move pay worth work', 'move pay worth work happen', 'pay', 'pay worth', 'pay worth work', 'pay worth work happen', 'worth', 'worth work', 'worth work happen', 'work', 'work happen', 'happen']",1,0,0,0,0.06451612903225806
88849,She is very thorough and was able to figure out what was happening with me,0,thorough able figure happen,"['thorough', 'thorough able', 'thorough able figure', 'thorough able figure happen', 'able', 'able figure', 'able figure happen', 'figure', 'figure happen', 'happen']",1,0,0,0,0.1
184716,Our big red flag happened when he wanted to pull my husbands 2 front teeth as he said he had an infection.,1,big red flag happen want pull husband tooth say infection,"['big', 'big red', 'big red flag', 'big red flag happen', 'big red flag happen want', 'big red flag happen want pull', 'big red flag happen want pull husband', 'big red flag happen want pull husband tooth', 'big red flag happen want pull husband tooth say', 'big red flag happen want pull husband tooth say infection', 'red', 'red flag', 'red flag happen', 'red flag happen want', 'red flag happen want pull', 'red flag happen want pull husband', 'red flag happen want pull husband tooth', 'red flag happen want pull husband tooth say', 'red flag happen want pull husband tooth say infection', 'flag', 'flag happen', 'flag happen want', 'flag happen want pull', 'flag happen want pull husband', 'flag happen want pull husband tooth', 'flag happen want pull husband tooth say', 'flag happen want pull husband tooth say infection', 'happen', 'happen want', 'happen want pull', 'happen want pull husband', 'happen want pull husband tooth', 'happen want pull husband tooth say', 'happen want pull husband tooth say infection', 'want', 'want pull', 'want pull husband', 'want pull husband tooth', 'want pull husband tooth say', 'want pull husband tooth say infection', 'pull', 'pull husband', 'pull husband tooth', 'pull husband tooth say', 'pull husband tooth say infection', 'husband', 'husband tooth', 'husband tooth say', 'husband tooth say infection', 'tooth', 'tooth say', 'tooth say infection', 'say', 'say infection', 'infection']",1,0,0,0,0.03076923076923077
96065,I will never forget 4 months later that everything he said happened,0,forget say happen,"['forget', 'forget say', 'forget say happen', 'say', 'say happen', 'happen']",1,0,0,0,0.125
112576,"They saw me right away, knew right off hand what had happened.",0,see right away know right hand happen,"['see', 'see right', 'see right away', 'see right away know', 'see right away know right', 'see right away know right hand', 'see right away know right hand happen', 'right', 'right away', 'right away know', 'right away know right', 'right away know right hand', 'right away know right hand happen', 'away', 'away know', 'away know right', 'away know right hand', 'away know right hand happen', 'know', 'know right', 'know right hand', 'know right hand happen', 'right', 'right hand', 'right hand happen', 'hand', 'hand happen', 'happen']",1,0,0,0,0.05263157894736842
121646,"From the way you will feel to the process of recovery, he literally told you what will happen day by day",0,way feel process recovery literally tell happen day day,"['way', 'way feel', 'way feel process', 'way feel process recovery', 'way feel process recovery literally', 'way feel process recovery literally tell', 'way feel process recovery literally tell happen', 'way feel process recovery literally tell happen day', 'way feel process recovery literally tell happen day day', 'feel', 'feel process', 'feel process recovery', 'feel process recovery literally', 'feel process recovery literally tell', 'feel process recovery literally tell happen', 'feel process recovery literally tell happen day', 'feel process recovery literally tell happen day day', 'process', 'process recovery', 'process recovery literally', 'process recovery literally tell', 'process recovery literally tell happen', 'process recovery literally tell happen day', 'process recovery literally tell happen day day', 'recovery', 'recovery literally', 'recovery literally tell', 'recovery literally tell happen', 'recovery literally tell happen day', 'recovery literally tell happen day day', 'literally', 'literally tell', 'literally tell happen', 'literally tell happen day', 'literally tell happen day day', 'tell', 'tell happen', 'tell happen day', 'tell happen day day', 'happen', 'happen day', 'happen day day', 'day', 'day day', 'day']",1,0,0,0,0.03636363636363636
172986,Problems do happen and a surgeon has to be able to take responsibility and help the patient.,1,problem happen surgeon able responsibility help patient,"['problem', 'problem happen', 'problem happen surgeon', 'problem happen surgeon able', 'problem happen surgeon able responsibility', 'problem happen surgeon able responsibility help', 'problem happen surgeon able responsibility help patient', 'happen', 'happen surgeon', 'happen surgeon able', 'happen surgeon able responsibility', 'happen surgeon able responsibility help', 'happen surgeon able responsibility help patient', 'surgeon', 'surgeon able', 'surgeon able responsibility', 'surgeon able responsibility help', 'surgeon able responsibility help patient', 'able', 'able responsibility', 'able responsibility help', 'able responsibility help patient', 'responsibility', 'responsibility help', 'responsibility help patient', 'help', 'help patient', 'patient']",1,0,0,0,0.05263157894736842
158196,and look at all the complications that can happen having a bbl.,1,look complication happen have bal,"['look', 'look complication', 'look complication happen', 'look complication happen have', 'look complication happen have bal', 'complication', 'complication happen', 'complication happen have', 'complication happen have bal', 'happen', 'happen have', 'happen have bal', 'have', 'have bal', 'bal']",1,0,0,0,0.08
152484,She gives you so much hope even when you have doubts that having a child will never happen.,0,give hope doubt have child happen,"['give', 'give hope', 'give hope doubt', 'give hope doubt have', 'give hope doubt have child', 'give hope doubt have child happen', 'hope', 'hope doubt', 'hope doubt have', 'hope doubt have child', 'hope doubt have child happen', 'doubt', 'doubt have', 'doubt have child', 'doubt have child happen', 'have', 'have child', 'have child happen', 'child', 'child happen', 'happen']",1,0,0,0,0.06451612903225806
173669,"but over the last few years, the front office staff (0 stars) has been the worst thing to happen to his practice.",1,office staff star bad thing happen practice,"['office', 'office staff', 'office staff star', 'office staff star bad', 'office staff star bad thing', 'office staff star bad thing happen', 'office staff star bad thing happen practice', 'staff', 'staff star', 'staff star bad', 'staff star bad thing', 'staff star bad thing happen', 'staff star bad thing happen practice', 'star', 'star bad', 'star bad thing', 'star bad thing happen', 'star bad thing happen practice', 'bad', 'bad thing', 'bad thing happen', 'bad thing happen practice', 'thing', 'thing happen', 'thing happen practice', 'happen', 'happen practice', 'practice']",1,0,0,0,0.05263157894736842
105412,"I always felt like I knew what was happening, and why I needed to do certain things before and after the surgery.",0,feel like know happen need certain thing surgery,"['feel', 'feel like', 'feel like know', 'feel like know happen', 'feel like know happen need', 'feel like know happen need certain', 'feel like know happen need certain thing', 'feel like know happen need certain thing surgery', 'like', 'like know', 'like know happen', 'like know happen need', 'like know happen need certain', 'like know happen need certain thing', 'like know happen need certain thing surgery', 'know', 'know happen', 'know happen need', 'know happen need certain', 'know happen need certain thing', 'know happen need certain thing surgery', 'happen', 'happen need', 'happen need certain', 'happen need certain thing', 'happen need certain thing surgery', 'need', 'need certain', 'need certain thing', 'need certain thing surgery', 'certain', 'certain thing', 'certain thing surgery', 'thing', 'thing surgery', 'surgery']",1,0,0,0,0.043478260869565216
83494,I did not know what was happening until I took him in to see Dr. Chan.,0,not know happen take,"['not', 'not know', 'not know happen', 'not know happen take', 'know', 'know happen', 'know happen take', 'happen', 'happen take', 'take']",1,0,0,0,0.1
124797,"They explained everything that was going to happen, both before and after.",0,explain go happen,"['explain', 'explain go', 'explain go happen', 'go', 'go happen', 'happen']",1,0,0,0,0.125
144003,He insisted I had a fatty tumor and with liposuction would get rid of it along with the fat in pube area.,1,insist fatty tumor liposuction rid fat pure area,"['insist', 'insist fatty', 'insist fatty tumor', 'insist fatty tumor liposuction', 'insist fatty tumor liposuction rid', 'insist fatty tumor liposuction rid fat', 'insist fatty tumor liposuction rid fat pure', 'insist fatty tumor liposuction rid fat pure area', 'fatty', 'fatty tumor', 'fatty tumor liposuction', 'fatty tumor liposuction rid', 'fatty tumor liposuction rid fat', 'fatty tumor liposuction rid fat pure', 'fatty tumor liposuction rid fat pure area', 'tumor', 'tumor liposuction', 'tumor liposuction rid', 'tumor liposuction rid fat', 'tumor liposuction rid fat pure', 'tumor liposuction rid fat pure area', 'liposuction', 'liposuction rid', 'liposuction rid fat', 'liposuction rid fat pure', 'liposuction rid fat pure area', 'rid', 'rid fat', 'rid fat pure', 'rid fat pure area', 'fat', 'fat pure', 'fat pure area', 'pure', 'pure area', 'area']",0,0,1,0,0.043478260869565216
99783,"You don't believe the client, if it is not in the computer it didn't happen.",1,believe client not computer happen,"['believe', 'believe client', 'believe client not', 'believe client not computer', 'believe client not computer happen', 'client', 'client not', 'client not computer', 'client not computer happen', 'not', 'not computer', 'not computer happen', 'computer', 'computer happen', 'happen']",1,0,0,0,0.08
159534,then he mentioned a spinal modulator . .. wat happened to the simple discectomy with a 90% success rate ?,1,mention spinal modulator wat happen simple discectomy success rate,"['mention', 'mention spinal', 'mention spinal modulator', 'mention spinal modulator wat', 'mention spinal modulator wat happen', 'mention spinal modulator wat happen simple', 'mention spinal modulator wat happen simple discectomy', 'mention spinal modulator wat happen simple discectomy success', 'mention spinal modulator wat happen simple discectomy success rate', 'spinal', 'spinal modulator', 'spinal modulator wat', 'spinal modulator wat happen', 'spinal modulator wat happen simple', 'spinal modulator wat happen simple discectomy', 'spinal modulator wat happen simple discectomy success', 'spinal modulator wat happen simple discectomy success rate', 'modulator', 'modulator wat', 'modulator wat happen', 'modulator wat happen simple', 'modulator wat happen simple discectomy', 'modulator wat happen simple discectomy success', 'modulator wat happen simple discectomy success rate', 'wat', 'wat happen', 'wat happen simple', 'wat happen simple discectomy', 'wat happen simple discectomy success', 'wat happen simple discectomy success rate', 'happen', 'happen simple', 'happen simple discectomy', 'happen simple discectomy success', 'happen simple discectomy success rate', 'simple', 'simple discectomy', 'simple discectomy success', 'simple discectomy success rate', 'discectomy', 'discectomy success', 'discectomy success rate', 'success', 'success rate', 'rate']",1,0,0,0,0.03636363636363636
115653,and my temporary insanity set in all of my questions and concerns were handled in a...,0,temporary insanity set question concern handle,"['temporary', 'temporary insanity', 'temporary insanity set', 'temporary insanity set question', 'temporary insanity set question concern', 'temporary insanity set question concern handle', 'insanity', 'insanity set', 'insanity set question', 'insanity set question concern', 'insanity set question concern handle', 'set', 'set question', 'set question concern', 'set question concern handle', 'question', 'question concern', 'question concern handle', 'concern', 'concern handle', 'handle']",0,0,0,1,0.06451612903225806
189401,A 3 and a half minute of pure bliss.,0,half minute pure bliss,"['half', 'half minute', 'half minute pure', 'half minute pure bliss', 'minute', 'minute pure', 'minute pure bliss', 'pure', 'pure bliss', 'bliss']",0,0,1,0,0.1
71075,"As I finish out the diet, I am excited to see the continued reshaping that is happening in my thigh area.",0,finish diet excite continue escape happen thigh area,"['finish', 'finish diet', 'finish diet excite', 'finish diet excite continue', 'finish diet excite continue escape', 'finish diet excite continue escape happen', 'finish diet excite continue escape happen thigh', 'finish diet excite continue escape happen thigh area', 'diet', 'diet excite', 'diet excite continue', 'diet excite continue escape', 'diet excite continue escape happen', 'diet excite continue escape happen thigh', 'diet excite continue escape happen thigh area', 'excite', 'excite continue', 'excite continue escape', 'excite continue escape happen', 'excite continue escape happen thigh', 'excite continue escape happen thigh area', 'continue', 'continue escape', 'continue escape happen', 'continue escape happen thigh', 'continue escape happen thigh area', 'escape', 'escape happen', 'escape happen thigh', 'escape happen thigh area', 'happen', 'happen thigh', 'happen thigh area', 'thigh', 'thigh area', 'area']",1,0,0,0,0.043478260869565216
