commentId,comment,classification,comment_processed,word_phrase_list,prescribed,prescribed medicine,medicine,mix,listen,listen look,look,similarity_score
179200,"for Dateline, and listened to country music (my personal favorite).",0,vaseline listen country music personal favorite,"['vaseline', 'vaseline listen', 'vaseline listen country', 'vaseline listen country music', 'vaseline listen country music personal', 'vaseline listen country music personal favorite', 'listen', 'listen country', 'listen country music', 'listen country music personal', 'listen country music personal favorite', 'country', 'country music', 'country music personal', 'country music personal favorite', 'music', 'music personal', 'music personal favorite', 'personal', 'personal favorite', 'favorite']",0,0,0,0,1,0,0,0.125
150875,"but now I have the great joy of having DENTS on it also which look horrible, and my back has two big rolls on it.",1,great joy have debt look atrocious big roll,"['great', 'great joy', 'great joy have', 'great joy have debt', 'great joy have debt look', 'great joy have debt look atrocious', 'great joy have debt look atrocious big', 'great joy have debt look atrocious big roll', 'joy', 'joy have', 'joy have debt', 'joy have debt look', 'joy have debt look atrocious', 'joy have debt look atrocious big', 'joy have debt look atrocious big roll', 'have', 'have debt', 'have debt look', 'have debt look atrocious', 'have debt look atrocious big', 'have debt look atrocious big roll', 'debt', 'debt look', 'debt look atrocious', 'debt look atrocious big', 'debt look atrocious big roll', 'look', 'look atrocious', 'look atrocious big', 'look atrocious big roll', 'atrocious', 'atrocious big', 'atrocious big roll', 'big', 'big roll', 'roll']",0,0,0,0,0,0,1,0.125
170936,Now I'm looking for other reasons to return!,0,m look reason return,"['m', 'm look', 'm look reason', 'm look reason return', 'look', 'look reason', 'look reason return', 'reason', 'reason return', 'return']",0,0,0,0,0,0,1,0.125
162306,If you're looking to have any type of liposuction/corrective work done go with Dr. Neinstein and his Team!,0,look type liposuctioncorrective work team,"['look', 'look type', 'look type liposuctioncorrective', 'look type liposuctioncorrective work', 'look type liposuctioncorrective work team', 'type', 'type liposuctioncorrective', 'type liposuctioncorrective work', 'type liposuctioncorrective work team', 'liposuctioncorrective', 'liposuctioncorrective work', 'liposuctioncorrective work team', 'work', 'work team', 'team']",0,0,0,0,0,0,1,0.125
147840,"This man has a problem with listening to what the patient wants, if you try to say something he rudely",1,man problem listen patient want try impolitely,"['man', 'man problem', 'man problem listen', 'man problem listen patient', 'man problem listen patient want', 'man problem listen patient want try', 'man problem listen patient want try impolitely', 'problem', 'problem listen', 'problem listen patient', 'problem listen patient want', 'problem listen patient want try', 'problem listen patient want try impolitely', 'listen', 'listen patient', 'listen patient want', 'listen patient want try', 'listen patient want try impolitely', 'patient', 'patient want', 'patient want try', 'patient want try impolitely', 'want', 'want try', 'want try impolitely', 'try', 'try impolitely', 'impolitely']",0,0,0,0,1,0,0,0.125
111209,"Great service, no overselling and no offers to make me look like an alien.",0,great service overselling offer look like alien,"['great', 'great service', 'great service overselling', 'great service overselling offer', 'great service overselling offer look', 'great service overselling offer look like', 'great service overselling offer look like alien', 'service', 'service overselling', 'service overselling offer', 'service overselling offer look', 'service overselling offer look like', 'service overselling offer look like alien', 'overselling', 'overselling offer', 'overselling offer look', 'overselling offer look like', 'overselling offer look like alien', 'offer', 'offer look', 'offer look like', 'offer look like alien', 'look', 'look like', 'look like alien', 'like', 'like alien', 'alien']",0,0,0,0,0,0,1,0.125
121384,"Sooo if they cannot control the flies in the areas where potential clients are seated and consulted, imagine what the OR must look like.",1,soon control fly area potential client seat consult imagine look like,"['soon', 'soon control', 'soon control fly', 'soon control fly area', 'soon control fly area potential', 'soon control fly area potential client', 'soon control fly area potential client seat', 'soon control fly area potential client seat consult', 'soon control fly area potential client seat consult imagine', 'soon control fly area potential client seat consult imagine look', 'soon control fly area potential client seat consult imagine look like', 'control', 'control fly', 'control fly area', 'control fly area potential', 'control fly area potential client', 'control fly area potential client seat', 'control fly area potential client seat consult', 'control fly area potential client seat consult imagine', 'control fly area potential client seat consult imagine look', 'control fly area potential client seat consult imagine look like', 'fly', 'fly area', 'fly area potential', 'fly area potential client', 'fly area potential client seat', 'fly area potential client seat consult', 'fly area potential client seat consult imagine', 'fly area potential client seat consult imagine look', 'fly area potential client seat consult imagine look like', 'area', 'area potential', 'area potential client', 'area potential client seat', 'area potential client seat consult', 'area potential client seat consult imagine', 'area potential client seat consult imagine look', 'area potential client seat consult imagine look like', 'potential', 'potential client', 'potential client seat', 'potential client seat consult', 'potential client seat consult imagine', 'potential client seat consult imagine look', 'potential client seat consult imagine look like', 'client', 'client seat', 'client seat consult', 'client seat consult imagine', 'client seat consult imagine look', 'client seat consult imagine look like', 'seat', 'seat consult', 'seat consult imagine', 'seat consult imagine look', 'seat consult imagine look like', 'consult', 'consult imagine', 'consult imagine look', 'consult imagine look like', 'imagine', 'imagine look', 'imagine look like', 'look', 'look like', 'like']",0,0,0,0,0,0,1,0.125
63446,"She listens carefully, is interested and is genuinely concerned.",0,listen carefully interest genuinely concerned,"['listen', 'listen carefully', 'listen carefully interest', 'listen carefully interest genuinely', 'listen carefully interest genuinely concerned', 'carefully', 'carefully interest', 'carefully interest genuinely', 'carefully interest genuinely concerned', 'interest', 'interest genuinely', 'interest genuinely concerned', 'genuinely', 'genuinely concerned', 'concerned']",0,0,0,0,1,0,0,0.125
90668,He gave me the natural results I was looking,0,give natural result look,"['give', 'give natural', 'give natural result', 'give natural result look', 'natural', 'natural result', 'natural result look', 'result', 'result look', 'look']",0,0,0,0,0,0,1,0.125
90424,"he listened, informed, showed me the MRI, explain the risks",0,listen inform show mister explain risk,"['listen', 'listen inform', 'listen inform show', 'listen inform show mister', 'listen inform show mister explain', 'listen inform show mister explain risk', 'inform', 'inform show', 'inform show mister', 'inform show mister explain', 'inform show mister explain risk', 'show', 'show mister', 'show mister explain', 'show mister explain risk', 'mister', 'mister explain', 'mister explain risk', 'explain', 'explain risk', 'risk']",0,0,0,0,1,0,0,0.125
180882,First of all bmi is a completely outdated judge of someone's health especially when you have no idea what they look like in person.,1,mi completely outdated judge health especially idea look like person,"['mi', 'mi completely', 'mi completely outdated', 'mi completely outdated judge', 'mi completely outdated judge health', 'mi completely outdated judge health especially', 'mi completely outdated judge health especially idea', 'mi completely outdated judge health especially idea look', 'mi completely outdated judge health especially idea look like', 'mi completely outdated judge health especially idea look like person', 'completely', 'completely outdated', 'completely outdated judge', 'completely outdated judge health', 'completely outdated judge health especially', 'completely outdated judge health especially idea', 'completely outdated judge health especially idea look', 'completely outdated judge health especially idea look like', 'completely outdated judge health especially idea look like person', 'outdated', 'outdated judge', 'outdated judge health', 'outdated judge health especially', 'outdated judge health especially idea', 'outdated judge health especially idea look', 'outdated judge health especially idea look like', 'outdated judge health especially idea look like person', 'judge', 'judge health', 'judge health especially', 'judge health especially idea', 'judge health especially idea look', 'judge health especially idea look like', 'judge health especially idea look like person', 'health', 'health especially', 'health especially idea', 'health especially idea look', 'health especially idea look like', 'health especially idea look like person', 'especially', 'especially idea', 'especially idea look', 'especially idea look like', 'especially idea look like person', 'idea', 'idea look', 'idea look like', 'idea look like person', 'look', 'look like', 'look like person', 'like', 'like person', 'person']",0,0,0,0,0,0,1,0.125
60889,He listened attentively,0,listen attentively,"['listen', 'listen attentively', 'attentively']",0,0,0,0,1,0,0,0.125
70174,Looking forward to my next appointment. - Michele O.,0,look forward appointment michel o,"['look', 'look forward', 'look forward appointment', 'look forward appointment michel', 'look forward appointment michel o', 'forward', 'forward appointment', 'forward appointment michel', 'forward appointment michel o', 'appointment', 'appointment michel', 'appointment michel o', 'michel', 'michel o', 'o']",0,0,0,0,0,0,1,0.125
116279,Because he listened we were able to catch my daughters growth restriction as well as her going into stress durring labor.,0,listen able catch daughter growth restriction go stress labor,"['listen', 'listen able', 'listen able catch', 'listen able catch daughter', 'listen able catch daughter growth', 'listen able catch daughter growth restriction', 'listen able catch daughter growth restriction go', 'listen able catch daughter growth restriction go stress', 'listen able catch daughter growth restriction go stress labor', 'able', 'able catch', 'able catch daughter', 'able catch daughter growth', 'able catch daughter growth restriction', 'able catch daughter growth restriction go', 'able catch daughter growth restriction go stress', 'able catch daughter growth restriction go stress labor', 'catch', 'catch daughter', 'catch daughter growth', 'catch daughter growth restriction', 'catch daughter growth restriction go', 'catch daughter growth restriction go stress', 'catch daughter growth restriction go stress labor', 'daughter', 'daughter growth', 'daughter growth restriction', 'daughter growth restriction go', 'daughter growth restriction go stress', 'daughter growth restriction go stress labor', 'growth', 'growth restriction', 'growth restriction go', 'growth restriction go stress', 'growth restriction go stress labor', 'restriction', 'restriction go', 'restriction go stress', 'restriction go stress labor', 'go', 'go stress', 'go stress labor', 'stress', 'stress labor', 'labor']",0,0,0,0,1,0,0,0.125
129152,"If you're looking for a very professional, knowledgeable, personable, caring, funny doctor to put your trust in, look no further.",0,look professional knowledgeable personal dare funny doctor trust look,"['look', 'look professional', 'look professional knowledgeable', 'look professional knowledgeable personal', 'look professional knowledgeable personal dare', 'look professional knowledgeable personal dare funny', 'look professional knowledgeable personal dare funny doctor', 'look professional knowledgeable personal dare funny doctor trust', 'look professional knowledgeable personal dare funny doctor trust look', 'professional', 'professional knowledgeable', 'professional knowledgeable personal', 'professional knowledgeable personal dare', 'professional knowledgeable personal dare funny', 'professional knowledgeable personal dare funny doctor', 'professional knowledgeable personal dare funny doctor trust', 'professional knowledgeable personal dare funny doctor trust look', 'knowledgeable', 'knowledgeable personal', 'knowledgeable personal dare', 'knowledgeable personal dare funny', 'knowledgeable personal dare funny doctor', 'knowledgeable personal dare funny doctor trust', 'knowledgeable personal dare funny doctor trust look', 'personal', 'personal dare', 'personal dare funny', 'personal dare funny doctor', 'personal dare funny doctor trust', 'personal dare funny doctor trust look', 'dare', 'dare funny', 'dare funny doctor', 'dare funny doctor trust', 'dare funny doctor trust look', 'funny', 'funny doctor', 'funny doctor trust', 'funny doctor trust look', 'doctor', 'doctor trust', 'doctor trust look', 'trust', 'trust look', 'look']",0,0,0,0,0,0,1,0.125
178433,I had PRP with Dr. Wise the results look fantastic I'm so happy.,0,pp dr wise result look fantastic m happy,"['pp', 'pp dr', 'pp dr wise', 'pp dr wise result', 'pp dr wise result look', 'pp dr wise result look fantastic', 'pp dr wise result look fantastic m', 'pp dr wise result look fantastic m happy', 'dr', 'dr wise', 'dr wise result', 'dr wise result look', 'dr wise result look fantastic', 'dr wise result look fantastic m', 'dr wise result look fantastic m happy', 'wise', 'wise result', 'wise result look', 'wise result look fantastic', 'wise result look fantastic m', 'wise result look fantastic m happy', 'result', 'result look', 'result look fantastic', 'result look fantastic m', 'result look fantastic m happy', 'look', 'look fantastic', 'look fantastic m', 'look fantastic m happy', 'fantastic', 'fantastic m', 'fantastic m happy', 'm', 'm happy', 'happy']",0,0,0,0,0,0,1,0.125
88593,I look in the mirror everyday regretting my decision to let him work on me.,1,look mirror everyday regret decision let work,"['look', 'look mirror', 'look mirror everyday', 'look mirror everyday regret', 'look mirror everyday regret decision', 'look mirror everyday regret decision let', 'look mirror everyday regret decision let work', 'mirror', 'mirror everyday', 'mirror everyday regret', 'mirror everyday regret decision', 'mirror everyday regret decision let', 'mirror everyday regret decision let work', 'everyday', 'everyday regret', 'everyday regret decision', 'everyday regret decision let', 'everyday regret decision let work', 'regret', 'regret decision', 'regret decision let', 'regret decision let work', 'decision', 'decision let', 'decision let work', 'let', 'let work', 'work']",0,0,0,0,0,0,1,0.125
71933,"Kambiz Behzadi, M.D. Listened to us and helped.",0,behzadi md listen help,"['behzadi', 'behzadi md', 'behzadi md listen', 'behzadi md listen help', 'md', 'md listen', 'md listen help', 'listen', 'listen help', 'help']",0,0,0,0,1,0,0,0.125
123961,"However, on the good side, my breasts are a really nice shape and look great in clothes.",0,good breast nice shape look great clothe,"['good', 'good breast', 'good breast nice', 'good breast nice shape', 'good breast nice shape look', 'good breast nice shape look great', 'good breast nice shape look great clothe', 'breast', 'breast nice', 'breast nice shape', 'breast nice shape look', 'breast nice shape look great', 'breast nice shape look great clothe', 'nice', 'nice shape', 'nice shape look', 'nice shape look great', 'nice shape look great clothe', 'shape', 'shape look', 'shape look great', 'shape look great clothe', 'look', 'look great', 'look great clothe', 'great', 'great clothe', 'clothe']",0,0,0,0,0,0,1,0.125
141364,I would not hesitate to use and recommend Dr. Robinson and his office to anyone looking to improve their appearance.,0,hesitate use recommend office look better appearance,"['hesitate', 'hesitate use', 'hesitate use recommend', 'hesitate use recommend office', 'hesitate use recommend office look', 'hesitate use recommend office look better', 'hesitate use recommend office look better appearance', 'use', 'use recommend', 'use recommend office', 'use recommend office look', 'use recommend office look better', 'use recommend office look better appearance', 'recommend', 'recommend office', 'recommend office look', 'recommend office look better', 'recommend office look better appearance', 'office', 'office look', 'office look better', 'office look better appearance', 'look', 'look better', 'look better appearance', 'better', 'better appearance', 'appearance']",0,0,0,0,0,0,1,0.125
151743,I would highly recommend NextHealth to any one else looking to take hold of their health!,0,highly recommend nexthealth look hold health,"['highly', 'highly recommend', 'highly recommend nexthealth', 'highly recommend nexthealth look', 'highly recommend nexthealth look hold', 'highly recommend nexthealth look hold health', 'recommend', 'recommend nexthealth', 'recommend nexthealth look', 'recommend nexthealth look hold', 'recommend nexthealth look hold health', 'nexthealth', 'nexthealth look', 'nexthealth look hold', 'nexthealth look hold health', 'look', 'look hold', 'look hold health', 'hold', 'hold health', 'health']",0,0,0,0,0,0,1,0.125
185210,It has been just about a year since the procedure and I don't look any better.,1,procedure look good,"['procedure', 'procedure look', 'procedure look good', 'look', 'look good', 'good']",0,0,0,0,0,0,1,0.125
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",0,0,0,0,0,0,1,0.125
73206,they look natural and soft and do not look fake.,0,look natural soft look face,"['look', 'look natural', 'look natural soft', 'look natural soft look', 'look natural soft look face', 'natural', 'natural soft', 'natural soft look', 'natural soft look face', 'soft', 'soft look', 'soft look face', 'look', 'look face', 'face']",0,0,0,0,0,0,1,0.125
150285,I was going through the change and was loosing my mind.,1,go change look mind,"['go', 'go change', 'go change look', 'go change look mind', 'change', 'change look', 'change look mind', 'look', 'look mind', 'mind']",0,0,0,0,0,0,1,0.125
131213,"and truly cares about getting you to your desired look, not just taking your money.",0,truly care get desire look take money,"['truly', 'truly care', 'truly care get', 'truly care get desire', 'truly care get desire look', 'truly care get desire look take', 'truly care get desire look take money', 'care', 'care get', 'care get desire', 'care get desire look', 'care get desire look take', 'care get desire look take money', 'get', 'get desire', 'get desire look', 'get desire look take', 'get desire look take money', 'desire', 'desire look', 'desire look take', 'desire look take money', 'look', 'look take', 'look take money', 'take', 'take money', 'money']",0,0,0,0,0,0,1,0.125
114050,I love my new youthful look thanks to Dr?s expertise and knowledge!!!!,0,love new youthful look thanks dry expertness cognition,"['love', 'love new', 'love new youthful', 'love new youthful look', 'love new youthful look thanks', 'love new youthful look thanks dry', 'love new youthful look thanks dry expertness', 'love new youthful look thanks dry expertness cognition', 'new', 'new youthful', 'new youthful look', 'new youthful look thanks', 'new youthful look thanks dry', 'new youthful look thanks dry expertness', 'new youthful look thanks dry expertness cognition', 'youthful', 'youthful look', 'youthful look thanks', 'youthful look thanks dry', 'youthful look thanks dry expertness', 'youthful look thanks dry expertness cognition', 'look', 'look thanks', 'look thanks dry', 'look thanks dry expertness', 'look thanks dry expertness cognition', 'thanks', 'thanks dry', 'thanks dry expertness', 'thanks dry expertness cognition', 'dry', 'dry expertness', 'dry expertness cognition', 'expertness', 'expertness cognition', 'cognition']",0,0,0,0,0,0,1,0.125
83041,My skin looks and feels fantastic,0,skin look feel fantastic,"['skin', 'skin look', 'skin look feel', 'skin look feel fantastic', 'look', 'look feel', 'look feel fantastic', 'feel', 'feel fantastic', 'fantastic']",0,0,0,0,0,0,1,0.125
142537,"Michelle does such a terrific job that I know when I leave, within a couple days I will be looking",0,terrific job know leave look,"['terrific', 'terrific job', 'terrific job know', 'terrific job know leave', 'terrific job know leave look', 'job', 'job know', 'job know leave', 'job know leave look', 'know', 'know leave', 'know leave look', 'leave', 'leave look', 'look']",0,0,0,0,0,0,1,0.125
129194,She was able to fix my breast reconstruction mess and make them look better than ever.,0,able fix breast reconstruction mess look good,"['able', 'able fix', 'able fix breast', 'able fix breast reconstruction', 'able fix breast reconstruction mess', 'able fix breast reconstruction mess look', 'able fix breast reconstruction mess look good', 'fix', 'fix breast', 'fix breast reconstruction', 'fix breast reconstruction mess', 'fix breast reconstruction mess look', 'fix breast reconstruction mess look good', 'breast', 'breast reconstruction', 'breast reconstruction mess', 'breast reconstruction mess look', 'breast reconstruction mess look good', 'reconstruction', 'reconstruction mess', 'reconstruction mess look', 'reconstruction mess look good', 'mess', 'mess look', 'mess look good', 'look', 'look good', 'good']",0,0,0,0,0,0,1,0.125
68276,He listens to me and is willing to receive my input regarding treatment.,0,listen willing receive input treatment,"['listen', 'listen willing', 'listen willing receive', 'listen willing receive input', 'listen willing receive input treatment', 'willing', 'willing receive', 'willing receive input', 'willing receive input treatment', 'receive', 'receive input', 'receive input treatment', 'input', 'input treatment', 'treatment']",0,0,0,0,1,0,0,0.125
181097,The sign of a gifted surgeon like Dr Unger is when you look in the mirror and forget you had anything done,0,sign gift surgeon like dr look mirror forget,"['sign', 'sign gift', 'sign gift surgeon', 'sign gift surgeon like', 'sign gift surgeon like dr', 'sign gift surgeon like dr look', 'sign gift surgeon like dr look mirror', 'sign gift surgeon like dr look mirror forget', 'gift', 'gift surgeon', 'gift surgeon like', 'gift surgeon like dr', 'gift surgeon like dr look', 'gift surgeon like dr look mirror', 'gift surgeon like dr look mirror forget', 'surgeon', 'surgeon like', 'surgeon like dr', 'surgeon like dr look', 'surgeon like dr look mirror', 'surgeon like dr look mirror forget', 'like', 'like dr', 'like dr look', 'like dr look mirror', 'like dr look mirror forget', 'dr', 'dr look', 'dr look mirror', 'dr look mirror forget', 'look', 'look mirror', 'look mirror forget', 'mirror', 'mirror forget', 'forget']",0,0,0,0,0,0,1,0.125
97056,"for cosmetic procedures, look elsewhere.",1,cosmetic procedure look,"['cosmetic', 'cosmetic procedure', 'cosmetic procedure look', 'procedure', 'procedure look', 'look']",0,0,0,0,0,0,1,0.125
127708,Doctor Hubberty listens to what I have to say and pays attention.,0,doctor puberty listen pay attention,"['doctor', 'doctor puberty', 'doctor puberty listen', 'doctor puberty listen pay', 'doctor puberty listen pay attention', 'puberty', 'puberty listen', 'puberty listen pay', 'puberty listen pay attention', 'listen', 'listen pay', 'listen pay attention', 'pay', 'pay attention', 'attention']",0,0,0,0,1,0,0,0.125
121548,"Very knowledgeable staff, really listen to your needs and help you choose the procedures that match up to your needs the most.",0,knowledgeable staff listen need help choose procedure match need,"['knowledgeable', 'knowledgeable staff', 'knowledgeable staff listen', 'knowledgeable staff listen need', 'knowledgeable staff listen need help', 'knowledgeable staff listen need help choose', 'knowledgeable staff listen need help choose procedure', 'knowledgeable staff listen need help choose procedure match', 'knowledgeable staff listen need help choose procedure match need', 'staff', 'staff listen', 'staff listen need', 'staff listen need help', 'staff listen need help choose', 'staff listen need help choose procedure', 'staff listen need help choose procedure match', 'staff listen need help choose procedure match need', 'listen', 'listen need', 'listen need help', 'listen need help choose', 'listen need help choose procedure', 'listen need help choose procedure match', 'listen need help choose procedure match need', 'need', 'need help', 'need help choose', 'need help choose procedure', 'need help choose procedure match', 'need help choose procedure match need', 'help', 'help choose', 'help choose procedure', 'help choose procedure match', 'help choose procedure match need', 'choose', 'choose procedure', 'choose procedure match', 'choose procedure match need', 'procedure', 'procedure match', 'procedure match need', 'match', 'match need', 'need']",0,0,0,0,1,0,0,0.125
105349,He does not push any treatment and never overdo with botox so you do look natural.,0,push treatment look natural,"['push', 'push treatment', 'push treatment look', 'push treatment look natural', 'treatment', 'treatment look', 'treatment look natural', 'look', 'look natural', 'natural']",0,0,0,0,0,0,1,0.125
