commentId,comment,classification,comment_processed,word_phrase_list,confront,act,act like,like,like big,like big deal,big,big deal,deal,similarity_score
126468,He is always there for you I guess I can say he treats you like family and wants all the best for you.,0,guess treat like family want good,"['guess', 'guess treat', 'guess treat like', 'guess treat like family', 'guess treat like family want', 'guess treat like family want good', 'treat', 'treat like', 'treat like family', 'treat like family want', 'treat like family want good', 'like', 'like family', 'like family want', 'like family want good', 'family', 'family want', 'family want good', 'want', 'want good', 'good']",0,0,0,1,0,0,0,0,0,0.05555555555555555
131744,"Sometimes I felt like I wasn't always aware of the long-term timeline, which was difficult for me,",1,feel like aware long timeline difficult,"['feel', 'feel like', 'feel like aware', 'feel like aware long', 'feel like aware long timeline', 'feel like aware long timeline difficult', 'like', 'like aware', 'like aware long', 'like aware long timeline', 'like aware long timeline difficult', 'aware', 'aware long', 'aware long timeline', 'aware long timeline difficult', 'long', 'long timeline', 'long timeline difficult', 'timeline', 'timeline difficult', 'difficult']",0,0,0,1,0,0,0,0,0,0.05555555555555555
163053,She took one look and said it looked like an infection.,0,take look say look like infection,"['take', 'take look', 'take look say', 'take look say look', 'take look say look like', 'take look say look like infection', 'look', 'look say', 'look say look', 'look say look like', 'look say look like infection', 'say', 'say look', 'say look like', 'say look like infection', 'look', 'look like', 'look like infection', 'like', 'like infection', 'infection']",0,0,0,1,0,0,0,0,0,0.05555555555555555
168593,So I called to book an appointment for a lift back like January 2022 and I never heard back from them.,1,call book appointment lift like hear,"['call', 'call book', 'call book appointment', 'call book appointment lift', 'call book appointment lift like', 'call book appointment lift like hear', 'book', 'book appointment', 'book appointment lift', 'book appointment lift like', 'book appointment lift like hear', 'appointment', 'appointment lift', 'appointment lift like', 'appointment lift like hear', 'lift', 'lift like', 'lift like hear', 'like', 'like hear', 'hear']",0,0,0,1,0,0,0,0,0,0.05555555555555555
154645,The ASSISTANT Said it looks better and I'm like in my head she is obviously not too smart,1,assistant say look good like head obviously not smart,"['assistant', 'assistant say', 'assistant say look', 'assistant say look good', 'assistant say look good like', 'assistant say look good like head', 'assistant say look good like head obviously', 'assistant say look good like head obviously not', 'assistant say look good like head obviously not smart', 'say', 'say look', 'say look good', 'say look good like', 'say look good like head', 'say look good like head obviously', 'say look good like head obviously not', 'say look good like head obviously not smart', 'look', 'look good', 'look good like', 'look good like head', 'look good like head obviously', 'look good like head obviously not', 'look good like head obviously not smart', 'good', 'good like', 'good like head', 'good like head obviously', 'good like head obviously not', 'good like head obviously not smart', 'like', 'like head', 'like head obviously', 'like head obviously not', 'like head obviously not smart', 'head', 'head obviously', 'head obviously not', 'head obviously not smart', 'obviously', 'obviously not', 'obviously not smart', 'not', 'not smart', 'smart']",0,0,0,1,0,0,0,0,0,0.03333333333333333
133948,Nancy Crowell is so kind and encouraging in dealing with my diabetes.,0,kind encourage deal diabetes,"['kind', 'kind encourage', 'kind encourage deal', 'kind encourage deal diabetes', 'encourage', 'encourage deal', 'encourage deal diabetes', 'deal', 'deal diabetes', 'diabetes']",0,0,0,0,0,0,0,0,1,0.08
65893,I just like her attitude.,0,like attitude,"['like', 'like attitude', 'attitude']",0,0,0,1,0,0,0,0,0,0.1111111111111111
104371,but it certainly didn't feel like we dug down into ANY policies or historical context for our current state.,1,surely feel like dig policy historical context current state,"['surely', 'surely feel', 'surely feel like', 'surely feel like dig', 'surely feel like dig policy', 'surely feel like dig policy historical', 'surely feel like dig policy historical context', 'surely feel like dig policy historical context current', 'surely feel like dig policy historical context current state', 'feel', 'feel like', 'feel like dig', 'feel like dig policy', 'feel like dig policy historical', 'feel like dig policy historical context', 'feel like dig policy historical context current', 'feel like dig policy historical context current state', 'like', 'like dig', 'like dig policy', 'like dig policy historical', 'like dig policy historical context', 'like dig policy historical context current', 'like dig policy historical context current state', 'dig', 'dig policy', 'dig policy historical', 'dig policy historical context', 'dig policy historical context current', 'dig policy historical context current state', 'policy', 'policy historical', 'policy historical context', 'policy historical context current', 'policy historical context current state', 'historical', 'historical context', 'historical context current', 'historical context current state', 'context', 'context current', 'context current state', 'current', 'current state', 'state']",0,0,0,1,0,0,0,0,0,0.03333333333333333
120087,My daughter likes that they give a reward system.,0,daughter like reward system,"['daughter', 'daughter like', 'daughter like reward', 'daughter like reward system', 'like', 'like reward', 'like reward system', 'reward', 'reward system', 'system']",0,0,0,1,0,0,0,0,0,0.08
150875,"but now I have the great joy of having DENTS on it also which look horrible, and my back has two big rolls on it.",1,great joy have debt look atrocious big roll,"['great', 'great joy', 'great joy have', 'great joy have debt', 'great joy have debt look', 'great joy have debt look atrocious', 'great joy have debt look atrocious big', 'great joy have debt look atrocious big roll', 'joy', 'joy have', 'joy have debt', 'joy have debt look', 'joy have debt look atrocious', 'joy have debt look atrocious big', 'joy have debt look atrocious big roll', 'have', 'have debt', 'have debt look', 'have debt look atrocious', 'have debt look atrocious big', 'have debt look atrocious big roll', 'debt', 'debt look', 'debt look atrocious', 'debt look atrocious big', 'debt look atrocious big roll', 'look', 'look atrocious', 'look atrocious big', 'look atrocious big roll', 'atrocious', 'atrocious big', 'atrocious big roll', 'big', 'big roll', 'roll']",0,0,0,0,0,0,1,0,0,0.0392156862745098
86706,"The people here feel more like family, I am very grateful",0,people feel like family grateful,"['people', 'people feel', 'people feel like', 'people feel like family', 'people feel like family grateful', 'feel', 'feel like', 'feel like family', 'feel like family grateful', 'like', 'like family', 'like family grateful', 'family', 'family grateful', 'grateful']",0,0,0,1,0,0,0,0,0,0.06666666666666667
69974,I always feel like im in good hands when i visit this office.,0,feel like good hand visit office,"['feel', 'feel like', 'feel like good', 'feel like good hand', 'feel like good hand visit', 'feel like good hand visit office', 'like', 'like good', 'like good hand', 'like good hand visit', 'like good hand visit office', 'good', 'good hand', 'good hand visit', 'good hand visit office', 'hand', 'hand visit', 'hand visit office', 'visit', 'visit office', 'office']",0,0,0,1,0,0,0,0,0,0.05555555555555555
153440,"I am now 5 days post op, and I feel like I got the Rolls-Royce of Mommy Makeovers.",0,day post op feel like get rollsroyce mummy maneuver,"['day', 'day post', 'day post op', 'day post op feel', 'day post op feel like', 'day post op feel like get', 'day post op feel like get rollsroyce', 'day post op feel like get rollsroyce mummy', 'day post op feel like get rollsroyce mummy maneuver', 'post', 'post op', 'post op feel', 'post op feel like', 'post op feel like get', 'post op feel like get rollsroyce', 'post op feel like get rollsroyce mummy', 'post op feel like get rollsroyce mummy maneuver', 'op', 'op feel', 'op feel like', 'op feel like get', 'op feel like get rollsroyce', 'op feel like get rollsroyce mummy', 'op feel like get rollsroyce mummy maneuver', 'feel', 'feel like', 'feel like get', 'feel like get rollsroyce', 'feel like get rollsroyce mummy', 'feel like get rollsroyce mummy maneuver', 'like', 'like get', 'like get rollsroyce', 'like get rollsroyce mummy', 'like get rollsroyce mummy maneuver', 'get', 'get rollsroyce', 'get rollsroyce mummy', 'get rollsroyce mummy maneuver', 'rollsroyce', 'rollsroyce mummy', 'rollsroyce mummy maneuver', 'mummy', 'mummy maneuver', 'maneuver']",0,0,0,1,0,0,0,0,0,0.03333333333333333
99858,She cares genuinely about my skin/quality of life and I always feel like she makes the best recommendations,0,care genuinely skinquality life feel like make good recommendation,"['care', 'care genuinely', 'care genuinely skinquality', 'care genuinely skinquality life', 'care genuinely skinquality life feel', 'care genuinely skinquality life feel like', 'care genuinely skinquality life feel like make', 'care genuinely skinquality life feel like make good', 'care genuinely skinquality life feel like make good recommendation', 'genuinely', 'genuinely skinquality', 'genuinely skinquality life', 'genuinely skinquality life feel', 'genuinely skinquality life feel like', 'genuinely skinquality life feel like make', 'genuinely skinquality life feel like make good', 'genuinely skinquality life feel like make good recommendation', 'skinquality', 'skinquality life', 'skinquality life feel', 'skinquality life feel like', 'skinquality life feel like make', 'skinquality life feel like make good', 'skinquality life feel like make good recommendation', 'life', 'life feel', 'life feel like', 'life feel like make', 'life feel like make good', 'life feel like make good recommendation', 'feel', 'feel like', 'feel like make', 'feel like make good', 'feel like make good recommendation', 'like', 'like make', 'like make good', 'like make good recommendation', 'make', 'make good', 'make good recommendation', 'good', 'good recommendation', 'recommendation']",0,0,0,1,0,0,0,0,0,0.03333333333333333
111209,"Great service, no overselling and no offers to make me look like an alien.",0,great service no overselling no offer look like alien,"['great', 'great service', 'great service no', 'great service no overselling', 'great service no overselling no', 'great service no overselling no offer', 'great service no overselling no offer look', 'great service no overselling no offer look like', 'great service no overselling no offer look like alien', 'service', 'service no', 'service no overselling', 'service no overselling no', 'service no overselling no offer', 'service no overselling no offer look', 'service no overselling no offer look like', 'service no overselling no offer look like alien', 'no', 'no overselling', 'no overselling no', 'no overselling no offer', 'no overselling no offer look', 'no overselling no offer look like', 'no overselling no offer look like alien', 'overselling', 'overselling no', 'overselling no offer', 'overselling no offer look', 'overselling no offer look like', 'overselling no offer look like alien', 'no', 'no offer', 'no offer look', 'no offer look like', 'no offer look like alien', 'offer', 'offer look', 'offer look like', 'offer look like alien', 'look', 'look like', 'look like alien', 'like', 'like alien', 'alien']",0,0,0,1,0,0,0,0,0,0.03333333333333333
182130,"I really like the game, I think it was a good idea to review what we learned",0,like game think good idea review learn,"['like', 'like game', 'like game think', 'like game think good', 'like game think good idea', 'like game think good idea review', 'like game think good idea review learn', 'game', 'game think', 'game think good', 'game think good idea', 'game think good idea review', 'game think good idea review learn', 'think', 'think good', 'think good idea', 'think good idea review', 'think good idea review learn', 'good', 'good idea', 'good idea review', 'good idea review learn', 'idea', 'idea review', 'idea review learn', 'review', 'review learn', 'learn']",0,0,0,1,0,0,0,0,0,0.046511627906976744
121384,"Sooo if they cannot control the flies in the areas where potential clients are seated and consulted, imagine what the OR must look like.",1,soon not control fly area potential client seat consult imagine look like,"['soon', 'soon not', 'soon not control', 'soon not control fly', 'soon not control fly area', 'soon not control fly area potential', 'soon not control fly area potential client', 'soon not control fly area potential client seat', 'soon not control fly area potential client seat consult', 'soon not control fly area potential client seat consult imagine', 'soon not control fly area potential client seat consult imagine look', 'soon not control fly area potential client seat consult imagine look like', 'not', 'not control', 'not control fly', 'not control fly area', 'not control fly area potential', 'not control fly area potential client', 'not control fly area potential client seat', 'not control fly area potential client seat consult', 'not control fly area potential client seat consult imagine', 'not control fly area potential client seat consult imagine look', 'not control fly area potential client seat consult imagine look like', 'control', 'control fly', 'control fly area', 'control fly area potential', 'control fly area potential client', 'control fly area potential client seat', 'control fly area potential client seat consult', 'control fly area potential client seat consult imagine', 'control fly area potential client seat consult imagine look', 'control fly area potential client seat consult imagine look like', 'fly', 'fly area', 'fly area potential', 'fly area potential client', 'fly area potential client seat', 'fly area potential client seat consult', 'fly area potential client seat consult imagine', 'fly area potential client seat consult imagine look', 'fly area potential client seat consult imagine look like', 'area', 'area potential', 'area potential client', 'area potential client seat', 'area potential client seat consult', 'area potential client seat consult imagine', 'area potential client seat consult imagine look', 'area potential client seat consult imagine look like', 'potential', 'potential client', 'potential client seat', 'potential client seat consult', 'potential client seat consult imagine', 'potential client seat consult imagine look', 'potential client seat consult imagine look like', 'client', 'client seat', 'client seat consult', 'client seat consult imagine', 'client seat consult imagine look', 'client seat consult imagine look like', 'seat', 'seat consult', 'seat consult imagine', 'seat consult imagine look', 'seat consult imagine look like', 'consult', 'consult imagine', 'consult imagine look', 'consult imagine look like', 'imagine', 'imagine look', 'imagine look like', 'look', 'look like', 'like']",0,0,0,1,0,0,0,0,0,0.021505376344086023
162025,Liked the follow-up appointment.,0,like follow appointment,"['like', 'like follow', 'like follow appointment', 'follow', 'follow appointment', 'appointment']",0,0,0,1,0,0,0,0,0,0.09523809523809523
158463,Joh was so patient in waiting for me to select the frames that I liked.,0,ohio patient wait select frame like,"['ohio', 'ohio patient', 'ohio patient wait', 'ohio patient wait select', 'ohio patient wait select frame', 'ohio patient wait select frame like', 'patient', 'patient wait', 'patient wait select', 'patient wait select frame', 'patient wait select frame like', 'wait', 'wait select', 'wait select frame', 'wait select frame like', 'select', 'select frame', 'select frame like', 'frame', 'frame like', 'like']",0,0,0,1,0,0,0,0,0,0.05555555555555555
180882,First of all bmi is a completely outdated judge of someone's health especially when you have no idea what they look like in person.,1,mi completely outdated judge health especially no idea look like person,"['mi', 'mi completely', 'mi completely outdated', 'mi completely outdated judge', 'mi completely outdated judge health', 'mi completely outdated judge health especially', 'mi completely outdated judge health especially no', 'mi completely outdated judge health especially no idea', 'mi completely outdated judge health especially no idea look', 'mi completely outdated judge health especially no idea look like', 'mi completely outdated judge health especially no idea look like person', 'completely', 'completely outdated', 'completely outdated judge', 'completely outdated judge health', 'completely outdated judge health especially', 'completely outdated judge health especially no', 'completely outdated judge health especially no idea', 'completely outdated judge health especially no idea look', 'completely outdated judge health especially no idea look like', 'completely outdated judge health especially no idea look like person', 'outdated', 'outdated judge', 'outdated judge health', 'outdated judge health especially', 'outdated judge health especially no', 'outdated judge health especially no idea', 'outdated judge health especially no idea look', 'outdated judge health especially no idea look like', 'outdated judge health especially no idea look like person', 'judge', 'judge health', 'judge health especially', 'judge health especially no', 'judge health especially no idea', 'judge health especially no idea look', 'judge health especially no idea look like', 'judge health especially no idea look like person', 'health', 'health especially', 'health especially no', 'health especially no idea', 'health especially no idea look', 'health especially no idea look like', 'health especially no idea look like person', 'especially', 'especially no', 'especially no idea', 'especially no idea look', 'especially no idea look like', 'especially no idea look like person', 'no', 'no idea', 'no idea look', 'no idea look like', 'no idea look like person', 'idea', 'idea look', 'idea look like', 'idea look like person', 'look', 'look like', 'look like person', 'like', 'like person', 'person']",0,0,0,1,0,0,0,0,0,0.024691358024691357
151742,He doesn't do that and he doesn't like answering many questions.,1,like answer question,"['like', 'like answer', 'like answer question', 'answer', 'answer question', 'question']",0,0,0,1,0,0,0,0,0,0.09523809523809523
171128,I wish there were more like him!,0,wish like,"['wish', 'wish like', 'like']",0,0,0,1,0,0,0,0,0,0.1111111111111111
95160,"I like how the doctor did not mind giving me the Sam,e medications he had given me a year ago since they did help.",0,like not mind give meditation give help,"['like', 'like not', 'like not mind', 'like not mind give', 'like not mind give meditation', 'like not mind give meditation give', 'like not mind give meditation give help', 'not', 'not mind', 'not mind give', 'not mind give meditation', 'not mind give meditation give', 'not mind give meditation give help', 'mind', 'mind give', 'mind give meditation', 'mind give meditation give', 'mind give meditation give help', 'give', 'give meditation', 'give meditation give', 'give meditation give help', 'meditation', 'meditation give', 'meditation give help', 'give', 'give help', 'help']",0,0,0,1,0,0,0,0,0,0.046511627906976744
90337,I was able to get scheduled in the same week instead of waiting over a week like most offices.,0,able schedule instead wait like office,"['able', 'able schedule', 'able schedule instead', 'able schedule instead wait', 'able schedule instead wait like', 'able schedule instead wait like office', 'schedule', 'schedule instead', 'schedule instead wait', 'schedule instead wait like', 'schedule instead wait like office', 'instead', 'instead wait', 'instead wait like', 'instead wait like office', 'wait', 'wait like', 'wait like office', 'like', 'like office', 'office']",0,0,0,1,0,0,0,0,0,0.05555555555555555
126409,I have had no pain and no crusting like the first place.,0,no pain no crush like place,"['no', 'no pain', 'no pain no', 'no pain no crush', 'no pain no crush like', 'no pain no crush like place', 'pain', 'pain no', 'pain no crush', 'pain no crush like', 'pain no crush like place', 'no', 'no crush', 'no crush like', 'no crush like place', 'crush', 'crush like', 'crush like place', 'like', 'like place', 'place']",0,0,0,1,0,0,0,0,0,0.05555555555555555
171772,I really like dr canales but Once he completes the surgery he will disappear.,1,like canal complete surgery disappear,"['like', 'like canal', 'like canal complete', 'like canal complete surgery', 'like canal complete surgery disappear', 'canal', 'canal complete', 'canal complete surgery', 'canal complete surgery disappear', 'complete', 'complete surgery', 'complete surgery disappear', 'surgery', 'surgery disappear', 'disappear']",0,0,0,1,0,0,0,0,0,0.06666666666666667
174334,I was like damn - i am screwed.,1,like damn screw,"['like', 'like damn', 'like damn screw', 'damn', 'damn screw', 'screw']",0,0,0,1,0,0,0,0,0,0.09523809523809523
180984,Having Botox done at Allegro med spa was a big mistake,1,have allegro master of education sea big mistake,"['have', 'have allegro', 'have allegro master', 'have allegro master of', 'have allegro master of education', 'have allegro master of education sea', 'have allegro master of education sea big', 'have allegro master of education sea big mistake', 'allegro', 'allegro master', 'allegro master of', 'allegro master of education', 'allegro master of education sea', 'allegro master of education sea big', 'allegro master of education sea big mistake', 'master', 'master of', 'master of education', 'master of education sea', 'master of education sea big', 'master of education sea big mistake', 'of', 'of education', 'of education sea', 'of education sea big', 'of education sea big mistake', 'education', 'education sea', 'education sea big', 'education sea big mistake', 'sea', 'sea big', 'sea big mistake', 'big', 'big mistake', 'mistake']",0,0,0,0,0,0,1,0,0,0.0392156862745098
94234,"I've never liked a doctor who just wants to chit chat or make small talk, Nelson is to the point.",0,like want chit chat small talk point,"['like', 'like want', 'like want chit', 'like want chit chat', 'like want chit chat small', 'like want chit chat small talk', 'like want chit chat small talk point', 'want', 'want chit', 'want chit chat', 'want chit chat small', 'want chit chat small talk', 'want chit chat small talk point', 'chit', 'chit chat', 'chit chat small', 'chit chat small talk', 'chit chat small talk point', 'chat', 'chat small', 'chat small talk', 'chat small talk point', 'small', 'small talk', 'small talk point', 'talk', 'talk point', 'point']",0,0,0,1,0,0,0,0,0,0.046511627906976744
126109,I would like to thank him a thousand times for his outstanding job and how happy I am with the results.,0,like thank time outstanding job happy result,"['like', 'like thank', 'like thank time', 'like thank time outstanding', 'like thank time outstanding job', 'like thank time outstanding job happy', 'like thank time outstanding job happy result', 'thank', 'thank time', 'thank time outstanding', 'thank time outstanding job', 'thank time outstanding job happy', 'thank time outstanding job happy result', 'time', 'time outstanding', 'time outstanding job', 'time outstanding job happy', 'time outstanding job happy result', 'outstanding', 'outstanding job', 'outstanding job happy', 'outstanding job happy result', 'job', 'job happy', 'job happy result', 'happy', 'happy result', 'result']",0,0,0,1,0,0,0,0,0,0.046511627906976744
83401,He didn't treat me like just another patient.,0,treat like patient,"['treat', 'treat like', 'treat like patient', 'like', 'like patient', 'patient']",0,0,0,1,0,0,0,0,0,0.09523809523809523
157078,I go to the club now feeling like I was in my 20s and I just love all the attention I am getting.,0,club feel like love attention get,"['club', 'club feel', 'club feel like', 'club feel like love', 'club feel like love attention', 'club feel like love attention get', 'feel', 'feel like', 'feel like love', 'feel like love attention', 'feel like love attention get', 'like', 'like love', 'like love attention', 'like love attention get', 'love', 'love attention', 'love attention get', 'attention', 'attention get', 'get']",0,0,0,1,0,0,0,0,0,0.05555555555555555
