commentId,comment,classification,comment_processed,word_phrase_list,personal,personal professional,professional,similarity_score
146550,but not personable enough to make me want to choose her for any future appointments.,1,not personal want choose future appointment,"['not', 'not personal', 'not personal want', 'not personal want choose', 'not personal want choose future', 'not personal want choose future appointment', 'personal', 'personal want', 'personal want choose', 'personal want choose future', 'personal want choose future appointment', 'want', 'want choose', 'want choose future', 'want choose future appointment', 'choose', 'choose future', 'choose future appointment', 'future', 'future appointment', 'appointment']",1,0,0,0.08333333333333333
88964,"and professional experience here, will be booking my surgery with Dr. Walden soon.",0,professional experience book surgery soon,"['professional', 'professional experience', 'professional experience book', 'professional experience book surgery', 'professional experience book surgery soon', 'experience', 'experience book', 'experience book surgery', 'experience book surgery soon', 'book', 'book surgery', 'book surgery soon', 'surgery', 'surgery soon', 'soon']",0,0,1,0.1111111111111111
87072,The office is staffed with exceptional professionals who always put the needs of patients first.,0,office stuff exceptional professional need patient,"['office', 'office stuff', 'office stuff exceptional', 'office stuff exceptional professional', 'office stuff exceptional professional need', 'office stuff exceptional professional need patient', 'stuff', 'stuff exceptional', 'stuff exceptional professional', 'stuff exceptional professional need', 'stuff exceptional professional need patient', 'exceptional', 'exceptional professional', 'exceptional professional need', 'exceptional professional need patient', 'professional', 'professional need', 'professional need patient', 'need', 'need patient', 'patient']",0,0,1,0.08333333333333333
165613,"Dr. Deuk is not only very personable,",1,not personal,"['not', 'not personal', 'personal']",1,0,0,0.3333333333333333
166697,"This man was the most condescending, rude, unhelpful medical professional I've ever had to work with.",1,man condescend rude helpful medical professional work,"['man', 'man condescend', 'man condescend rude', 'man condescend rude helpful', 'man condescend rude helpful medical', 'man condescend rude helpful medical professional', 'man condescend rude helpful medical professional work', 'condescend', 'condescend rude', 'condescend rude helpful', 'condescend rude helpful medical', 'condescend rude helpful medical professional', 'condescend rude helpful medical professional work', 'rude', 'rude helpful', 'rude helpful medical', 'rude helpful medical professional', 'rude helpful medical professional work', 'helpful', 'helpful medical', 'helpful medical professional', 'helpful medical professional work', 'medical', 'medical professional', 'medical professional work', 'professional', 'professional work', 'work']",0,0,1,0.06451612903225806
92657,My dad saw a commercial on tv with DR. Jones and my consultation was very professional,0,dad see commercial consultation professional,"['dad', 'dad see', 'dad see commercial', 'dad see commercial consultation', 'dad see commercial consultation professional', 'see', 'see commercial', 'see commercial consultation', 'see commercial consultation professional', 'commercial', 'commercial consultation', 'commercial consultation professional', 'consultation', 'consultation professional', 'professional']",0,0,1,0.1111111111111111
138772,"The staff is professional, friendly, polite and very helpful both in person and on the phone.",0,staff professional friendly polite helpful person phone,"['staff', 'staff professional', 'staff professional friendly', 'staff professional friendly polite', 'staff professional friendly polite helpful', 'staff professional friendly polite helpful person', 'staff professional friendly polite helpful person phone', 'professional', 'professional friendly', 'professional friendly polite', 'professional friendly polite helpful', 'professional friendly polite helpful person', 'professional friendly polite helpful person phone', 'friendly', 'friendly polite', 'friendly polite helpful', 'friendly polite helpful person', 'friendly polite helpful person phone', 'polite', 'polite helpful', 'polite helpful person', 'polite helpful person phone', 'helpful', 'helpful person', 'helpful person phone', 'person', 'person phone', 'phone']",0,0,1,0.06451612903225806
101790,Very personable and made me feel very comfortable!,0,personal feel comfortable,"['personal', 'personal feel', 'personal feel comfortable', 'feel', 'feel comfortable', 'comfortable']",1,0,0,0.2222222222222222
103338,Amanda Schultz makes me feel so comfortable and the nurse Kim is so personable!,0,mania schurz make feel comfortable nurse personal,"['mania', 'mania schurz', 'mania schurz make', 'mania schurz make feel', 'mania schurz make feel comfortable', 'mania schurz make feel comfortable nurse', 'mania schurz make feel comfortable nurse personal', 'schurz', 'schurz make', 'schurz make feel', 'schurz make feel comfortable', 'schurz make feel comfortable nurse', 'schurz make feel comfortable nurse personal', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable nurse', 'make feel comfortable nurse personal', 'feel', 'feel comfortable', 'feel comfortable nurse', 'feel comfortable nurse personal', 'comfortable', 'comfortable nurse', 'comfortable nurse personal', 'nurse', 'nurse personal', 'personal']",1,0,0,0.06451612903225806
96077,and knowledgeable not to mention very personable.,0,knowledgeable not mention personal,"['knowledgeable', 'knowledgeable not', 'knowledgeable not mention', 'knowledgeable not mention personal', 'not', 'not mention', 'not mention personal', 'mention', 'mention personal', 'personal']",1,0,0,0.15384615384615385
163475,"My hygienist K"" was very professional, skilled, and showed excellent personal interest.",0,hygienic k professional skilled show excellent personal interest,"['hygienic', 'hygienic k', 'hygienic k professional', 'hygienic k professional skilled', 'hygienic k professional skilled show', 'hygienic k professional skilled show excellent', 'hygienic k professional skilled show excellent personal', 'hygienic k professional skilled show excellent personal interest', 'k', 'k professional', 'k professional skilled', 'k professional skilled show', 'k professional skilled show excellent', 'k professional skilled show excellent personal', 'k professional skilled show excellent personal interest', 'professional', 'professional skilled', 'professional skilled show', 'professional skilled show excellent', 'professional skilled show excellent personal', 'professional skilled show excellent personal interest', 'skilled', 'skilled show', 'skilled show excellent', 'skilled show excellent personal', 'skilled show excellent personal interest', 'show', 'show excellent', 'show excellent personal', 'show excellent personal interest', 'excellent', 'excellent personal', 'excellent personal interest', 'personal', 'personal interest', 'interest']",1,0,1,0.10256410256410256
147757,so nice and professional here (and not to mention so gorgeous!),0,nice professional not mention gorgeous,"['nice', 'nice professional', 'nice professional not', 'nice professional not mention', 'nice professional not mention gorgeous', 'professional', 'professional not', 'professional not mention', 'professional not mention gorgeous', 'not', 'not mention', 'not mention gorgeous', 'mention', 'mention gorgeous', 'gorgeous']",0,0,1,0.1111111111111111
113781,Dr. Robinson was very personable,0,personal,['personal'],1,0,0,0.5
100726,"The doctor was professional and yet very down to earth, and personable.",0,professional earth personal,"['professional', 'professional earth', 'professional earth personal', 'earth', 'earth personal', 'personal']",1,0,1,0.4444444444444444
107952,She has no knowledge of basic aspects of healthcare and taking care of patients.Her skills are not professional and neither is her behavior.,1,no cognition basic aspect healthcare take care patientsher skill not professional neither behavior,"['no', 'no cognition', 'no cognition basic', 'no cognition basic aspect', 'no cognition basic aspect healthcare', 'no cognition basic aspect healthcare take', 'no cognition basic aspect healthcare take care', 'no cognition basic aspect healthcare take care patientsher', 'no cognition basic aspect healthcare take care patientsher skill', 'no cognition basic aspect healthcare take care patientsher skill not', 'no cognition basic aspect healthcare take care patientsher skill not professional', 'no cognition basic aspect healthcare take care patientsher skill not professional neither', 'no cognition basic aspect healthcare take care patientsher skill not professional neither behavior', 'cognition', 'cognition basic', 'cognition basic aspect', 'cognition basic aspect healthcare', 'cognition basic aspect healthcare take', 'cognition basic aspect healthcare take care', 'cognition basic aspect healthcare take care patientsher', 'cognition basic aspect healthcare take care patientsher skill', 'cognition basic aspect healthcare take care patientsher skill not', 'cognition basic aspect healthcare take care patientsher skill not professional', 'cognition basic aspect healthcare take care patientsher skill not professional neither', 'cognition basic aspect healthcare take care patientsher skill not professional neither behavior', 'basic', 'basic aspect', 'basic aspect healthcare', 'basic aspect healthcare take', 'basic aspect healthcare take care', 'basic aspect healthcare take care patientsher', 'basic aspect healthcare take care patientsher skill', 'basic aspect healthcare take care patientsher skill not', 'basic aspect healthcare take care patientsher skill not professional', 'basic aspect healthcare take care patientsher skill not professional neither', 'basic aspect healthcare take care patientsher skill not professional neither behavior', 'aspect', 'aspect healthcare', 'aspect healthcare take', 'aspect healthcare take care', 'aspect healthcare take care patientsher', 'aspect healthcare take care patientsher skill', 'aspect healthcare take care patientsher skill not', 'aspect healthcare take care patientsher skill not professional', 'aspect healthcare take care patientsher skill not professional neither', 'aspect healthcare take care patientsher skill not professional neither behavior', 'healthcare', 'healthcare take', 'healthcare take care', 'healthcare take care patientsher', 'healthcare take care patientsher skill', 'healthcare take care patientsher skill not', 'healthcare take care patientsher skill not professional', 'healthcare take care patientsher skill not professional neither', 'healthcare take care patientsher skill not professional neither behavior', 'take', 'take care', 'take care patientsher', 'take care patientsher skill', 'take care patientsher skill not', 'take care patientsher skill not professional', 'take care patientsher skill not professional neither', 'take care patientsher skill not professional neither behavior', 'care', 'care patientsher', 'care patientsher skill', 'care patientsher skill not', 'care patientsher skill not professional', 'care patientsher skill not professional neither', 'care patientsher skill not professional neither behavior', 'patientsher', 'patientsher skill', 'patientsher skill not', 'patientsher skill not professional', 'patientsher skill not professional neither', 'patientsher skill not professional neither behavior', 'skill', 'skill not', 'skill not professional', 'skill not professional neither', 'skill not professional neither behavior', 'not', 'not professional', 'not professional neither', 'not professional neither behavior', 'professional', 'professional neither', 'professional neither behavior', 'neither', 'neither behavior', 'behavior']",0,0,1,0.02127659574468085
125434,"Front office super friendly, compassionate and personable.",0,office super friendly compassionate personal,"['office', 'office super', 'office super friendly', 'office super friendly compassionate', 'office super friendly compassionate personal', 'super', 'super friendly', 'super friendly compassionate', 'super friendly compassionate personal', 'friendly', 'friendly compassionate', 'friendly compassionate personal', 'compassionate', 'compassionate personal', 'personal']",1,0,0,0.1111111111111111
151909,and after going to someone more professional and understanding of how filler works was explained how botched this lady left me.,1,go professional understanding filler work explain mottle lady leave,"['go', 'go professional', 'go professional understanding', 'go professional understanding filler', 'go professional understanding filler work', 'go professional understanding filler work explain', 'go professional understanding filler work explain mottle', 'go professional understanding filler work explain mottle lady', 'go professional understanding filler work explain mottle lady leave', 'professional', 'professional understanding', 'professional understanding filler', 'professional understanding filler work', 'professional understanding filler work explain', 'professional understanding filler work explain mottle', 'professional understanding filler work explain mottle lady', 'professional understanding filler work explain mottle lady leave', 'understanding', 'understanding filler', 'understanding filler work', 'understanding filler work explain', 'understanding filler work explain mottle', 'understanding filler work explain mottle lady', 'understanding filler work explain mottle lady leave', 'filler', 'filler work', 'filler work explain', 'filler work explain mottle', 'filler work explain mottle lady', 'filler work explain mottle lady leave', 'work', 'work explain', 'work explain mottle', 'work explain mottle lady', 'work explain mottle lady leave', 'explain', 'explain mottle', 'explain mottle lady', 'explain mottle lady leave', 'mottle', 'mottle lady', 'mottle lady leave', 'lady', 'lady leave', 'leave']",0,0,1,0.041666666666666664
129103,Dr Croft is personable and communicates well.,0,personal communicate,"['personal', 'personal communicate', 'communicate']",1,0,0,0.3333333333333333
104638,Find another primary with bedside manors and a professional office staff.,1,find primary bedside manor professional office staff,"['find', 'find primary', 'find primary bedside', 'find primary bedside manor', 'find primary bedside manor professional', 'find primary bedside manor professional office', 'find primary bedside manor professional office staff', 'primary', 'primary bedside', 'primary bedside manor', 'primary bedside manor professional', 'primary bedside manor professional office', 'primary bedside manor professional office staff', 'bedside', 'bedside manor', 'bedside manor professional', 'bedside manor professional office', 'bedside manor professional office staff', 'manor', 'manor professional', 'manor professional office', 'manor professional office staff', 'professional', 'professional office', 'professional office staff', 'office', 'office staff', 'staff']",0,0,1,0.06451612903225806
113179,She has a professional staff of highly trained assistants BUT she does all procedures herself!,0,professional staff highly train assistant procedure,"['professional', 'professional staff', 'professional staff highly', 'professional staff highly train', 'professional staff highly train assistant', 'professional staff highly train assistant procedure', 'staff', 'staff highly', 'staff highly train', 'staff highly train assistant', 'staff highly train assistant procedure', 'highly', 'highly train', 'highly train assistant', 'highly train assistant procedure', 'train', 'train assistant', 'train assistant procedure', 'assistant', 'assistant procedure', 'procedure']",0,0,1,0.08333333333333333
89795,for sure lives up to unprofessional status.,1,sure life professional status,"['sure', 'sure life', 'sure life professional', 'sure life professional status', 'life', 'life professional', 'life professional status', 'professional', 'professional status', 'status']",0,0,1,0.15384615384615385
90552,"the staff is extremely attentive, professional and timely a complete reflection of Dr. Mofid and his leadership.",0,staff extremely attentive professional timely complete reflection leadership,"['staff', 'staff extremely', 'staff extremely attentive', 'staff extremely attentive professional', 'staff extremely attentive professional timely', 'staff extremely attentive professional timely complete', 'staff extremely attentive professional timely complete reflection', 'staff extremely attentive professional timely complete reflection leadership', 'extremely', 'extremely attentive', 'extremely attentive professional', 'extremely attentive professional timely', 'extremely attentive professional timely complete', 'extremely attentive professional timely complete reflection', 'extremely attentive professional timely complete reflection leadership', 'attentive', 'attentive professional', 'attentive professional timely', 'attentive professional timely complete', 'attentive professional timely complete reflection', 'attentive professional timely complete reflection leadership', 'professional', 'professional timely', 'professional timely complete', 'professional timely complete reflection', 'professional timely complete reflection leadership', 'timely', 'timely complete', 'timely complete reflection', 'timely complete reflection leadership', 'complete', 'complete reflection', 'complete reflection leadership', 'reflection', 'reflection leadership', 'leadership']",0,0,1,0.05128205128205128
114662,"Front end staff is unprofessional, ignorant and rude.",1,end staff professional ignorant rude,"['end', 'end staff', 'end staff professional', 'end staff professional ignorant', 'end staff professional ignorant rude', 'staff', 'staff professional', 'staff professional ignorant', 'staff professional ignorant rude', 'professional', 'professional ignorant', 'professional ignorant rude', 'ignorant', 'ignorant rude', 'rude']",0,0,1,0.1111111111111111
63441,"She's very well aware of my condition, antics, personal interests.",0,aware condition antic personal interest,"['aware', 'aware condition', 'aware condition antic', 'aware condition antic personal', 'aware condition antic personal interest', 'condition', 'condition antic', 'condition antic personal', 'condition antic personal interest', 'antic', 'antic personal', 'antic personal interest', 'personal', 'personal interest', 'interest']",1,0,0,0.1111111111111111
145189,You may also be asked to pay a ransom or you get your personal information posted online.,1,ask pay ransom personal information post on-line,"['ask', 'ask pay', 'ask pay ransom', 'ask pay ransom personal', 'ask pay ransom personal information', 'ask pay ransom personal information post', 'ask pay ransom personal information post on-line', 'pay', 'pay ransom', 'pay ransom personal', 'pay ransom personal information', 'pay ransom personal information post', 'pay ransom personal information post on-line', 'ransom', 'ransom personal', 'ransom personal information', 'ransom personal information post', 'ransom personal information post on-line', 'personal', 'personal information', 'personal information post', 'personal information post on-line', 'information', 'information post', 'information post on-line', 'post', 'post on-line', 'on-line']",1,0,0,0.06451612903225806
164824,i made a consultation appointment but after reading Troys response to the reviews i feel like he's really unprofessional,1,consultation appointment read troy response review feel like professional,"['consultation', 'consultation appointment', 'consultation appointment read', 'consultation appointment read troy', 'consultation appointment read troy response', 'consultation appointment read troy response review', 'consultation appointment read troy response review feel', 'consultation appointment read troy response review feel like', 'consultation appointment read troy response review feel like professional', 'appointment', 'appointment read', 'appointment read troy', 'appointment read troy response', 'appointment read troy response review', 'appointment read troy response review feel', 'appointment read troy response review feel like', 'appointment read troy response review feel like professional', 'read', 'read troy', 'read troy response', 'read troy response review', 'read troy response review feel', 'read troy response review feel like', 'read troy response review feel like professional', 'troy', 'troy response', 'troy response review', 'troy response review feel', 'troy response review feel like', 'troy response review feel like professional', 'response', 'response review', 'response review feel', 'response review feel like', 'response review feel like professional', 'review', 'review feel', 'review feel like', 'review feel like professional', 'feel', 'feel like', 'feel like professional', 'like', 'like professional', 'professional']",0,0,1,0.041666666666666664
81560,The office is not professional,1,office not professional,"['office', 'office not', 'office not professional', 'not', 'not professional', 'professional']",0,0,1,0.2222222222222222
87266,"so warm, compassionate, professional, AND comfortable, that I will easily return.",0,warm compassionate professional comfortable easily return,"['warm', 'warm compassionate', 'warm compassionate professional', 'warm compassionate professional comfortable', 'warm compassionate professional comfortable easily', 'warm compassionate professional comfortable easily return', 'compassionate', 'compassionate professional', 'compassionate professional comfortable', 'compassionate professional comfortable easily', 'compassionate professional comfortable easily return', 'professional', 'professional comfortable', 'professional comfortable easily', 'professional comfortable easily return', 'comfortable', 'comfortable easily', 'comfortable easily return', 'easily', 'easily return', 'return']",0,0,1,0.08333333333333333
62793,"He is very personable, he listens and he asks me questions.",0,personal listen ask question,"['personal', 'personal listen', 'personal listen ask', 'personal listen ask question', 'listen', 'listen ask', 'listen ask question', 'ask', 'ask question', 'question']",1,0,0,0.15384615384615385
102054,Very personable and easy to talk to.,0,personal easy talk,"['personal', 'personal easy', 'personal easy talk', 'easy', 'easy talk', 'talk']",1,0,0,0.2222222222222222
97981,I most pleased with Dr.Boon's personal updates via cellular phone.,0,please dragoon personal update cellular phone,"['please', 'please dragoon', 'please dragoon personal', 'please dragoon personal update', 'please dragoon personal update cellular', 'please dragoon personal update cellular phone', 'dragoon', 'dragoon personal', 'dragoon personal update', 'dragoon personal update cellular', 'dragoon personal update cellular phone', 'personal', 'personal update', 'personal update cellular', 'personal update cellular phone', 'update', 'update cellular', 'update cellular phone', 'cellular', 'cellular phone', 'phone']",1,0,0,0.08333333333333333
87483,"Dr. Millard has been the utmost professional, detailed",0,utmost professional detail,"['utmost', 'utmost professional', 'utmost professional detail', 'professional', 'professional detail', 'detail']",0,0,1,0.2222222222222222
61083,I thought he was extremely personable.,0,think extremely personal,"['think', 'think extremely', 'think extremely personal', 'extremely', 'extremely personal', 'personal']",1,0,0,0.2222222222222222
162829,"First, I called 3 weeks ago and spoke with Crystal whom was very unprofessional, followed by Stephanie to provide them",1,call speak crystal professional follow stephanie provide,"['call', 'call speak', 'call speak crystal', 'call speak crystal professional', 'call speak crystal professional follow', 'call speak crystal professional follow stephanie', 'call speak crystal professional follow stephanie provide', 'speak', 'speak crystal', 'speak crystal professional', 'speak crystal professional follow', 'speak crystal professional follow stephanie', 'speak crystal professional follow stephanie provide', 'crystal', 'crystal professional', 'crystal professional follow', 'crystal professional follow stephanie', 'crystal professional follow stephanie provide', 'professional', 'professional follow', 'professional follow stephanie', 'professional follow stephanie provide', 'follow', 'follow stephanie', 'follow stephanie provide', 'stephanie', 'stephanie provide', 'provide']",0,0,1,0.06451612903225806
76954,Very personable and friendly.,0,personal friendly,"['personal', 'personal friendly', 'friendly']",1,0,0,0.3333333333333333
65209,The doctor is very personable and caring,0,personal dare,"['personal', 'personal dare', 'dare']",1,0,0,0.3333333333333333
97805,I love the great and professional dental care that he and his staff provide to me.,0,love great professional dental care staff provide,"['love', 'love great', 'love great professional', 'love great professional dental', 'love great professional dental care', 'love great professional dental care staff', 'love great professional dental care staff provide', 'great', 'great professional', 'great professional dental', 'great professional dental care', 'great professional dental care staff', 'great professional dental care staff provide', 'professional', 'professional dental', 'professional dental care', 'professional dental care staff', 'professional dental care staff provide', 'dental', 'dental care', 'dental care staff', 'dental care staff provide', 'care', 'care staff', 'care staff provide', 'staff', 'staff provide', 'provide']",0,0,1,0.06451612903225806
84707,"They were unprofessional, incompetent and too lazy to locate the original email",1,professional incompetent lazy locate original e-mail,"['professional', 'professional incompetent', 'professional incompetent lazy', 'professional incompetent lazy locate', 'professional incompetent lazy locate original', 'professional incompetent lazy locate original e-mail', 'incompetent', 'incompetent lazy', 'incompetent lazy locate', 'incompetent lazy locate original', 'incompetent lazy locate original e-mail', 'lazy', 'lazy locate', 'lazy locate original', 'lazy locate original e-mail', 'locate', 'locate original', 'locate original e-mail', 'original', 'original e-mail', 'e-mail']",0,0,1,0.08333333333333333
