commentId,comment,classification,comment_processed,word_phrase_list,reception,reception incredibly,reception incredibly rude,incredibly,incredibly rude,rude,similarity_score
122668,I ended up deciding on co2 laser resurfacing for my eyelids and I am incredibly happy with the results.,0,end decide co laser resurface eyelid incredibly happy result,"['end', 'end decide', 'end decide co', 'end decide co laser', 'end decide co laser resurface', 'end decide co laser resurface eyelid', 'end decide co laser resurface eyelid incredibly', 'end decide co laser resurface eyelid incredibly happy', 'end decide co laser resurface eyelid incredibly happy result', 'decide', 'decide co', 'decide co laser', 'decide co laser resurface', 'decide co laser resurface eyelid', 'decide co laser resurface eyelid incredibly', 'decide co laser resurface eyelid incredibly happy', 'decide co laser resurface eyelid incredibly happy result', 'co', 'co laser', 'co laser resurface', 'co laser resurface eyelid', 'co laser resurface eyelid incredibly', 'co laser resurface eyelid incredibly happy', 'co laser resurface eyelid incredibly happy result', 'laser', 'laser resurface', 'laser resurface eyelid', 'laser resurface eyelid incredibly', 'laser resurface eyelid incredibly happy', 'laser resurface eyelid incredibly happy result', 'resurface', 'resurface eyelid', 'resurface eyelid incredibly', 'resurface eyelid incredibly happy', 'resurface eyelid incredibly happy result', 'eyelid', 'eyelid incredibly', 'eyelid incredibly happy', 'eyelid incredibly happy result', 'incredibly', 'incredibly happy', 'incredibly happy result', 'happy', 'happy result', 'result']",0,0,0,1,0,0,0.0392156862745098
185582,Rushed out the door to the receptionist who asks me for my name and interrupted me three letters in;,1,rush door reception ask interrupt letter,"['rush', 'rush door', 'rush door reception', 'rush door reception ask', 'rush door reception ask interrupt', 'rush door reception ask interrupt letter', 'door', 'door reception', 'door reception ask', 'door reception ask interrupt', 'door reception ask interrupt letter', 'reception', 'reception ask', 'reception ask interrupt', 'reception ask interrupt letter', 'ask', 'ask interrupt', 'ask interrupt letter', 'interrupt', 'interrupt letter', 'letter']",1,0,0,0,0,0,0.07407407407407407
158127,"She works with you to get the look you're going for, and she's incredibly knowledgeable about injectables, answering all my questions",0,work look go incredibly knowledgeable injectables answer question,"['work', 'work look', 'work look go', 'work look go incredibly', 'work look go incredibly knowledgeable', 'work look go incredibly knowledgeable injectables', 'work look go incredibly knowledgeable injectables answer', 'work look go incredibly knowledgeable injectables answer question', 'look', 'look go', 'look go incredibly', 'look go incredibly knowledgeable', 'look go incredibly knowledgeable injectables', 'look go incredibly knowledgeable injectables answer', 'look go incredibly knowledgeable injectables answer question', 'go', 'go incredibly', 'go incredibly knowledgeable', 'go incredibly knowledgeable injectables', 'go incredibly knowledgeable injectables answer', 'go incredibly knowledgeable injectables answer question', 'incredibly', 'incredibly knowledgeable', 'incredibly knowledgeable injectables', 'incredibly knowledgeable injectables answer', 'incredibly knowledgeable injectables answer question', 'knowledgeable', 'knowledgeable injectables', 'knowledgeable injectables answer', 'knowledgeable injectables answer question', 'injectables', 'injectables answer', 'injectables answer question', 'answer', 'answer question', 'question']",0,0,0,1,0,0,0.047619047619047616
82096,"The other male doctor is rude, unhelpful",1,male rude helpful,"['male', 'male rude', 'male rude helpful', 'rude', 'rude helpful', 'helpful']",0,0,0,0,0,1,0.16666666666666666
150708,"She is incredibly knowledgeable, up to date and completely trustworthy.",0,incredibly knowledgeable date completely trustworthy,"['incredibly', 'incredibly knowledgeable', 'incredibly knowledgeable date', 'incredibly knowledgeable date completely', 'incredibly knowledgeable date completely trustworthy', 'knowledgeable', 'knowledgeable date', 'knowledgeable date completely', 'knowledgeable date completely trustworthy', 'date', 'date completely', 'date completely trustworthy', 'completely', 'completely trustworthy', 'trustworthy']",0,0,0,1,0,0,0.09523809523809523
101061,He was abrupt grouchy and rude.,1,abrupt crouch rude,"['abrupt', 'abrupt crouch', 'abrupt crouch rude', 'crouch', 'crouch rude', 'rude']",0,0,0,0,0,1,0.16666666666666666
89189,His receptionist was incredibly helpful and made my transaction quick,0,reception incredibly helpful transaction quick,"['reception', 'reception incredibly', 'reception incredibly helpful', 'reception incredibly helpful transaction', 'reception incredibly helpful transaction quick', 'incredibly', 'incredibly helpful', 'incredibly helpful transaction', 'incredibly helpful transaction quick', 'helpful', 'helpful transaction', 'helpful transaction quick', 'transaction', 'transaction quick', 'quick']",1,1,0,1,0,0,0.2857142857142857
184021,"What I didn't expect was the professionalism and adeptness of her staff, from reception staff like Alex (which is too light a term",0,expect professionalism alertness staff reception staff like light term,"['expect', 'expect professionalism', 'expect professionalism alertness', 'expect professionalism alertness staff', 'expect professionalism alertness staff reception', 'expect professionalism alertness staff reception staff', 'expect professionalism alertness staff reception staff like', 'expect professionalism alertness staff reception staff like light', 'expect professionalism alertness staff reception staff like light term', 'professionalism', 'professionalism alertness', 'professionalism alertness staff', 'professionalism alertness staff reception', 'professionalism alertness staff reception staff', 'professionalism alertness staff reception staff like', 'professionalism alertness staff reception staff like light', 'professionalism alertness staff reception staff like light term', 'alertness', 'alertness staff', 'alertness staff reception', 'alertness staff reception staff', 'alertness staff reception staff like', 'alertness staff reception staff like light', 'alertness staff reception staff like light term', 'staff', 'staff reception', 'staff reception staff', 'staff reception staff like', 'staff reception staff like light', 'staff reception staff like light term', 'reception', 'reception staff', 'reception staff like', 'reception staff like light', 'reception staff like light term', 'staff', 'staff like', 'staff like light', 'staff like light term', 'like', 'like light', 'like light term', 'light', 'light term', 'term']",1,0,0,0,0,0,0.0392156862745098
120368,Although the lady that checked me in was very rude and very unprofessional.,1,lady check rude professional,"['lady', 'lady check', 'lady check rude', 'lady check rude professional', 'check', 'check rude', 'check rude professional', 'rude', 'rude professional', 'professional']",0,0,0,0,0,1,0.125
99906,"She is a fountain of information and so is Heather, the receptionist.",0,fountain information heather reception,"['fountain', 'fountain information', 'fountain information heather', 'fountain information heather reception', 'information', 'information heather', 'information heather reception', 'heather', 'heather reception', 'reception']",1,0,0,0,0,0,0.125
157928,Terrible and rude husband / wife team (Jochen and Maya Pechak).,1,terrible rude husband wife team john peak,"['terrible', 'terrible rude', 'terrible rude husband', 'terrible rude husband wife', 'terrible rude husband wife team', 'terrible rude husband wife team john', 'terrible rude husband wife team john peak', 'rude', 'rude husband', 'rude husband wife', 'rude husband wife team', 'rude husband wife team john', 'rude husband wife team john peak', 'husband', 'husband wife', 'husband wife team', 'husband wife team john', 'husband wife team john peak', 'wife', 'wife team', 'wife team john', 'wife team john peak', 'team', 'team john', 'team john peak', 'john', 'john peak', 'peak']",0,0,0,0,0,1,0.058823529411764705
92704,He hired a new assistant/nurse that was very rude to me on the first appointment I met her.,1,hire new assistantnurse rude appointment meet,"['hire', 'hire new', 'hire new assistantnurse', 'hire new assistantnurse rude', 'hire new assistantnurse rude appointment', 'hire new assistantnurse rude appointment meet', 'new', 'new assistantnurse', 'new assistantnurse rude', 'new assistantnurse rude appointment', 'new assistantnurse rude appointment meet', 'assistantnurse', 'assistantnurse rude', 'assistantnurse rude appointment', 'assistantnurse rude appointment meet', 'rude', 'rude appointment', 'rude appointment meet', 'appointment', 'appointment meet', 'meet']",0,0,0,0,0,1,0.07407407407407407
146871,Dr grames and his staff are horrible to deal with and incredibly incompetent.,1,staff atrocious deal incredibly incompetent,"['staff', 'staff atrocious', 'staff atrocious deal', 'staff atrocious deal incredibly', 'staff atrocious deal incredibly incompetent', 'atrocious', 'atrocious deal', 'atrocious deal incredibly', 'atrocious deal incredibly incompetent', 'deal', 'deal incredibly', 'deal incredibly incompetent', 'incredibly', 'incredibly incompetent', 'incompetent']",0,0,0,1,0,0,0.09523809523809523
107903,The receptionist (who was very nice) told me that the doctor wasn't running on time.,0,reception nice tell run time,"['reception', 'reception nice', 'reception nice tell', 'reception nice tell run', 'reception nice tell run time', 'nice', 'nice tell', 'nice tell run', 'nice tell run time', 'tell', 'tell run', 'tell run time', 'run', 'run time', 'time']",1,0,0,0,0,0,0.09523809523809523
92494,very vicious staff and rude they hang up no help total mess.,1,vicious staff rude hang no help total mess,"['vicious', 'vicious staff', 'vicious staff rude', 'vicious staff rude hang', 'vicious staff rude hang no', 'vicious staff rude hang no help', 'vicious staff rude hang no help total', 'vicious staff rude hang no help total mess', 'staff', 'staff rude', 'staff rude hang', 'staff rude hang no', 'staff rude hang no help', 'staff rude hang no help total', 'staff rude hang no help total mess', 'rude', 'rude hang', 'rude hang no', 'rude hang no help', 'rude hang no help total', 'rude hang no help total mess', 'hang', 'hang no', 'hang no help', 'hang no help total', 'hang no help total mess', 'no', 'no help', 'no help total', 'no help total mess', 'help', 'help total', 'help total mess', 'total', 'total mess', 'mess']",0,0,0,0,0,1,0.047619047619047616
88196,for my second round I was incredibly happy with the upbeat attitude of everyone in Dr. Ohmart's office.,0,round incredibly happy beat attitude heart office,"['round', 'round incredibly', 'round incredibly happy', 'round incredibly happy beat', 'round incredibly happy beat attitude', 'round incredibly happy beat attitude heart', 'round incredibly happy beat attitude heart office', 'incredibly', 'incredibly happy', 'incredibly happy beat', 'incredibly happy beat attitude', 'incredibly happy beat attitude heart', 'incredibly happy beat attitude heart office', 'happy', 'happy beat', 'happy beat attitude', 'happy beat attitude heart', 'happy beat attitude heart office', 'beat', 'beat attitude', 'beat attitude heart', 'beat attitude heart office', 'attitude', 'attitude heart', 'attitude heart office', 'heart', 'heart office', 'office']",0,0,0,1,0,0,0.058823529411764705
91268,"Dr.Parker and his team are incredibly attentive, efficient",0,parker team incredibly attentive efficient,"['parker', 'parker team', 'parker team incredibly', 'parker team incredibly attentive', 'parker team incredibly attentive efficient', 'team', 'team incredibly', 'team incredibly attentive', 'team incredibly attentive efficient', 'incredibly', 'incredibly attentive', 'incredibly attentive efficient', 'attentive', 'attentive efficient', 'efficient']",0,0,0,1,0,0,0.09523809523809523
189349,"After the cleaning, my teeth felt so incredibly clean and refreshed that it seemed like I had shed some weight off them.",0,clean tooth feel incredibly clean refresh like shed weight,"['clean', 'clean tooth', 'clean tooth feel', 'clean tooth feel incredibly', 'clean tooth feel incredibly clean', 'clean tooth feel incredibly clean refresh', 'clean tooth feel incredibly clean refresh like', 'clean tooth feel incredibly clean refresh like shed', 'clean tooth feel incredibly clean refresh like shed weight', 'tooth', 'tooth feel', 'tooth feel incredibly', 'tooth feel incredibly clean', 'tooth feel incredibly clean refresh', 'tooth feel incredibly clean refresh like', 'tooth feel incredibly clean refresh like shed', 'tooth feel incredibly clean refresh like shed weight', 'feel', 'feel incredibly', 'feel incredibly clean', 'feel incredibly clean refresh', 'feel incredibly clean refresh like', 'feel incredibly clean refresh like shed', 'feel incredibly clean refresh like shed weight', 'incredibly', 'incredibly clean', 'incredibly clean refresh', 'incredibly clean refresh like', 'incredibly clean refresh like shed', 'incredibly clean refresh like shed weight', 'clean', 'clean refresh', 'clean refresh like', 'clean refresh like shed', 'clean refresh like shed weight', 'refresh', 'refresh like', 'refresh like shed', 'refresh like shed weight', 'like', 'like shed', 'like shed weight', 'shed', 'shed weight', 'weight']",0,0,0,1,0,0,0.0392156862745098
190786,Receptionist today said - he's very busy so you'll have to wait awhile but come in.,1,reception say busy wait awhile come,"['reception', 'reception say', 'reception say busy', 'reception say busy wait', 'reception say busy wait awhile', 'reception say busy wait awhile come', 'say', 'say busy', 'say busy wait', 'say busy wait awhile', 'say busy wait awhile come', 'busy', 'busy wait', 'busy wait awhile', 'busy wait awhile come', 'wait', 'wait awhile', 'wait awhile come', 'awhile', 'awhile come', 'come']",1,0,0,0,0,0,0.07407407407407407
180585,My experience from first reception patient intake to surgical follow up appointment could not have been better...,0,experience reception patient intake surgical follow appointment not good,"['experience', 'experience reception', 'experience reception patient', 'experience reception patient intake', 'experience reception patient intake surgical', 'experience reception patient intake surgical follow', 'experience reception patient intake surgical follow appointment', 'experience reception patient intake surgical follow appointment not', 'experience reception patient intake surgical follow appointment not good', 'reception', 'reception patient', 'reception patient intake', 'reception patient intake surgical', 'reception patient intake surgical follow', 'reception patient intake surgical follow appointment', 'reception patient intake surgical follow appointment not', 'reception patient intake surgical follow appointment not good', 'patient', 'patient intake', 'patient intake surgical', 'patient intake surgical follow', 'patient intake surgical follow appointment', 'patient intake surgical follow appointment not', 'patient intake surgical follow appointment not good', 'intake', 'intake surgical', 'intake surgical follow', 'intake surgical follow appointment', 'intake surgical follow appointment not', 'intake surgical follow appointment not good', 'surgical', 'surgical follow', 'surgical follow appointment', 'surgical follow appointment not', 'surgical follow appointment not good', 'follow', 'follow appointment', 'follow appointment not', 'follow appointment not good', 'appointment', 'appointment not', 'appointment not good', 'not', 'not good', 'good']",1,0,0,0,0,0,0.0392156862745098
148603,Incredibly unprofessional and I?ll mannered.,1,incredibly professional ill manner,"['incredibly', 'incredibly professional', 'incredibly professional ill', 'incredibly professional ill manner', 'professional', 'professional ill', 'professional ill manner', 'ill', 'ill manner', 'manner']",0,0,0,1,0,0,0.125
184524,"Upon arriving, front receptionist Melissa wasn't great.",1,arrive reception melissa great,"['arrive', 'arrive reception', 'arrive reception melissa', 'arrive reception melissa great', 'reception', 'reception melissa', 'reception melissa great', 'melissa', 'melissa great', 'great']",1,0,0,0,0,0,0.125
160122,I was repeatedly lied to and when you show them proof they turn around and blatantly call you rude today was the last straw.,1,repeatedly lie proof turn blatantly rude straw,"['repeatedly', 'repeatedly lie', 'repeatedly lie proof', 'repeatedly lie proof turn', 'repeatedly lie proof turn blatantly', 'repeatedly lie proof turn blatantly rude', 'repeatedly lie proof turn blatantly rude straw', 'lie', 'lie proof', 'lie proof turn', 'lie proof turn blatantly', 'lie proof turn blatantly rude', 'lie proof turn blatantly rude straw', 'proof', 'proof turn', 'proof turn blatantly', 'proof turn blatantly rude', 'proof turn blatantly rude straw', 'turn', 'turn blatantly', 'turn blatantly rude', 'turn blatantly rude straw', 'blatantly', 'blatantly rude', 'blatantly rude straw', 'rude', 'rude straw', 'straw']",0,0,0,0,0,1,0.058823529411764705
163119,He is unprofessional and rude.He cleared me up and told me to go to reumatotogist when I already have many check up,1,professional rude clear tell reumatotogist check,"['professional', 'professional rude', 'professional rude clear', 'professional rude clear tell', 'professional rude clear tell reumatotogist', 'professional rude clear tell reumatotogist check', 'rude', 'rude clear', 'rude clear tell', 'rude clear tell reumatotogist', 'rude clear tell reumatotogist check', 'clear', 'clear tell', 'clear tell reumatotogist', 'clear tell reumatotogist check', 'tell', 'tell reumatotogist', 'tell reumatotogist check', 'reumatotogist', 'reumatotogist check', 'check']",0,0,0,0,0,1,0.07407407407407407
96483,Docter made rude comments to his staff about my child being in the lobby.,1,rude comment staff child lobby,"['rude', 'rude comment', 'rude comment staff', 'rude comment staff child', 'rude comment staff child lobby', 'comment', 'comment staff', 'comment staff child', 'comment staff child lobby', 'staff', 'staff child', 'staff child lobby', 'child', 'child lobby', 'lobby']",0,0,0,0,0,1,0.09523809523809523
112471,I saw Rachel Brown and she was incredibly un-empathetic.,1,see incredibly unempathetic,"['see', 'see incredibly', 'see incredibly unempathetic', 'incredibly', 'incredibly unempathetic', 'unempathetic']",0,0,0,1,0,0,0.16666666666666666
168112,It was my daughter's first time at the dentist and Dr. Sadrian and her assistant were incredibly gentle and welcoming.,0,daughter time dentist assistant incredibly gentle welcome,"['daughter', 'daughter time', 'daughter time dentist', 'daughter time dentist assistant', 'daughter time dentist assistant incredibly', 'daughter time dentist assistant incredibly gentle', 'daughter time dentist assistant incredibly gentle welcome', 'time', 'time dentist', 'time dentist assistant', 'time dentist assistant incredibly', 'time dentist assistant incredibly gentle', 'time dentist assistant incredibly gentle welcome', 'dentist', 'dentist assistant', 'dentist assistant incredibly', 'dentist assistant incredibly gentle', 'dentist assistant incredibly gentle welcome', 'assistant', 'assistant incredibly', 'assistant incredibly gentle', 'assistant incredibly gentle welcome', 'incredibly', 'incredibly gentle', 'incredibly gentle welcome', 'gentle', 'gentle welcome', 'welcome']",0,0,0,1,0,0,0.058823529411764705
138679,The staff are such liars and are so rude tried to charge me for things my insurance covered they can not be trusted!!!!,1,staff liar rude try charge thing insurance cover not trust,"['staff', 'staff liar', 'staff liar rude', 'staff liar rude try', 'staff liar rude try charge', 'staff liar rude try charge thing', 'staff liar rude try charge thing insurance', 'staff liar rude try charge thing insurance cover', 'staff liar rude try charge thing insurance cover not', 'staff liar rude try charge thing insurance cover not trust', 'liar', 'liar rude', 'liar rude try', 'liar rude try charge', 'liar rude try charge thing', 'liar rude try charge thing insurance', 'liar rude try charge thing insurance cover', 'liar rude try charge thing insurance cover not', 'liar rude try charge thing insurance cover not trust', 'rude', 'rude try', 'rude try charge', 'rude try charge thing', 'rude try charge thing insurance', 'rude try charge thing insurance cover', 'rude try charge thing insurance cover not', 'rude try charge thing insurance cover not trust', 'try', 'try charge', 'try charge thing', 'try charge thing insurance', 'try charge thing insurance cover', 'try charge thing insurance cover not', 'try charge thing insurance cover not trust', 'charge', 'charge thing', 'charge thing insurance', 'charge thing insurance cover', 'charge thing insurance cover not', 'charge thing insurance cover not trust', 'thing', 'thing insurance', 'thing insurance cover', 'thing insurance cover not', 'thing insurance cover not trust', 'insurance', 'insurance cover', 'insurance cover not', 'insurance cover not trust', 'cover', 'cover not', 'cover not trust', 'not', 'not trust', 'trust']",0,0,0,0,0,1,0.03278688524590164
173083,I was also talked into the miracles of J Plasma / Renuvion by Dr Fan (I think he had just purchased this incredibly expensive machine),1,talk miracle j plasma reunion think buy incredibly expensive machine,"['talk', 'talk miracle', 'talk miracle j', 'talk miracle j plasma', 'talk miracle j plasma reunion', 'talk miracle j plasma reunion think', 'talk miracle j plasma reunion think buy', 'talk miracle j plasma reunion think buy incredibly', 'talk miracle j plasma reunion think buy incredibly expensive', 'talk miracle j plasma reunion think buy incredibly expensive machine', 'miracle', 'miracle j', 'miracle j plasma', 'miracle j plasma reunion', 'miracle j plasma reunion think', 'miracle j plasma reunion think buy', 'miracle j plasma reunion think buy incredibly', 'miracle j plasma reunion think buy incredibly expensive', 'miracle j plasma reunion think buy incredibly expensive machine', 'j', 'j plasma', 'j plasma reunion', 'j plasma reunion think', 'j plasma reunion think buy', 'j plasma reunion think buy incredibly', 'j plasma reunion think buy incredibly expensive', 'j plasma reunion think buy incredibly expensive machine', 'plasma', 'plasma reunion', 'plasma reunion think', 'plasma reunion think buy', 'plasma reunion think buy incredibly', 'plasma reunion think buy incredibly expensive', 'plasma reunion think buy incredibly expensive machine', 'reunion', 'reunion think', 'reunion think buy', 'reunion think buy incredibly', 'reunion think buy incredibly expensive', 'reunion think buy incredibly expensive machine', 'think', 'think buy', 'think buy incredibly', 'think buy incredibly expensive', 'think buy incredibly expensive machine', 'buy', 'buy incredibly', 'buy incredibly expensive', 'buy incredibly expensive machine', 'incredibly', 'incredibly expensive', 'incredibly expensive machine', 'expensive', 'expensive machine', 'machine']",0,0,0,1,0,0,0.03278688524590164
105716,"Michelle, her receptionist is the best. .",1,reception good,"['reception', 'reception good', 'good']",1,0,0,0,0,0,0.2222222222222222
187542,"I didn't feel any connection to him, thought he was rude and could care less what I am going through.",1,feel connection think rude care go,"['feel', 'feel connection', 'feel connection think', 'feel connection think rude', 'feel connection think rude care', 'feel connection think rude care go', 'connection', 'connection think', 'connection think rude', 'connection think rude care', 'connection think rude care go', 'think', 'think rude', 'think rude care', 'think rude care go', 'rude', 'rude care', 'rude care go', 'care', 'care go', 'go']",0,0,0,0,0,1,0.07407407407407407
168029,He's very arrogant and rude if you have any issues with his soppy lazy work.,1,arrogant rude issue sappy lazy work,"['arrogant', 'arrogant rude', 'arrogant rude issue', 'arrogant rude issue sappy', 'arrogant rude issue sappy lazy', 'arrogant rude issue sappy lazy work', 'rude', 'rude issue', 'rude issue sappy', 'rude issue sappy lazy', 'rude issue sappy lazy work', 'issue', 'issue sappy', 'issue sappy lazy', 'issue sappy lazy work', 'sappy', 'sappy lazy', 'sappy lazy work', 'lazy', 'lazy work', 'work']",0,0,0,0,0,1,0.07407407407407407
175606,Natalie the receptionist is a rockstar!,0,natalie reception rockstar,"['natalie', 'natalie reception', 'natalie reception rockstar', 'reception', 'reception rockstar', 'rockstar']",1,0,0,0,0,0,0.16666666666666666
59390,Nursing staff rude to my family.,1,nurse staff rude family,"['nurse', 'nurse staff', 'nurse staff rude', 'nurse staff rude family', 'staff', 'staff rude', 'staff rude family', 'rude', 'rude family', 'family']",0,0,0,0,0,1,0.125
89522,I was incredibly impressed with the warm character of the front office staff,0,incredibly impress warm character office staff,"['incredibly', 'incredibly impress', 'incredibly impress warm', 'incredibly impress warm character', 'incredibly impress warm character office', 'incredibly impress warm character office staff', 'impress', 'impress warm', 'impress warm character', 'impress warm character office', 'impress warm character office staff', 'warm', 'warm character', 'warm character office', 'warm character office staff', 'character', 'character office', 'character office staff', 'office', 'office staff', 'staff']",0,0,0,1,0,0,0.07407407407407407
115788,the receptionist is amazing too.,0,reception amaze,"['reception', 'reception amaze', 'amaze']",1,0,0,0,0,0,0.2222222222222222
123209,I only gave it 2 stars because the receptionist is always very nice and helpful.,0,give star reception nice helpful,"['give', 'give star', 'give star reception', 'give star reception nice', 'give star reception nice helpful', 'star', 'star reception', 'star reception nice', 'star reception nice helpful', 'reception', 'reception nice', 'reception nice helpful', 'nice', 'nice helpful', 'helpful']",1,0,0,0,0,0,0.09523809523809523
