commentId,comment,classification,comment_processed,word_phrase_list,pretend,clinic,love,love look,look,fund,similarity_score
154645,The ASSISTANT Said it looks better and I'm like in my head she is obviously not too smart,1,assistant say look good like head obviously not smart,"['assistant', 'assistant say', 'assistant say look', 'assistant say look good', 'assistant say look good like', 'assistant say look good like head', 'assistant say look good like head obviously', 'assistant say look good like head obviously not', 'assistant say look good like head obviously not smart', 'say', 'say look', 'say look good', 'say look good like', 'say look good like head', 'say look good like head obviously', 'say look good like head obviously not', 'say look good like head obviously not smart', 'look', 'look good', 'look good like', 'look good like head', 'look good like head obviously', 'look good like head obviously not', 'look good like head obviously not smart', 'good', 'good like', 'good like head', 'good like head obviously', 'good like head obviously not', 'good like head obviously not smart', 'like', 'like head', 'like head obviously', 'like head obviously not', 'like head obviously not smart', 'head', 'head obviously', 'head obviously not', 'head obviously not smart', 'obviously', 'obviously not', 'obviously not smart', 'not', 'not smart', 'smart']",0,0,0,0,1,0,0.030303030303030304
89296,I love going to the dentist because of Dr. Kocalchick,0,love go dentist,"['love', 'love go', 'love go dentist', 'go', 'go dentist', 'dentist']",0,0,1,0,0,0,0.07407407407407407
176731,Needless to say that I happily left the clinic that day with a firm date for my surgery.,0,needle happily leave clinic firm date surgery,"['needle', 'needle happily', 'needle happily leave', 'needle happily leave clinic', 'needle happily leave clinic firm', 'needle happily leave clinic firm date', 'needle happily leave clinic firm date surgery', 'happily', 'happily leave', 'happily leave clinic', 'happily leave clinic firm', 'happily leave clinic firm date', 'happily leave clinic firm date surgery', 'leave', 'leave clinic', 'leave clinic firm', 'leave clinic firm date', 'leave clinic firm date surgery', 'clinic', 'clinic firm', 'clinic firm date', 'clinic firm date surgery', 'firm', 'firm date', 'firm date surgery', 'date', 'date surgery', 'surgery']",0,1,0,0,0,0,0.04081632653061224
150875,"but now I have the great joy of having DENTS on it also which look horrible, and my back has two big rolls on it.",1,great joy have debt look atrocious big roll,"['great', 'great joy', 'great joy have', 'great joy have debt', 'great joy have debt look', 'great joy have debt look atrocious', 'great joy have debt look atrocious big', 'great joy have debt look atrocious big roll', 'joy', 'joy have', 'joy have debt', 'joy have debt look', 'joy have debt look atrocious', 'joy have debt look atrocious big', 'joy have debt look atrocious big roll', 'have', 'have debt', 'have debt look', 'have debt look atrocious', 'have debt look atrocious big', 'have debt look atrocious big roll', 'debt', 'debt look', 'debt look atrocious', 'debt look atrocious big', 'debt look atrocious big roll', 'look', 'look atrocious', 'look atrocious big', 'look atrocious big roll', 'atrocious', 'atrocious big', 'atrocious big roll', 'big', 'big roll', 'roll']",0,0,0,0,1,0,0.03508771929824561
170936,Now I'm looking for other reasons to return!,0,look reason return,"['look', 'look reason', 'look reason return', 'reason', 'reason return', 'return']",0,0,0,0,1,0,0.07407407407407407
162306,If you're looking to have any type of liposuction/corrective work done go with Dr. Neinstein and his Team!,0,look type liposuctioncorrective work team,"['look', 'look type', 'look type liposuctioncorrective', 'look type liposuctioncorrective work', 'look type liposuctioncorrective work team', 'type', 'type liposuctioncorrective', 'type liposuctioncorrective work', 'type liposuctioncorrective work team', 'liposuctioncorrective', 'liposuctioncorrective work', 'liposuctioncorrective work team', 'work', 'work team', 'team']",0,0,0,0,1,0,0.05555555555555555
111209,"Great service, no overselling and no offers to make me look like an alien.",0,great service no overselling no offer look like alien,"['great', 'great service', 'great service no', 'great service no overselling', 'great service no overselling no', 'great service no overselling no offer', 'great service no overselling no offer look', 'great service no overselling no offer look like', 'great service no overselling no offer look like alien', 'service', 'service no', 'service no overselling', 'service no overselling no', 'service no overselling no offer', 'service no overselling no offer look', 'service no overselling no offer look like', 'service no overselling no offer look like alien', 'no', 'no overselling', 'no overselling no', 'no overselling no offer', 'no overselling no offer look', 'no overselling no offer look like', 'no overselling no offer look like alien', 'overselling', 'overselling no', 'overselling no offer', 'overselling no offer look', 'overselling no offer look like', 'overselling no offer look like alien', 'no', 'no offer', 'no offer look', 'no offer look like', 'no offer look like alien', 'offer', 'offer look', 'offer look like', 'offer look like alien', 'look', 'look like', 'look like alien', 'like', 'like alien', 'alien']",0,0,0,0,1,0,0.030303030303030304
121384,"Sooo if they cannot control the flies in the areas where potential clients are seated and consulted, imagine what the OR must look like.",1,soon not control fly area potential client seat consult imagine look like,"['soon', 'soon not', 'soon not control', 'soon not control fly', 'soon not control fly area', 'soon not control fly area potential', 'soon not control fly area potential client', 'soon not control fly area potential client seat', 'soon not control fly area potential client seat consult', 'soon not control fly area potential client seat consult imagine', 'soon not control fly area potential client seat consult imagine look', 'soon not control fly area potential client seat consult imagine look like', 'not', 'not control', 'not control fly', 'not control fly area', 'not control fly area potential', 'not control fly area potential client', 'not control fly area potential client seat', 'not control fly area potential client seat consult', 'not control fly area potential client seat consult imagine', 'not control fly area potential client seat consult imagine look', 'not control fly area potential client seat consult imagine look like', 'control', 'control fly', 'control fly area', 'control fly area potential', 'control fly area potential client', 'control fly area potential client seat', 'control fly area potential client seat consult', 'control fly area potential client seat consult imagine', 'control fly area potential client seat consult imagine look', 'control fly area potential client seat consult imagine look like', 'fly', 'fly area', 'fly area potential', 'fly area potential client', 'fly area potential client seat', 'fly area potential client seat consult', 'fly area potential client seat consult imagine', 'fly area potential client seat consult imagine look', 'fly area potential client seat consult imagine look like', 'area', 'area potential', 'area potential client', 'area potential client seat', 'area potential client seat consult', 'area potential client seat consult imagine', 'area potential client seat consult imagine look', 'area potential client seat consult imagine look like', 'potential', 'potential client', 'potential client seat', 'potential client seat consult', 'potential client seat consult imagine', 'potential client seat consult imagine look', 'potential client seat consult imagine look like', 'client', 'client seat', 'client seat consult', 'client seat consult imagine', 'client seat consult imagine look', 'client seat consult imagine look like', 'seat', 'seat consult', 'seat consult imagine', 'seat consult imagine look', 'seat consult imagine look like', 'consult', 'consult imagine', 'consult imagine look', 'consult imagine look like', 'imagine', 'imagine look', 'imagine look like', 'look', 'look like', 'like']",0,0,0,0,1,0,0.020202020202020204
156211,and assess my health are a true testament to the level of care The Clinic for Plastic Surgery provides for patients.,0,ass health true testament level care clinic plastic surgery provide patient,"['ass', 'ass health', 'ass health true', 'ass health true testament', 'ass health true testament level', 'ass health true testament level care', 'ass health true testament level care clinic', 'ass health true testament level care clinic plastic', 'ass health true testament level care clinic plastic surgery', 'ass health true testament level care clinic plastic surgery provide', 'ass health true testament level care clinic plastic surgery provide patient', 'health', 'health true', 'health true testament', 'health true testament level', 'health true testament level care', 'health true testament level care clinic', 'health true testament level care clinic plastic', 'health true testament level care clinic plastic surgery', 'health true testament level care clinic plastic surgery provide', 'health true testament level care clinic plastic surgery provide patient', 'true', 'true testament', 'true testament level', 'true testament level care', 'true testament level care clinic', 'true testament level care clinic plastic', 'true testament level care clinic plastic surgery', 'true testament level care clinic plastic surgery provide', 'true testament level care clinic plastic surgery provide patient', 'testament', 'testament level', 'testament level care', 'testament level care clinic', 'testament level care clinic plastic', 'testament level care clinic plastic surgery', 'testament level care clinic plastic surgery provide', 'testament level care clinic plastic surgery provide patient', 'level', 'level care', 'level care clinic', 'level care clinic plastic', 'level care clinic plastic surgery', 'level care clinic plastic surgery provide', 'level care clinic plastic surgery provide patient', 'care', 'care clinic', 'care clinic plastic', 'care clinic plastic surgery', 'care clinic plastic surgery provide', 'care clinic plastic surgery provide patient', 'clinic', 'clinic plastic', 'clinic plastic surgery', 'clinic plastic surgery provide', 'clinic plastic surgery provide patient', 'plastic', 'plastic surgery', 'plastic surgery provide', 'plastic surgery provide patient', 'surgery', 'surgery provide', 'surgery provide patient', 'provide', 'provide patient', 'patient']",0,1,0,0,0,0,0.022988505747126436
139459,"this clinic is a rude busy clinic ,they ll tell you they are busy",1,clinic rude busy clinic tell busy,"['clinic', 'clinic rude', 'clinic rude busy', 'clinic rude busy clinic', 'clinic rude busy clinic tell', 'clinic rude busy clinic tell busy', 'rude', 'rude busy', 'rude busy clinic', 'rude busy clinic tell', 'rude busy clinic tell busy', 'busy', 'busy clinic', 'busy clinic tell', 'busy clinic tell busy', 'clinic', 'clinic tell', 'clinic tell busy', 'tell', 'tell busy', 'busy']",0,1,0,0,0,0,0.047619047619047616
90668,He gave me the natural results I was looking,0,give natural result look,"['give', 'give natural', 'give natural result', 'give natural result look', 'natural', 'natural result', 'natural result look', 'result', 'result look', 'look']",0,0,0,0,1,0,0.06451612903225806
180882,First of all bmi is a completely outdated judge of someone's health especially when you have no idea what they look like in person.,1,mi completely outdated judge health especially no idea look like person,"['mi', 'mi completely', 'mi completely outdated', 'mi completely outdated judge', 'mi completely outdated judge health', 'mi completely outdated judge health especially', 'mi completely outdated judge health especially no', 'mi completely outdated judge health especially no idea', 'mi completely outdated judge health especially no idea look', 'mi completely outdated judge health especially no idea look like', 'mi completely outdated judge health especially no idea look like person', 'completely', 'completely outdated', 'completely outdated judge', 'completely outdated judge health', 'completely outdated judge health especially', 'completely outdated judge health especially no', 'completely outdated judge health especially no idea', 'completely outdated judge health especially no idea look', 'completely outdated judge health especially no idea look like', 'completely outdated judge health especially no idea look like person', 'outdated', 'outdated judge', 'outdated judge health', 'outdated judge health especially', 'outdated judge health especially no', 'outdated judge health especially no idea', 'outdated judge health especially no idea look', 'outdated judge health especially no idea look like', 'outdated judge health especially no idea look like person', 'judge', 'judge health', 'judge health especially', 'judge health especially no', 'judge health especially no idea', 'judge health especially no idea look', 'judge health especially no idea look like', 'judge health especially no idea look like person', 'health', 'health especially', 'health especially no', 'health especially no idea', 'health especially no idea look', 'health especially no idea look like', 'health especially no idea look like person', 'especially', 'especially no', 'especially no idea', 'especially no idea look', 'especially no idea look like', 'especially no idea look like person', 'no', 'no idea', 'no idea look', 'no idea look like', 'no idea look like person', 'idea', 'idea look', 'idea look like', 'idea look like person', 'look', 'look like', 'look like person', 'like', 'like person', 'person']",0,0,0,0,1,0,0.022988505747126436
189692,I recommend taking yourself or loved ones elsewhere for real care.,1,recommend take love one real care,"['recommend', 'recommend take', 'recommend take love', 'recommend take love one', 'recommend take love one real', 'recommend take love one real care', 'take', 'take love', 'take love one', 'take love one real', 'take love one real care', 'love', 'love one', 'love one real', 'love one real care', 'one', 'one real', 'one real care', 'real', 'real care', 'care']",0,0,1,0,0,0,0.047619047619047616
70174,Looking forward to my next appointment. - Michele O.,0,look forward appointment michel o,"['look', 'look forward', 'look forward appointment', 'look forward appointment michel', 'look forward appointment michel o', 'forward', 'forward appointment', 'forward appointment michel', 'forward appointment michel o', 'appointment', 'appointment michel', 'appointment michel o', 'michel', 'michel o', 'o']",0,0,0,0,1,0,0.05555555555555555
129152,"If you're looking for a very professional, knowledgeable, personable, caring, funny doctor to put your trust in, look no further.",0,look professional knowledgeable personal dare funny doctor trust look no,"['look', 'look professional', 'look professional knowledgeable', 'look professional knowledgeable personal', 'look professional knowledgeable personal dare', 'look professional knowledgeable personal dare funny', 'look professional knowledgeable personal dare funny doctor', 'look professional knowledgeable personal dare funny doctor trust', 'look professional knowledgeable personal dare funny doctor trust look', 'look professional knowledgeable personal dare funny doctor trust look no', 'professional', 'professional knowledgeable', 'professional knowledgeable personal', 'professional knowledgeable personal dare', 'professional knowledgeable personal dare funny', 'professional knowledgeable personal dare funny doctor', 'professional knowledgeable personal dare funny doctor trust', 'professional knowledgeable personal dare funny doctor trust look', 'professional knowledgeable personal dare funny doctor trust look no', 'knowledgeable', 'knowledgeable personal', 'knowledgeable personal dare', 'knowledgeable personal dare funny', 'knowledgeable personal dare funny doctor', 'knowledgeable personal dare funny doctor trust', 'knowledgeable personal dare funny doctor trust look', 'knowledgeable personal dare funny doctor trust look no', 'personal', 'personal dare', 'personal dare funny', 'personal dare funny doctor', 'personal dare funny doctor trust', 'personal dare funny doctor trust look', 'personal dare funny doctor trust look no', 'dare', 'dare funny', 'dare funny doctor', 'dare funny doctor trust', 'dare funny doctor trust look', 'dare funny doctor trust look no', 'funny', 'funny doctor', 'funny doctor trust', 'funny doctor trust look', 'funny doctor trust look no', 'doctor', 'doctor trust', 'doctor trust look', 'doctor trust look no', 'trust', 'trust look', 'trust look no', 'look', 'look no', 'no']",0,0,0,0,1,0,0.02631578947368421
99278,I absolutely love coming here.,0,absolutely love come,"['absolutely', 'absolutely love', 'absolutely love come', 'love', 'love come', 'come']",0,0,1,0,0,0,0.07407407407407407
126138,and they left me without help and unable to speak to anyone at the clinic.,1,leave help unable speak clinic,"['leave', 'leave help', 'leave help unable', 'leave help unable speak', 'leave help unable speak clinic', 'help', 'help unable', 'help unable speak', 'help unable speak clinic', 'unable', 'unable speak', 'unable speak clinic', 'speak', 'speak clinic', 'clinic']",0,1,0,0,0,0,0.05555555555555555
122577,The clinic was super clean and everyone was friendly and understanding to the fact that I was late and the weather sucked.,0,clinic super clean friendly understanding fact late weather suck,"['clinic', 'clinic super', 'clinic super clean', 'clinic super clean friendly', 'clinic super clean friendly understanding', 'clinic super clean friendly understanding fact', 'clinic super clean friendly understanding fact late', 'clinic super clean friendly understanding fact late weather', 'clinic super clean friendly understanding fact late weather suck', 'super', 'super clean', 'super clean friendly', 'super clean friendly understanding', 'super clean friendly understanding fact', 'super clean friendly understanding fact late', 'super clean friendly understanding fact late weather', 'super clean friendly understanding fact late weather suck', 'clean', 'clean friendly', 'clean friendly understanding', 'clean friendly understanding fact', 'clean friendly understanding fact late', 'clean friendly understanding fact late weather', 'clean friendly understanding fact late weather suck', 'friendly', 'friendly understanding', 'friendly understanding fact', 'friendly understanding fact late', 'friendly understanding fact late weather', 'friendly understanding fact late weather suck', 'understanding', 'understanding fact', 'understanding fact late', 'understanding fact late weather', 'understanding fact late weather suck', 'fact', 'fact late', 'fact late weather', 'fact late weather suck', 'late', 'late weather', 'late weather suck', 'weather', 'weather suck', 'suck']",0,1,0,0,0,0,0.030303030303030304
107504,I had a mini tummy tuck and liposuction done 6 months ago and I love the results.,0,mind mummy tuck liposuction love result,"['mind', 'mind mummy', 'mind mummy tuck', 'mind mummy tuck liposuction', 'mind mummy tuck liposuction love', 'mind mummy tuck liposuction love result', 'mummy', 'mummy tuck', 'mummy tuck liposuction', 'mummy tuck liposuction love', 'mummy tuck liposuction love result', 'tuck', 'tuck liposuction', 'tuck liposuction love', 'tuck liposuction love result', 'liposuction', 'liposuction love', 'liposuction love result', 'love', 'love result', 'result']",0,0,1,0,0,0,0.047619047619047616
178433,I had PRP with Dr. Wise the results look fantastic I'm so happy.,0,pp dr wise result look fantastic happy,"['pp', 'pp dr', 'pp dr wise', 'pp dr wise result', 'pp dr wise result look', 'pp dr wise result look fantastic', 'pp dr wise result look fantastic happy', 'dr', 'dr wise', 'dr wise result', 'dr wise result look', 'dr wise result look fantastic', 'dr wise result look fantastic happy', 'wise', 'wise result', 'wise result look', 'wise result look fantastic', 'wise result look fantastic happy', 'result', 'result look', 'result look fantastic', 'result look fantastic happy', 'look', 'look fantastic', 'look fantastic happy', 'fantastic', 'fantastic happy', 'happy']",0,0,0,0,1,0,0.04081632653061224
88593,I look in the mirror everyday regretting my decision to let him work on me.,1,look mirror everyday regret decision let work,"['look', 'look mirror', 'look mirror everyday', 'look mirror everyday regret', 'look mirror everyday regret decision', 'look mirror everyday regret decision let', 'look mirror everyday regret decision let work', 'mirror', 'mirror everyday', 'mirror everyday regret', 'mirror everyday regret decision', 'mirror everyday regret decision let', 'mirror everyday regret decision let work', 'everyday', 'everyday regret', 'everyday regret decision', 'everyday regret decision let', 'everyday regret decision let work', 'regret', 'regret decision', 'regret decision let', 'regret decision let work', 'decision', 'decision let', 'decision let work', 'let', 'let work', 'work']",0,0,0,0,1,0,0.04081632653061224
123961,"However, on the good side, my breasts are a really nice shape and look great in clothes.",0,good breast nice shape look great clothe,"['good', 'good breast', 'good breast nice', 'good breast nice shape', 'good breast nice shape look', 'good breast nice shape look great', 'good breast nice shape look great clothe', 'breast', 'breast nice', 'breast nice shape', 'breast nice shape look', 'breast nice shape look great', 'breast nice shape look great clothe', 'nice', 'nice shape', 'nice shape look', 'nice shape look great', 'nice shape look great clothe', 'shape', 'shape look', 'shape look great', 'shape look great clothe', 'look', 'look great', 'look great clothe', 'great', 'great clothe', 'clothe']",0,0,0,0,1,0,0.04081632653061224
141364,I would not hesitate to use and recommend Dr. Robinson and his office to anyone looking to improve their appearance.,0,not hesitate use recommend office look better appearance,"['not', 'not hesitate', 'not hesitate use', 'not hesitate use recommend', 'not hesitate use recommend office', 'not hesitate use recommend office look', 'not hesitate use recommend office look better', 'not hesitate use recommend office look better appearance', 'hesitate', 'hesitate use', 'hesitate use recommend', 'hesitate use recommend office', 'hesitate use recommend office look', 'hesitate use recommend office look better', 'hesitate use recommend office look better appearance', 'use', 'use recommend', 'use recommend office', 'use recommend office look', 'use recommend office look better', 'use recommend office look better appearance', 'recommend', 'recommend office', 'recommend office look', 'recommend office look better', 'recommend office look better appearance', 'office', 'office look', 'office look better', 'office look better appearance', 'look', 'look better', 'look better appearance', 'better', 'better appearance', 'appearance']",0,0,0,0,1,0,0.03508771929824561
151743,I would highly recommend NextHealth to any one else looking to take hold of their health!,0,highly recommend nexthealth look hold health,"['highly', 'highly recommend', 'highly recommend nexthealth', 'highly recommend nexthealth look', 'highly recommend nexthealth look hold', 'highly recommend nexthealth look hold health', 'recommend', 'recommend nexthealth', 'recommend nexthealth look', 'recommend nexthealth look hold', 'recommend nexthealth look hold health', 'nexthealth', 'nexthealth look', 'nexthealth look hold', 'nexthealth look hold health', 'look', 'look hold', 'look hold health', 'hold', 'hold health', 'health']",0,0,0,0,1,0,0.047619047619047616
157078,I go to the club now feeling like I was in my 20s and I just love all the attention I am getting.,0,club feel like love attention get,"['club', 'club feel', 'club feel like', 'club feel like love', 'club feel like love attention', 'club feel like love attention get', 'feel', 'feel like', 'feel like love', 'feel like love attention', 'feel like love attention get', 'like', 'like love', 'like love attention', 'like love attention get', 'love', 'love attention', 'love attention get', 'attention', 'attention get', 'get']",0,0,1,0,0,0,0.047619047619047616
105817,i loved the way Megan asked me to make faces so she could best place the Botox.,0,love way begin ask face good place,"['love', 'love way', 'love way begin', 'love way begin ask', 'love way begin ask face', 'love way begin ask face good', 'love way begin ask face good place', 'way', 'way begin', 'way begin ask', 'way begin ask face', 'way begin ask face good', 'way begin ask face good place', 'begin', 'begin ask', 'begin ask face', 'begin ask face good', 'begin ask face good place', 'ask', 'ask face', 'ask face good', 'ask face good place', 'face', 'face good', 'face good place', 'good', 'good place', 'place']",0,0,1,0,0,0,0.04081632653061224
185210,It has been just about a year since the procedure and I don't look any better.,1,procedure look good,"['procedure', 'procedure look', 'procedure look good', 'look', 'look good', 'good']",0,0,0,0,1,0,0.07407407407407407
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",0,0,0,0,1,0,0.022988505747126436
73206,they look natural and soft and do not look fake.,0,look natural soft not look face,"['look', 'look natural', 'look natural soft', 'look natural soft not', 'look natural soft not look', 'look natural soft not look face', 'natural', 'natural soft', 'natural soft not', 'natural soft not look', 'natural soft not look face', 'soft', 'soft not', 'soft not look', 'soft not look face', 'not', 'not look', 'not look face', 'look', 'look face', 'face']",0,0,0,0,1,0,0.047619047619047616
150285,I was going through the change and was loosing my mind.,1,go change look mind,"['go', 'go change', 'go change look', 'go change look mind', 'change', 'change look', 'change look mind', 'look', 'look mind', 'mind']",0,0,0,0,1,0,0.06451612903225806
