commentId,comment,classification,comment_processed,word_phrase_list,yea,alopecia,gun,gun know,know,know use,know use goose,use,use goose,goose,suggest,similarity_score
135701,I don't know how he works his magic but he is an amazingly skilled surgeon.,0,know work magic amazingly skilled surgeon,"['know', 'know work', 'know work magic', 'know work magic amazingly', 'know work magic amazingly skilled', 'know work magic amazingly skilled surgeon', 'work', 'work magic', 'work magic amazingly', 'work magic amazingly skilled', 'work magic amazingly skilled surgeon', 'magic', 'magic amazingly', 'magic amazingly skilled', 'magic amazingly skilled surgeon', 'amazingly', 'amazingly skilled', 'amazingly skilled surgeon', 'skilled', 'skilled surgeon', 'surgeon']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
123861,He promised that no one would know that I had surgery and yet everyone knows I had it done.,1,promise no know surgery know,"['promise', 'promise no', 'promise no know', 'promise no know surgery', 'promise no know surgery know', 'no', 'no know', 'no know surgery', 'no know surgery know', 'know', 'know surgery', 'know surgery know', 'surgery', 'surgery know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.046511627906976744
127659,I was confident knowing doctors would do surgery successfully.,0,confident know doctor surgery successfully,"['confident', 'confident know', 'confident know doctor', 'confident know doctor surgery', 'confident know doctor surgery successfully', 'know', 'know doctor', 'know doctor surgery', 'know doctor surgery successfully', 'doctor', 'doctor surgery', 'doctor surgery successfully', 'surgery', 'surgery successfully', 'successfully']",0,0,0,0,1,0,0,0,0,0,0,0.046511627906976744
112261,I went in with a sore toe and he treated me for athlete's foot which I knew was not the problem.,1,go sore toe treat athlete foot know not problem,"['go', 'go sore', 'go sore toe', 'go sore toe treat', 'go sore toe treat athlete', 'go sore toe treat athlete foot', 'go sore toe treat athlete foot know', 'go sore toe treat athlete foot know not', 'go sore toe treat athlete foot know not problem', 'sore', 'sore toe', 'sore toe treat', 'sore toe treat athlete', 'sore toe treat athlete foot', 'sore toe treat athlete foot know', 'sore toe treat athlete foot know not', 'sore toe treat athlete foot know not problem', 'toe', 'toe treat', 'toe treat athlete', 'toe treat athlete foot', 'toe treat athlete foot know', 'toe treat athlete foot know not', 'toe treat athlete foot know not problem', 'treat', 'treat athlete', 'treat athlete foot', 'treat athlete foot know', 'treat athlete foot know not', 'treat athlete foot know not problem', 'athlete', 'athlete foot', 'athlete foot know', 'athlete foot know not', 'athlete foot know not problem', 'foot', 'foot know', 'foot know not', 'foot know not problem', 'know', 'know not', 'know not problem', 'not', 'not problem', 'problem']",0,0,0,0,1,0,0,0,0,0,0,0.0273972602739726
104331,"I know that the skills that I brought to the table in my current position were strengthened by my classes, specifically: research, writing",0,know skill bring table current position strengthen class specifically research write,"['know', 'know skill', 'know skill bring', 'know skill bring table', 'know skill bring table current', 'know skill bring table current position', 'know skill bring table current position strengthen', 'know skill bring table current position strengthen class', 'know skill bring table current position strengthen class specifically', 'know skill bring table current position strengthen class specifically research', 'know skill bring table current position strengthen class specifically research write', 'skill', 'skill bring', 'skill bring table', 'skill bring table current', 'skill bring table current position', 'skill bring table current position strengthen', 'skill bring table current position strengthen class', 'skill bring table current position strengthen class specifically', 'skill bring table current position strengthen class specifically research', 'skill bring table current position strengthen class specifically research write', 'bring', 'bring table', 'bring table current', 'bring table current position', 'bring table current position strengthen', 'bring table current position strengthen class', 'bring table current position strengthen class specifically', 'bring table current position strengthen class specifically research', 'bring table current position strengthen class specifically research write', 'table', 'table current', 'table current position', 'table current position strengthen', 'table current position strengthen class', 'table current position strengthen class specifically', 'table current position strengthen class specifically research', 'table current position strengthen class specifically research write', 'current', 'current position', 'current position strengthen', 'current position strengthen class', 'current position strengthen class specifically', 'current position strengthen class specifically research', 'current position strengthen class specifically research write', 'position', 'position strengthen', 'position strengthen class', 'position strengthen class specifically', 'position strengthen class specifically research', 'position strengthen class specifically research write', 'strengthen', 'strengthen class', 'strengthen class specifically', 'strengthen class specifically research', 'strengthen class specifically research write', 'class', 'class specifically', 'class specifically research', 'class specifically research write', 'specifically', 'specifically research', 'specifically research write', 'research', 'research write', 'write']",0,0,0,0,1,0,0,0,0,0,0,0.02127659574468085
123407,"If you choose Dr. White, you can know that you are in excellent hands.",0,choose dr white know excellent hand,"['choose', 'choose dr', 'choose dr white', 'choose dr white know', 'choose dr white know excellent', 'choose dr white know excellent hand', 'dr', 'dr white', 'dr white know', 'dr white know excellent', 'dr white know excellent hand', 'white', 'white know', 'white know excellent', 'white know excellent hand', 'know', 'know excellent', 'know excellent hand', 'excellent', 'excellent hand', 'hand']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
98414,Cleaned my teeth beautifully and showed me how to use my new water pick!,0,clean tooth beautifully show use new water pick,"['clean', 'clean tooth', 'clean tooth beautifully', 'clean tooth beautifully show', 'clean tooth beautifully show use', 'clean tooth beautifully show use new', 'clean tooth beautifully show use new water', 'clean tooth beautifully show use new water pick', 'tooth', 'tooth beautifully', 'tooth beautifully show', 'tooth beautifully show use', 'tooth beautifully show use new', 'tooth beautifully show use new water', 'tooth beautifully show use new water pick', 'beautifully', 'beautifully show', 'beautifully show use', 'beautifully show use new', 'beautifully show use new water', 'beautifully show use new water pick', 'show', 'show use', 'show use new', 'show use new water', 'show use new water pick', 'use', 'use new', 'use new water', 'use new water pick', 'new', 'new water', 'new water pick', 'water', 'water pick', 'pick']",0,0,0,0,0,0,0,1,0,0,0,0.03125
92562,"I've got another issue that needs attention, I'd know no other doctor I have do it.",0,get issue need attention know no doctor,"['get', 'get issue', 'get issue need', 'get issue need attention', 'get issue need attention know', 'get issue need attention know no', 'get issue need attention know no doctor', 'issue', 'issue need', 'issue need attention', 'issue need attention know', 'issue need attention know no', 'issue need attention know no doctor', 'need', 'need attention', 'need attention know', 'need attention know no', 'need attention know no doctor', 'attention', 'attention know', 'attention know no', 'attention know no doctor', 'know', 'know no', 'know no doctor', 'no', 'no doctor', 'doctor']",0,0,0,0,1,0,0,0,0,0,0,0.03571428571428571
143227,"Dr. Homan, being a weightlifter himself, knew exactly what my injury was and how to treat it.",0,weightlifter know precisely injury treat,"['weightlifter', 'weightlifter know', 'weightlifter know precisely', 'weightlifter know precisely injury', 'weightlifter know precisely injury treat', 'know', 'know precisely', 'know precisely injury', 'know precisely injury treat', 'precisely', 'precisely injury', 'precisely injury treat', 'injury', 'injury treat', 'treat']",0,0,0,0,1,0,0,0,0,0,0,0.046511627906976744
94742,"Dr. Woliner put me on the right medication, Xyrem, the same drug they use",0,right meditation byrom drug use,"['right', 'right meditation', 'right meditation byrom', 'right meditation byrom drug', 'right meditation byrom drug use', 'meditation', 'meditation byrom', 'meditation byrom drug', 'meditation byrom drug use', 'byrom', 'byrom drug', 'byrom drug use', 'drug', 'drug use', 'use']",0,0,0,0,0,0,0,1,0,0,0,0.046511627906976744
93700,Just know that this practice is fully aware that they don't need your business,1,know practice fully aware need business,"['know', 'know practice', 'know practice fully', 'know practice fully aware', 'know practice fully aware need', 'know practice fully aware need business', 'practice', 'practice fully', 'practice fully aware', 'practice fully aware need', 'practice fully aware need business', 'fully', 'fully aware', 'fully aware need', 'fully aware need business', 'aware', 'aware need', 'aware need business', 'need', 'need business', 'business']",0,0,0,0,1,0,0,0,0,0,0,0.04081632653061224
114853,Even the resident in the room came back to apologize for him and suggest a complaint be filed.,1,resident room come apologize suggest complaint file,"['resident', 'resident room', 'resident room come', 'resident room come apologize', 'resident room come apologize suggest', 'resident room come apologize suggest complaint', 'resident room come apologize suggest complaint file', 'room', 'room come', 'room come apologize', 'room come apologize suggest', 'room come apologize suggest complaint', 'room come apologize suggest complaint file', 'come', 'come apologize', 'come apologize suggest', 'come apologize suggest complaint', 'come apologize suggest complaint file', 'apologize', 'apologize suggest', 'apologize suggest complaint', 'apologize suggest complaint file', 'suggest', 'suggest complaint', 'suggest complaint file', 'complaint', 'complaint file', 'file']",0,0,0,0,0,0,0,0,0,0,1,0.03571428571428571
149041,She probes you to ask questions and gives you answers questions you didn't even know you had.,0,professor ask question give answer question know,"['professor', 'professor ask', 'professor ask question', 'professor ask question give', 'professor ask question give answer', 'professor ask question give answer question', 'professor ask question give answer question know', 'ask', 'ask question', 'ask question give', 'ask question give answer', 'ask question give answer question', 'ask question give answer question know', 'question', 'question give', 'question give answer', 'question give answer question', 'question give answer question know', 'give', 'give answer', 'give answer question', 'give answer question know', 'answer', 'answer question', 'answer question know', 'question', 'question know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.03571428571428571
154536,She tells me I don?t know your file and we will do better.,1,tell know file good,"['tell', 'tell know', 'tell know file', 'tell know file good', 'know', 'know file', 'know file good', 'file', 'file good', 'good']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
101638,It was clear he knew what he was doing and his work proved it.,0,clear know work prove,"['clear', 'clear know', 'clear know work', 'clear know work prove', 'know', 'know work', 'know work prove', 'work', 'work prove', 'prove']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
151981,and her ability to use her talents to help me regain and retain my youthful appearance.,0,ability use talent help find retain youthful appearance,"['ability', 'ability use', 'ability use talent', 'ability use talent help', 'ability use talent help find', 'ability use talent help find retain', 'ability use talent help find retain youthful', 'ability use talent help find retain youthful appearance', 'use', 'use talent', 'use talent help', 'use talent help find', 'use talent help find retain', 'use talent help find retain youthful', 'use talent help find retain youthful appearance', 'talent', 'talent help', 'talent help find', 'talent help find retain', 'talent help find retain youthful', 'talent help find retain youthful appearance', 'help', 'help find', 'help find retain', 'help find retain youthful', 'help find retain youthful appearance', 'find', 'find retain', 'find retain youthful', 'find retain youthful appearance', 'retain', 'retain youthful', 'retain youthful appearance', 'youthful', 'youthful appearance', 'appearance']",0,0,0,0,0,0,0,1,0,0,0,0.03125
91324,I will definitley use him again,0,decidedly use,"['decidedly', 'decidedly use', 'use']",0,0,0,0,0,0,0,1,0,0,0,0.06451612903225806
127097,I'm at 5 weeks recovery now and I get compliments from people that didn't know I had this done.,0,recovery compliment people know,"['recovery', 'recovery compliment', 'recovery compliment people', 'recovery compliment people know', 'compliment', 'compliment people', 'compliment people know', 'people', 'people know', 'know']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
169649,"and courteous, from the office staff to the pre / post operation and even the valet parking guys.",0,courteous office staff pre post operation valet parking gun,"['courteous', 'courteous office', 'courteous office staff', 'courteous office staff pre', 'courteous office staff pre post', 'courteous office staff pre post operation', 'courteous office staff pre post operation valet', 'courteous office staff pre post operation valet parking', 'courteous office staff pre post operation valet parking gun', 'office', 'office staff', 'office staff pre', 'office staff pre post', 'office staff pre post operation', 'office staff pre post operation valet', 'office staff pre post operation valet parking', 'office staff pre post operation valet parking gun', 'staff', 'staff pre', 'staff pre post', 'staff pre post operation', 'staff pre post operation valet', 'staff pre post operation valet parking', 'staff pre post operation valet parking gun', 'pre', 'pre post', 'pre post operation', 'pre post operation valet', 'pre post operation valet parking', 'pre post operation valet parking gun', 'post', 'post operation', 'post operation valet', 'post operation valet parking', 'post operation valet parking gun', 'operation', 'operation valet', 'operation valet parking', 'operation valet parking gun', 'valet', 'valet parking', 'valet parking gun', 'parking', 'parking gun', 'gun']",0,0,1,0,0,0,0,0,0,0,0,0.0273972602739726
169703,Glad to know I am not crazy!,0,glad know not crazy,"['glad', 'glad know', 'glad know not', 'glad know not crazy', 'know', 'know not', 'know not crazy', 'not', 'not crazy', 'crazy']",0,0,0,0,1,0,0,0,0,0,0,0.05263157894736842
184946,Would have been fantastic to know after my first botox treatment before I went back a second time,1,fantastic know treatment go time,"['fantastic', 'fantastic know', 'fantastic know treatment', 'fantastic know treatment go', 'fantastic know treatment go time', 'know', 'know treatment', 'know treatment go', 'know treatment go time', 'treatment', 'treatment go', 'treatment go time', 'go', 'go time', 'time']",0,0,0,0,1,0,0,0,0,0,0,0.046511627906976744
126884,He strikes true balance between pursuing all of your treatment options and knowing when surgery is appropriate.,0,strike true balance pursue treatment option know surgery appropriate,"['strike', 'strike true', 'strike true balance', 'strike true balance pursue', 'strike true balance pursue treatment', 'strike true balance pursue treatment option', 'strike true balance pursue treatment option know', 'strike true balance pursue treatment option know surgery', 'strike true balance pursue treatment option know surgery appropriate', 'true', 'true balance', 'true balance pursue', 'true balance pursue treatment', 'true balance pursue treatment option', 'true balance pursue treatment option know', 'true balance pursue treatment option know surgery', 'true balance pursue treatment option know surgery appropriate', 'balance', 'balance pursue', 'balance pursue treatment', 'balance pursue treatment option', 'balance pursue treatment option know', 'balance pursue treatment option know surgery', 'balance pursue treatment option know surgery appropriate', 'pursue', 'pursue treatment', 'pursue treatment option', 'pursue treatment option know', 'pursue treatment option know surgery', 'pursue treatment option know surgery appropriate', 'treatment', 'treatment option', 'treatment option know', 'treatment option know surgery', 'treatment option know surgery appropriate', 'option', 'option know', 'option know surgery', 'option know surgery appropriate', 'know', 'know surgery', 'know surgery appropriate', 'surgery', 'surgery appropriate', 'appropriate']",0,0,0,0,1,0,0,0,0,0,0,0.0273972602739726
