commentId,comment,classification,comment_processed,word_phrase_list,walk,apt,similarity_score
172797,Since having surgery I can now stand an unlimited amount of time and I can walk for long periods.,0,have surgery stand unlimited time walk long period,"['have', 'have surgery', 'have surgery stand', 'have surgery stand unlimited', 'have surgery stand unlimited time', 'have surgery stand unlimited time walk', 'have surgery stand unlimited time walk long', 'have surgery stand unlimited time walk long period', 'surgery', 'surgery stand', 'surgery stand unlimited', 'surgery stand unlimited time', 'surgery stand unlimited time walk', 'surgery stand unlimited time walk long', 'surgery stand unlimited time walk long period', 'stand', 'stand unlimited', 'stand unlimited time', 'stand unlimited time walk', 'stand unlimited time walk long', 'stand unlimited time walk long period', 'unlimited', 'unlimited time', 'unlimited time walk', 'unlimited time walk long', 'unlimited time walk long period', 'time', 'time walk', 'time walk long', 'time walk long period', 'walk', 'walk long', 'walk long period', 'long', 'long period', 'period']",1,0,0.05128205128205128
133949,"Walked out of surgery no crutches, no wheelchair.",0,walk surgery no crutch no wheelchair,"['walk', 'walk surgery', 'walk surgery no', 'walk surgery no crutch', 'walk surgery no crutch no', 'walk surgery no crutch no wheelchair', 'surgery', 'surgery no', 'surgery no crutch', 'surgery no crutch no', 'surgery no crutch no wheelchair', 'no', 'no crutch', 'no crutch no', 'no crutch no wheelchair', 'crutch', 'crutch no', 'crutch no wheelchair', 'no', 'no wheelchair', 'wheelchair']",1,0,0.08333333333333333
94301,The first ear drops he gave me closed off my ear. 2nd app't: new drops made my condition extremely painful.,1,ear drop give close ear neodymium apt new drop condition extremely painful,"['ear', 'ear drop', 'ear drop give', 'ear drop give close', 'ear drop give close ear', 'ear drop give close ear neodymium', 'ear drop give close ear neodymium apt', 'ear drop give close ear neodymium apt new', 'ear drop give close ear neodymium apt new drop', 'ear drop give close ear neodymium apt new drop condition', 'ear drop give close ear neodymium apt new drop condition extremely', 'ear drop give close ear neodymium apt new drop condition extremely painful', 'drop', 'drop give', 'drop give close', 'drop give close ear', 'drop give close ear neodymium', 'drop give close ear neodymium apt', 'drop give close ear neodymium apt new', 'drop give close ear neodymium apt new drop', 'drop give close ear neodymium apt new drop condition', 'drop give close ear neodymium apt new drop condition extremely', 'drop give close ear neodymium apt new drop condition extremely painful', 'give', 'give close', 'give close ear', 'give close ear neodymium', 'give close ear neodymium apt', 'give close ear neodymium apt new', 'give close ear neodymium apt new drop', 'give close ear neodymium apt new drop condition', 'give close ear neodymium apt new drop condition extremely', 'give close ear neodymium apt new drop condition extremely painful', 'close', 'close ear', 'close ear neodymium', 'close ear neodymium apt', 'close ear neodymium apt new', 'close ear neodymium apt new drop', 'close ear neodymium apt new drop condition', 'close ear neodymium apt new drop condition extremely', 'close ear neodymium apt new drop condition extremely painful', 'ear', 'ear neodymium', 'ear neodymium apt', 'ear neodymium apt new', 'ear neodymium apt new drop', 'ear neodymium apt new drop condition', 'ear neodymium apt new drop condition extremely', 'ear neodymium apt new drop condition extremely painful', 'neodymium', 'neodymium apt', 'neodymium apt new', 'neodymium apt new drop', 'neodymium apt new drop condition', 'neodymium apt new drop condition extremely', 'neodymium apt new drop condition extremely painful', 'apt', 'apt new', 'apt new drop', 'apt new drop condition', 'apt new drop condition extremely', 'apt new drop condition extremely painful', 'new', 'new drop', 'new drop condition', 'new drop condition extremely', 'new drop condition extremely painful', 'drop', 'drop condition', 'drop condition extremely', 'drop condition extremely painful', 'condition', 'condition extremely', 'condition extremely painful', 'extremely', 'extremely painful', 'painful']",0,1,0.024691358024691357
173118,"Eileen was careless, came in like she owned the place, walked all over to my",1,careless come like own place walk,"['careless', 'careless come', 'careless come like', 'careless come like own', 'careless come like own place', 'careless come like own place walk', 'come', 'come like', 'come like own', 'come like own place', 'come like own place walk', 'like', 'like own', 'like own place', 'like own place walk', 'own', 'own place', 'own place walk', 'place', 'place walk', 'walk']",1,0,0.08333333333333333
138272,"Because I have a laundry list of things to repair (my fault!), Dorian walked me through my dental benefits, what was covered,",0,assorted list thing repair fault doran walk dental benefit cover,"['assorted', 'assorted list', 'assorted list thing', 'assorted list thing repair', 'assorted list thing repair fault', 'assorted list thing repair fault doran', 'assorted list thing repair fault doran walk', 'assorted list thing repair fault doran walk dental', 'assorted list thing repair fault doran walk dental benefit', 'assorted list thing repair fault doran walk dental benefit cover', 'list', 'list thing', 'list thing repair', 'list thing repair fault', 'list thing repair fault doran', 'list thing repair fault doran walk', 'list thing repair fault doran walk dental', 'list thing repair fault doran walk dental benefit', 'list thing repair fault doran walk dental benefit cover', 'thing', 'thing repair', 'thing repair fault', 'thing repair fault doran', 'thing repair fault doran walk', 'thing repair fault doran walk dental', 'thing repair fault doran walk dental benefit', 'thing repair fault doran walk dental benefit cover', 'repair', 'repair fault', 'repair fault doran', 'repair fault doran walk', 'repair fault doran walk dental', 'repair fault doran walk dental benefit', 'repair fault doran walk dental benefit cover', 'fault', 'fault doran', 'fault doran walk', 'fault doran walk dental', 'fault doran walk dental benefit', 'fault doran walk dental benefit cover', 'doran', 'doran walk', 'doran walk dental', 'doran walk dental benefit', 'doran walk dental benefit cover', 'walk', 'walk dental', 'walk dental benefit', 'walk dental benefit cover', 'dental', 'dental benefit', 'dental benefit cover', 'benefit', 'benefit cover', 'cover']",1,0,0.034482758620689655
108668,I walked in terrified - a total chicken - and am now absolutely thrilled that I trusted Dr. Serure.,0,walk terrify total chicken absolutely thrill trust secure,"['walk', 'walk terrify', 'walk terrify total', 'walk terrify total chicken', 'walk terrify total chicken absolutely', 'walk terrify total chicken absolutely thrill', 'walk terrify total chicken absolutely thrill trust', 'walk terrify total chicken absolutely thrill trust secure', 'terrify', 'terrify total', 'terrify total chicken', 'terrify total chicken absolutely', 'terrify total chicken absolutely thrill', 'terrify total chicken absolutely thrill trust', 'terrify total chicken absolutely thrill trust secure', 'total', 'total chicken', 'total chicken absolutely', 'total chicken absolutely thrill', 'total chicken absolutely thrill trust', 'total chicken absolutely thrill trust secure', 'chicken', 'chicken absolutely', 'chicken absolutely thrill', 'chicken absolutely thrill trust', 'chicken absolutely thrill trust secure', 'absolutely', 'absolutely thrill', 'absolutely thrill trust', 'absolutely thrill trust secure', 'thrill', 'thrill trust', 'thrill trust secure', 'trust', 'trust secure', 'secure']",1,0,0.05128205128205128
122352,Love the smiles on everyone's face from the time you walk in the door till the time you leave.,0,love smile face time walk door till time leave,"['love', 'love smile', 'love smile face', 'love smile face time', 'love smile face time walk', 'love smile face time walk door', 'love smile face time walk door till', 'love smile face time walk door till time', 'love smile face time walk door till time leave', 'smile', 'smile face', 'smile face time', 'smile face time walk', 'smile face time walk door', 'smile face time walk door till', 'smile face time walk door till time', 'smile face time walk door till time leave', 'face', 'face time', 'face time walk', 'face time walk door', 'face time walk door till', 'face time walk door till time', 'face time walk door till time leave', 'time', 'time walk', 'time walk door', 'time walk door till', 'time walk door till time', 'time walk door till time leave', 'walk', 'walk door', 'walk door till', 'walk door till time', 'walk door till time leave', 'door', 'door till', 'door till time', 'door till time leave', 'till', 'till time', 'till time leave', 'time', 'time leave', 'leave']",1,0,0.041666666666666664
114445,"My appt always begins on time (I have never waited in the waiting room longer than 5min), the office is extremely clean,",0,apt begin time wait wait room long min office extremely clean,"['apt', 'apt begin', 'apt begin time', 'apt begin time wait', 'apt begin time wait wait', 'apt begin time wait wait room', 'apt begin time wait wait room long', 'apt begin time wait wait room long min', 'apt begin time wait wait room long min office', 'apt begin time wait wait room long min office extremely', 'apt begin time wait wait room long min office extremely clean', 'begin', 'begin time', 'begin time wait', 'begin time wait wait', 'begin time wait wait room', 'begin time wait wait room long', 'begin time wait wait room long min', 'begin time wait wait room long min office', 'begin time wait wait room long min office extremely', 'begin time wait wait room long min office extremely clean', 'time', 'time wait', 'time wait wait', 'time wait wait room', 'time wait wait room long', 'time wait wait room long min', 'time wait wait room long min office', 'time wait wait room long min office extremely', 'time wait wait room long min office extremely clean', 'wait', 'wait wait', 'wait wait room', 'wait wait room long', 'wait wait room long min', 'wait wait room long min office', 'wait wait room long min office extremely', 'wait wait room long min office extremely clean', 'wait', 'wait room', 'wait room long', 'wait room long min', 'wait room long min office', 'wait room long min office extremely', 'wait room long min office extremely clean', 'room', 'room long', 'room long min', 'room long min office', 'room long min office extremely', 'room long min office extremely clean', 'long', 'long min', 'long min office', 'long min office extremely', 'long min office extremely clean', 'min', 'min office', 'min office extremely', 'min office extremely clean', 'office', 'office extremely', 'office extremely clean', 'extremely', 'extremely clean', 'clean']",0,1,0.028985507246376812
165515,I did not have to wait long before my name was called for my appt.,0,not wait long call apt,"['not', 'not wait', 'not wait long', 'not wait long call', 'not wait long call apt', 'wait', 'wait long', 'wait long call', 'wait long call apt', 'long', 'long call', 'long call apt', 'call', 'call apt', 'apt']",0,1,0.1111111111111111
190125,"She is truly an artist and has saved me from walking around, looking like a freak, Lisa, you are an angel.",0,truly artist save walk look like freak lisa angel,"['truly', 'truly artist', 'truly artist save', 'truly artist save walk', 'truly artist save walk look', 'truly artist save walk look like', 'truly artist save walk look like freak', 'truly artist save walk look like freak lisa', 'truly artist save walk look like freak lisa angel', 'artist', 'artist save', 'artist save walk', 'artist save walk look', 'artist save walk look like', 'artist save walk look like freak', 'artist save walk look like freak lisa', 'artist save walk look like freak lisa angel', 'save', 'save walk', 'save walk look', 'save walk look like', 'save walk look like freak', 'save walk look like freak lisa', 'save walk look like freak lisa angel', 'walk', 'walk look', 'walk look like', 'walk look like freak', 'walk look like freak lisa', 'walk look like freak lisa angel', 'look', 'look like', 'look like freak', 'look like freak lisa', 'look like freak lisa angel', 'like', 'like freak', 'like freak lisa', 'like freak lisa angel', 'freak', 'freak lisa', 'freak lisa angel', 'lisa', 'lisa angel', 'angel']",1,0,0.041666666666666664
113334,"From the minute you walk into the office and greated, the interaction with all of the beautiful ladies that organize",0,walk office great interaction beautiful lady organize,"['walk', 'walk office', 'walk office great', 'walk office great interaction', 'walk office great interaction beautiful', 'walk office great interaction beautiful lady', 'walk office great interaction beautiful lady organize', 'office', 'office great', 'office great interaction', 'office great interaction beautiful', 'office great interaction beautiful lady', 'office great interaction beautiful lady organize', 'great', 'great interaction', 'great interaction beautiful', 'great interaction beautiful lady', 'great interaction beautiful lady organize', 'interaction', 'interaction beautiful', 'interaction beautiful lady', 'interaction beautiful lady organize', 'beautiful', 'beautiful lady', 'beautiful lady organize', 'lady', 'lady organize', 'organize']",1,0,0.06451612903225806
110241,I walked in and out of his clinic in about an hour then went to work the next day.,0,walk clinic go work,"['walk', 'walk clinic', 'walk clinic go', 'walk clinic go work', 'clinic', 'clinic go', 'clinic go work', 'go', 'go work', 'work']",1,0,0.15384615384615385
129864,"I had surgery, could barely walk, he booked my surgery ASAP.",0,surgery barely walk book surgery sap,"['surgery', 'surgery barely', 'surgery barely walk', 'surgery barely walk book', 'surgery barely walk book surgery', 'surgery barely walk book surgery sap', 'barely', 'barely walk', 'barely walk book', 'barely walk book surgery', 'barely walk book surgery sap', 'walk', 'walk book', 'walk book surgery', 'walk book surgery sap', 'book', 'book surgery', 'book surgery sap', 'surgery', 'surgery sap', 'sap']",1,0,0.08333333333333333
88973,I walked into my surgery without a worry in the world.,0,walk surgery worry world,"['walk', 'walk surgery', 'walk surgery worry', 'walk surgery worry world', 'surgery', 'surgery worry', 'surgery worry world', 'worry', 'worry world', 'world']",1,0,0.15384615384615385
153616,When I walked in it felt like they were all waiting for me so they could leave as quickly as possible.,1,walk feel like wait leave quickly possible,"['walk', 'walk feel', 'walk feel like', 'walk feel like wait', 'walk feel like wait leave', 'walk feel like wait leave quickly', 'walk feel like wait leave quickly possible', 'feel', 'feel like', 'feel like wait', 'feel like wait leave', 'feel like wait leave quickly', 'feel like wait leave quickly possible', 'like', 'like wait', 'like wait leave', 'like wait leave quickly', 'like wait leave quickly possible', 'wait', 'wait leave', 'wait leave quickly', 'wait leave quickly possible', 'leave', 'leave quickly', 'leave quickly possible', 'quickly', 'quickly possible', 'possible']",1,0,0.06451612903225806
128595,and his staff walked me through it all with ease and I wasn't worried no longer.,0,staff walk ease worry no long,"['staff', 'staff walk', 'staff walk ease', 'staff walk ease worry', 'staff walk ease worry no', 'staff walk ease worry no long', 'walk', 'walk ease', 'walk ease worry', 'walk ease worry no', 'walk ease worry no long', 'ease', 'ease worry', 'ease worry no', 'ease worry no long', 'worry', 'worry no', 'worry no long', 'no', 'no long', 'long']",1,0,0.08333333333333333
137301,I can put weight on my feet which I could not do before and walking short distances.,0,weight foot not walk short distance,"['weight', 'weight foot', 'weight foot not', 'weight foot not walk', 'weight foot not walk short', 'weight foot not walk short distance', 'foot', 'foot not', 'foot not walk', 'foot not walk short', 'foot not walk short distance', 'not', 'not walk', 'not walk short', 'not walk short distance', 'walk', 'walk short', 'walk short distance', 'short', 'short distance', 'distance']",1,0,0.08333333333333333
168111,Walked off during my questions.,1,walk question,"['walk', 'walk question', 'question']",1,0,0.3333333333333333
74459,"The whole staff was nice and friendly, the atmosphere was relaxed when I walked in, the front desk woman with the dark hair was wonderful!",0,staff nice friendly atmosphere relax walk desk woman dark hair fantastic,"['staff', 'staff nice', 'staff nice friendly', 'staff nice friendly atmosphere', 'staff nice friendly atmosphere relax', 'staff nice friendly atmosphere relax walk', 'staff nice friendly atmosphere relax walk desk', 'staff nice friendly atmosphere relax walk desk woman', 'staff nice friendly atmosphere relax walk desk woman dark', 'staff nice friendly atmosphere relax walk desk woman dark hair', 'staff nice friendly atmosphere relax walk desk woman dark hair fantastic', 'nice', 'nice friendly', 'nice friendly atmosphere', 'nice friendly atmosphere relax', 'nice friendly atmosphere relax walk', 'nice friendly atmosphere relax walk desk', 'nice friendly atmosphere relax walk desk woman', 'nice friendly atmosphere relax walk desk woman dark', 'nice friendly atmosphere relax walk desk woman dark hair', 'nice friendly atmosphere relax walk desk woman dark hair fantastic', 'friendly', 'friendly atmosphere', 'friendly atmosphere relax', 'friendly atmosphere relax walk', 'friendly atmosphere relax walk desk', 'friendly atmosphere relax walk desk woman', 'friendly atmosphere relax walk desk woman dark', 'friendly atmosphere relax walk desk woman dark hair', 'friendly atmosphere relax walk desk woman dark hair fantastic', 'atmosphere', 'atmosphere relax', 'atmosphere relax walk', 'atmosphere relax walk desk', 'atmosphere relax walk desk woman', 'atmosphere relax walk desk woman dark', 'atmosphere relax walk desk woman dark hair', 'atmosphere relax walk desk woman dark hair fantastic', 'relax', 'relax walk', 'relax walk desk', 'relax walk desk woman', 'relax walk desk woman dark', 'relax walk desk woman dark hair', 'relax walk desk woman dark hair fantastic', 'walk', 'walk desk', 'walk desk woman', 'walk desk woman dark', 'walk desk woman dark hair', 'walk desk woman dark hair fantastic', 'desk', 'desk woman', 'desk woman dark', 'desk woman dark hair', 'desk woman dark hair fantastic', 'woman', 'woman dark', 'woman dark hair', 'woman dark hair fantastic', 'dark', 'dark hair', 'dark hair fantastic', 'hair', 'hair fantastic', 'fantastic']",1,0,0.028985507246376812
92623,"Also, the day of surgery, I had to walk into the operating room and it was freezing in their and it looked shabby",1,surgery walk operate room freeze look shabby,"['surgery', 'surgery walk', 'surgery walk operate', 'surgery walk operate room', 'surgery walk operate room freeze', 'surgery walk operate room freeze look', 'surgery walk operate room freeze look shabby', 'walk', 'walk operate', 'walk operate room', 'walk operate room freeze', 'walk operate room freeze look', 'walk operate room freeze look shabby', 'operate', 'operate room', 'operate room freeze', 'operate room freeze look', 'operate room freeze look shabby', 'room', 'room freeze', 'room freeze look', 'room freeze look shabby', 'freeze', 'freeze look', 'freeze look shabby', 'look', 'look shabby', 'shabby']",1,0,0.06451612903225806
94358,"Dr Russo did my gallbladder removal surgery, From the 1st appt to my surgery day he made me feel at ease.",0,gallbladder removal surgery st apt surgery day feel ease,"['gallbladder', 'gallbladder removal', 'gallbladder removal surgery', 'gallbladder removal surgery st', 'gallbladder removal surgery st apt', 'gallbladder removal surgery st apt surgery', 'gallbladder removal surgery st apt surgery day', 'gallbladder removal surgery st apt surgery day feel', 'gallbladder removal surgery st apt surgery day feel ease', 'removal', 'removal surgery', 'removal surgery st', 'removal surgery st apt', 'removal surgery st apt surgery', 'removal surgery st apt surgery day', 'removal surgery st apt surgery day feel', 'removal surgery st apt surgery day feel ease', 'surgery', 'surgery st', 'surgery st apt', 'surgery st apt surgery', 'surgery st apt surgery day', 'surgery st apt surgery day feel', 'surgery st apt surgery day feel ease', 'st', 'st apt', 'st apt surgery', 'st apt surgery day', 'st apt surgery day feel', 'st apt surgery day feel ease', 'apt', 'apt surgery', 'apt surgery day', 'apt surgery day feel', 'apt surgery day feel ease', 'surgery', 'surgery day', 'surgery day feel', 'surgery day feel ease', 'day', 'day feel', 'day feel ease', 'feel', 'feel ease', 'ease']",0,1,0.041666666666666664
152908,and are walking around half naked next to a law firm with men that stare at you the whole time.,1,walk half naked law firm man stare time,"['walk', 'walk half', 'walk half naked', 'walk half naked law', 'walk half naked law firm', 'walk half naked law firm man', 'walk half naked law firm man stare', 'walk half naked law firm man stare time', 'half', 'half naked', 'half naked law', 'half naked law firm', 'half naked law firm man', 'half naked law firm man stare', 'half naked law firm man stare time', 'naked', 'naked law', 'naked law firm', 'naked law firm man', 'naked law firm man stare', 'naked law firm man stare time', 'law', 'law firm', 'law firm man', 'law firm man stare', 'law firm man stare time', 'firm', 'firm man', 'firm man stare', 'firm man stare time', 'man', 'man stare', 'man stare time', 'stare', 'stare time', 'time']",1,0,0.05128205128205128
104970,"Lynne, the cosmetic coordinator, is totally on top of things and walked me through the entire process from beginning to end.",0,lynn cosmetic coordinate wholly thing walk entire process begin end,"['lynn', 'lynn cosmetic', 'lynn cosmetic coordinate', 'lynn cosmetic coordinate wholly', 'lynn cosmetic coordinate wholly thing', 'lynn cosmetic coordinate wholly thing walk', 'lynn cosmetic coordinate wholly thing walk entire', 'lynn cosmetic coordinate wholly thing walk entire process', 'lynn cosmetic coordinate wholly thing walk entire process begin', 'lynn cosmetic coordinate wholly thing walk entire process begin end', 'cosmetic', 'cosmetic coordinate', 'cosmetic coordinate wholly', 'cosmetic coordinate wholly thing', 'cosmetic coordinate wholly thing walk', 'cosmetic coordinate wholly thing walk entire', 'cosmetic coordinate wholly thing walk entire process', 'cosmetic coordinate wholly thing walk entire process begin', 'cosmetic coordinate wholly thing walk entire process begin end', 'coordinate', 'coordinate wholly', 'coordinate wholly thing', 'coordinate wholly thing walk', 'coordinate wholly thing walk entire', 'coordinate wholly thing walk entire process', 'coordinate wholly thing walk entire process begin', 'coordinate wholly thing walk entire process begin end', 'wholly', 'wholly thing', 'wholly thing walk', 'wholly thing walk entire', 'wholly thing walk entire process', 'wholly thing walk entire process begin', 'wholly thing walk entire process begin end', 'thing', 'thing walk', 'thing walk entire', 'thing walk entire process', 'thing walk entire process begin', 'thing walk entire process begin end', 'walk', 'walk entire', 'walk entire process', 'walk entire process begin', 'walk entire process begin end', 'entire', 'entire process', 'entire process begin', 'entire process begin end', 'process', 'process begin', 'process begin end', 'begin', 'begin end', 'end']",1,0,0.034482758620689655
103563,and as I was called back for the appt had to ask the dr about what I heard.,1,call apt ask hear,"['call', 'call apt', 'call apt ask', 'call apt ask hear', 'apt', 'apt ask', 'apt ask hear', 'ask', 'ask hear', 'hear']",0,1,0.15384615384615385
123988,"Don't walk, Run from this office.",1,walk run office,"['walk', 'walk run', 'walk run office', 'run', 'run office', 'office']",1,0,0.2222222222222222
110345,For the first time in 21 years he walked without being in pain and having bone in bone rubbing.,0,time year walk pain have bone bone rubbing,"['time', 'time year', 'time year walk', 'time year walk pain', 'time year walk pain have', 'time year walk pain have bone', 'time year walk pain have bone bone', 'time year walk pain have bone bone rubbing', 'year', 'year walk', 'year walk pain', 'year walk pain have', 'year walk pain have bone', 'year walk pain have bone bone', 'year walk pain have bone bone rubbing', 'walk', 'walk pain', 'walk pain have', 'walk pain have bone', 'walk pain have bone bone', 'walk pain have bone bone rubbing', 'pain', 'pain have', 'pain have bone', 'pain have bone bone', 'pain have bone bone rubbing', 'have', 'have bone', 'have bone bone', 'have bone bone rubbing', 'bone', 'bone bone', 'bone bone rubbing', 'bone', 'bone rubbing', 'rubbing']",1,0,0.05128205128205128
174057,After Yanisi walks out Dr. Earle comes in he was nice but hardly spoke.,1,walk come nice hardly speak,"['walk', 'walk come', 'walk come nice', 'walk come nice hardly', 'walk come nice hardly speak', 'come', 'come nice', 'come nice hardly', 'come nice hardly speak', 'nice', 'nice hardly', 'nice hardly speak', 'hardly', 'hardly speak', 'speak']",1,0,0.1111111111111111
190606,and he tried to compare the tardiness to my prior last appt when I ask a lot of questions and made someone else wait.,1,try compare hardness prior apt ask lot question wait,"['try', 'try compare', 'try compare hardness', 'try compare hardness prior', 'try compare hardness prior apt', 'try compare hardness prior apt ask', 'try compare hardness prior apt ask lot', 'try compare hardness prior apt ask lot question', 'try compare hardness prior apt ask lot question wait', 'compare', 'compare hardness', 'compare hardness prior', 'compare hardness prior apt', 'compare hardness prior apt ask', 'compare hardness prior apt ask lot', 'compare hardness prior apt ask lot question', 'compare hardness prior apt ask lot question wait', 'hardness', 'hardness prior', 'hardness prior apt', 'hardness prior apt ask', 'hardness prior apt ask lot', 'hardness prior apt ask lot question', 'hardness prior apt ask lot question wait', 'prior', 'prior apt', 'prior apt ask', 'prior apt ask lot', 'prior apt ask lot question', 'prior apt ask lot question wait', 'apt', 'apt ask', 'apt ask lot', 'apt ask lot question', 'apt ask lot question wait', 'ask', 'ask lot', 'ask lot question', 'ask lot question wait', 'lot', 'lot question', 'lot question wait', 'question', 'question wait', 'wait']",0,1,0.041666666666666664
82548,"for two and a half months before surgery, I was barely able to walk and stand up straight.",1,surgery barely able walk stand straight,"['surgery', 'surgery barely', 'surgery barely able', 'surgery barely able walk', 'surgery barely able walk stand', 'surgery barely able walk stand straight', 'barely', 'barely able', 'barely able walk', 'barely able walk stand', 'barely able walk stand straight', 'able', 'able walk', 'able walk stand', 'able walk stand straight', 'walk', 'walk stand', 'walk stand straight', 'stand', 'stand straight', 'straight']",1,0,0.08333333333333333
131806,"I am planning on making another appt with Dr Wise in the very near future, I can't even fathom going to anyone else.",0,plan make apt wise near future fathom go,"['plan', 'plan make', 'plan make apt', 'plan make apt wise', 'plan make apt wise near', 'plan make apt wise near future', 'plan make apt wise near future fathom', 'plan make apt wise near future fathom go', 'make', 'make apt', 'make apt wise', 'make apt wise near', 'make apt wise near future', 'make apt wise near future fathom', 'make apt wise near future fathom go', 'apt', 'apt wise', 'apt wise near', 'apt wise near future', 'apt wise near future fathom', 'apt wise near future fathom go', 'wise', 'wise near', 'wise near future', 'wise near future fathom', 'wise near future fathom go', 'near', 'near future', 'near future fathom', 'near future fathom go', 'future', 'future fathom', 'future fathom go', 'fathom', 'fathom go', 'go']",0,1,0.05128205128205128
