commentId,comment,classification,comment_processed,word_phrase_list,spectacular,impression,similarity_score
111197,My first impression has ?been very pleasant.,0,impression pleasant,"['impression', 'impression pleasant', 'pleasant']",0,1,0.3333333333333333
113960,great first impression amazing workers and doctor.,0,great impression amaze worker,"['great', 'great impression', 'great impression amaze', 'great impression amaze worker', 'impression', 'impression amaze', 'impression amaze worker', 'amaze', 'amaze worker', 'worker']",0,1,0.15384615384615385
123969,"I just wanted to tell everyone, they look spectacular!",0,want tell look spectacular,"['want', 'want tell', 'want tell look', 'want tell look spectacular', 'tell', 'tell look', 'tell look spectacular', 'look', 'look spectacular', 'spectacular']",1,0,0.15384615384615385
100486,This expectation is only solidified upon the first impression of his person and staff.,0,expectation solidify impression person staff,"['expectation', 'expectation solidify', 'expectation solidify impression', 'expectation solidify impression person', 'expectation solidify impression person staff', 'solidify', 'solidify impression', 'solidify impression person', 'solidify impression person staff', 'impression', 'impression person', 'impression person staff', 'person', 'person staff', 'staff']",0,1,0.1111111111111111
143834,"Hopefully, you?ll be lucky enough to have Mariah as your PT coordinator-she?s spectacular!!",0,hopefully lucky mare coordinatorshes spectacular,"['hopefully', 'hopefully lucky', 'hopefully lucky mare', 'hopefully lucky mare coordinatorshes', 'hopefully lucky mare coordinatorshes spectacular', 'lucky', 'lucky mare', 'lucky mare coordinatorshes', 'lucky mare coordinatorshes spectacular', 'mare', 'mare coordinatorshes', 'mare coordinatorshes spectacular', 'coordinatorshes', 'coordinatorshes spectacular', 'spectacular']",1,0,0.1111111111111111
140967,"He gave me the most natural looking, beautiful breasts and it has only been 2 months now and they look real and spectacular!",0,give natural look beautiful breast look real spectacular,"['give', 'give natural', 'give natural look', 'give natural look beautiful', 'give natural look beautiful breast', 'give natural look beautiful breast look', 'give natural look beautiful breast look real', 'give natural look beautiful breast look real spectacular', 'natural', 'natural look', 'natural look beautiful', 'natural look beautiful breast', 'natural look beautiful breast look', 'natural look beautiful breast look real', 'natural look beautiful breast look real spectacular', 'look', 'look beautiful', 'look beautiful breast', 'look beautiful breast look', 'look beautiful breast look real', 'look beautiful breast look real spectacular', 'beautiful', 'beautiful breast', 'beautiful breast look', 'beautiful breast look real', 'beautiful breast look real spectacular', 'breast', 'breast look', 'breast look real', 'breast look real spectacular', 'look', 'look real', 'look real spectacular', 'real', 'real spectacular', 'spectacular']",1,0,0.05128205128205128
130620,"I went to Dr. Alexander 10 years ago and he left such an amazing impression, that he was the first",0,go alexander leave amaze impression,"['go', 'go alexander', 'go alexander leave', 'go alexander leave amaze', 'go alexander leave amaze impression', 'alexander', 'alexander leave', 'alexander leave amaze', 'alexander leave amaze impression', 'leave', 'leave amaze', 'leave amaze impression', 'amaze', 'amaze impression', 'impression']",0,1,0.1111111111111111
181092,In the end I paid 1000 because I was under the impression this would help the under eye area.,1,end pay impression help eye area,"['end', 'end pay', 'end pay impression', 'end pay impression help', 'end pay impression help eye', 'end pay impression help eye area', 'pay', 'pay impression', 'pay impression help', 'pay impression help eye', 'pay impression help eye area', 'impression', 'impression help', 'impression help eye', 'impression help eye area', 'help', 'help eye', 'help eye area', 'eye', 'eye area', 'area']",0,1,0.08333333333333333
159629,First impressions go a long way with any company and the whole customer service experience. 5 stars,0,impression long way company customer service experience star,"['impression', 'impression long', 'impression long way', 'impression long way company', 'impression long way company customer', 'impression long way company customer service', 'impression long way company customer service experience', 'impression long way company customer service experience star', 'long', 'long way', 'long way company', 'long way company customer', 'long way company customer service', 'long way company customer service experience', 'long way company customer service experience star', 'way', 'way company', 'way company customer', 'way company customer service', 'way company customer service experience', 'way company customer service experience star', 'company', 'company customer', 'company customer service', 'company customer service experience', 'company customer service experience star', 'customer', 'customer service', 'customer service experience', 'customer service experience star', 'service', 'service experience', 'service experience star', 'experience', 'experience star', 'star']",0,1,0.05128205128205128
60045,I got the impression that he couldn't help me so that was the end of the visit.,1,get impression help end visit,"['get', 'get impression', 'get impression help', 'get impression help end', 'get impression help end visit', 'impression', 'impression help', 'impression help end', 'impression help end visit', 'help', 'help end', 'help end visit', 'end', 'end visit', 'visit']",0,1,0.1111111111111111
145267,"but instead, I responded by saying ""never minder my call, thank you"" at this point this experience was not a good impression.",1,instead respond say mind thank point experience not good impression,"['instead', 'instead respond', 'instead respond say', 'instead respond say mind', 'instead respond say mind thank', 'instead respond say mind thank point', 'instead respond say mind thank point experience', 'instead respond say mind thank point experience not', 'instead respond say mind thank point experience not good', 'instead respond say mind thank point experience not good impression', 'respond', 'respond say', 'respond say mind', 'respond say mind thank', 'respond say mind thank point', 'respond say mind thank point experience', 'respond say mind thank point experience not', 'respond say mind thank point experience not good', 'respond say mind thank point experience not good impression', 'say', 'say mind', 'say mind thank', 'say mind thank point', 'say mind thank point experience', 'say mind thank point experience not', 'say mind thank point experience not good', 'say mind thank point experience not good impression', 'mind', 'mind thank', 'mind thank point', 'mind thank point experience', 'mind thank point experience not', 'mind thank point experience not good', 'mind thank point experience not good impression', 'thank', 'thank point', 'thank point experience', 'thank point experience not', 'thank point experience not good', 'thank point experience not good impression', 'point', 'point experience', 'point experience not', 'point experience not good', 'point experience not good impression', 'experience', 'experience not', 'experience not good', 'experience not good impression', 'not', 'not good', 'not good impression', 'good', 'good impression', 'impression']",0,1,0.034482758620689655
170714,"She felt a tummy tuck and some lipo on my sides was really all I needed, and my results have been spectacular.",0,feel mummy tuck lip side need result spectacular,"['feel', 'feel mummy', 'feel mummy tuck', 'feel mummy tuck lip', 'feel mummy tuck lip side', 'feel mummy tuck lip side need', 'feel mummy tuck lip side need result', 'feel mummy tuck lip side need result spectacular', 'mummy', 'mummy tuck', 'mummy tuck lip', 'mummy tuck lip side', 'mummy tuck lip side need', 'mummy tuck lip side need result', 'mummy tuck lip side need result spectacular', 'tuck', 'tuck lip', 'tuck lip side', 'tuck lip side need', 'tuck lip side need result', 'tuck lip side need result spectacular', 'lip', 'lip side', 'lip side need', 'lip side need result', 'lip side need result spectacular', 'side', 'side need', 'side need result', 'side need result spectacular', 'need', 'need result', 'need result spectacular', 'result', 'result spectacular', 'spectacular']",1,0,0.05128205128205128
92692,and are nothing short of spectacular.,0,short spectacular,"['short', 'short spectacular', 'spectacular']",1,0,0.3333333333333333
128119,I get the impression they wanted to run the same test they did on the first appointment so they can bill them twice.,1,impression want run test appointment bill twice,"['impression', 'impression want', 'impression want run', 'impression want run test', 'impression want run test appointment', 'impression want run test appointment bill', 'impression want run test appointment bill twice', 'want', 'want run', 'want run test', 'want run test appointment', 'want run test appointment bill', 'want run test appointment bill twice', 'run', 'run test', 'run test appointment', 'run test appointment bill', 'run test appointment bill twice', 'test', 'test appointment', 'test appointment bill', 'test appointment bill twice', 'appointment', 'appointment bill', 'appointment bill twice', 'bill', 'bill twice', 'twice']",0,1,0.06451612903225806
108000,I have recommended him to friends several times over the past few years and they all come away with the same impression.,0,recommend friend time come away impression,"['recommend', 'recommend friend', 'recommend friend time', 'recommend friend time come', 'recommend friend time come away', 'recommend friend time come away impression', 'friend', 'friend time', 'friend time come', 'friend time come away', 'friend time come away impression', 'time', 'time come', 'time come away', 'time come away impression', 'come', 'come away', 'come away impression', 'away', 'away impression', 'impression']",0,1,0.08333333333333333
178532,"From first impression of trouble making an appointment, to the office staff",1,impression trouble make appointment office staff,"['impression', 'impression trouble', 'impression trouble make', 'impression trouble make appointment', 'impression trouble make appointment office', 'impression trouble make appointment office staff', 'trouble', 'trouble make', 'trouble make appointment', 'trouble make appointment office', 'trouble make appointment office staff', 'make', 'make appointment', 'make appointment office', 'make appointment office staff', 'appointment', 'appointment office', 'appointment office staff', 'office', 'office staff', 'staff']",0,1,0.08333333333333333
189834,"This was my first impression of them, and literally not even a sincere apology from their impolite desk clerk, Tracy.",1,impression literally not sincere apology impolite desk clerk trace,"['impression', 'impression literally', 'impression literally not', 'impression literally not sincere', 'impression literally not sincere apology', 'impression literally not sincere apology impolite', 'impression literally not sincere apology impolite desk', 'impression literally not sincere apology impolite desk clerk', 'impression literally not sincere apology impolite desk clerk trace', 'literally', 'literally not', 'literally not sincere', 'literally not sincere apology', 'literally not sincere apology impolite', 'literally not sincere apology impolite desk', 'literally not sincere apology impolite desk clerk', 'literally not sincere apology impolite desk clerk trace', 'not', 'not sincere', 'not sincere apology', 'not sincere apology impolite', 'not sincere apology impolite desk', 'not sincere apology impolite desk clerk', 'not sincere apology impolite desk clerk trace', 'sincere', 'sincere apology', 'sincere apology impolite', 'sincere apology impolite desk', 'sincere apology impolite desk clerk', 'sincere apology impolite desk clerk trace', 'apology', 'apology impolite', 'apology impolite desk', 'apology impolite desk clerk', 'apology impolite desk clerk trace', 'impolite', 'impolite desk', 'impolite desk clerk', 'impolite desk clerk trace', 'desk', 'desk clerk', 'desk clerk trace', 'clerk', 'clerk trace', 'trace']",0,1,0.041666666666666664
140968,Therefore wonderful first impression with office especially since I was a new patient..,0,fantastic impression office especially new patient,"['fantastic', 'fantastic impression', 'fantastic impression office', 'fantastic impression office especially', 'fantastic impression office especially new', 'fantastic impression office especially new patient', 'impression', 'impression office', 'impression office especially', 'impression office especially new', 'impression office especially new patient', 'office', 'office especially', 'office especially new', 'office especially new patient', 'especially', 'especially new', 'especially new patient', 'new', 'new patient', 'patient']",0,1,0.08333333333333333
88809,The first impression was already bad.,1,impression bad,"['impression', 'impression bad', 'bad']",0,1,0.3333333333333333
121134,Awful first impression.,1,awful impression,"['awful', 'awful impression', 'impression']",0,1,0.3333333333333333
69335,I was impressed immediately upon my first visit and I have become even more convinced that my first impression was correct.,0,impress immediately visit convinced impression correct,"['impress', 'impress immediately', 'impress immediately visit', 'impress immediately visit convinced', 'impress immediately visit convinced impression', 'impress immediately visit convinced impression correct', 'immediately', 'immediately visit', 'immediately visit convinced', 'immediately visit convinced impression', 'immediately visit convinced impression correct', 'visit', 'visit convinced', 'visit convinced impression', 'visit convinced impression correct', 'convinced', 'convinced impression', 'convinced impression correct', 'impression', 'impression correct', 'correct']",0,1,0.08333333333333333
163323,"This is my personal and first impression and opinion with Dr.Soloman, Please read entirely to understand my concern and frustration.",1,personal impression opinion drsoloman read entirely understand concern frustration,"['personal', 'personal impression', 'personal impression opinion', 'personal impression opinion drsoloman', 'personal impression opinion drsoloman read', 'personal impression opinion drsoloman read entirely', 'personal impression opinion drsoloman read entirely understand', 'personal impression opinion drsoloman read entirely understand concern', 'personal impression opinion drsoloman read entirely understand concern frustration', 'impression', 'impression opinion', 'impression opinion drsoloman', 'impression opinion drsoloman read', 'impression opinion drsoloman read entirely', 'impression opinion drsoloman read entirely understand', 'impression opinion drsoloman read entirely understand concern', 'impression opinion drsoloman read entirely understand concern frustration', 'opinion', 'opinion drsoloman', 'opinion drsoloman read', 'opinion drsoloman read entirely', 'opinion drsoloman read entirely understand', 'opinion drsoloman read entirely understand concern', 'opinion drsoloman read entirely understand concern frustration', 'drsoloman', 'drsoloman read', 'drsoloman read entirely', 'drsoloman read entirely understand', 'drsoloman read entirely understand concern', 'drsoloman read entirely understand concern frustration', 'read', 'read entirely', 'read entirely understand', 'read entirely understand concern', 'read entirely understand concern frustration', 'entirely', 'entirely understand', 'entirely understand concern', 'entirely understand concern frustration', 'understand', 'understand concern', 'understand concern frustration', 'concern', 'concern frustration', 'frustration']",0,1,0.041666666666666664
167468,"to be told I'd have to start all over again with impressions, X-rays etc.",1,tell start impression ray etc,"['tell', 'tell start', 'tell start impression', 'tell start impression ray', 'tell start impression ray etc', 'start', 'start impression', 'start impression ray', 'start impression ray etc', 'impression', 'impression ray', 'impression ray etc', 'ray', 'ray etc', 'etc']",0,1,0.1111111111111111
131300,"I met his staff first, leaving me with an extremely favorable impression.",0,meet staff leave extremely favorable impression,"['meet', 'meet staff', 'meet staff leave', 'meet staff leave extremely', 'meet staff leave extremely favorable', 'meet staff leave extremely favorable impression', 'staff', 'staff leave', 'staff leave extremely', 'staff leave extremely favorable', 'staff leave extremely favorable impression', 'leave', 'leave extremely', 'leave extremely favorable', 'leave extremely favorable impression', 'extremely', 'extremely favorable', 'extremely favorable impression', 'favorable', 'favorable impression', 'impression']",0,1,0.08333333333333333
111455,"First impressions are extremely important, and Terrie was the main reason I made an appointment.",0,impression extremely important terrible main reason appointment,"['impression', 'impression extremely', 'impression extremely important', 'impression extremely important terrible', 'impression extremely important terrible main', 'impression extremely important terrible main reason', 'impression extremely important terrible main reason appointment', 'extremely', 'extremely important', 'extremely important terrible', 'extremely important terrible main', 'extremely important terrible main reason', 'extremely important terrible main reason appointment', 'important', 'important terrible', 'important terrible main', 'important terrible main reason', 'important terrible main reason appointment', 'terrible', 'terrible main', 'terrible main reason', 'terrible main reason appointment', 'main', 'main reason', 'main reason appointment', 'reason', 'reason appointment', 'appointment']",0,1,0.06451612903225806
150761,Not a very good first impression had to unwrap the gauze off my daughters a hand,1,not good impression wrap gauze daughter hand,"['not', 'not good', 'not good impression', 'not good impression wrap', 'not good impression wrap gauze', 'not good impression wrap gauze daughter', 'not good impression wrap gauze daughter hand', 'good', 'good impression', 'good impression wrap', 'good impression wrap gauze', 'good impression wrap gauze daughter', 'good impression wrap gauze daughter hand', 'impression', 'impression wrap', 'impression wrap gauze', 'impression wrap gauze daughter', 'impression wrap gauze daughter hand', 'wrap', 'wrap gauze', 'wrap gauze daughter', 'wrap gauze daughter hand', 'gauze', 'gauze daughter', 'gauze daughter hand', 'daughter', 'daughter hand', 'hand']",0,1,0.06451612903225806
92458,We get the impression he really does care.His administrative office staff however are downright awful!,1,impression cavity administrative office staff downright awful,"['impression', 'impression cavity', 'impression cavity administrative', 'impression cavity administrative office', 'impression cavity administrative office staff', 'impression cavity administrative office staff downright', 'impression cavity administrative office staff downright awful', 'cavity', 'cavity administrative', 'cavity administrative office', 'cavity administrative office staff', 'cavity administrative office staff downright', 'cavity administrative office staff downright awful', 'administrative', 'administrative office', 'administrative office staff', 'administrative office staff downright', 'administrative office staff downright awful', 'office', 'office staff', 'office staff downright', 'office staff downright awful', 'staff', 'staff downright', 'staff downright awful', 'downright', 'downright awful', 'awful']",0,1,0.06451612903225806
101549,"My initial impression of her confirmed her clear knowledge, understanding of what she and doctor Mullen would be working on,",0,initial impression confirm clear cognition understanding sullen work,"['initial', 'initial impression', 'initial impression confirm', 'initial impression confirm clear', 'initial impression confirm clear cognition', 'initial impression confirm clear cognition understanding', 'initial impression confirm clear cognition understanding sullen', 'initial impression confirm clear cognition understanding sullen work', 'impression', 'impression confirm', 'impression confirm clear', 'impression confirm clear cognition', 'impression confirm clear cognition understanding', 'impression confirm clear cognition understanding sullen', 'impression confirm clear cognition understanding sullen work', 'confirm', 'confirm clear', 'confirm clear cognition', 'confirm clear cognition understanding', 'confirm clear cognition understanding sullen', 'confirm clear cognition understanding sullen work', 'clear', 'clear cognition', 'clear cognition understanding', 'clear cognition understanding sullen', 'clear cognition understanding sullen work', 'cognition', 'cognition understanding', 'cognition understanding sullen', 'cognition understanding sullen work', 'understanding', 'understanding sullen', 'understanding sullen work', 'sullen', 'sullen work', 'work']",0,1,0.05128205128205128
148083,First impression was great!,0,impression great,"['impression', 'impression great', 'great']",0,1,0.3333333333333333
105177,He is extremely good at what he does is my impression after the past few months.,0,extremely good impression,"['extremely', 'extremely good', 'extremely good impression', 'good', 'good impression', 'impression']",0,1,0.2222222222222222
98470,First impressions and every visit thereafter have been excellent.,0,impression visit excellent,"['impression', 'impression visit', 'impression visit excellent', 'visit', 'visit excellent', 'excellent']",0,1,0.2222222222222222
144494,"and when I showed up in person, I was given the impression that they really didn?t care either way if my needs were met.",1,show person give impression care way need meet,"['show', 'show person', 'show person give', 'show person give impression', 'show person give impression care', 'show person give impression care way', 'show person give impression care way need', 'show person give impression care way need meet', 'person', 'person give', 'person give impression', 'person give impression care', 'person give impression care way', 'person give impression care way need', 'person give impression care way need meet', 'give', 'give impression', 'give impression care', 'give impression care way', 'give impression care way need', 'give impression care way need meet', 'impression', 'impression care', 'impression care way', 'impression care way need', 'impression care way need meet', 'care', 'care way', 'care way need', 'care way need meet', 'way', 'way need', 'way need meet', 'need', 'need meet', 'meet']",0,1,0.05128205128205128
179491,not get the impression that Dr. Bridewell cared about me living my best life.,1,not impression bridewell care living good life,"['not', 'not impression', 'not impression bridewell', 'not impression bridewell care', 'not impression bridewell care living', 'not impression bridewell care living good', 'not impression bridewell care living good life', 'impression', 'impression bridewell', 'impression bridewell care', 'impression bridewell care living', 'impression bridewell care living good', 'impression bridewell care living good life', 'bridewell', 'bridewell care', 'bridewell care living', 'bridewell care living good', 'bridewell care living good life', 'care', 'care living', 'care living good', 'care living good life', 'living', 'living good', 'living good life', 'good', 'good life', 'life']",0,1,0.06451612903225806
150566,and her lack of professionalism left my impression of Northstar Anesthesia to be less than desired.,1,lack professionalism leave impression desire,"['lack', 'lack professionalism', 'lack professionalism leave', 'lack professionalism leave impression', 'lack professionalism leave impression desire', 'professionalism', 'professionalism leave', 'professionalism leave impression', 'professionalism leave impression desire', 'leave', 'leave impression', 'leave impression desire', 'impression', 'impression desire', 'desire']",0,1,0.1111111111111111
82316,extremely disappointed with first direct impression of Dr. Walden's business,1,extremely disappoint direct impression garden business,"['extremely', 'extremely disappoint', 'extremely disappoint direct', 'extremely disappoint direct impression', 'extremely disappoint direct impression garden', 'extremely disappoint direct impression garden business', 'disappoint', 'disappoint direct', 'disappoint direct impression', 'disappoint direct impression garden', 'disappoint direct impression garden business', 'direct', 'direct impression', 'direct impression garden', 'direct impression garden business', 'impression', 'impression garden', 'impression garden business', 'garden', 'garden business', 'business']",0,1,0.08333333333333333
130531,My results after surgery were spectacular and was has promised.,0,result surgery spectacular promise,"['result', 'result surgery', 'result surgery spectacular', 'result surgery spectacular promise', 'surgery', 'surgery spectacular', 'surgery spectacular promise', 'spectacular', 'spectacular promise', 'promise']",1,0,0.15384615384615385
147457,Not so hot for a first visit and impression.,1,not hot visit impression,"['not', 'not hot', 'not hot visit', 'not hot visit impression', 'hot', 'hot visit', 'hot visit impression', 'visit', 'visit impression', 'impression']",0,1,0.15384615384615385
93692,"They rarely asked me if I had any questions, giving me the impression that they were too busy for me.",1,rarely ask question give impression busy,"['rarely', 'rarely ask', 'rarely ask question', 'rarely ask question give', 'rarely ask question give impression', 'rarely ask question give impression busy', 'ask', 'ask question', 'ask question give', 'ask question give impression', 'ask question give impression busy', 'question', 'question give', 'question give impression', 'question give impression busy', 'give', 'give impression', 'give impression busy', 'impression', 'impression busy', 'busy']",0,1,0.08333333333333333
146274,Some people put negative comments but the truth is this place is spectacular!!!,0,people negative comment truth place spectacular,"['people', 'people negative', 'people negative comment', 'people negative comment truth', 'people negative comment truth place', 'people negative comment truth place spectacular', 'negative', 'negative comment', 'negative comment truth', 'negative comment truth place', 'negative comment truth place spectacular', 'comment', 'comment truth', 'comment truth place', 'comment truth place spectacular', 'truth', 'truth place', 'truth place spectacular', 'place', 'place spectacular', 'spectacular']",1,0,0.08333333333333333
158504,to speak with the doctor and I was under the impression I was going to speak with the doctor anyways.,1,speak impression go speak,"['speak', 'speak impression', 'speak impression go', 'speak impression go speak', 'impression', 'impression go', 'impression go speak', 'go', 'go speak', 'speak']",0,1,0.15384615384615385
170415,and as usual she was another spectacular student of Osteopathic Medicine.,0,usual spectacular student osteopathic medicine,"['usual', 'usual spectacular', 'usual spectacular student', 'usual spectacular student osteopathic', 'usual spectacular student osteopathic medicine', 'spectacular', 'spectacular student', 'spectacular student osteopathic', 'spectacular student osteopathic medicine', 'student', 'student osteopathic', 'student osteopathic medicine', 'osteopathic', 'osteopathic medicine', 'medicine']",1,0,0.1111111111111111
165489,"Under the impression that the degree of swelling I had was simply part of the healing process, I had no idea I was seriously infected.",1,impression degree swell simply heal process no idea seriously infect,"['impression', 'impression degree', 'impression degree swell', 'impression degree swell simply', 'impression degree swell simply heal', 'impression degree swell simply heal process', 'impression degree swell simply heal process no', 'impression degree swell simply heal process no idea', 'impression degree swell simply heal process no idea seriously', 'impression degree swell simply heal process no idea seriously infect', 'degree', 'degree swell', 'degree swell simply', 'degree swell simply heal', 'degree swell simply heal process', 'degree swell simply heal process no', 'degree swell simply heal process no idea', 'degree swell simply heal process no idea seriously', 'degree swell simply heal process no idea seriously infect', 'swell', 'swell simply', 'swell simply heal', 'swell simply heal process', 'swell simply heal process no', 'swell simply heal process no idea', 'swell simply heal process no idea seriously', 'swell simply heal process no idea seriously infect', 'simply', 'simply heal', 'simply heal process', 'simply heal process no', 'simply heal process no idea', 'simply heal process no idea seriously', 'simply heal process no idea seriously infect', 'heal', 'heal process', 'heal process no', 'heal process no idea', 'heal process no idea seriously', 'heal process no idea seriously infect', 'process', 'process no', 'process no idea', 'process no idea seriously', 'process no idea seriously infect', 'no', 'no idea', 'no idea seriously', 'no idea seriously infect', 'idea', 'idea seriously', 'idea seriously infect', 'seriously', 'seriously infect', 'infect']",0,1,0.034482758620689655
170720,"I'm almost 4 weeks out from my tummy tuck and lipo, and I have had spectacular results.",0,mummy tuck lip spectacular result,"['mummy', 'mummy tuck', 'mummy tuck lip', 'mummy tuck lip spectacular', 'mummy tuck lip spectacular result', 'tuck', 'tuck lip', 'tuck lip spectacular', 'tuck lip spectacular result', 'lip', 'lip spectacular', 'lip spectacular result', 'spectacular', 'spectacular result', 'result']",1,0,0.1111111111111111
