commentId,comment,classification,comment_processed,word_phrase_list,dislike,dislike guy,guy,similarity_score
108970,One of the things that I really disliked about my nose was how narrow my bridge was,1,thing dislike nose narrow bridge,"['thing', 'thing dislike', 'thing dislike nose', 'thing dislike nose narrow', 'thing dislike nose narrow bridge', 'dislike', 'dislike nose', 'dislike nose narrow', 'dislike nose narrow bridge', 'nose', 'nose narrow', 'nose narrow bridge', 'narrow', 'narrow bridge', 'bridge']",1,0,0,0.1111111111111111
127448,"If you need a brain man, he?s your guy.",0,need brain man guy,"['need', 'need brain', 'need brain man', 'need brain man guy', 'brain', 'brain man', 'brain man guy', 'man', 'man guy', 'guy']",0,0,1,0.15384615384615385
104415,RUN AWAY DONT GO TO THIS SO CALLED EYE CUTTER HE WILL LEAVE YOU BLIND AND HE IS A RUDE GUY.,1,run away call eye utter leave blind rude guy,"['run', 'run away', 'run away call', 'run away call eye', 'run away call eye utter', 'run away call eye utter leave', 'run away call eye utter leave blind', 'run away call eye utter leave blind rude', 'run away call eye utter leave blind rude guy', 'away', 'away call', 'away call eye', 'away call eye utter', 'away call eye utter leave', 'away call eye utter leave blind', 'away call eye utter leave blind rude', 'away call eye utter leave blind rude guy', 'call', 'call eye', 'call eye utter', 'call eye utter leave', 'call eye utter leave blind', 'call eye utter leave blind rude', 'call eye utter leave blind rude guy', 'eye', 'eye utter', 'eye utter leave', 'eye utter leave blind', 'eye utter leave blind rude', 'eye utter leave blind rude guy', 'utter', 'utter leave', 'utter leave blind', 'utter leave blind rude', 'utter leave blind rude guy', 'leave', 'leave blind', 'leave blind rude', 'leave blind rude guy', 'blind', 'blind rude', 'blind rude guy', 'rude', 'rude guy', 'guy']",0,0,1,0.041666666666666664
117494,It is a privilege to have him as my eye guy.,0,privilege eye guy,"['privilege', 'privilege eye', 'privilege eye guy', 'eye', 'eye guy', 'guy']",0,0,1,0.2222222222222222
162393,for many years since I disliked my side profile due to having a really large hump.,1,dislike profile have large hump,"['dislike', 'dislike profile', 'dislike profile have', 'dislike profile have large', 'dislike profile have large hump', 'profile', 'profile have', 'profile have large', 'profile have large hump', 'have', 'have large', 'have large hump', 'large', 'large hump', 'hump']",1,0,0,0.1111111111111111
142411,"Great guy, very personable.",0,great guy personal,"['great', 'great guy', 'great guy personal', 'guy', 'guy personal', 'personal']",0,0,1,0.2222222222222222
125696,He seems like a great guy and I am very comfortable with him doing my plastic surgery.,0,like great guy comfortable plastic surgery,"['like', 'like great', 'like great guy', 'like great guy comfortable', 'like great guy comfortable plastic', 'like great guy comfortable plastic surgery', 'great', 'great guy', 'great guy comfortable', 'great guy comfortable plastic', 'great guy comfortable plastic surgery', 'guy', 'guy comfortable', 'guy comfortable plastic', 'guy comfortable plastic surgery', 'comfortable', 'comfortable plastic', 'comfortable plastic surgery', 'plastic', 'plastic surgery', 'surgery']",0,0,1,0.08333333333333333
131334,This guy is out of control!!!! $$$$$$$$ Your money is all he wants from you!,1,guy control money want,"['guy', 'guy control', 'guy control money', 'guy control money want', 'control', 'control money', 'control money want', 'money', 'money want', 'want']",0,0,1,0.15384615384615385
151286,"and with a straight face said ""your scar lools better"" this guy must be on some serious drugs.",1,straight face say scar look good guy drug,"['straight', 'straight face', 'straight face say', 'straight face say scar', 'straight face say scar look', 'straight face say scar look good', 'straight face say scar look good guy', 'straight face say scar look good guy drug', 'face', 'face say', 'face say scar', 'face say scar look', 'face say scar look good', 'face say scar look good guy', 'face say scar look good guy drug', 'say', 'say scar', 'say scar look', 'say scar look good', 'say scar look good guy', 'say scar look good guy drug', 'scar', 'scar look', 'scar look good', 'scar look good guy', 'scar look good guy drug', 'look', 'look good', 'look good guy', 'look good guy drug', 'good', 'good guy', 'good guy drug', 'guy', 'guy drug', 'drug']",0,0,1,0.05128205128205128
145372,My biggest concerns is their psychiatrist guy and that they do not call you when they say they will.,1,big concern psychiatric guy not,"['big', 'big concern', 'big concern psychiatric', 'big concern psychiatric guy', 'big concern psychiatric guy not', 'concern', 'concern psychiatric', 'concern psychiatric guy', 'concern psychiatric guy not', 'psychiatric', 'psychiatric guy', 'psychiatric guy not', 'guy', 'guy not', 'not']",0,0,1,0.1111111111111111
153154,"If she wants anything else, I have no problem with this guy doing it.- Giacomo",0,want no problem guy giacomo,"['want', 'want no', 'want no problem', 'want no problem guy', 'want no problem guy giacomo', 'no', 'no problem', 'no problem guy', 'no problem guy giacomo', 'problem', 'problem guy', 'problem guy giacomo', 'guy', 'guy giacomo', 'giacomo']",0,0,1,0.1111111111111111
59958,He spoke to me as a regular guy,0,speak regular guy,"['speak', 'speak regular', 'speak regular guy', 'regular', 'regular guy', 'guy']",0,0,1,0.2222222222222222
59992,"A great guy, not just as a man,",0,great guy not man,"['great', 'great guy', 'great guy not', 'great guy not man', 'guy', 'guy not', 'guy not man', 'not', 'not man', 'man']",0,0,1,0.15384615384615385
179811,and left in tears due to the inability of this guy to be a decent professional.,1,leave tear inability guy decent professional,"['leave', 'leave tear', 'leave tear inability', 'leave tear inability guy', 'leave tear inability guy decent', 'leave tear inability guy decent professional', 'tear', 'tear inability', 'tear inability guy', 'tear inability guy decent', 'tear inability guy decent professional', 'inability', 'inability guy', 'inability guy decent', 'inability guy decent professional', 'guy', 'guy decent', 'guy decent professional', 'decent', 'decent professional', 'professional']",0,0,1,0.08333333333333333
170802,The guy was unaware that I had been confirmed by their staff the day prior and told that they were closed Wednesdays.,1,guy unaware confirm staff day prior tell close,"['guy', 'guy unaware', 'guy unaware confirm', 'guy unaware confirm staff', 'guy unaware confirm staff day', 'guy unaware confirm staff day prior', 'guy unaware confirm staff day prior tell', 'guy unaware confirm staff day prior tell close', 'unaware', 'unaware confirm', 'unaware confirm staff', 'unaware confirm staff day', 'unaware confirm staff day prior', 'unaware confirm staff day prior tell', 'unaware confirm staff day prior tell close', 'confirm', 'confirm staff', 'confirm staff day', 'confirm staff day prior', 'confirm staff day prior tell', 'confirm staff day prior tell close', 'staff', 'staff day', 'staff day prior', 'staff day prior tell', 'staff day prior tell close', 'day', 'day prior', 'day prior tell', 'day prior tell close', 'prior', 'prior tell', 'prior tell close', 'tell', 'tell close', 'close']",0,0,1,0.05128205128205128
150404,Do yourself a favor and don?t let this guy touch your face.,1,favor let guy touch face,"['favor', 'favor let', 'favor let guy', 'favor let guy touch', 'favor let guy touch face', 'let', 'let guy', 'let guy touch', 'let guy touch face', 'guy', 'guy touch', 'guy touch face', 'touch', 'touch face', 'face']",0,0,1,0.1111111111111111
138725,about his son out front.I find that dr clary was extremely unprofessional and I would stay away from this guy.,1,son find clay extremely professional stay away guy,"['son', 'son find', 'son find clay', 'son find clay extremely', 'son find clay extremely professional', 'son find clay extremely professional stay', 'son find clay extremely professional stay away', 'son find clay extremely professional stay away guy', 'find', 'find clay', 'find clay extremely', 'find clay extremely professional', 'find clay extremely professional stay', 'find clay extremely professional stay away', 'find clay extremely professional stay away guy', 'clay', 'clay extremely', 'clay extremely professional', 'clay extremely professional stay', 'clay extremely professional stay away', 'clay extremely professional stay away guy', 'extremely', 'extremely professional', 'extremely professional stay', 'extremely professional stay away', 'extremely professional stay away guy', 'professional', 'professional stay', 'professional stay away', 'professional stay away guy', 'stay', 'stay away', 'stay away guy', 'away', 'away guy', 'guy']",0,0,1,0.05128205128205128
103412,The fun guy part is a rehearsed act and easily picked up.,1,fun guy release act easily pick,"['fun', 'fun guy', 'fun guy release', 'fun guy release act', 'fun guy release act easily', 'fun guy release act easily pick', 'guy', 'guy release', 'guy release act', 'guy release act easily', 'guy release act easily pick', 'release', 'release act', 'release act easily', 'release act easily pick', 'act', 'act easily', 'act easily pick', 'easily', 'easily pick', 'pick']",0,0,1,0.08333333333333333
104458,"It is true, he's not a personality guy but my eyes need a brilliant surgeon to make me happy, not a charmer.",0,true not personality guy eye need brilliant surgeon happy not charmer,"['true', 'true not', 'true not personality', 'true not personality guy', 'true not personality guy eye', 'true not personality guy eye need', 'true not personality guy eye need brilliant', 'true not personality guy eye need brilliant surgeon', 'true not personality guy eye need brilliant surgeon happy', 'true not personality guy eye need brilliant surgeon happy not', 'true not personality guy eye need brilliant surgeon happy not charmer', 'not', 'not personality', 'not personality guy', 'not personality guy eye', 'not personality guy eye need', 'not personality guy eye need brilliant', 'not personality guy eye need brilliant surgeon', 'not personality guy eye need brilliant surgeon happy', 'not personality guy eye need brilliant surgeon happy not', 'not personality guy eye need brilliant surgeon happy not charmer', 'personality', 'personality guy', 'personality guy eye', 'personality guy eye need', 'personality guy eye need brilliant', 'personality guy eye need brilliant surgeon', 'personality guy eye need brilliant surgeon happy', 'personality guy eye need brilliant surgeon happy not', 'personality guy eye need brilliant surgeon happy not charmer', 'guy', 'guy eye', 'guy eye need', 'guy eye need brilliant', 'guy eye need brilliant surgeon', 'guy eye need brilliant surgeon happy', 'guy eye need brilliant surgeon happy not', 'guy eye need brilliant surgeon happy not charmer', 'eye', 'eye need', 'eye need brilliant', 'eye need brilliant surgeon', 'eye need brilliant surgeon happy', 'eye need brilliant surgeon happy not', 'eye need brilliant surgeon happy not charmer', 'need', 'need brilliant', 'need brilliant surgeon', 'need brilliant surgeon happy', 'need brilliant surgeon happy not', 'need brilliant surgeon happy not charmer', 'brilliant', 'brilliant surgeon', 'brilliant surgeon happy', 'brilliant surgeon happy not', 'brilliant surgeon happy not charmer', 'surgeon', 'surgeon happy', 'surgeon happy not', 'surgeon happy not charmer', 'happy', 'happy not', 'happy not charmer', 'not', 'not charmer', 'charmer']",0,0,1,0.028985507246376812
134010,I thought to my self maybe this guy could really help my severe back pain.,0,think self possibly guy help severe pain,"['think', 'think self', 'think self possibly', 'think self possibly guy', 'think self possibly guy help', 'think self possibly guy help severe', 'think self possibly guy help severe pain', 'self', 'self possibly', 'self possibly guy', 'self possibly guy help', 'self possibly guy help severe', 'self possibly guy help severe pain', 'possibly', 'possibly guy', 'possibly guy help', 'possibly guy help severe', 'possibly guy help severe pain', 'guy', 'guy help', 'guy help severe', 'guy help severe pain', 'help', 'help severe', 'help severe pain', 'severe', 'severe pain', 'pain']",0,0,1,0.06451612903225806
127249,This guy has no professional ethics.,1,guy no professional ethic,"['guy', 'guy no', 'guy no professional', 'guy no professional ethic', 'no', 'no professional', 'no professional ethic', 'professional', 'professional ethic', 'ethic']",0,0,1,0.15384615384615385
127265,This guy has no professional ethics.,1,guy no professional ethic,"['guy', 'guy no', 'guy no professional', 'guy no professional ethic', 'no', 'no professional', 'no professional ethic', 'professional', 'professional ethic', 'ethic']",0,0,1,0.15384615384615385
101385,Beware of this guy!!!!!!!!!,1,beware guy,"['beware', 'beware guy', 'guy']",0,0,1,0.3333333333333333
123351,"I suffered for 5 years before him He is super knowledgeable and is a straight shooting, ni nonsense guy.",0,suffer super knowledgeable straight shoot nickel nonsense guy,"['suffer', 'suffer super', 'suffer super knowledgeable', 'suffer super knowledgeable straight', 'suffer super knowledgeable straight shoot', 'suffer super knowledgeable straight shoot nickel', 'suffer super knowledgeable straight shoot nickel nonsense', 'suffer super knowledgeable straight shoot nickel nonsense guy', 'super', 'super knowledgeable', 'super knowledgeable straight', 'super knowledgeable straight shoot', 'super knowledgeable straight shoot nickel', 'super knowledgeable straight shoot nickel nonsense', 'super knowledgeable straight shoot nickel nonsense guy', 'knowledgeable', 'knowledgeable straight', 'knowledgeable straight shoot', 'knowledgeable straight shoot nickel', 'knowledgeable straight shoot nickel nonsense', 'knowledgeable straight shoot nickel nonsense guy', 'straight', 'straight shoot', 'straight shoot nickel', 'straight shoot nickel nonsense', 'straight shoot nickel nonsense guy', 'shoot', 'shoot nickel', 'shoot nickel nonsense', 'shoot nickel nonsense guy', 'nickel', 'nickel nonsense', 'nickel nonsense guy', 'nonsense', 'nonsense guy', 'guy']",0,0,1,0.05128205128205128
60957,He's a very cheerful guy.,0,cheerful guy,"['cheerful', 'cheerful guy', 'guy']",0,0,1,0.3333333333333333
121508,He's also a cool guy and genuinely cares for people's well being.,0,cool guy genuinely care people,"['cool', 'cool guy', 'cool guy genuinely', 'cool guy genuinely care', 'cool guy genuinely care people', 'guy', 'guy genuinely', 'guy genuinely care', 'guy genuinely care people', 'genuinely', 'genuinely care', 'genuinely care people', 'care', 'care people', 'people']",0,0,1,0.1111111111111111
189297,Anybody who gives this guy 5 stars sure isn't going for pain relief.,1,anybody give guy star sure go pain relief,"['anybody', 'anybody give', 'anybody give guy', 'anybody give guy star', 'anybody give guy star sure', 'anybody give guy star sure go', 'anybody give guy star sure go pain', 'anybody give guy star sure go pain relief', 'give', 'give guy', 'give guy star', 'give guy star sure', 'give guy star sure go', 'give guy star sure go pain', 'give guy star sure go pain relief', 'guy', 'guy star', 'guy star sure', 'guy star sure go', 'guy star sure go pain', 'guy star sure go pain relief', 'star', 'star sure', 'star sure go', 'star sure go pain', 'star sure go pain relief', 'sure', 'sure go', 'sure go pain', 'sure go pain relief', 'go', 'go pain', 'go pain relief', 'pain', 'pain relief', 'relief']",0,0,1,0.05128205128205128
100880,He does beautiful work and is a great guy.,0,beautiful work great guy,"['beautiful', 'beautiful work', 'beautiful work great', 'beautiful work great guy', 'work', 'work great', 'work great guy', 'great', 'great guy', 'guy']",0,0,1,0.15384615384615385
188367,If your desire is to pay thousands of dollars to be treated like crap. ....this is your guy. . He,1,desire pay treat like cap guy,"['desire', 'desire pay', 'desire pay treat', 'desire pay treat like', 'desire pay treat like cap', 'desire pay treat like cap guy', 'pay', 'pay treat', 'pay treat like', 'pay treat like cap', 'pay treat like cap guy', 'treat', 'treat like', 'treat like cap', 'treat like cap guy', 'like', 'like cap', 'like cap guy', 'cap', 'cap guy', 'guy']",0,0,1,0.08333333333333333
140635,I share this because I don't want you guy lot of money and get ugly like me,1,share want guy lot money ugly like,"['share', 'share want', 'share want guy', 'share want guy lot', 'share want guy lot money', 'share want guy lot money ugly', 'share want guy lot money ugly like', 'want', 'want guy', 'want guy lot', 'want guy lot money', 'want guy lot money ugly', 'want guy lot money ugly like', 'guy', 'guy lot', 'guy lot money', 'guy lot money ugly', 'guy lot money ugly like', 'lot', 'lot money', 'lot money ugly', 'lot money ugly like', 'money', 'money ugly', 'money ugly like', 'ugly', 'ugly like', 'like']",0,0,1,0.06451612903225806
148482,This guy is a scam artist watch out.,1,guy scar artist watch,"['guy', 'guy scar', 'guy scar artist', 'guy scar artist watch', 'scar', 'scar artist', 'scar artist watch', 'artist', 'artist watch', 'watch']",0,0,1,0.15384615384615385
64722,He's a nice guy; efficient.,0,nice guy efficient,"['nice', 'nice guy', 'nice guy efficient', 'guy', 'guy efficient', 'efficient']",0,0,1,0.2222222222222222
103405,Such a nice professional guy,0,nice professional guy,"['nice', 'nice professional', 'nice professional guy', 'professional', 'professional guy', 'guy']",0,0,1,0.2222222222222222
127524,His is the guy you want to go it if you want to actually heal and not mask your symptoms with pills.,0,guy want want actually heal not mask symptom pill,"['guy', 'guy want', 'guy want want', 'guy want want actually', 'guy want want actually heal', 'guy want want actually heal not', 'guy want want actually heal not mask', 'guy want want actually heal not mask symptom', 'guy want want actually heal not mask symptom pill', 'want', 'want want', 'want want actually', 'want want actually heal', 'want want actually heal not', 'want want actually heal not mask', 'want want actually heal not mask symptom', 'want want actually heal not mask symptom pill', 'want', 'want actually', 'want actually heal', 'want actually heal not', 'want actually heal not mask', 'want actually heal not mask symptom', 'want actually heal not mask symptom pill', 'actually', 'actually heal', 'actually heal not', 'actually heal not mask', 'actually heal not mask symptom', 'actually heal not mask symptom pill', 'heal', 'heal not', 'heal not mask', 'heal not mask symptom', 'heal not mask symptom pill', 'not', 'not mask', 'not mask symptom', 'not mask symptom pill', 'mask', 'mask symptom', 'mask symptom pill', 'symptom', 'symptom pill', 'pill']",0,0,1,0.041666666666666664
100584,Very nice guy and great surgeon.,0,nice guy great surgeon,"['nice', 'nice guy', 'nice guy great', 'nice guy great surgeon', 'guy', 'guy great', 'guy great surgeon', 'great', 'great surgeon', 'surgeon']",0,0,1,0.15384615384615385
77540,Radiology ok. What a happy guy.,0,radiology ok happy guy,"['radiology', 'radiology ok', 'radiology ok happy', 'radiology ok happy guy', 'ok', 'ok happy', 'ok happy guy', 'happy', 'happy guy', 'guy']",0,0,1,0.15384615384615385
87925,Wouldn't be surprised if this guy gets charged with some sort of sexual assault and/or medical malpractice.,1,surprise guy get charge sort sexual assault ardor medical malpractice,"['surprise', 'surprise guy', 'surprise guy get', 'surprise guy get charge', 'surprise guy get charge sort', 'surprise guy get charge sort sexual', 'surprise guy get charge sort sexual assault', 'surprise guy get charge sort sexual assault ardor', 'surprise guy get charge sort sexual assault ardor medical', 'surprise guy get charge sort sexual assault ardor medical malpractice', 'guy', 'guy get', 'guy get charge', 'guy get charge sort', 'guy get charge sort sexual', 'guy get charge sort sexual assault', 'guy get charge sort sexual assault ardor', 'guy get charge sort sexual assault ardor medical', 'guy get charge sort sexual assault ardor medical malpractice', 'get', 'get charge', 'get charge sort', 'get charge sort sexual', 'get charge sort sexual assault', 'get charge sort sexual assault ardor', 'get charge sort sexual assault ardor medical', 'get charge sort sexual assault ardor medical malpractice', 'charge', 'charge sort', 'charge sort sexual', 'charge sort sexual assault', 'charge sort sexual assault ardor', 'charge sort sexual assault ardor medical', 'charge sort sexual assault ardor medical malpractice', 'sort', 'sort sexual', 'sort sexual assault', 'sort sexual assault ardor', 'sort sexual assault ardor medical', 'sort sexual assault ardor medical malpractice', 'sexual', 'sexual assault', 'sexual assault ardor', 'sexual assault ardor medical', 'sexual assault ardor medical malpractice', 'assault', 'assault ardor', 'assault ardor medical', 'assault ardor medical malpractice', 'ardor', 'ardor medical', 'ardor medical malpractice', 'medical', 'medical malpractice', 'malpractice']",0,0,1,0.034482758620689655
98844,He is a very kind and respectful guy and got to business right away.,0,kind respectful guy get business right away,"['kind', 'kind respectful', 'kind respectful guy', 'kind respectful guy get', 'kind respectful guy get business', 'kind respectful guy get business right', 'kind respectful guy get business right away', 'respectful', 'respectful guy', 'respectful guy get', 'respectful guy get business', 'respectful guy get business right', 'respectful guy get business right away', 'guy', 'guy get', 'guy get business', 'guy get business right', 'guy get business right away', 'get', 'get business', 'get business right', 'get business right away', 'business', 'business right', 'business right away', 'right', 'right away', 'away']",0,0,1,0.06451612903225806
77340,"I got his name from coworker, neighbor, guy that cuts my hair and person at the ins company.",0,get worker neighbor guy cut hair person company,"['get', 'get worker', 'get worker neighbor', 'get worker neighbor guy', 'get worker neighbor guy cut', 'get worker neighbor guy cut hair', 'get worker neighbor guy cut hair person', 'get worker neighbor guy cut hair person company', 'worker', 'worker neighbor', 'worker neighbor guy', 'worker neighbor guy cut', 'worker neighbor guy cut hair', 'worker neighbor guy cut hair person', 'worker neighbor guy cut hair person company', 'neighbor', 'neighbor guy', 'neighbor guy cut', 'neighbor guy cut hair', 'neighbor guy cut hair person', 'neighbor guy cut hair person company', 'guy', 'guy cut', 'guy cut hair', 'guy cut hair person', 'guy cut hair person company', 'cut', 'cut hair', 'cut hair person', 'cut hair person company', 'hair', 'hair person', 'hair person company', 'person', 'person company', 'company']",0,0,1,0.05128205128205128
151801,This doctor who I thought was a decent guy turned out to be no good!,1,think decent guy turn no good,"['think', 'think decent', 'think decent guy', 'think decent guy turn', 'think decent guy turn no', 'think decent guy turn no good', 'decent', 'decent guy', 'decent guy turn', 'decent guy turn no', 'decent guy turn no good', 'guy', 'guy turn', 'guy turn no', 'guy turn no good', 'turn', 'turn no', 'turn no good', 'no', 'no good', 'good']",0,0,1,0.08333333333333333
152195,Don't waste your time with this guy....go find someone who will help you.,1,waste time guy find help,"['waste', 'waste time', 'waste time guy', 'waste time guy find', 'waste time guy find help', 'time', 'time guy', 'time guy find', 'time guy find help', 'guy', 'guy find', 'guy find help', 'find', 'find help', 'help']",0,0,1,0.1111111111111111
112597,If you tear your ACL in Boca or Delray he is the go-to guy.,0,tear boa delay get guy,"['tear', 'tear boa', 'tear boa delay', 'tear boa delay get', 'tear boa delay get guy', 'boa', 'boa delay', 'boa delay get', 'boa delay get guy', 'delay', 'delay get', 'delay get guy', 'get', 'get guy', 'guy']",0,0,1,0.1111111111111111
