commentId,comment,classification,comment_processed,word_phrase_list,mistake,mistake mistake,mistake mistake recommend,mistake mistake recommend clinic,mistake mistake recommend clinic free,mistake mistake recommend clinic free woman,mistake recommend,mistake recommend clinic,mistake recommend clinic free,mistake recommend clinic free woman,recommend,recommend clinic,recommend clinic free,recommend clinic free woman,clinic,clinic free,clinic free woman,free,free woman,woman,similarity_score
126138,and they left me without help and unable to speak to anyone at the clinic.,1,leave help unable speak clinic,"['leave', 'leave help', 'leave help unable', 'leave help unable speak', 'leave help unable speak clinic', 'help', 'help unable', 'help unable speak', 'help unable speak clinic', 'unable', 'unable speak', 'unable speak clinic', 'speak', 'speak clinic', 'clinic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05555555555555555
122577,The clinic was super clean and everyone was friendly and understanding to the fact that I was late and the weather sucked.,0,clinic super clean friendly understanding fact late weather suck,"['clinic', 'clinic super', 'clinic super clean', 'clinic super clean friendly', 'clinic super clean friendly understanding', 'clinic super clean friendly understanding fact', 'clinic super clean friendly understanding fact late', 'clinic super clean friendly understanding fact late weather', 'clinic super clean friendly understanding fact late weather suck', 'super', 'super clean', 'super clean friendly', 'super clean friendly understanding', 'super clean friendly understanding fact', 'super clean friendly understanding fact late', 'super clean friendly understanding fact late weather', 'super clean friendly understanding fact late weather suck', 'clean', 'clean friendly', 'clean friendly understanding', 'clean friendly understanding fact', 'clean friendly understanding fact late', 'clean friendly understanding fact late weather', 'clean friendly understanding fact late weather suck', 'friendly', 'friendly understanding', 'friendly understanding fact', 'friendly understanding fact late', 'friendly understanding fact late weather', 'friendly understanding fact late weather suck', 'understanding', 'understanding fact', 'understanding fact late', 'understanding fact late weather', 'understanding fact late weather suck', 'fact', 'fact late', 'fact late weather', 'fact late weather suck', 'late', 'late weather', 'late weather suck', 'weather', 'weather suck', 'suck']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.030303030303030304
180984,Having Botox done at Allegro med spa was a big mistake,1,have allegro master of education sea big mistake,"['have', 'have allegro', 'have allegro master', 'have allegro master of', 'have allegro master of education', 'have allegro master of education sea', 'have allegro master of education sea big', 'have allegro master of education sea big mistake', 'allegro', 'allegro master', 'allegro master of', 'allegro master of education', 'allegro master of education sea', 'allegro master of education sea big', 'allegro master of education sea big mistake', 'master', 'master of', 'master of education', 'master of education sea', 'master of education sea big', 'master of education sea big mistake', 'of', 'of education', 'of education sea', 'of education sea big', 'of education sea big mistake', 'education', 'education sea', 'education sea big', 'education sea big mistake', 'sea', 'sea big', 'sea big mistake', 'big', 'big mistake', 'mistake']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03508771929824561
118120,"I went back under the knife so he could ""fix"" that mistake.",1,go knife fix mistake,"['go', 'go knife', 'go knife fix', 'go knife fix mistake', 'knife', 'knife fix', 'knife fix mistake', 'fix', 'fix mistake', 'mistake']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806
141364,I would not hesitate to use and recommend Dr. Robinson and his office to anyone looking to improve their appearance.,0,not hesitate use recommend office look better appearance,"['not', 'not hesitate', 'not hesitate use', 'not hesitate use recommend', 'not hesitate use recommend office', 'not hesitate use recommend office look', 'not hesitate use recommend office look better', 'not hesitate use recommend office look better appearance', 'hesitate', 'hesitate use', 'hesitate use recommend', 'hesitate use recommend office', 'hesitate use recommend office look', 'hesitate use recommend office look better', 'hesitate use recommend office look better appearance', 'use', 'use recommend', 'use recommend office', 'use recommend office look', 'use recommend office look better', 'use recommend office look better appearance', 'recommend', 'recommend office', 'recommend office look', 'recommend office look better', 'recommend office look better appearance', 'office', 'office look', 'office look better', 'office look better appearance', 'look', 'look better', 'look better appearance', 'better', 'better appearance', 'appearance']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03508771929824561
91556,I highly recommend Dr. Greenberg and his qualified staff,0,highly recommend qualify staff,"['highly', 'highly recommend', 'highly recommend qualify', 'highly recommend qualify staff', 'recommend', 'recommend qualify', 'recommend qualify staff', 'qualify', 'qualify staff', 'staff']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06451612903225806
151743,I would highly recommend NextHealth to any one else looking to take hold of their health!,0,highly recommend nexthealth look hold health,"['highly', 'highly recommend', 'highly recommend nexthealth', 'highly recommend nexthealth look', 'highly recommend nexthealth look hold', 'highly recommend nexthealth look hold health', 'recommend', 'recommend nexthealth', 'recommend nexthealth look', 'recommend nexthealth look hold', 'recommend nexthealth look hold health', 'nexthealth', 'nexthealth look', 'nexthealth look hold', 'nexthealth look hold health', 'look', 'look hold', 'look hold health', 'hold', 'hold health', 'health']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616
85582,"I wouldn't recommend Dr. Eberbach to anyone, I had a breast reduction and lipo and I am very disappointed",1,recommend eberbach breast reduction lip disappoint,"['recommend', 'recommend eberbach', 'recommend eberbach breast', 'recommend eberbach breast reduction', 'recommend eberbach breast reduction lip', 'recommend eberbach breast reduction lip disappoint', 'eberbach', 'eberbach breast', 'eberbach breast reduction', 'eberbach breast reduction lip', 'eberbach breast reduction lip disappoint', 'breast', 'breast reduction', 'breast reduction lip', 'breast reduction lip disappoint', 'reduction', 'reduction lip', 'reduction lip disappoint', 'lip', 'lip disappoint', 'disappoint']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616
117107,"They are knowledgeable, highly trained women with strong credentials and training in the medical field.",0,knowledgeable highly train woman strong certificate train medical field,"['knowledgeable', 'knowledgeable highly', 'knowledgeable highly train', 'knowledgeable highly train woman', 'knowledgeable highly train woman strong', 'knowledgeable highly train woman strong certificate', 'knowledgeable highly train woman strong certificate train', 'knowledgeable highly train woman strong certificate train medical', 'knowledgeable highly train woman strong certificate train medical field', 'highly', 'highly train', 'highly train woman', 'highly train woman strong', 'highly train woman strong certificate', 'highly train woman strong certificate train', 'highly train woman strong certificate train medical', 'highly train woman strong certificate train medical field', 'train', 'train woman', 'train woman strong', 'train woman strong certificate', 'train woman strong certificate train', 'train woman strong certificate train medical', 'train woman strong certificate train medical field', 'woman', 'woman strong', 'woman strong certificate', 'woman strong certificate train', 'woman strong certificate train medical', 'woman strong certificate train medical field', 'strong', 'strong certificate', 'strong certificate train', 'strong certificate train medical', 'strong certificate train medical field', 'certificate', 'certificate train', 'certificate train medical', 'certificate train medical field', 'train', 'train medical', 'train medical field', 'medical', 'medical field', 'field']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030303030303030304
82186,I have recommended this practice to other people,0,recommend practice people,"['recommend', 'recommend practice', 'recommend practice people', 'practice', 'practice people', 'people']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07407407407407407
187405,I made the mistake of agreeing to see the same provider...,1,mistake agree provider,"['mistake', 'mistake agree', 'mistake agree provider', 'agree', 'agree provider', 'provider']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great not have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great not', 'have surgery center right office great not have', 'have surgery center right office great not have big', 'have surgery center right office great not have big hospital', 'have surgery center right office great not have big hospital clinic', 'have surgery center right office great not have big hospital clinic procedure', 'have surgery center right office great not have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great not', 'surgery center right office great not have', 'surgery center right office great not have big', 'surgery center right office great not have big hospital', 'surgery center right office great not have big hospital clinic', 'surgery center right office great not have big hospital clinic procedure', 'surgery center right office great not have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great not', 'center right office great not have', 'center right office great not have big', 'center right office great not have big hospital', 'center right office great not have big hospital clinic', 'center right office great not have big hospital clinic procedure', 'center right office great not have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great not', 'right office great not have', 'right office great not have big', 'right office great not have big hospital', 'right office great not have big hospital clinic', 'right office great not have big hospital clinic procedure', 'right office great not have big hospital clinic procedure convenient', 'office', 'office great', 'office great not', 'office great not have', 'office great not have big', 'office great not have big hospital', 'office great not have big hospital clinic', 'office great not have big hospital clinic procedure', 'office great not have big hospital clinic procedure convenient', 'great', 'great not', 'great not have', 'great not have big', 'great not have big hospital', 'great not have big hospital clinic', 'great not have big hospital clinic procedure', 'great not have big hospital clinic procedure convenient', 'not', 'not have', 'not have big', 'not have big hospital', 'not have big hospital clinic', 'not have big hospital clinic procedure', 'not have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.017857142857142856
129432,Highly recommended Solonpas medicated patches and investing in a hand held massager to soothe away swelling pain.,0,highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain,"['highly', 'highly recommend', 'highly recommend solonpas', 'highly recommend solonpas dedicate', 'highly recommend solonpas dedicate patch', 'highly recommend solonpas dedicate patch invest', 'highly recommend solonpas dedicate patch invest hand', 'highly recommend solonpas dedicate patch invest hand hold', 'highly recommend solonpas dedicate patch invest hand hold massage', 'highly recommend solonpas dedicate patch invest hand hold massage soothe', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'recommend', 'recommend solonpas', 'recommend solonpas dedicate', 'recommend solonpas dedicate patch', 'recommend solonpas dedicate patch invest', 'recommend solonpas dedicate patch invest hand', 'recommend solonpas dedicate patch invest hand hold', 'recommend solonpas dedicate patch invest hand hold massage', 'recommend solonpas dedicate patch invest hand hold massage soothe', 'recommend solonpas dedicate patch invest hand hold massage soothe away', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'solonpas', 'solonpas dedicate', 'solonpas dedicate patch', 'solonpas dedicate patch invest', 'solonpas dedicate patch invest hand', 'solonpas dedicate patch invest hand hold', 'solonpas dedicate patch invest hand hold massage', 'solonpas dedicate patch invest hand hold massage soothe', 'solonpas dedicate patch invest hand hold massage soothe away', 'solonpas dedicate patch invest hand hold massage soothe away swell', 'solonpas dedicate patch invest hand hold massage soothe away swell pain', 'dedicate', 'dedicate patch', 'dedicate patch invest', 'dedicate patch invest hand', 'dedicate patch invest hand hold', 'dedicate patch invest hand hold massage', 'dedicate patch invest hand hold massage soothe', 'dedicate patch invest hand hold massage soothe away', 'dedicate patch invest hand hold massage soothe away swell', 'dedicate patch invest hand hold massage soothe away swell pain', 'patch', 'patch invest', 'patch invest hand', 'patch invest hand hold', 'patch invest hand hold massage', 'patch invest hand hold massage soothe', 'patch invest hand hold massage soothe away', 'patch invest hand hold massage soothe away swell', 'patch invest hand hold massage soothe away swell pain', 'invest', 'invest hand', 'invest hand hold', 'invest hand hold massage', 'invest hand hold massage soothe', 'invest hand hold massage soothe away', 'invest hand hold massage soothe away swell', 'invest hand hold massage soothe away swell pain', 'hand', 'hand hold', 'hand hold massage', 'hand hold massage soothe', 'hand hold massage soothe away', 'hand hold massage soothe away swell', 'hand hold massage soothe away swell pain', 'hold', 'hold massage', 'hold massage soothe', 'hold massage soothe away', 'hold massage soothe away swell', 'hold massage soothe away swell pain', 'massage', 'massage soothe', 'massage soothe away', 'massage soothe away swell', 'massage soothe away swell pain', 'soothe', 'soothe away', 'soothe away swell', 'soothe away swell pain', 'away', 'away swell', 'away swell pain', 'swell', 'swell pain', 'pain']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017857142857142856
89590,I would not recommend anyone to any other facility or staff.,0,not recommend facility staff,"['not', 'not recommend', 'not recommend facility', 'not recommend facility staff', 'recommend', 'recommend facility', 'recommend facility staff', 'facility', 'facility staff', 'staff']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06451612903225806
102528,I unreservedly recommend him.,0,undeservedly recommend,"['undeservedly', 'undeservedly recommend', 'recommend']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08333333333333333
111042,"I do Not Recomend this Spa, they are over priced,",1,not recommend sea price,"['not', 'not recommend', 'not recommend sea', 'not recommend sea price', 'recommend', 'recommend sea', 'recommend sea price', 'sea', 'sea price', 'price']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06451612903225806
100159,and staff are amazing and I would highly recommend him for any cosmetic procedure!,0,staff amaze highly recommend cosmetic procedure,"['staff', 'staff amaze', 'staff amaze highly', 'staff amaze highly recommend', 'staff amaze highly recommend cosmetic', 'staff amaze highly recommend cosmetic procedure', 'amaze', 'amaze highly', 'amaze highly recommend', 'amaze highly recommend cosmetic', 'amaze highly recommend cosmetic procedure', 'highly', 'highly recommend', 'highly recommend cosmetic', 'highly recommend cosmetic procedure', 'recommend', 'recommend cosmetic', 'recommend cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616
133680,"My friends who've had seen the doctor before recommended me, and after my excellent consultation with him, I was set.",0,friend see recommend excellent consultation set,"['friend', 'friend see', 'friend see recommend', 'friend see recommend excellent', 'friend see recommend excellent consultation', 'friend see recommend excellent consultation set', 'see', 'see recommend', 'see recommend excellent', 'see recommend excellent consultation', 'see recommend excellent consultation set', 'recommend', 'recommend excellent', 'recommend excellent consultation', 'recommend excellent consultation set', 'excellent', 'excellent consultation', 'excellent consultation set', 'consultation', 'consultation set', 'set']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616
