commentId,comment,classification,comment_processed,word_phrase_list,clinic,clinic clean,clean,clean floor,floor,shiny,eat,reflection,similarity_score
122577,The clinic was super clean and everyone was friendly and understanding to the fact that I was late and the weather sucked.,0,clinic super clean friendly understanding fact late weather suck,"['clinic', 'clinic super', 'clinic super clean', 'clinic super clean friendly', 'clinic super clean friendly understanding', 'clinic super clean friendly understanding fact', 'clinic super clean friendly understanding fact late', 'clinic super clean friendly understanding fact late weather', 'clinic super clean friendly understanding fact late weather suck', 'super', 'super clean', 'super clean friendly', 'super clean friendly understanding', 'super clean friendly understanding fact', 'super clean friendly understanding fact late', 'super clean friendly understanding fact late weather', 'super clean friendly understanding fact late weather suck', 'clean', 'clean friendly', 'clean friendly understanding', 'clean friendly understanding fact', 'clean friendly understanding fact late', 'clean friendly understanding fact late weather', 'clean friendly understanding fact late weather suck', 'friendly', 'friendly understanding', 'friendly understanding fact', 'friendly understanding fact late', 'friendly understanding fact late weather', 'friendly understanding fact late weather suck', 'understanding', 'understanding fact', 'understanding fact late', 'understanding fact late weather', 'understanding fact late weather suck', 'fact', 'fact late', 'fact late weather', 'fact late weather suck', 'late', 'late weather', 'late weather suck', 'weather', 'weather suck', 'suck']",1,0,1,0,0,0,0,0,0.0547945205479452
153721,I had what was supposed to be a cleaning today but they said were unable to because I had braces.,1,suppose clean say unable brace,"['suppose', 'suppose clean', 'suppose clean say', 'suppose clean say unable', 'suppose clean say unable brace', 'clean', 'clean say', 'clean say unable', 'clean say unable brace', 'say', 'say unable', 'say unable brace', 'unable', 'unable brace', 'brace']",0,0,1,0,0,0,0,0,0.046511627906976744
189700,"Update: Today, I had the pleasure of having my teeth cleaning done by Andy.",0,update pleasure have tooth clean,"['update', 'update pleasure', 'update pleasure have', 'update pleasure have tooth', 'update pleasure have tooth clean', 'pleasure', 'pleasure have', 'pleasure have tooth', 'pleasure have tooth clean', 'have', 'have tooth', 'have tooth clean', 'tooth', 'tooth clean', 'clean']",0,0,1,0,0,0,0,0,0.046511627906976744
92157,Having the surgery center right in his office was great not having to go to a big hospital or clinic made the procedure very convenient,0,have surgery center right office great not have big hospital clinic procedure convenient,"['have', 'have surgery', 'have surgery center', 'have surgery center right', 'have surgery center right office', 'have surgery center right office great', 'have surgery center right office great not', 'have surgery center right office great not have', 'have surgery center right office great not have big', 'have surgery center right office great not have big hospital', 'have surgery center right office great not have big hospital clinic', 'have surgery center right office great not have big hospital clinic procedure', 'have surgery center right office great not have big hospital clinic procedure convenient', 'surgery', 'surgery center', 'surgery center right', 'surgery center right office', 'surgery center right office great', 'surgery center right office great not', 'surgery center right office great not have', 'surgery center right office great not have big', 'surgery center right office great not have big hospital', 'surgery center right office great not have big hospital clinic', 'surgery center right office great not have big hospital clinic procedure', 'surgery center right office great not have big hospital clinic procedure convenient', 'center', 'center right', 'center right office', 'center right office great', 'center right office great not', 'center right office great not have', 'center right office great not have big', 'center right office great not have big hospital', 'center right office great not have big hospital clinic', 'center right office great not have big hospital clinic procedure', 'center right office great not have big hospital clinic procedure convenient', 'right', 'right office', 'right office great', 'right office great not', 'right office great not have', 'right office great not have big', 'right office great not have big hospital', 'right office great not have big hospital clinic', 'right office great not have big hospital clinic procedure', 'right office great not have big hospital clinic procedure convenient', 'office', 'office great', 'office great not', 'office great not have', 'office great not have big', 'office great not have big hospital', 'office great not have big hospital clinic', 'office great not have big hospital clinic procedure', 'office great not have big hospital clinic procedure convenient', 'great', 'great not', 'great not have', 'great not have big', 'great not have big hospital', 'great not have big hospital clinic', 'great not have big hospital clinic procedure', 'great not have big hospital clinic procedure convenient', 'not', 'not have', 'not have big', 'not have big hospital', 'not have big hospital clinic', 'not have big hospital clinic procedure', 'not have big hospital clinic procedure convenient', 'have', 'have big', 'have big hospital', 'have big hospital clinic', 'have big hospital clinic procedure', 'have big hospital clinic procedure convenient', 'big', 'big hospital', 'big hospital clinic', 'big hospital clinic procedure', 'big hospital clinic procedure convenient', 'hospital', 'hospital clinic', 'hospital clinic procedure', 'hospital clinic procedure convenient', 'clinic', 'clinic procedure', 'clinic procedure convenient', 'procedure', 'procedure convenient', 'convenient']",1,0,0,0,0,0,0,0,0.01680672268907563
123229,Bathroom and office were very clean.,0,bathroom office clean,"['bathroom', 'bathroom office', 'bathroom office clean', 'office', 'office clean', 'clean']",0,0,1,0,0,0,0,0,0.058823529411764705
98414,Cleaned my teeth beautifully and showed me how to use my new water pick!,0,clean tooth beautifully show use new water pick,"['clean', 'clean tooth', 'clean tooth beautifully', 'clean tooth beautifully show', 'clean tooth beautifully show use', 'clean tooth beautifully show use new', 'clean tooth beautifully show use new water', 'clean tooth beautifully show use new water pick', 'tooth', 'tooth beautifully', 'tooth beautifully show', 'tooth beautifully show use', 'tooth beautifully show use new', 'tooth beautifully show use new water', 'tooth beautifully show use new water pick', 'beautifully', 'beautifully show', 'beautifully show use', 'beautifully show use new', 'beautifully show use new water', 'beautifully show use new water pick', 'show', 'show use', 'show use new', 'show use new water', 'show use new water pick', 'use', 'use new', 'use new water', 'use new water pick', 'new', 'new water', 'new water pick', 'water', 'water pick', 'pick']",0,0,1,0,0,0,0,0,0.03125
68471,A DOUBLE DISKECTOMY (CERVICAL) WITH FUSION YET CAME HOME AND ATE DINNER AS NORMAL THAT EVENING.,0,double diskectomy cervical fusion come home eat dinner normal even,"['double', 'double diskectomy', 'double diskectomy cervical', 'double diskectomy cervical fusion', 'double diskectomy cervical fusion come', 'double diskectomy cervical fusion come home', 'double diskectomy cervical fusion come home eat', 'double diskectomy cervical fusion come home eat dinner', 'double diskectomy cervical fusion come home eat dinner normal', 'double diskectomy cervical fusion come home eat dinner normal even', 'diskectomy', 'diskectomy cervical', 'diskectomy cervical fusion', 'diskectomy cervical fusion come', 'diskectomy cervical fusion come home', 'diskectomy cervical fusion come home eat', 'diskectomy cervical fusion come home eat dinner', 'diskectomy cervical fusion come home eat dinner normal', 'diskectomy cervical fusion come home eat dinner normal even', 'cervical', 'cervical fusion', 'cervical fusion come', 'cervical fusion come home', 'cervical fusion come home eat', 'cervical fusion come home eat dinner', 'cervical fusion come home eat dinner normal', 'cervical fusion come home eat dinner normal even', 'fusion', 'fusion come', 'fusion come home', 'fusion come home eat', 'fusion come home eat dinner', 'fusion come home eat dinner normal', 'fusion come home eat dinner normal even', 'come', 'come home', 'come home eat', 'come home eat dinner', 'come home eat dinner normal', 'come home eat dinner normal even', 'home', 'home eat', 'home eat dinner', 'home eat dinner normal', 'home eat dinner normal even', 'eat', 'eat dinner', 'eat dinner normal', 'eat dinner normal even', 'dinner', 'dinner normal', 'dinner normal even', 'normal', 'normal even', 'even']",0,0,0,0,0,0,1,0,0.024096385542168676
90552,"the staff is extremely attentive, professional and timely a complete reflection of Dr. Mofid and his leadership.",0,staff extremely attentive professional timely complete reflection leadership,"['staff', 'staff extremely', 'staff extremely attentive', 'staff extremely attentive professional', 'staff extremely attentive professional timely', 'staff extremely attentive professional timely complete', 'staff extremely attentive professional timely complete reflection', 'staff extremely attentive professional timely complete reflection leadership', 'extremely', 'extremely attentive', 'extremely attentive professional', 'extremely attentive professional timely', 'extremely attentive professional timely complete', 'extremely attentive professional timely complete reflection', 'extremely attentive professional timely complete reflection leadership', 'attentive', 'attentive professional', 'attentive professional timely', 'attentive professional timely complete', 'attentive professional timely complete reflection', 'attentive professional timely complete reflection leadership', 'professional', 'professional timely', 'professional timely complete', 'professional timely complete reflection', 'professional timely complete reflection leadership', 'timely', 'timely complete', 'timely complete reflection', 'timely complete reflection leadership', 'complete', 'complete reflection', 'complete reflection leadership', 'reflection', 'reflection leadership', 'leadership']",0,0,0,0,0,0,0,1,0.03125
173455,"and you live on the Peninsula or even in the city, I highly recommend that you visit the Allergy and Asthma Clinic.",0,live peninsula city highly recommend visit clergy asthma clinic,"['live', 'live peninsula', 'live peninsula city', 'live peninsula city highly', 'live peninsula city highly recommend', 'live peninsula city highly recommend visit', 'live peninsula city highly recommend visit clergy', 'live peninsula city highly recommend visit clergy asthma', 'live peninsula city highly recommend visit clergy asthma clinic', 'peninsula', 'peninsula city', 'peninsula city highly', 'peninsula city highly recommend', 'peninsula city highly recommend visit', 'peninsula city highly recommend visit clergy', 'peninsula city highly recommend visit clergy asthma', 'peninsula city highly recommend visit clergy asthma clinic', 'city', 'city highly', 'city highly recommend', 'city highly recommend visit', 'city highly recommend visit clergy', 'city highly recommend visit clergy asthma', 'city highly recommend visit clergy asthma clinic', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit clergy', 'highly recommend visit clergy asthma', 'highly recommend visit clergy asthma clinic', 'recommend', 'recommend visit', 'recommend visit clergy', 'recommend visit clergy asthma', 'recommend visit clergy asthma clinic', 'visit', 'visit clergy', 'visit clergy asthma', 'visit clergy asthma clinic', 'clergy', 'clergy asthma', 'clergy asthma clinic', 'asthma', 'asthma clinic', 'clinic']",1,0,0,0,0,0,0,0,0.0273972602739726
172754,Clinic could do a better job just updating patients waiting if there will be a delay beyond 15-20 minutes .,1,clinic good job date patient wait delay minute,"['clinic', 'clinic good', 'clinic good job', 'clinic good job date', 'clinic good job date patient', 'clinic good job date patient wait', 'clinic good job date patient wait delay', 'clinic good job date patient wait delay minute', 'good', 'good job', 'good job date', 'good job date patient', 'good job date patient wait', 'good job date patient wait delay', 'good job date patient wait delay minute', 'job', 'job date', 'job date patient', 'job date patient wait', 'job date patient wait delay', 'job date patient wait delay minute', 'date', 'date patient', 'date patient wait', 'date patient wait delay', 'date patient wait delay minute', 'patient', 'patient wait', 'patient wait delay', 'patient wait delay minute', 'wait', 'wait delay', 'wait delay minute', 'delay', 'delay minute', 'minute']",1,0,0,0,0,0,0,0,0.03125
95491,"it was quiet, restful, and clean.",0,quiet restful clean,"['quiet', 'quiet restful', 'quiet restful clean', 'restful', 'restful clean', 'clean']",0,0,1,0,0,0,0,0,0.058823529411764705
91220,However I have not found a clinic on par with this so it's been worth the time and expense,0,not find clinic par worth time expense,"['not', 'not find', 'not find clinic', 'not find clinic par', 'not find clinic par worth', 'not find clinic par worth time', 'not find clinic par worth time expense', 'find', 'find clinic', 'find clinic par', 'find clinic par worth', 'find clinic par worth time', 'find clinic par worth time expense', 'clinic', 'clinic par', 'clinic par worth', 'clinic par worth time', 'clinic par worth time expense', 'par', 'par worth', 'par worth time', 'par worth time expense', 'worth', 'worth time', 'worth time expense', 'time', 'time expense', 'expense']",1,0,0,0,0,0,0,0,0.03571428571428571
160552,because we were waiting on the clinic to provide us with the documentation that needed signatures in order to proceed.,1,wait clinic provide documentation need signature order proceed,"['wait', 'wait clinic', 'wait clinic provide', 'wait clinic provide documentation', 'wait clinic provide documentation need', 'wait clinic provide documentation need signature', 'wait clinic provide documentation need signature order', 'wait clinic provide documentation need signature order proceed', 'clinic', 'clinic provide', 'clinic provide documentation', 'clinic provide documentation need', 'clinic provide documentation need signature', 'clinic provide documentation need signature order', 'clinic provide documentation need signature order proceed', 'provide', 'provide documentation', 'provide documentation need', 'provide documentation need signature', 'provide documentation need signature order', 'provide documentation need signature order proceed', 'documentation', 'documentation need', 'documentation need signature', 'documentation need signature order', 'documentation need signature order proceed', 'need', 'need signature', 'need signature order', 'need signature order proceed', 'signature', 'signature order', 'signature order proceed', 'order', 'order proceed', 'proceed']",1,0,0,0,0,0,0,0,0.03125
160230,"Don't trust these roadside ""clinics"" PLEASE invest in your skin and the doctor you choose.",1,trust wayside clinic invest skin choose,"['trust', 'trust wayside', 'trust wayside clinic', 'trust wayside clinic invest', 'trust wayside clinic invest skin', 'trust wayside clinic invest skin choose', 'wayside', 'wayside clinic', 'wayside clinic invest', 'wayside clinic invest skin', 'wayside clinic invest skin choose', 'clinic', 'clinic invest', 'clinic invest skin', 'clinic invest skin choose', 'invest', 'invest skin', 'invest skin choose', 'skin', 'skin choose', 'choose']",1,0,0,0,0,0,0,0,0.04081632653061224
114445,"My appt always begins on time (I have never waited in the waiting room longer than 5min), the office is extremely clean,",0,apt begin time wait wait room long min office extremely clean,"['apt', 'apt begin', 'apt begin time', 'apt begin time wait', 'apt begin time wait wait', 'apt begin time wait wait room', 'apt begin time wait wait room long', 'apt begin time wait wait room long min', 'apt begin time wait wait room long min office', 'apt begin time wait wait room long min office extremely', 'apt begin time wait wait room long min office extremely clean', 'begin', 'begin time', 'begin time wait', 'begin time wait wait', 'begin time wait wait room', 'begin time wait wait room long', 'begin time wait wait room long min', 'begin time wait wait room long min office', 'begin time wait wait room long min office extremely', 'begin time wait wait room long min office extremely clean', 'time', 'time wait', 'time wait wait', 'time wait wait room', 'time wait wait room long', 'time wait wait room long min', 'time wait wait room long min office', 'time wait wait room long min office extremely', 'time wait wait room long min office extremely clean', 'wait', 'wait wait', 'wait wait room', 'wait wait room long', 'wait wait room long min', 'wait wait room long min office', 'wait wait room long min office extremely', 'wait wait room long min office extremely clean', 'wait', 'wait room', 'wait room long', 'wait room long min', 'wait room long min office', 'wait room long min office extremely', 'wait room long min office extremely clean', 'room', 'room long', 'room long min', 'room long min office', 'room long min office extremely', 'room long min office extremely clean', 'long', 'long min', 'long min office', 'long min office extremely', 'long min office extremely clean', 'min', 'min office', 'min office extremely', 'min office extremely clean', 'office', 'office extremely', 'office extremely clean', 'extremely', 'extremely clean', 'clean']",0,0,1,0,0,0,0,0,0.02127659574468085
98050,"and other foods, like bagels, which i could not eat before are now not off limits to me.",0,food like wage not eat not limit,"['food', 'food like', 'food like wage', 'food like wage not', 'food like wage not eat', 'food like wage not eat not', 'food like wage not eat not limit', 'like', 'like wage', 'like wage not', 'like wage not eat', 'like wage not eat not', 'like wage not eat not limit', 'wage', 'wage not', 'wage not eat', 'wage not eat not', 'wage not eat not limit', 'not', 'not eat', 'not eat not', 'not eat not limit', 'eat', 'eat not', 'eat not limit', 'not', 'not limit', 'limit']",0,0,0,0,0,0,1,0,0.03571428571428571
89521,"I feel like I have been to the spa after a cleaning, and he always listens to my concerns",0,feel like sea clean listen concern,"['feel', 'feel like', 'feel like sea', 'feel like sea clean', 'feel like sea clean listen', 'feel like sea clean listen concern', 'like', 'like sea', 'like sea clean', 'like sea clean listen', 'like sea clean listen concern', 'sea', 'sea clean', 'sea clean listen', 'sea clean listen concern', 'clean', 'clean listen', 'clean listen concern', 'listen', 'listen concern', 'concern']",0,0,1,0,0,0,0,0,0.04081632653061224
110241,I walked in and out of his clinic in about an hour then went to work the next day.,0,walk clinic go work,"['walk', 'walk clinic', 'walk clinic go', 'walk clinic go work', 'clinic', 'clinic go', 'clinic go work', 'go', 'go work', 'work']",1,0,0,0,0,0,0,0,0.05263157894736842
171533,I'll absolutely keep going to this clinic for my cosmetic treatments.,0,ill absolutely go clinic cosmetic treatment,"['ill', 'ill absolutely', 'ill absolutely go', 'ill absolutely go clinic', 'ill absolutely go clinic cosmetic', 'ill absolutely go clinic cosmetic treatment', 'absolutely', 'absolutely go', 'absolutely go clinic', 'absolutely go clinic cosmetic', 'absolutely go clinic cosmetic treatment', 'go', 'go clinic', 'go clinic cosmetic', 'go clinic cosmetic treatment', 'clinic', 'clinic cosmetic', 'clinic cosmetic treatment', 'cosmetic', 'cosmetic treatment', 'treatment']",1,0,0,0,0,0,0,0,0.04081632653061224
133222,voice mail Or transferred 5 times  How is this place even open such an injustice I was vulnerable and Wish I had never come To this clinic,1,voice mail transfer time place open injustice vulnerable wish come clinic,"['voice', 'voice mail', 'voice mail transfer', 'voice mail transfer time', 'voice mail transfer time place', 'voice mail transfer time place open', 'voice mail transfer time place open injustice', 'voice mail transfer time place open injustice vulnerable', 'voice mail transfer time place open injustice vulnerable wish', 'voice mail transfer time place open injustice vulnerable wish come', 'voice mail transfer time place open injustice vulnerable wish come clinic', 'mail', 'mail transfer', 'mail transfer time', 'mail transfer time place', 'mail transfer time place open', 'mail transfer time place open injustice', 'mail transfer time place open injustice vulnerable', 'mail transfer time place open injustice vulnerable wish', 'mail transfer time place open injustice vulnerable wish come', 'mail transfer time place open injustice vulnerable wish come clinic', 'transfer', 'transfer time', 'transfer time place', 'transfer time place open', 'transfer time place open injustice', 'transfer time place open injustice vulnerable', 'transfer time place open injustice vulnerable wish', 'transfer time place open injustice vulnerable wish come', 'transfer time place open injustice vulnerable wish come clinic', 'time', 'time place', 'time place open', 'time place open injustice', 'time place open injustice vulnerable', 'time place open injustice vulnerable wish', 'time place open injustice vulnerable wish come', 'time place open injustice vulnerable wish come clinic', 'place', 'place open', 'place open injustice', 'place open injustice vulnerable', 'place open injustice vulnerable wish', 'place open injustice vulnerable wish come', 'place open injustice vulnerable wish come clinic', 'open', 'open injustice', 'open injustice vulnerable', 'open injustice vulnerable wish', 'open injustice vulnerable wish come', 'open injustice vulnerable wish come clinic', 'injustice', 'injustice vulnerable', 'injustice vulnerable wish', 'injustice vulnerable wish come', 'injustice vulnerable wish come clinic', 'vulnerable', 'vulnerable wish', 'vulnerable wish come', 'vulnerable wish come clinic', 'wish', 'wish come', 'wish come clinic', 'come', 'come clinic', 'clinic']",1,0,0,0,0,0,0,0,0.02127659574468085
144104,yet - this clinic was not willing to provide a service and than charge.,1,clinic not willing provide service charge,"['clinic', 'clinic not', 'clinic not willing', 'clinic not willing provide', 'clinic not willing provide service', 'clinic not willing provide service charge', 'not', 'not willing', 'not willing provide', 'not willing provide service', 'not willing provide service charge', 'willing', 'willing provide', 'willing provide service', 'willing provide service charge', 'provide', 'provide service', 'provide service charge', 'service', 'service charge', 'charge']",1,0,0,0,0,0,0,0,0.04081632653061224
189400,cause we all have to eat and provide!!The office manager is miserable and the worse person ever!,1,cause eat providence office manager miserable bad person,"['cause', 'cause eat', 'cause eat providence', 'cause eat providence office', 'cause eat providence office manager', 'cause eat providence office manager miserable', 'cause eat providence office manager miserable bad', 'cause eat providence office manager miserable bad person', 'eat', 'eat providence', 'eat providence office', 'eat providence office manager', 'eat providence office manager miserable', 'eat providence office manager miserable bad', 'eat providence office manager miserable bad person', 'providence', 'providence office', 'providence office manager', 'providence office manager miserable', 'providence office manager miserable bad', 'providence office manager miserable bad person', 'office', 'office manager', 'office manager miserable', 'office manager miserable bad', 'office manager miserable bad person', 'manager', 'manager miserable', 'manager miserable bad', 'manager miserable bad person', 'miserable', 'miserable bad', 'miserable bad person', 'bad', 'bad person', 'person']",0,0,0,0,0,0,1,0,0.03125
128215,Anais keeps my teeth clean.,0,keep tooth clean,"['keep', 'keep tooth', 'keep tooth clean', 'tooth', 'tooth clean', 'clean']",0,0,1,0,0,0,0,0,0.058823529411764705
181568,Entering I also notice the lack of care the clinic has on sanitation in the lobby..,1,enter notice lack care clinic sanitation lobby,"['enter', 'enter notice', 'enter notice lack', 'enter notice lack care', 'enter notice lack care clinic', 'enter notice lack care clinic sanitation', 'enter notice lack care clinic sanitation lobby', 'notice', 'notice lack', 'notice lack care', 'notice lack care clinic', 'notice lack care clinic sanitation', 'notice lack care clinic sanitation lobby', 'lack', 'lack care', 'lack care clinic', 'lack care clinic sanitation', 'lack care clinic sanitation lobby', 'care', 'care clinic', 'care clinic sanitation', 'care clinic sanitation lobby', 'clinic', 'clinic sanitation', 'clinic sanitation lobby', 'sanitation', 'sanitation lobby', 'lobby']",1,0,0,0,0,0,0,0,0.03571428571428571
179954,"and get out with disfiguration Save your self from this clinic and runaway before it is too late, if you",1,disfigurement save self clinic runaway late,"['disfigurement', 'disfigurement save', 'disfigurement save self', 'disfigurement save self clinic', 'disfigurement save self clinic runaway', 'disfigurement save self clinic runaway late', 'save', 'save self', 'save self clinic', 'save self clinic runaway', 'save self clinic runaway late', 'self', 'self clinic', 'self clinic runaway', 'self clinic runaway late', 'clinic', 'clinic runaway', 'clinic runaway late', 'runaway', 'runaway late', 'late']",1,0,0,0,0,0,0,0,0.04081632653061224
