commentId,comment,classification,comment_processed,word_phrase_list,beauty,mention,need,need sort,sort,massage,similarity_score
88300,"and sometimes hard to get an appointment sooner than later, although they will try their best to meet your needs.)",0,hard appointment sooner late try good meet need,"['hard', 'hard appointment', 'hard appointment sooner', 'hard appointment sooner late', 'hard appointment sooner late try', 'hard appointment sooner late try good', 'hard appointment sooner late try good meet', 'hard appointment sooner late try good meet need', 'appointment', 'appointment sooner', 'appointment sooner late', 'appointment sooner late try', 'appointment sooner late try good', 'appointment sooner late try good meet', 'appointment sooner late try good meet need', 'sooner', 'sooner late', 'sooner late try', 'sooner late try good', 'sooner late try good meet', 'sooner late try good meet need', 'late', 'late try', 'late try good', 'late try good meet', 'late try good meet need', 'try', 'try good', 'try good meet', 'try good meet need', 'good', 'good meet', 'good meet need', 'meet', 'meet need', 'need']",0,0,1,0,0,0,0.125
91105,for 7 Years Much Needed Breast Augmentation with the Great Dr. Greg Ratliff 590cc UHP.,0,need breast pigmentation great dr grow sign c,"['need', 'need breast', 'need breast pigmentation', 'need breast pigmentation great', 'need breast pigmentation great dr', 'need breast pigmentation great dr grow', 'need breast pigmentation great dr grow sign', 'need breast pigmentation great dr grow sign c', 'breast', 'breast pigmentation', 'breast pigmentation great', 'breast pigmentation great dr', 'breast pigmentation great dr grow', 'breast pigmentation great dr grow sign', 'breast pigmentation great dr grow sign c', 'pigmentation', 'pigmentation great', 'pigmentation great dr', 'pigmentation great dr grow', 'pigmentation great dr grow sign', 'pigmentation great dr grow sign c', 'great', 'great dr', 'great dr grow', 'great dr grow sign', 'great dr grow sign c', 'dr', 'dr grow', 'dr grow sign', 'dr grow sign c', 'grow', 'grow sign', 'grow sign c', 'sign', 'sign c', 'c']",0,0,1,0,0,0,0.125
176703,She showed me all of the products and everything I needed.,0,show product need,"['show', 'show product', 'show product need', 'product', 'product need', 'need']",0,0,1,0,0,0,0.125
178929,network as I am getting low in my maintenance medication that is needed.,0,network get low maintenance meditation need,"['network', 'network get', 'network get low', 'network get low maintenance', 'network get low maintenance meditation', 'network get low maintenance meditation need', 'get', 'get low', 'get low maintenance', 'get low maintenance meditation', 'get low maintenance meditation need', 'low', 'low maintenance', 'low maintenance meditation', 'low maintenance meditation need', 'maintenance', 'maintenance meditation', 'maintenance meditation need', 'meditation', 'meditation need', 'need']",0,0,1,0,0,0,0.125
168960,"so if you need to reschedule or cancel, good luck.",1,need schedule cancel good fortune,"['need', 'need schedule', 'need schedule cancel', 'need schedule cancel good', 'need schedule cancel good fortune', 'schedule', 'schedule cancel', 'schedule cancel good', 'schedule cancel good fortune', 'cancel', 'cancel good', 'cancel good fortune', 'good', 'good fortune', 'fortune']",0,0,1,0,0,0,0.125
187438,If you really want to go to someone that is also an expert at her skill then you need to see Valerie!,0,want expert skill need galere,"['want', 'want expert', 'want expert skill', 'want expert skill need', 'want expert skill need galere', 'expert', 'expert skill', 'expert skill need', 'expert skill need galere', 'skill', 'skill need', 'skill need galere', 'need', 'need galere', 'galere']",0,0,1,0,0,0,0.125
187404,I don't need you to call me please or post a reply.,1,need post reply,"['need', 'need post', 'need post reply', 'post', 'post reply', 'reply']",0,0,1,0,0,0,0.125
123560,When I needed paperwork they dragged their feet out flat out refused to help.,1,need paperwork drag foot flat refuse help,"['need', 'need paperwork', 'need paperwork drag', 'need paperwork drag foot', 'need paperwork drag foot flat', 'need paperwork drag foot flat refuse', 'need paperwork drag foot flat refuse help', 'paperwork', 'paperwork drag', 'paperwork drag foot', 'paperwork drag foot flat', 'paperwork drag foot flat refuse', 'paperwork drag foot flat refuse help', 'drag', 'drag foot', 'drag foot flat', 'drag foot flat refuse', 'drag foot flat refuse help', 'foot', 'foot flat', 'foot flat refuse', 'foot flat refuse help', 'flat', 'flat refuse', 'flat refuse help', 'refuse', 'refuse help', 'help']",0,0,1,0,0,0,0.125
140581,"and the receptionist needs major help as there was no smile, not warm, just handed me the same paperwork to",1,reception need major help smile warm hand paperwork,"['reception', 'reception need', 'reception need major', 'reception need major help', 'reception need major help smile', 'reception need major help smile warm', 'reception need major help smile warm hand', 'reception need major help smile warm hand paperwork', 'need', 'need major', 'need major help', 'need major help smile', 'need major help smile warm', 'need major help smile warm hand', 'need major help smile warm hand paperwork', 'major', 'major help', 'major help smile', 'major help smile warm', 'major help smile warm hand', 'major help smile warm hand paperwork', 'help', 'help smile', 'help smile warm', 'help smile warm hand', 'help smile warm hand paperwork', 'smile', 'smile warm', 'smile warm hand', 'smile warm hand paperwork', 'warm', 'warm hand', 'warm hand paperwork', 'hand', 'hand paperwork', 'paperwork']",0,0,1,0,0,0,0.125
141822,The staff helped with all my skin care needs.,0,staff help skin care need,"['staff', 'staff help', 'staff help skin', 'staff help skin care', 'staff help skin care need', 'help', 'help skin', 'help skin care', 'help skin care need', 'skin', 'skin care', 'skin care need', 'care', 'care need', 'need']",0,0,1,0,0,0,0.125
66287,She's been attuned to my needs,0,s attend need,"['s', 's attend', 's attend need', 'attend', 'attend need', 'need']",0,0,1,0,0,0,0.125
63605,She's very attentive to my needs,0,s attentive need,"['s', 's attentive', 's attentive need', 'attentive', 'attentive need', 'need']",0,0,1,0,0,0,0.125
183979,Tylenol did the trick and I did not feel the need to use any other medications to manage my pain level.,0,acetaminophen trick feel need use meditation manage pain level,"['acetaminophen', 'acetaminophen trick', 'acetaminophen trick feel', 'acetaminophen trick feel need', 'acetaminophen trick feel need use', 'acetaminophen trick feel need use meditation', 'acetaminophen trick feel need use meditation manage', 'acetaminophen trick feel need use meditation manage pain', 'acetaminophen trick feel need use meditation manage pain level', 'trick', 'trick feel', 'trick feel need', 'trick feel need use', 'trick feel need use meditation', 'trick feel need use meditation manage', 'trick feel need use meditation manage pain', 'trick feel need use meditation manage pain level', 'feel', 'feel need', 'feel need use', 'feel need use meditation', 'feel need use meditation manage', 'feel need use meditation manage pain', 'feel need use meditation manage pain level', 'need', 'need use', 'need use meditation', 'need use meditation manage', 'need use meditation manage pain', 'need use meditation manage pain level', 'use', 'use meditation', 'use meditation manage', 'use meditation manage pain', 'use meditation manage pain level', 'meditation', 'meditation manage', 'meditation manage pain', 'meditation manage pain level', 'manage', 'manage pain', 'manage pain level', 'pain', 'pain level', 'level']",0,0,1,0,0,0,0.125
185504,"If I need anymore surgeries, there is no question that I would do all future surgeries with him.",0,need anymore forgery question future forgery,"['need', 'need anymore', 'need anymore forgery', 'need anymore forgery question', 'need anymore forgery question future', 'need anymore forgery question future forgery', 'anymore', 'anymore forgery', 'anymore forgery question', 'anymore forgery question future', 'anymore forgery question future forgery', 'forgery', 'forgery question', 'forgery question future', 'forgery question future forgery', 'question', 'question future', 'question future forgery', 'future', 'future forgery', 'forgery']",0,0,1,0,0,0,0.125
171129,and he is still there for me after the surgery whenever I need him.,0,surgery need,"['surgery', 'surgery need', 'need']",0,0,1,0,0,0,0.125
87072,The office is staffed with exceptional professionals who always put the needs of patients first.,0,office stuff exceptional professional need patient,"['office', 'office stuff', 'office stuff exceptional', 'office stuff exceptional professional', 'office stuff exceptional professional need', 'office stuff exceptional professional need patient', 'stuff', 'stuff exceptional', 'stuff exceptional professional', 'stuff exceptional professional need', 'stuff exceptional professional need patient', 'exceptional', 'exceptional professional', 'exceptional professional need', 'exceptional professional need patient', 'professional', 'professional need', 'professional need patient', 'need', 'need patient', 'patient']",0,0,1,0,0,0,0.125
115814,And I must mention that I never have had to wait too long to be seen.,0,mention wait long see,"['mention', 'mention wait', 'mention wait long', 'mention wait long see', 'wait', 'wait long', 'wait long see', 'long', 'long see', 'see']",0,1,0,0,0,0,0.125
126877,Unsympathedic to the needs and healing process of your patients.,1,unsympathedic need heal process patient,"['unsympathedic', 'unsympathedic need', 'unsympathedic need heal', 'unsympathedic need heal process', 'unsympathedic need heal process patient', 'need', 'need heal', 'need heal process', 'need heal process patient', 'heal', 'heal process', 'heal process patient', 'process', 'process patient', 'patient']",0,0,1,0,0,0,0.125
132861,"and they will bend over backwards to help you with what you need, whether it be pt, surgery or meds.",0,bend backward help need surgery bed,"['bend', 'bend backward', 'bend backward help', 'bend backward help need', 'bend backward help need surgery', 'bend backward help need surgery bed', 'backward', 'backward help', 'backward help need', 'backward help need surgery', 'backward help need surgery bed', 'help', 'help need', 'help need surgery', 'help need surgery bed', 'need', 'need surgery', 'need surgery bed', 'surgery', 'surgery bed', 'bed']",0,0,1,0,0,0,0.125
167257,what I needed because she would just do it even better than I could have fathomed.,0,need good fathom,"['need', 'need good', 'need good fathom', 'good', 'good fathom', 'fathom']",0,0,1,0,0,0,0.125
142406,Staff is very helpful and understanding to meet our needs and expectations.,0,staff helpful understanding meet need expectation,"['staff', 'staff helpful', 'staff helpful understanding', 'staff helpful understanding meet', 'staff helpful understanding meet need', 'staff helpful understanding meet need expectation', 'helpful', 'helpful understanding', 'helpful understanding meet', 'helpful understanding meet need', 'helpful understanding meet need expectation', 'understanding', 'understanding meet', 'understanding meet need', 'understanding meet need expectation', 'meet', 'meet need', 'meet need expectation', 'need', 'need expectation', 'expectation']",0,0,1,0,0,0,0.125
167764,"I needed some corrective work on my eyelids that had drooped over my eyelashes , and it went smoothly , no pain, and wonderful results.",0,need corrective work eyelid droop eyelash go smoothly pain fantastic result,"['need', 'need corrective', 'need corrective work', 'need corrective work eyelid', 'need corrective work eyelid droop', 'need corrective work eyelid droop eyelash', 'need corrective work eyelid droop eyelash go', 'need corrective work eyelid droop eyelash go smoothly', 'need corrective work eyelid droop eyelash go smoothly pain', 'need corrective work eyelid droop eyelash go smoothly pain fantastic', 'need corrective work eyelid droop eyelash go smoothly pain fantastic result', 'corrective', 'corrective work', 'corrective work eyelid', 'corrective work eyelid droop', 'corrective work eyelid droop eyelash', 'corrective work eyelid droop eyelash go', 'corrective work eyelid droop eyelash go smoothly', 'corrective work eyelid droop eyelash go smoothly pain', 'corrective work eyelid droop eyelash go smoothly pain fantastic', 'corrective work eyelid droop eyelash go smoothly pain fantastic result', 'work', 'work eyelid', 'work eyelid droop', 'work eyelid droop eyelash', 'work eyelid droop eyelash go', 'work eyelid droop eyelash go smoothly', 'work eyelid droop eyelash go smoothly pain', 'work eyelid droop eyelash go smoothly pain fantastic', 'work eyelid droop eyelash go smoothly pain fantastic result', 'eyelid', 'eyelid droop', 'eyelid droop eyelash', 'eyelid droop eyelash go', 'eyelid droop eyelash go smoothly', 'eyelid droop eyelash go smoothly pain', 'eyelid droop eyelash go smoothly pain fantastic', 'eyelid droop eyelash go smoothly pain fantastic result', 'droop', 'droop eyelash', 'droop eyelash go', 'droop eyelash go smoothly', 'droop eyelash go smoothly pain', 'droop eyelash go smoothly pain fantastic', 'droop eyelash go smoothly pain fantastic result', 'eyelash', 'eyelash go', 'eyelash go smoothly', 'eyelash go smoothly pain', 'eyelash go smoothly pain fantastic', 'eyelash go smoothly pain fantastic result', 'go', 'go smoothly', 'go smoothly pain', 'go smoothly pain fantastic', 'go smoothly pain fantastic result', 'smoothly', 'smoothly pain', 'smoothly pain fantastic', 'smoothly pain fantastic result', 'pain', 'pain fantastic', 'pain fantastic result', 'fantastic', 'fantastic result', 'result']",0,0,1,0,0,0,0.125
162985,but not to the point I felt I needed to take medication for it.,0,point feel need meditation,"['point', 'point feel', 'point feel need', 'point feel need meditation', 'feel', 'feel need', 'feel need meditation', 'need', 'need meditation', 'meditation']",0,0,1,0,0,0,0.125
96077,and knowledgeable not to mention very personable.,0,knowledgeable mention personal,"['knowledgeable', 'knowledgeable mention', 'knowledgeable mention personal', 'mention', 'mention personal', 'personal']",0,1,0,0,0,0,0.125
175602,Nothing needs to be changed.,0,need change,"['need', 'need change', 'change']",0,0,1,0,0,0,0.125
147757,so nice and professional here (and not to mention so gorgeous!),0,nice professional mention gorgeous,"['nice', 'nice professional', 'nice professional mention', 'nice professional mention gorgeous', 'professional', 'professional mention', 'professional mention gorgeous', 'mention', 'mention gorgeous', 'gorgeous']",0,1,0,0,0,0,0.125
153722,The chore of keeping up with your health and wellness is usually a tacking process that?s more expensive than it needs to be.,1,choose keep health weakness normally tack process s expensive need,"['choose', 'choose keep', 'choose keep health', 'choose keep health weakness', 'choose keep health weakness normally', 'choose keep health weakness normally tack', 'choose keep health weakness normally tack process', 'choose keep health weakness normally tack process s', 'choose keep health weakness normally tack process s expensive', 'choose keep health weakness normally tack process s expensive need', 'keep', 'keep health', 'keep health weakness', 'keep health weakness normally', 'keep health weakness normally tack', 'keep health weakness normally tack process', 'keep health weakness normally tack process s', 'keep health weakness normally tack process s expensive', 'keep health weakness normally tack process s expensive need', 'health', 'health weakness', 'health weakness normally', 'health weakness normally tack', 'health weakness normally tack process', 'health weakness normally tack process s', 'health weakness normally tack process s expensive', 'health weakness normally tack process s expensive need', 'weakness', 'weakness normally', 'weakness normally tack', 'weakness normally tack process', 'weakness normally tack process s', 'weakness normally tack process s expensive', 'weakness normally tack process s expensive need', 'normally', 'normally tack', 'normally tack process', 'normally tack process s', 'normally tack process s expensive', 'normally tack process s expensive need', 'tack', 'tack process', 'tack process s', 'tack process s expensive', 'tack process s expensive need', 'process', 'process s', 'process s expensive', 'process s expensive need', 's', 's expensive', 's expensive need', 'expensive', 'expensive need', 'need']",0,0,1,0,0,0,0.125
121548,"Very knowledgeable staff, really listen to your needs and help you choose the procedures that match up to your needs the most.",0,knowledgeable staff listen need help choose procedure match need,"['knowledgeable', 'knowledgeable staff', 'knowledgeable staff listen', 'knowledgeable staff listen need', 'knowledgeable staff listen need help', 'knowledgeable staff listen need help choose', 'knowledgeable staff listen need help choose procedure', 'knowledgeable staff listen need help choose procedure match', 'knowledgeable staff listen need help choose procedure match need', 'staff', 'staff listen', 'staff listen need', 'staff listen need help', 'staff listen need help choose', 'staff listen need help choose procedure', 'staff listen need help choose procedure match', 'staff listen need help choose procedure match need', 'listen', 'listen need', 'listen need help', 'listen need help choose', 'listen need help choose procedure', 'listen need help choose procedure match', 'listen need help choose procedure match need', 'need', 'need help', 'need help choose', 'need help choose procedure', 'need help choose procedure match', 'need help choose procedure match need', 'help', 'help choose', 'help choose procedure', 'help choose procedure match', 'help choose procedure match need', 'choose', 'choose procedure', 'choose procedure match', 'choose procedure match need', 'procedure', 'procedure match', 'procedure match need', 'match', 'match need', 'need']",0,0,1,0,0,0,0.125
108629,Not to mention how unattractive is this when I'm intimate ?!,1,mention unattractive m intimate,"['mention', 'mention unattractive', 'mention unattractive m', 'mention unattractive m intimate', 'unattractive', 'unattractive m', 'unattractive m intimate', 'm', 'm intimate', 'intimate']",0,1,0,0,0,0,0.125
117293,Dr. Vaccaro is cocky and does not spend the time needed with his patients pre or post surgery.,1,cock spend time need patient pre post surgery,"['cock', 'cock spend', 'cock spend time', 'cock spend time need', 'cock spend time need patient', 'cock spend time need patient pre', 'cock spend time need patient pre post', 'cock spend time need patient pre post surgery', 'spend', 'spend time', 'spend time need', 'spend time need patient', 'spend time need patient pre', 'spend time need patient pre post', 'spend time need patient pre post surgery', 'time', 'time need', 'time need patient', 'time need patient pre', 'time need patient pre post', 'time need patient pre post surgery', 'need', 'need patient', 'need patient pre', 'need patient pre post', 'need patient pre post surgery', 'patient', 'patient pre', 'patient pre post', 'patient pre post surgery', 'pre', 'pre post', 'pre post surgery', 'post', 'post surgery', 'surgery']",0,0,1,0,0,0,0.125
87628,but where I needed it I was super frustrated.,1,need super frustrate,"['need', 'need super', 'need super frustrate', 'super', 'super frustrate', 'frustrate']",0,0,1,0,0,0,0.125
105932,Have had to drive in to set appointment when I need to change an appointment.,1,drive set appointment need change appointment,"['drive', 'drive set', 'drive set appointment', 'drive set appointment need', 'drive set appointment need change', 'drive set appointment need change appointment', 'set', 'set appointment', 'set appointment need', 'set appointment need change', 'set appointment need change appointment', 'appointment', 'appointment need', 'appointment need change', 'appointment need change appointment', 'need', 'need change', 'need change appointment', 'change', 'change appointment', 'appointment']",0,0,1,0,0,0,0.125
129432,Highly recommended Solonpas medicated patches and investing in a hand held massager to soothe away swelling pain.,0,highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain,"['highly', 'highly recommend', 'highly recommend solonpas', 'highly recommend solonpas dedicate', 'highly recommend solonpas dedicate patch', 'highly recommend solonpas dedicate patch invest', 'highly recommend solonpas dedicate patch invest hand', 'highly recommend solonpas dedicate patch invest hand hold', 'highly recommend solonpas dedicate patch invest hand hold massage', 'highly recommend solonpas dedicate patch invest hand hold massage soothe', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'highly recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'recommend', 'recommend solonpas', 'recommend solonpas dedicate', 'recommend solonpas dedicate patch', 'recommend solonpas dedicate patch invest', 'recommend solonpas dedicate patch invest hand', 'recommend solonpas dedicate patch invest hand hold', 'recommend solonpas dedicate patch invest hand hold massage', 'recommend solonpas dedicate patch invest hand hold massage soothe', 'recommend solonpas dedicate patch invest hand hold massage soothe away', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell', 'recommend solonpas dedicate patch invest hand hold massage soothe away swell pain', 'solonpas', 'solonpas dedicate', 'solonpas dedicate patch', 'solonpas dedicate patch invest', 'solonpas dedicate patch invest hand', 'solonpas dedicate patch invest hand hold', 'solonpas dedicate patch invest hand hold massage', 'solonpas dedicate patch invest hand hold massage soothe', 'solonpas dedicate patch invest hand hold massage soothe away', 'solonpas dedicate patch invest hand hold massage soothe away swell', 'solonpas dedicate patch invest hand hold massage soothe away swell pain', 'dedicate', 'dedicate patch', 'dedicate patch invest', 'dedicate patch invest hand', 'dedicate patch invest hand hold', 'dedicate patch invest hand hold massage', 'dedicate patch invest hand hold massage soothe', 'dedicate patch invest hand hold massage soothe away', 'dedicate patch invest hand hold massage soothe away swell', 'dedicate patch invest hand hold massage soothe away swell pain', 'patch', 'patch invest', 'patch invest hand', 'patch invest hand hold', 'patch invest hand hold massage', 'patch invest hand hold massage soothe', 'patch invest hand hold massage soothe away', 'patch invest hand hold massage soothe away swell', 'patch invest hand hold massage soothe away swell pain', 'invest', 'invest hand', 'invest hand hold', 'invest hand hold massage', 'invest hand hold massage soothe', 'invest hand hold massage soothe away', 'invest hand hold massage soothe away swell', 'invest hand hold massage soothe away swell pain', 'hand', 'hand hold', 'hand hold massage', 'hand hold massage soothe', 'hand hold massage soothe away', 'hand hold massage soothe away swell', 'hand hold massage soothe away swell pain', 'hold', 'hold massage', 'hold massage soothe', 'hold massage soothe away', 'hold massage soothe away swell', 'hold massage soothe away swell pain', 'massage', 'massage soothe', 'massage soothe away', 'massage soothe away swell', 'massage soothe away swell pain', 'soothe', 'soothe away', 'soothe away swell', 'soothe away swell pain', 'away', 'away swell', 'away swell pain', 'swell', 'swell pain', 'pain']",0,0,0,0,0,1,0.125
130763,and he said he was willing to perform a revision surgery but I needed to cover some expenses.,1,say willing perform revision surgery need cover expense,"['say', 'say willing', 'say willing perform', 'say willing perform revision', 'say willing perform revision surgery', 'say willing perform revision surgery need', 'say willing perform revision surgery need cover', 'say willing perform revision surgery need cover expense', 'willing', 'willing perform', 'willing perform revision', 'willing perform revision surgery', 'willing perform revision surgery need', 'willing perform revision surgery need cover', 'willing perform revision surgery need cover expense', 'perform', 'perform revision', 'perform revision surgery', 'perform revision surgery need', 'perform revision surgery need cover', 'perform revision surgery need cover expense', 'revision', 'revision surgery', 'revision surgery need', 'revision surgery need cover', 'revision surgery need cover expense', 'surgery', 'surgery need', 'surgery need cover', 'surgery need cover expense', 'need', 'need cover', 'need cover expense', 'cover', 'cover expense', 'expense']",0,0,1,0,0,0,0.125
92562,"I've got another issue that needs attention, I'd know no other doctor I have do it.",0,ve get issue need attention d know doctor,"['ve', 've get', 've get issue', 've get issue need', 've get issue need attention', 've get issue need attention d', 've get issue need attention d know', 've get issue need attention d know doctor', 'get', 'get issue', 'get issue need', 'get issue need attention', 'get issue need attention d', 'get issue need attention d know', 'get issue need attention d know doctor', 'issue', 'issue need', 'issue need attention', 'issue need attention d', 'issue need attention d know', 'issue need attention d know doctor', 'need', 'need attention', 'need attention d', 'need attention d know', 'need attention d know doctor', 'attention', 'attention d', 'attention d know', 'attention d know doctor', 'd', 'd know', 'd know doctor', 'know', 'know doctor', 'doctor']",0,0,1,0,0,0,0.125
86661,Whatever info or services I have ever needed they were,0,service need,"['service', 'service need', 'need']",0,0,1,0,0,0,0.125
105769,we need a lot more Doctors who care for their patients like Dr. Eytan.,0,need lot doctor care patient like,"['need', 'need lot', 'need lot doctor', 'need lot doctor care', 'need lot doctor care patient', 'need lot doctor care patient like', 'lot', 'lot doctor', 'lot doctor care', 'lot doctor care patient', 'lot doctor care patient like', 'doctor', 'doctor care', 'doctor care patient', 'doctor care patient like', 'care', 'care patient', 'care patient like', 'patient', 'patient like', 'like']",0,0,1,0,0,0,0.125
93700,Just know that this practice is fully aware that they don't need your business,1,know practice fully aware need business,"['know', 'know practice', 'know practice fully', 'know practice fully aware', 'know practice fully aware need', 'know practice fully aware need business', 'practice', 'practice fully', 'practice fully aware', 'practice fully aware need', 'practice fully aware need business', 'fully', 'fully aware', 'fully aware need', 'fully aware need business', 'aware', 'aware need', 'aware need business', 'need', 'need business', 'business']",0,0,1,0,0,0,0.125
85847,and offered support if I needed anything further.,0,offer support need,"['offer', 'offer support', 'offer support need', 'support', 'support need', 'need']",0,0,1,0,0,0,0.125
66170,He really pays attention to your needs,0,pay attention need,"['pay', 'pay attention', 'pay attention need', 'attention', 'attention need', 'need']",0,0,1,0,0,0,0.125
135673,He is more concerned with what he can do for people having breast/butt implants or nose jobs than those that need his services,1,concerned people have breastbutt plant nose job need service,"['concerned', 'concerned people', 'concerned people have', 'concerned people have breastbutt', 'concerned people have breastbutt plant', 'concerned people have breastbutt plant nose', 'concerned people have breastbutt plant nose job', 'concerned people have breastbutt plant nose job need', 'concerned people have breastbutt plant nose job need service', 'people', 'people have', 'people have breastbutt', 'people have breastbutt plant', 'people have breastbutt plant nose', 'people have breastbutt plant nose job', 'people have breastbutt plant nose job need', 'people have breastbutt plant nose job need service', 'have', 'have breastbutt', 'have breastbutt plant', 'have breastbutt plant nose', 'have breastbutt plant nose job', 'have breastbutt plant nose job need', 'have breastbutt plant nose job need service', 'breastbutt', 'breastbutt plant', 'breastbutt plant nose', 'breastbutt plant nose job', 'breastbutt plant nose job need', 'breastbutt plant nose job need service', 'plant', 'plant nose', 'plant nose job', 'plant nose job need', 'plant nose job need service', 'nose', 'nose job', 'nose job need', 'nose job need service', 'job', 'job need', 'job need service', 'need', 'need service', 'service']",0,0,1,0,0,0,0.125
148862,Not even mentioning that I was having pain and discomfort was enough for them to call me back.,1,mention have pain discomfort,"['mention', 'mention have', 'mention have pain', 'mention have pain discomfort', 'have', 'have pain', 'have pain discomfort', 'pain', 'pain discomfort', 'discomfort']",0,1,0,0,0,0,0.125
