commentId,comment,classification,comment_processed,word_phrase_list,service,service cash,cash,cash practice,practice,similarity_score,regression_weight
188800,"Dr, Blumburg is very knowledgeable in his practice.",0,knowledgeable practice,"['knowledgeable', 'knowledgeable practice', 'practice']",0,0,0,0,1,0.2777777777777778,0.0
123735,I got a good service in medical center location.,0,get good service medical center location,"['get', 'get good', 'get good service', 'get good service medical', 'get good service medical center', 'get good service medical center location', 'good', 'good service', 'good service medical', 'good service medical center', 'good service medical center location', 'service', 'service medical', 'service medical center', 'service medical center location', 'medical', 'medical center', 'medical center location', 'center', 'center location', 'location']",1,0,0,0,0,0.0555555555555555,0.0
187126,It's disappointing to find such unethical practices as a medical office.,1,disappoint find ethical practice medical office,"['disappoint', 'disappoint find', 'disappoint find ethical', 'disappoint find ethical practice', 'disappoint find ethical practice medical', 'disappoint find ethical practice medical office', 'find', 'find ethical', 'find ethical practice', 'find ethical practice medical', 'find ethical practice medical office', 'ethical', 'ethical practice', 'ethical practice medical', 'ethical practice medical office', 'practice', 'practice medical', 'practice medical office', 'medical', 'medical office', 'office']",0,0,0,0,1,0.0555555555555555,0.0
82190,but they said they could not do it without another consultation ($200).Customer Service:,1,say not consultation customer service,"['say', 'say not', 'say not consultation', 'say not consultation customer', 'say not consultation customer service', 'not', 'not consultation', 'not consultation customer', 'not consultation customer service', 'consultation', 'consultation customer', 'consultation customer service', 'customer', 'customer service', 'service']",1,0,0,0,0,0.0757575757575757,0.0
60223,I am completely happy with the service,0,completely happy service,"['completely', 'completely happy', 'completely happy service', 'happy', 'happy service', 'service']",1,0,0,0,0,0.1666666666666666,0.0
82186,I have recommended this practice to other people,0,recommend practice people,"['recommend', 'recommend practice', 'recommend practice people', 'practice', 'practice people', 'people']",0,0,0,0,1,0.1666666666666666,0.0
125570,Very great customer service and amazing results.,0,great customer service amaze result,"['great', 'great customer', 'great customer service', 'great customer service amaze', 'great customer service amaze result', 'customer', 'customer service', 'customer service amaze', 'customer service amaze result', 'service', 'service amaze', 'service amaze result', 'amaze', 'amaze result', 'result']",1,0,0,0,0,0.0757575757575757,0.0
141538,Flawless advice and services.,0,lawless advice service,"['lawless', 'lawless advice', 'lawless advice service', 'advice', 'advice service', 'service']",1,0,0,0,0,0.1666666666666666,0.0
140737,"I?ve been to this place yesterday, it?s good service for me.",0,place good service,"['place', 'place good', 'place good service', 'good', 'good service', 'service']",1,0,0,0,0,0.1666666666666666,0.0
110937,His insensitivity and arrogant behavior made me realize that it is a shame that he is still able to practice,1,insensibility arrogant behavior realize shame able practice,"['insensibility', 'insensibility arrogant', 'insensibility arrogant behavior', 'insensibility arrogant behavior realize', 'insensibility arrogant behavior realize shame', 'insensibility arrogant behavior realize shame able', 'insensibility arrogant behavior realize shame able practice', 'arrogant', 'arrogant behavior', 'arrogant behavior realize', 'arrogant behavior realize shame', 'arrogant behavior realize shame able', 'arrogant behavior realize shame able practice', 'behavior', 'behavior realize', 'behavior realize shame', 'behavior realize shame able', 'behavior realize shame able practice', 'realize', 'realize shame', 'realize shame able', 'realize shame able practice', 'shame', 'shame able', 'shame able practice', 'able', 'able practice', 'practice']",0,0,0,0,1,0.0423728813559322,0.0
91375,"All my questions were answered, and I always felt like I was being treated with the highest level of service and knowledge.",0,question answer feel like treat high level service cognition,"['question', 'question answer', 'question answer feel', 'question answer feel like', 'question answer feel like treat', 'question answer feel like treat high', 'question answer feel like treat high level', 'question answer feel like treat high level service', 'question answer feel like treat high level service cognition', 'answer', 'answer feel', 'answer feel like', 'answer feel like treat', 'answer feel like treat high', 'answer feel like treat high level', 'answer feel like treat high level service', 'answer feel like treat high level service cognition', 'feel', 'feel like', 'feel like treat', 'feel like treat high', 'feel like treat high level', 'feel like treat high level service', 'feel like treat high level service cognition', 'like', 'like treat', 'like treat high', 'like treat high level', 'like treat high level service', 'like treat high level service cognition', 'treat', 'treat high', 'treat high level', 'treat high level service', 'treat high level service cognition', 'high', 'high level', 'high level service', 'high level service cognition', 'level', 'level service', 'level service cognition', 'service', 'service cognition', 'cognition']",1,0,0,0,0,0.0268817204301075,0.0
86661,Whatever info or services I have ever needed they were,0,service need,"['service', 'service need', 'need']",1,0,0,0,0,0.2777777777777778,0.0
93700,Just know that this practice is fully aware that they don't need your business,1,know practice fully aware need business,"['know', 'know practice', 'know practice fully', 'know practice fully aware', 'know practice fully aware need', 'know practice fully aware need business', 'practice', 'practice fully', 'practice fully aware', 'practice fully aware need', 'practice fully aware need business', 'fully', 'fully aware', 'fully aware need', 'fully aware need business', 'aware', 'aware need', 'aware need business', 'need', 'need business', 'business']",0,0,0,0,1,0.0555555555555555,0.0
187206,so IV practice took longest (6th times the charm!),1,four practice take long th time charm,"['four', 'four practice', 'four practice take', 'four practice take long', 'four practice take long th', 'four practice take long th time', 'four practice take long th time charm', 'practice', 'practice take', 'practice take long', 'practice take long th', 'practice take long th time', 'practice take long th time charm', 'take', 'take long', 'take long th', 'take long th time', 'take long th time charm', 'long', 'long th', 'long th time', 'long th time charm', 'th', 'th time', 'th time charm', 'time', 'time charm', 'charm']",0,0,0,0,1,0.0423728813559322,0.0
107505,"Dr. Chiao, the staff, and the practice are phenomenal.",0,staff practice phenomenon,"['staff', 'staff practice', 'staff practice phenomenon', 'practice', 'practice phenomenon', 'phenomenon']",0,0,0,0,1,0.1666666666666666,0.0
161431,I have been extremely pleased with the customer service at this facility.,0,extremely please customer service facility,"['extremely', 'extremely please', 'extremely please customer', 'extremely please customer service', 'extremely please customer service facility', 'please', 'please customer', 'please customer service', 'please customer service facility', 'customer', 'customer service', 'customer service facility', 'service', 'service facility', 'facility']",1,0,0,0,0,0.0757575757575757,0.0
135673,He is more concerned with what he can do for people having breast/butt implants or nose jobs than those that need his services,1,concerned people have breastbutt plant nose job need service,"['concerned', 'concerned people', 'concerned people have', 'concerned people have breastbutt', 'concerned people have breastbutt plant', 'concerned people have breastbutt plant nose', 'concerned people have breastbutt plant nose job', 'concerned people have breastbutt plant nose job need', 'concerned people have breastbutt plant nose job need service', 'people', 'people have', 'people have breastbutt', 'people have breastbutt plant', 'people have breastbutt plant nose', 'people have breastbutt plant nose job', 'people have breastbutt plant nose job need', 'people have breastbutt plant nose job need service', 'have', 'have breastbutt', 'have breastbutt plant', 'have breastbutt plant nose', 'have breastbutt plant nose job', 'have breastbutt plant nose job need', 'have breastbutt plant nose job need service', 'breastbutt', 'breastbutt plant', 'breastbutt plant nose', 'breastbutt plant nose job', 'breastbutt plant nose job need', 'breastbutt plant nose job need service', 'plant', 'plant nose', 'plant nose job', 'plant nose job need', 'plant nose job need service', 'nose', 'nose job', 'nose job need', 'nose job need service', 'job', 'job need', 'job need service', 'need', 'need service', 'service']",1,0,0,0,0,0.0268817204301075,0.0
125621,They create a nice sense of community within the practice by hosting open yoga and meditation/mindfulness classes.,0,create nice sense community practice cost open meditationmindfulness class,"['create', 'create nice', 'create nice sense', 'create nice sense community', 'create nice sense community practice', 'create nice sense community practice cost', 'create nice sense community practice cost open', 'create nice sense community practice cost open meditationmindfulness', 'create nice sense community practice cost open meditationmindfulness class', 'nice', 'nice sense', 'nice sense community', 'nice sense community practice', 'nice sense community practice cost', 'nice sense community practice cost open', 'nice sense community practice cost open meditationmindfulness', 'nice sense community practice cost open meditationmindfulness class', 'sense', 'sense community', 'sense community practice', 'sense community practice cost', 'sense community practice cost open', 'sense community practice cost open meditationmindfulness', 'sense community practice cost open meditationmindfulness class', 'community', 'community practice', 'community practice cost', 'community practice cost open', 'community practice cost open meditationmindfulness', 'community practice cost open meditationmindfulness class', 'practice', 'practice cost', 'practice cost open', 'practice cost open meditationmindfulness', 'practice cost open meditationmindfulness class', 'cost', 'cost open', 'cost open meditationmindfulness', 'cost open meditationmindfulness class', 'open', 'open meditationmindfulness', 'open meditationmindfulness class', 'meditationmindfulness', 'meditationmindfulness class', 'class']",0,0,0,0,1,0.0268817204301075,0.0
65905,I received the best service.,0,receive good service,"['receive', 'receive good', 'receive good service', 'good', 'good service', 'service']",1,0,0,0,0,0.1666666666666666,0.0
158355,"I spent 5 weeks and several hours plus $2900 for a service that gave no results, and",1,spend plus service give no result,"['spend', 'spend plus', 'spend plus service', 'spend plus service give', 'spend plus service give no', 'spend plus service give no result', 'plus', 'plus service', 'plus service give', 'plus service give no', 'plus service give no result', 'service', 'service give', 'service give no', 'service give no result', 'give', 'give no', 'give no result', 'no', 'no result', 'result']",1,0,0,0,0,0.0555555555555555,0.0
152467,Not impressed with services.,1,not impress service,"['not', 'not impress', 'not impress service', 'impress', 'impress service', 'service']",1,0,0,0,0,0.1666666666666666,0.0
158527,Based on this brief interaction I will never use this establishment's services and will advise everyone I know to do the same.,1,base brief interaction use establishment service advise know,"['base', 'base brief', 'base brief interaction', 'base brief interaction use', 'base brief interaction use establishment', 'base brief interaction use establishment service', 'base brief interaction use establishment service advise', 'base brief interaction use establishment service advise know', 'brief', 'brief interaction', 'brief interaction use', 'brief interaction use establishment', 'brief interaction use establishment service', 'brief interaction use establishment service advise', 'brief interaction use establishment service advise know', 'interaction', 'interaction use', 'interaction use establishment', 'interaction use establishment service', 'interaction use establishment service advise', 'interaction use establishment service advise know', 'use', 'use establishment', 'use establishment service', 'use establishment service advise', 'use establishment service advise know', 'establishment', 'establishment service', 'establishment service advise', 'establishment service advise know', 'service', 'service advise', 'service advise know', 'advise', 'advise know', 'know']",1,0,0,0,0,0.0333333333333333,0.0
149081,But the staff at the bill department is so terrible it don?t even have a clue on customer service.,1,staff bill department terrible clue customer service,"['staff', 'staff bill', 'staff bill department', 'staff bill department terrible', 'staff bill department terrible clue', 'staff bill department terrible clue customer', 'staff bill department terrible clue customer service', 'bill', 'bill department', 'bill department terrible', 'bill department terrible clue', 'bill department terrible clue customer', 'bill department terrible clue customer service', 'department', 'department terrible', 'department terrible clue', 'department terrible clue customer', 'department terrible clue customer service', 'terrible', 'terrible clue', 'terrible clue customer', 'terrible clue customer service', 'clue', 'clue customer', 'clue customer service', 'customer', 'customer service', 'service']",1,0,0,0,0,0.0423728813559322,0.0
114232,Even after the practice got sold to a new doctor everything remained as is or better.,0,practice get sell new doctor remain good,"['practice', 'practice get', 'practice get sell', 'practice get sell new', 'practice get sell new doctor', 'practice get sell new doctor remain', 'practice get sell new doctor remain good', 'get', 'get sell', 'get sell new', 'get sell new doctor', 'get sell new doctor remain', 'get sell new doctor remain good', 'sell', 'sell new', 'sell new doctor', 'sell new doctor remain', 'sell new doctor remain good', 'new', 'new doctor', 'new doctor remain', 'new doctor remain good', 'doctor', 'doctor remain', 'doctor remain good', 'remain', 'remain good', 'good']",0,0,0,0,1,0.0423728813559322,0.0
86662,Whatever info or services I have ever needed they were,0,service need,"['service', 'service need', 'need']",1,0,0,0,0,0.2777777777777778,0.0
141434,I have already recommended him and this practice to friends with chronic/acute back pain without reservations.,0,recommend practice friend chronicacute pain reservation,"['recommend', 'recommend practice', 'recommend practice friend', 'recommend practice friend chronicacute', 'recommend practice friend chronicacute pain', 'recommend practice friend chronicacute pain reservation', 'practice', 'practice friend', 'practice friend chronicacute', 'practice friend chronicacute pain', 'practice friend chronicacute pain reservation', 'friend', 'friend chronicacute', 'friend chronicacute pain', 'friend chronicacute pain reservation', 'chronicacute', 'chronicacute pain', 'chronicacute pain reservation', 'pain', 'pain reservation', 'reservation']",0,0,0,0,1,0.0555555555555555,0.0
184660,I've been going here for a few years and highly recommend the services.,0,go highly recommend service,"['go', 'go highly', 'go highly recommend', 'go highly recommend service', 'highly', 'highly recommend', 'highly recommend service', 'recommend', 'recommend service', 'service']",1,0,0,0,0,0.108695652173913,0.0
173264,even followed him to his new practice in Boston from Quincy because of him,0,follow new practice quincy,"['follow', 'follow new', 'follow new practice', 'follow new practice quincy', 'new', 'new practice', 'new practice quincy', 'practice', 'practice quincy', 'quincy']",0,0,0,0,1,0.108695652173913,0.0
97251,Excellent service with a smile at the office.,0,excellent service smile office,"['excellent', 'excellent service', 'excellent service smile', 'excellent service smile office', 'service', 'service smile', 'service smile office', 'smile', 'smile office', 'office']",1,0,0,0,0,0.108695652173913,0.0
162561,From customer service to the surgery day to the follow up appointments I'm disappointed.,1,customer service surgery day follow appointment disappoint,"['customer', 'customer service', 'customer service surgery', 'customer service surgery day', 'customer service surgery day follow', 'customer service surgery day follow appointment', 'customer service surgery day follow appointment disappoint', 'service', 'service surgery', 'service surgery day', 'service surgery day follow', 'service surgery day follow appointment', 'service surgery day follow appointment disappoint', 'surgery', 'surgery day', 'surgery day follow', 'surgery day follow appointment', 'surgery day follow appointment disappoint', 'day', 'day follow', 'day follow appointment', 'day follow appointment disappoint', 'follow', 'follow appointment', 'follow appointment disappoint', 'appointment', 'appointment disappoint', 'disappoint']",1,0,0,0,0,0.0423728813559322,0.0
102719,And very satisfied with the other services that I had and still getting.,0,satisfy service get,"['satisfy', 'satisfy service', 'satisfy service get', 'service', 'service get', 'get']",1,0,0,0,0,0.1666666666666666,0.0
152069,"Outstanding service, help on my issues.",0,outstanding service help issue,"['outstanding', 'outstanding service', 'outstanding service help', 'outstanding service help issue', 'service', 'service help', 'service help issue', 'help', 'help issue', 'issue']",1,0,0,0,0,0.108695652173913,0.0
150604,"I went to a Chinese doctor that practices Chinese medicine and natural herbs, nothing!",1,go doctor practice medicine natural,"['go', 'go doctor', 'go doctor practice', 'go doctor practice medicine', 'go doctor practice medicine natural', 'doctor', 'doctor practice', 'doctor practice medicine', 'doctor practice medicine natural', 'practice', 'practice medicine', 'practice medicine natural', 'medicine', 'medicine natural', 'natural']",0,0,0,0,1,0.0757575757575757,0.0
112335,I had a pleasure of seeing Cindy for a very long time now for different services.,0,pleasure see windy long time different service,"['pleasure', 'pleasure see', 'pleasure see windy', 'pleasure see windy long', 'pleasure see windy long time', 'pleasure see windy long time different', 'pleasure see windy long time different service', 'see', 'see windy', 'see windy long', 'see windy long time', 'see windy long time different', 'see windy long time different service', 'windy', 'windy long', 'windy long time', 'windy long time different', 'windy long time different service', 'long', 'long time', 'long time different', 'long time different service', 'time', 'time different', 'time different service', 'different', 'different service', 'service']",1,0,0,0,0,0.0423728813559322,0.0
89487,and the service was really quick.,0,service quick,"['service', 'service quick', 'quick']",1,0,0,0,0,0.2777777777777778,0.0
133038,They use high-end technology to sell you services that you really don't need.,1,use high technology sell service need,"['use', 'use high', 'use high technology', 'use high technology sell', 'use high technology sell service', 'use high technology sell service need', 'high', 'high technology', 'high technology sell', 'high technology sell service', 'high technology sell service need', 'technology', 'technology sell', 'technology sell service', 'technology sell service need', 'sell', 'sell service', 'sell service need', 'service', 'service need', 'need']",1,0,0,0,0,0.0555555555555555,0.0
180696,Also they have a texting service where you can set up appointments!,0,test service set appointment,"['test', 'test service', 'test service set', 'test service set appointment', 'service', 'service set', 'service set appointment', 'set', 'set appointment', 'appointment']",1,0,0,0,0,0.108695652173913,0.0
111477,Everyone here was awesome from checkin to procedure to check out No Better Gastroenterology center Consistenly the best service,0,amazing check procedure check no good gastroenterology center systematically good service,"['amazing', 'amazing check', 'amazing check procedure', 'amazing check procedure check', 'amazing check procedure check no', 'amazing check procedure check no good', 'amazing check procedure check no good gastroenterology', 'amazing check procedure check no good gastroenterology center', 'amazing check procedure check no good gastroenterology center systematically', 'amazing check procedure check no good gastroenterology center systematically good', 'amazing check procedure check no good gastroenterology center systematically good service', 'check', 'check procedure', 'check procedure check', 'check procedure check no', 'check procedure check no good', 'check procedure check no good gastroenterology', 'check procedure check no good gastroenterology center', 'check procedure check no good gastroenterology center systematically', 'check procedure check no good gastroenterology center systematically good', 'check procedure check no good gastroenterology center systematically good service', 'procedure', 'procedure check', 'procedure check no', 'procedure check no good', 'procedure check no good gastroenterology', 'procedure check no good gastroenterology center', 'procedure check no good gastroenterology center systematically', 'procedure check no good gastroenterology center systematically good', 'procedure check no good gastroenterology center systematically good service', 'check', 'check no', 'check no good', 'check no good gastroenterology', 'check no good gastroenterology center', 'check no good gastroenterology center systematically', 'check no good gastroenterology center systematically good', 'check no good gastroenterology center systematically good service', 'no', 'no good', 'no good gastroenterology', 'no good gastroenterology center', 'no good gastroenterology center systematically', 'no good gastroenterology center systematically good', 'no good gastroenterology center systematically good service', 'good', 'good gastroenterology', 'good gastroenterology center', 'good gastroenterology center systematically', 'good gastroenterology center systematically good', 'good gastroenterology center systematically good service', 'gastroenterology', 'gastroenterology center', 'gastroenterology center systematically', 'gastroenterology center systematically good', 'gastroenterology center systematically good service', 'center', 'center systematically', 'center systematically good', 'center systematically good service', 'systematically', 'systematically good', 'systematically good service', 'good', 'good service', 'service']",1,0,0,0,0,0.0185185185185185,0.0
151045,"I'm getting SPAM text messages from Katherine Kenneweg, MD Dermatologist to market her services.",1,get spasm text message md dermatologist market service,"['get', 'get spasm', 'get spasm text', 'get spasm text message', 'get spasm text message md', 'get spasm text message md dermatologist', 'get spasm text message md dermatologist market', 'get spasm text message md dermatologist market service', 'spasm', 'spasm text', 'spasm text message', 'spasm text message md', 'spasm text message md dermatologist', 'spasm text message md dermatologist market', 'spasm text message md dermatologist market service', 'text', 'text message', 'text message md', 'text message md dermatologist', 'text message md dermatologist market', 'text message md dermatologist market service', 'message', 'message md', 'message md dermatologist', 'message md dermatologist market', 'message md dermatologist market service', 'md', 'md dermatologist', 'md dermatologist market', 'md dermatologist market service', 'dermatologist', 'dermatologist market', 'dermatologist market service', 'market', 'market service', 'service']",1,0,0,0,0,0.0333333333333333,0.0
159492,One doesn't find this level of customer service and patient care but once in a life time.,0,find level customer service patient care life time,"['find', 'find level', 'find level customer', 'find level customer service', 'find level customer service patient', 'find level customer service patient care', 'find level customer service patient care life', 'find level customer service patient care life time', 'level', 'level customer', 'level customer service', 'level customer service patient', 'level customer service patient care', 'level customer service patient care life', 'level customer service patient care life time', 'customer', 'customer service', 'customer service patient', 'customer service patient care', 'customer service patient care life', 'customer service patient care life time', 'service', 'service patient', 'service patient care', 'service patient care life', 'service patient care life time', 'patient', 'patient care', 'patient care life', 'patient care life time', 'care', 'care life', 'care life time', 'life', 'life time', 'time']",1,0,0,0,0,0.0333333333333333,0.0
106279,One of the best doctors around - personable and kind - great rapport with her staff and patients - provides top-notch 'service'.,0,good doctor personal kind great support staff patient provide ace service,"['good', 'good doctor', 'good doctor personal', 'good doctor personal kind', 'good doctor personal kind great', 'good doctor personal kind great support', 'good doctor personal kind great support staff', 'good doctor personal kind great support staff patient', 'good doctor personal kind great support staff patient provide', 'good doctor personal kind great support staff patient provide ace', 'good doctor personal kind great support staff patient provide ace service', 'doctor', 'doctor personal', 'doctor personal kind', 'doctor personal kind great', 'doctor personal kind great support', 'doctor personal kind great support staff', 'doctor personal kind great support staff patient', 'doctor personal kind great support staff patient provide', 'doctor personal kind great support staff patient provide ace', 'doctor personal kind great support staff patient provide ace service', 'personal', 'personal kind', 'personal kind great', 'personal kind great support', 'personal kind great support staff', 'personal kind great support staff patient', 'personal kind great support staff patient provide', 'personal kind great support staff patient provide ace', 'personal kind great support staff patient provide ace service', 'kind', 'kind great', 'kind great support', 'kind great support staff', 'kind great support staff patient', 'kind great support staff patient provide', 'kind great support staff patient provide ace', 'kind great support staff patient provide ace service', 'great', 'great support', 'great support staff', 'great support staff patient', 'great support staff patient provide', 'great support staff patient provide ace', 'great support staff patient provide ace service', 'support', 'support staff', 'support staff patient', 'support staff patient provide', 'support staff patient provide ace', 'support staff patient provide ace service', 'staff', 'staff patient', 'staff patient provide', 'staff patient provide ace', 'staff patient provide ace service', 'patient', 'patient provide', 'patient provide ace', 'patient provide ace service', 'provide', 'provide ace', 'provide ace service', 'ace', 'ace service', 'service']",1,0,0,0,0,0.0185185185185185,0.0
160019,Instead you have an angry customer who's sharing the idiocy of your business practice with anyone who yelps this business.,1,instead angry customer sharing idiocy business practice help business,"['instead', 'instead angry', 'instead angry customer', 'instead angry customer sharing', 'instead angry customer sharing idiocy', 'instead angry customer sharing idiocy business', 'instead angry customer sharing idiocy business practice', 'instead angry customer sharing idiocy business practice help', 'instead angry customer sharing idiocy business practice help business', 'angry', 'angry customer', 'angry customer sharing', 'angry customer sharing idiocy', 'angry customer sharing idiocy business', 'angry customer sharing idiocy business practice', 'angry customer sharing idiocy business practice help', 'angry customer sharing idiocy business practice help business', 'customer', 'customer sharing', 'customer sharing idiocy', 'customer sharing idiocy business', 'customer sharing idiocy business practice', 'customer sharing idiocy business practice help', 'customer sharing idiocy business practice help business', 'sharing', 'sharing idiocy', 'sharing idiocy business', 'sharing idiocy business practice', 'sharing idiocy business practice help', 'sharing idiocy business practice help business', 'idiocy', 'idiocy business', 'idiocy business practice', 'idiocy business practice help', 'idiocy business practice help business', 'business', 'business practice', 'business practice help', 'business practice help business', 'practice', 'practice help', 'practice help business', 'help', 'help business', 'business']",0,0,0,0,1,0.0268817204301075,0.0
153383,With such blatant disregard for customer service I am in awe that a place like this is still in business.,1,latent disregard customer service awe place like business,"['latent', 'latent disregard', 'latent disregard customer', 'latent disregard customer service', 'latent disregard customer service awe', 'latent disregard customer service awe place', 'latent disregard customer service awe place like', 'latent disregard customer service awe place like business', 'disregard', 'disregard customer', 'disregard customer service', 'disregard customer service awe', 'disregard customer service awe place', 'disregard customer service awe place like', 'disregard customer service awe place like business', 'customer', 'customer service', 'customer service awe', 'customer service awe place', 'customer service awe place like', 'customer service awe place like business', 'service', 'service awe', 'service awe place', 'service awe place like', 'service awe place like business', 'awe', 'awe place', 'awe place like', 'awe place like business', 'place', 'place like', 'place like business', 'like', 'like business', 'business']",1,0,0,0,0,0.0333333333333333,0.0
