commentId,comment,classification,comment_processed,word_phrase_list,skin,skin face,face,face numb,numb,similarity_score
138848,The results from the precise and artistic expertise of Michelle's experience transforms my face!,0,result precise artistic expertness michelles experience transform face,"['result', 'result precise', 'result precise artistic', 'result precise artistic expertness', 'result precise artistic expertness michelles', 'result precise artistic expertness michelles experience', 'result precise artistic expertness michelles experience transform', 'result precise artistic expertness michelles experience transform face', 'precise', 'precise artistic', 'precise artistic expertness', 'precise artistic expertness michelles', 'precise artistic expertness michelles experience', 'precise artistic expertness michelles experience transform', 'precise artistic expertness michelles experience transform face', 'artistic', 'artistic expertness', 'artistic expertness michelles', 'artistic expertness michelles experience', 'artistic expertness michelles experience transform', 'artistic expertness michelles experience transform face', 'expertness', 'expertness michelles', 'expertness michelles experience', 'expertness michelles experience transform', 'expertness michelles experience transform face', 'michelles', 'michelles experience', 'michelles experience transform', 'michelles experience transform face', 'experience', 'experience transform', 'experience transform face', 'transform', 'transform face', 'face']",0,0,1,0,0,0.5
92576,"Dr. Jacobsen was prompt and, even though the skin graft did not take, he did everything he could to rectify the situation.",0,prompt skin graft rectify situation,"['prompt', 'prompt skin', 'prompt skin graft', 'prompt skin graft rectify', 'prompt skin graft rectify situation', 'skin', 'skin graft', 'skin graft rectify', 'skin graft rectify situation', 'graft', 'graft rectify', 'graft rectify situation', 'rectify', 'rectify situation', 'situation']",1,0,0,0,0,0.5
93706,In The Skin Center's defense they refunded my money...,0,skin center defense refuse money,"['skin', 'skin center', 'skin center defense', 'skin center defense refuse', 'skin center defense refuse money', 'center', 'center defense', 'center defense refuse', 'center defense refuse money', 'defense', 'defense refuse', 'defense refuse money', 'refuse', 'refuse money', 'money']",1,0,0,0,0,0.5
105817,i loved the way Megan asked me to make faces so she could best place the Botox.,0,love way begin ask face good place,"['love', 'love way', 'love way begin', 'love way begin ask', 'love way begin ask face', 'love way begin ask face good', 'love way begin ask face good place', 'way', 'way begin', 'way begin ask', 'way begin ask face', 'way begin ask face good', 'way begin ask face good place', 'begin', 'begin ask', 'begin ask face', 'begin ask face good', 'begin ask face good place', 'ask', 'ask face', 'ask face good', 'ask face good place', 'face', 'face good', 'face good place', 'good', 'good place', 'place']",0,0,1,0,0,0.5
115088,My follow up appointments have been with Rebecca who is an artist at making me continue to look refreshed and my skin looking youthful.,0,follow appointment rebecca artist make continue look refresh skin look youthful,"['follow', 'follow appointment', 'follow appointment rebecca', 'follow appointment rebecca artist', 'follow appointment rebecca artist make', 'follow appointment rebecca artist make continue', 'follow appointment rebecca artist make continue look', 'follow appointment rebecca artist make continue look refresh', 'follow appointment rebecca artist make continue look refresh skin', 'follow appointment rebecca artist make continue look refresh skin look', 'follow appointment rebecca artist make continue look refresh skin look youthful', 'appointment', 'appointment rebecca', 'appointment rebecca artist', 'appointment rebecca artist make', 'appointment rebecca artist make continue', 'appointment rebecca artist make continue look', 'appointment rebecca artist make continue look refresh', 'appointment rebecca artist make continue look refresh skin', 'appointment rebecca artist make continue look refresh skin look', 'appointment rebecca artist make continue look refresh skin look youthful', 'rebecca', 'rebecca artist', 'rebecca artist make', 'rebecca artist make continue', 'rebecca artist make continue look', 'rebecca artist make continue look refresh', 'rebecca artist make continue look refresh skin', 'rebecca artist make continue look refresh skin look', 'rebecca artist make continue look refresh skin look youthful', 'artist', 'artist make', 'artist make continue', 'artist make continue look', 'artist make continue look refresh', 'artist make continue look refresh skin', 'artist make continue look refresh skin look', 'artist make continue look refresh skin look youthful', 'make', 'make continue', 'make continue look', 'make continue look refresh', 'make continue look refresh skin', 'make continue look refresh skin look', 'make continue look refresh skin look youthful', 'continue', 'continue look', 'continue look refresh', 'continue look refresh skin', 'continue look refresh skin look', 'continue look refresh skin look youthful', 'look', 'look refresh', 'look refresh skin', 'look refresh skin look', 'look refresh skin look youthful', 'refresh', 'refresh skin', 'refresh skin look', 'refresh skin look youthful', 'skin', 'skin look', 'skin look youthful', 'look', 'look youthful', 'youthful']",1,0,0,0,0,0.5
73206,they look natural and soft and do not look fake.,0,look natural soft look face,"['look', 'look natural', 'look natural soft', 'look natural soft look', 'look natural soft look face', 'natural', 'natural soft', 'natural soft look', 'natural soft look face', 'soft', 'soft look', 'soft look face', 'look', 'look face', 'face']",0,0,1,0,0,0.5
114780,It tightened the skin on my neck and I didn?t have the bad experience some folks had.,0,tighten skin neck bad experience folk,"['tighten', 'tighten skin', 'tighten skin neck', 'tighten skin neck bad', 'tighten skin neck bad experience', 'tighten skin neck bad experience folk', 'skin', 'skin neck', 'skin neck bad', 'skin neck bad experience', 'skin neck bad experience folk', 'neck', 'neck bad', 'neck bad experience', 'neck bad experience folk', 'bad', 'bad experience', 'bad experience folk', 'experience', 'experience folk', 'folk']",1,0,0,0,0,0.5
105110,"I had to bring up my red spots on my face and she just said ""that's rosacea"";",1,bring red spot face say s acne rosacea,"['bring', 'bring red', 'bring red spot', 'bring red spot face', 'bring red spot face say', 'bring red spot face say s', 'bring red spot face say s acne', 'bring red spot face say s acne rosacea', 'red', 'red spot', 'red spot face', 'red spot face say', 'red spot face say s', 'red spot face say s acne', 'red spot face say s acne rosacea', 'spot', 'spot face', 'spot face say', 'spot face say s', 'spot face say s acne', 'spot face say s acne rosacea', 'face', 'face say', 'face say s', 'face say s acne', 'face say s acne rosacea', 'say', 'say s', 'say s acne', 'say s acne rosacea', 's', 's acne', 's acne rosacea', 'acne', 'acne rosacea', 'rosacea']",0,0,1,0,0,0.5
83041,My skin looks and feels fantastic,0,skin look feel fantastic,"['skin', 'skin look', 'skin look feel', 'skin look feel fantastic', 'look', 'look feel', 'look feel fantastic', 'feel', 'feel fantastic', 'fantastic']",1,0,0,0,0,0.5
128748,I payed 1000 $ but I don?t see any change in my face.,1,play change face,"['play', 'play change', 'play change face', 'change', 'change face', 'face']",0,0,1,0,0,0.5
175483,"With Dr.Whitaker specializing in the face, we came up with a plan.I was scheduled for a Upper",0,specialize face come plan schedule upper,"['specialize', 'specialize face', 'specialize face come', 'specialize face come plan', 'specialize face come plan schedule', 'specialize face come plan schedule upper', 'face', 'face come', 'face come plan', 'face come plan schedule', 'face come plan schedule upper', 'come', 'come plan', 'come plan schedule', 'come plan schedule upper', 'plan', 'plan schedule', 'plan schedule upper', 'schedule', 'schedule upper', 'upper']",0,0,1,0,0,0.5
176258,Besides that they try to sell you their overpriced skin care creams which you can get cheaper anywhere else literally anywhere else.,1,try sell overprice skin care dream cheap literally,"['try', 'try sell', 'try sell overprice', 'try sell overprice skin', 'try sell overprice skin care', 'try sell overprice skin care dream', 'try sell overprice skin care dream cheap', 'try sell overprice skin care dream cheap literally', 'sell', 'sell overprice', 'sell overprice skin', 'sell overprice skin care', 'sell overprice skin care dream', 'sell overprice skin care dream cheap', 'sell overprice skin care dream cheap literally', 'overprice', 'overprice skin', 'overprice skin care', 'overprice skin care dream', 'overprice skin care dream cheap', 'overprice skin care dream cheap literally', 'skin', 'skin care', 'skin care dream', 'skin care dream cheap', 'skin care dream cheap literally', 'care', 'care dream', 'care dream cheap', 'care dream cheap literally', 'dream', 'dream cheap', 'dream cheap literally', 'cheap', 'cheap literally', 'literally']",1,0,0,0,0,0.5
161969,I take pictures to the side of my face to try to hide that my left eye looks partially closed,1,picture face try hide leave eye look partially close,"['picture', 'picture face', 'picture face try', 'picture face try hide', 'picture face try hide leave', 'picture face try hide leave eye', 'picture face try hide leave eye look', 'picture face try hide leave eye look partially', 'picture face try hide leave eye look partially close', 'face', 'face try', 'face try hide', 'face try hide leave', 'face try hide leave eye', 'face try hide leave eye look', 'face try hide leave eye look partially', 'face try hide leave eye look partially close', 'try', 'try hide', 'try hide leave', 'try hide leave eye', 'try hide leave eye look', 'try hide leave eye look partially', 'try hide leave eye look partially close', 'hide', 'hide leave', 'hide leave eye', 'hide leave eye look', 'hide leave eye look partially', 'hide leave eye look partially close', 'leave', 'leave eye', 'leave eye look', 'leave eye look partially', 'leave eye look partially close', 'eye', 'eye look', 'eye look partially', 'eye look partially close', 'look', 'look partially', 'look partially close', 'partially', 'partially close', 'close']",0,0,1,0,0,0.5
129195,Recently I have been seeing Elena for my hydrafacials and she has the most soothing face massage technique that makes me glow.,0,recently see helena hydrafacials soothe face massage technique make glow,"['recently', 'recently see', 'recently see helena', 'recently see helena hydrafacials', 'recently see helena hydrafacials soothe', 'recently see helena hydrafacials soothe face', 'recently see helena hydrafacials soothe face massage', 'recently see helena hydrafacials soothe face massage technique', 'recently see helena hydrafacials soothe face massage technique make', 'recently see helena hydrafacials soothe face massage technique make glow', 'see', 'see helena', 'see helena hydrafacials', 'see helena hydrafacials soothe', 'see helena hydrafacials soothe face', 'see helena hydrafacials soothe face massage', 'see helena hydrafacials soothe face massage technique', 'see helena hydrafacials soothe face massage technique make', 'see helena hydrafacials soothe face massage technique make glow', 'helena', 'helena hydrafacials', 'helena hydrafacials soothe', 'helena hydrafacials soothe face', 'helena hydrafacials soothe face massage', 'helena hydrafacials soothe face massage technique', 'helena hydrafacials soothe face massage technique make', 'helena hydrafacials soothe face massage technique make glow', 'hydrafacials', 'hydrafacials soothe', 'hydrafacials soothe face', 'hydrafacials soothe face massage', 'hydrafacials soothe face massage technique', 'hydrafacials soothe face massage technique make', 'hydrafacials soothe face massage technique make glow', 'soothe', 'soothe face', 'soothe face massage', 'soothe face massage technique', 'soothe face massage technique make', 'soothe face massage technique make glow', 'face', 'face massage', 'face massage technique', 'face massage technique make', 'face massage technique make glow', 'massage', 'massage technique', 'massage technique make', 'massage technique make glow', 'technique', 'technique make', 'technique make glow', 'make', 'make glow', 'glow']",0,0,1,0,0,0.5
95662,Everybody is asking me what I have done differently with my face.,0,everybody ask differently face,"['everybody', 'everybody ask', 'everybody ask differently', 'everybody ask differently face', 'ask', 'ask differently', 'ask differently face', 'differently', 'differently face', 'face']",0,0,1,0,0,0.5
83694,and no more extra skin on my stomach.,0,extra skin stomach,"['extra', 'extra skin', 'extra skin stomach', 'skin', 'skin stomach', 'stomach']",1,0,0,0,0,0.5
147817,"I ended up with a size that I didn?t want, more extra skin.",1,end size want extra skin,"['end', 'end size', 'end size want', 'end size want extra', 'end size want extra skin', 'size', 'size want', 'size want extra', 'size want extra skin', 'want', 'want extra', 'want extra skin', 'extra', 'extra skin', 'skin']",1,0,0,0,0,0.5
171531,"To enhance my experience even more, she suggested the Egyptian Rose mask which I felt made all the difference in my skin's moisture retention.",0,enhance experience suggest rise mask feel difference skin moisture retention,"['enhance', 'enhance experience', 'enhance experience suggest', 'enhance experience suggest rise', 'enhance experience suggest rise mask', 'enhance experience suggest rise mask feel', 'enhance experience suggest rise mask feel difference', 'enhance experience suggest rise mask feel difference skin', 'enhance experience suggest rise mask feel difference skin moisture', 'enhance experience suggest rise mask feel difference skin moisture retention', 'experience', 'experience suggest', 'experience suggest rise', 'experience suggest rise mask', 'experience suggest rise mask feel', 'experience suggest rise mask feel difference', 'experience suggest rise mask feel difference skin', 'experience suggest rise mask feel difference skin moisture', 'experience suggest rise mask feel difference skin moisture retention', 'suggest', 'suggest rise', 'suggest rise mask', 'suggest rise mask feel', 'suggest rise mask feel difference', 'suggest rise mask feel difference skin', 'suggest rise mask feel difference skin moisture', 'suggest rise mask feel difference skin moisture retention', 'rise', 'rise mask', 'rise mask feel', 'rise mask feel difference', 'rise mask feel difference skin', 'rise mask feel difference skin moisture', 'rise mask feel difference skin moisture retention', 'mask', 'mask feel', 'mask feel difference', 'mask feel difference skin', 'mask feel difference skin moisture', 'mask feel difference skin moisture retention', 'feel', 'feel difference', 'feel difference skin', 'feel difference skin moisture', 'feel difference skin moisture retention', 'difference', 'difference skin', 'difference skin moisture', 'difference skin moisture retention', 'skin', 'skin moisture', 'skin moisture retention', 'moisture', 'moisture retention', 'retention']",1,0,0,0,0,0.5
82017,and skill to perform ANY surgery where my skin is involved.,0,skill perform surgery skin involve,"['skill', 'skill perform', 'skill perform surgery', 'skill perform surgery skin', 'skill perform surgery skin involve', 'perform', 'perform surgery', 'perform surgery skin', 'perform surgery skin involve', 'surgery', 'surgery skin', 'surgery skin involve', 'skin', 'skin involve', 'involve']",1,0,0,0,0,0.5
130689,"Dr Selene did my injections and Botox to help me turn back the time on my face,",0,injection help turn time face,"['injection', 'injection help', 'injection help turn', 'injection help turn time', 'injection help turn time face', 'help', 'help turn', 'help turn time', 'help turn time face', 'turn', 'turn time', 'turn time face', 'time', 'time face', 'face']",0,0,1,0,0,0.5
130700,"I had never felt comfortable doing that, and now I'm so much more confident about my skin.",0,feel comfortable m confident skin,"['feel', 'feel comfortable', 'feel comfortable m', 'feel comfortable m confident', 'feel comfortable m confident skin', 'comfortable', 'comfortable m', 'comfortable m confident', 'comfortable m confident skin', 'm', 'm confident', 'm confident skin', 'confident', 'confident skin', 'skin']",1,0,0,0,0,0.5
131309,My skin reacted normally during each session with minimal discomfort and zero burns.,0,skin react normally session minimal discomfort burn,"['skin', 'skin react', 'skin react normally', 'skin react normally session', 'skin react normally session minimal', 'skin react normally session minimal discomfort', 'skin react normally session minimal discomfort burn', 'react', 'react normally', 'react normally session', 'react normally session minimal', 'react normally session minimal discomfort', 'react normally session minimal discomfort burn', 'normally', 'normally session', 'normally session minimal', 'normally session minimal discomfort', 'normally session minimal discomfort burn', 'session', 'session minimal', 'session minimal discomfort', 'session minimal discomfort burn', 'minimal', 'minimal discomfort', 'minimal discomfort burn', 'discomfort', 'discomfort burn', 'burn']",1,0,0,0,0,0.5
96598,Miss Princess Penelope P: It's time to expose fake liars imposters frauds LIKE U,1,miss princess time expose face liar importer fraud like u,"['miss', 'miss princess', 'miss princess time', 'miss princess time expose', 'miss princess time expose face', 'miss princess time expose face liar', 'miss princess time expose face liar importer', 'miss princess time expose face liar importer fraud', 'miss princess time expose face liar importer fraud like', 'miss princess time expose face liar importer fraud like u', 'princess', 'princess time', 'princess time expose', 'princess time expose face', 'princess time expose face liar', 'princess time expose face liar importer', 'princess time expose face liar importer fraud', 'princess time expose face liar importer fraud like', 'princess time expose face liar importer fraud like u', 'time', 'time expose', 'time expose face', 'time expose face liar', 'time expose face liar importer', 'time expose face liar importer fraud', 'time expose face liar importer fraud like', 'time expose face liar importer fraud like u', 'expose', 'expose face', 'expose face liar', 'expose face liar importer', 'expose face liar importer fraud', 'expose face liar importer fraud like', 'expose face liar importer fraud like u', 'face', 'face liar', 'face liar importer', 'face liar importer fraud', 'face liar importer fraud like', 'face liar importer fraud like u', 'liar', 'liar importer', 'liar importer fraud', 'liar importer fraud like', 'liar importer fraud like u', 'importer', 'importer fraud', 'importer fraud like', 'importer fraud like u', 'fraud', 'fraud like', 'fraud like u', 'like', 'like u', 'u']",0,0,1,0,0,0.5
70726,Dont go here unless you want half your face paralyzed.,1,want face paralyze,"['want', 'want face', 'want face paralyze', 'face', 'face paralyze', 'paralyze']",0,0,1,0,0,0.5
153666,"I also had liposuction which left me with a lumpy disfigured stomach, and an upper face lift which left me with severely receding temples.",1,liposuction leave lump deface stomach upper face lift leave severely receding temple,"['liposuction', 'liposuction leave', 'liposuction leave lump', 'liposuction leave lump deface', 'liposuction leave lump deface stomach', 'liposuction leave lump deface stomach upper', 'liposuction leave lump deface stomach upper face', 'liposuction leave lump deface stomach upper face lift', 'liposuction leave lump deface stomach upper face lift leave', 'liposuction leave lump deface stomach upper face lift leave severely', 'liposuction leave lump deface stomach upper face lift leave severely receding', 'liposuction leave lump deface stomach upper face lift leave severely receding temple', 'leave', 'leave lump', 'leave lump deface', 'leave lump deface stomach', 'leave lump deface stomach upper', 'leave lump deface stomach upper face', 'leave lump deface stomach upper face lift', 'leave lump deface stomach upper face lift leave', 'leave lump deface stomach upper face lift leave severely', 'leave lump deface stomach upper face lift leave severely receding', 'leave lump deface stomach upper face lift leave severely receding temple', 'lump', 'lump deface', 'lump deface stomach', 'lump deface stomach upper', 'lump deface stomach upper face', 'lump deface stomach upper face lift', 'lump deface stomach upper face lift leave', 'lump deface stomach upper face lift leave severely', 'lump deface stomach upper face lift leave severely receding', 'lump deface stomach upper face lift leave severely receding temple', 'deface', 'deface stomach', 'deface stomach upper', 'deface stomach upper face', 'deface stomach upper face lift', 'deface stomach upper face lift leave', 'deface stomach upper face lift leave severely', 'deface stomach upper face lift leave severely receding', 'deface stomach upper face lift leave severely receding temple', 'stomach', 'stomach upper', 'stomach upper face', 'stomach upper face lift', 'stomach upper face lift leave', 'stomach upper face lift leave severely', 'stomach upper face lift leave severely receding', 'stomach upper face lift leave severely receding temple', 'upper', 'upper face', 'upper face lift', 'upper face lift leave', 'upper face lift leave severely', 'upper face lift leave severely receding', 'upper face lift leave severely receding temple', 'face', 'face lift', 'face lift leave', 'face lift leave severely', 'face lift leave severely receding', 'face lift leave severely receding temple', 'lift', 'lift leave', 'lift leave severely', 'lift leave severely receding', 'lift leave severely receding temple', 'leave', 'leave severely', 'leave severely receding', 'leave severely receding temple', 'severely', 'severely receding', 'severely receding temple', 'receding', 'receding temple', 'temple']",0,0,1,0,0,0.5
77253,he understands the healing process and many different skin types and textures and what will work best for you.,0,understand heal process different skin type texture work good,"['understand', 'understand heal', 'understand heal process', 'understand heal process different', 'understand heal process different skin', 'understand heal process different skin type', 'understand heal process different skin type texture', 'understand heal process different skin type texture work', 'understand heal process different skin type texture work good', 'heal', 'heal process', 'heal process different', 'heal process different skin', 'heal process different skin type', 'heal process different skin type texture', 'heal process different skin type texture work', 'heal process different skin type texture work good', 'process', 'process different', 'process different skin', 'process different skin type', 'process different skin type texture', 'process different skin type texture work', 'process different skin type texture work good', 'different', 'different skin', 'different skin type', 'different skin type texture', 'different skin type texture work', 'different skin type texture work good', 'skin', 'skin type', 'skin type texture', 'skin type texture work', 'skin type texture work good', 'type', 'type texture', 'type texture work', 'type texture work good', 'texture', 'texture work', 'texture work good', 'work', 'work good', 'good']",1,0,0,0,0,0.5
185632,but unfortunately my face was overfilled and I did not get the support I needed from the office when I reached out.,1,unfortunately face overfill support need office reach,"['unfortunately', 'unfortunately face', 'unfortunately face overfill', 'unfortunately face overfill support', 'unfortunately face overfill support need', 'unfortunately face overfill support need office', 'unfortunately face overfill support need office reach', 'face', 'face overfill', 'face overfill support', 'face overfill support need', 'face overfill support need office', 'face overfill support need office reach', 'overfill', 'overfill support', 'overfill support need', 'overfill support need office', 'overfill support need office reach', 'support', 'support need', 'support need office', 'support need office reach', 'need', 'need office', 'need office reach', 'office', 'office reach', 'reach']",0,0,1,0,0,0.5
112527,I don't know why I waited so long to do the facelift.,0,know wait long face lift,"['know', 'know wait', 'know wait long', 'know wait long face', 'know wait long face lift', 'wait', 'wait long', 'wait long face', 'wait long face lift', 'long', 'long face', 'long face lift', 'face', 'face lift', 'lift']",0,0,1,0,0,0.5
112535,"Dr Roni Prucz, has performed two surgeries for two separate basil cell cancer surgeries on my face and he is amazing.",0,perform forgery separate basil cell cancer forgery face amaze,"['perform', 'perform forgery', 'perform forgery separate', 'perform forgery separate basil', 'perform forgery separate basil cell', 'perform forgery separate basil cell cancer', 'perform forgery separate basil cell cancer forgery', 'perform forgery separate basil cell cancer forgery face', 'perform forgery separate basil cell cancer forgery face amaze', 'forgery', 'forgery separate', 'forgery separate basil', 'forgery separate basil cell', 'forgery separate basil cell cancer', 'forgery separate basil cell cancer forgery', 'forgery separate basil cell cancer forgery face', 'forgery separate basil cell cancer forgery face amaze', 'separate', 'separate basil', 'separate basil cell', 'separate basil cell cancer', 'separate basil cell cancer forgery', 'separate basil cell cancer forgery face', 'separate basil cell cancer forgery face amaze', 'basil', 'basil cell', 'basil cell cancer', 'basil cell cancer forgery', 'basil cell cancer forgery face', 'basil cell cancer forgery face amaze', 'cell', 'cell cancer', 'cell cancer forgery', 'cell cancer forgery face', 'cell cancer forgery face amaze', 'cancer', 'cancer forgery', 'cancer forgery face', 'cancer forgery face amaze', 'forgery', 'forgery face', 'forgery face amaze', 'face', 'face amaze', 'amaze']",0,0,1,0,0,0.5
122352,Love the smiles on everyone's face from the time you walk in the door till the time you leave.,0,love smile face time walk door till time leave,"['love', 'love smile', 'love smile face', 'love smile face time', 'love smile face time walk', 'love smile face time walk door', 'love smile face time walk door till', 'love smile face time walk door till time', 'love smile face time walk door till time leave', 'smile', 'smile face', 'smile face time', 'smile face time walk', 'smile face time walk door', 'smile face time walk door till', 'smile face time walk door till time', 'smile face time walk door till time leave', 'face', 'face time', 'face time walk', 'face time walk door', 'face time walk door till', 'face time walk door till time', 'face time walk door till time leave', 'time', 'time walk', 'time walk door', 'time walk door till', 'time walk door till time', 'time walk door till time leave', 'walk', 'walk door', 'walk door till', 'walk door till time', 'walk door till time leave', 'door', 'door till', 'door till time', 'door till time leave', 'till', 'till time', 'till time leave', 'time', 'time leave', 'leave']",0,0,1,0,0,0.5
66054,Wonderful expertise and the ability to focus on the specific issue that I was facing,0,fantastic expertness ability focus specific issue face,"['fantastic', 'fantastic expertness', 'fantastic expertness ability', 'fantastic expertness ability focus', 'fantastic expertness ability focus specific', 'fantastic expertness ability focus specific issue', 'fantastic expertness ability focus specific issue face', 'expertness', 'expertness ability', 'expertness ability focus', 'expertness ability focus specific', 'expertness ability focus specific issue', 'expertness ability focus specific issue face', 'ability', 'ability focus', 'ability focus specific', 'ability focus specific issue', 'ability focus specific issue face', 'focus', 'focus specific', 'focus specific issue', 'focus specific issue face', 'specific', 'specific issue', 'specific issue face', 'issue', 'issue face', 'face']",0,0,1,0,0,0.5
160230,"Don't trust these roadside ""clinics"" PLEASE invest in your skin and the doctor you choose.",1,trust wayside clinic invest skin doctor choose,"['trust', 'trust wayside', 'trust wayside clinic', 'trust wayside clinic invest', 'trust wayside clinic invest skin', 'trust wayside clinic invest skin doctor', 'trust wayside clinic invest skin doctor choose', 'wayside', 'wayside clinic', 'wayside clinic invest', 'wayside clinic invest skin', 'wayside clinic invest skin doctor', 'wayside clinic invest skin doctor choose', 'clinic', 'clinic invest', 'clinic invest skin', 'clinic invest skin doctor', 'clinic invest skin doctor choose', 'invest', 'invest skin', 'invest skin doctor', 'invest skin doctor choose', 'skin', 'skin doctor', 'skin doctor choose', 'doctor', 'doctor choose', 'choose']",1,0,0,0,0,0.5
130551,"My experience with dr jones has been amazing, I had a procedure done on my face when I first met him.",0,experience amaze procedure face meet,"['experience', 'experience amaze', 'experience amaze procedure', 'experience amaze procedure face', 'experience amaze procedure face meet', 'amaze', 'amaze procedure', 'amaze procedure face', 'amaze procedure face meet', 'procedure', 'procedure face', 'procedure face meet', 'face', 'face meet', 'meet']",0,0,1,0,0,0.5
146869,"My implants were so big and misplaced, and left my cheeks hanging low and my face looking wide and abnormal.",1,plant big misplace leave cheek hang low face look wide abnormal,"['plant', 'plant big', 'plant big misplace', 'plant big misplace leave', 'plant big misplace leave cheek', 'plant big misplace leave cheek hang', 'plant big misplace leave cheek hang low', 'plant big misplace leave cheek hang low face', 'plant big misplace leave cheek hang low face look', 'plant big misplace leave cheek hang low face look wide', 'plant big misplace leave cheek hang low face look wide abnormal', 'big', 'big misplace', 'big misplace leave', 'big misplace leave cheek', 'big misplace leave cheek hang', 'big misplace leave cheek hang low', 'big misplace leave cheek hang low face', 'big misplace leave cheek hang low face look', 'big misplace leave cheek hang low face look wide', 'big misplace leave cheek hang low face look wide abnormal', 'misplace', 'misplace leave', 'misplace leave cheek', 'misplace leave cheek hang', 'misplace leave cheek hang low', 'misplace leave cheek hang low face', 'misplace leave cheek hang low face look', 'misplace leave cheek hang low face look wide', 'misplace leave cheek hang low face look wide abnormal', 'leave', 'leave cheek', 'leave cheek hang', 'leave cheek hang low', 'leave cheek hang low face', 'leave cheek hang low face look', 'leave cheek hang low face look wide', 'leave cheek hang low face look wide abnormal', 'cheek', 'cheek hang', 'cheek hang low', 'cheek hang low face', 'cheek hang low face look', 'cheek hang low face look wide', 'cheek hang low face look wide abnormal', 'hang', 'hang low', 'hang low face', 'hang low face look', 'hang low face look wide', 'hang low face look wide abnormal', 'low', 'low face', 'low face look', 'low face look wide', 'low face look wide abnormal', 'face', 'face look', 'face look wide', 'face look wide abnormal', 'look', 'look wide', 'look wide abnormal', 'wide', 'wide abnormal', 'abnormal']",0,0,1,0,0,0.5
