commentId,comment,classification,comment_processed,word_phrase_list,tell,tell post,post,similarity_score
146732,"and I have a family history of bad reactions to anesthesia, and not once did I get sick or nausous post surgery thank god!",0,family history bad reaction not sick nausous post surgery thank god,"['family', 'family history', 'family history bad', 'family history bad reaction', 'family history bad reaction not', 'family history bad reaction not sick', 'family history bad reaction not sick nausous', 'family history bad reaction not sick nausous post', 'family history bad reaction not sick nausous post surgery', 'family history bad reaction not sick nausous post surgery thank', 'family history bad reaction not sick nausous post surgery thank god', 'history', 'history bad', 'history bad reaction', 'history bad reaction not', 'history bad reaction not sick', 'history bad reaction not sick nausous', 'history bad reaction not sick nausous post', 'history bad reaction not sick nausous post surgery', 'history bad reaction not sick nausous post surgery thank', 'history bad reaction not sick nausous post surgery thank god', 'bad', 'bad reaction', 'bad reaction not', 'bad reaction not sick', 'bad reaction not sick nausous', 'bad reaction not sick nausous post', 'bad reaction not sick nausous post surgery', 'bad reaction not sick nausous post surgery thank', 'bad reaction not sick nausous post surgery thank god', 'reaction', 'reaction not', 'reaction not sick', 'reaction not sick nausous', 'reaction not sick nausous post', 'reaction not sick nausous post surgery', 'reaction not sick nausous post surgery thank', 'reaction not sick nausous post surgery thank god', 'not', 'not sick', 'not sick nausous', 'not sick nausous post', 'not sick nausous post surgery', 'not sick nausous post surgery thank', 'not sick nausous post surgery thank god', 'sick', 'sick nausous', 'sick nausous post', 'sick nausous post surgery', 'sick nausous post surgery thank', 'sick nausous post surgery thank god', 'nausous', 'nausous post', 'nausous post surgery', 'nausous post surgery thank', 'nausous post surgery thank god', 'post', 'post surgery', 'post surgery thank', 'post surgery thank god', 'surgery', 'surgery thank', 'surgery thank god', 'thank', 'thank god', 'god']",0,0,1,0.018726591760299626
173878,"Tried to tell me and other patients in the waiting room, (which has the hardest chairs imaginable",1,try tell patient wait room hard chair conceivable,"['try', 'try tell', 'try tell patient', 'try tell patient wait', 'try tell patient wait room', 'try tell patient wait room hard', 'try tell patient wait room hard chair', 'try tell patient wait room hard chair conceivable', 'tell', 'tell patient', 'tell patient wait', 'tell patient wait room', 'tell patient wait room hard', 'tell patient wait room hard chair', 'tell patient wait room hard chair conceivable', 'patient', 'patient wait', 'patient wait room', 'patient wait room hard', 'patient wait room hard chair', 'patient wait room hard chair conceivable', 'wait', 'wait room', 'wait room hard', 'wait room hard chair', 'wait room hard chair conceivable', 'room', 'room hard', 'room hard chair', 'room hard chair conceivable', 'hard', 'hard chair', 'hard chair conceivable', 'chair', 'chair conceivable', 'conceivable']",1,0,0,0.034013605442176874
187404,I don't need you to call me please or post a reply.,1,need post reply,"['need', 'need post', 'need post reply', 'post', 'post reply', 'reply']",0,0,1,0.18518518518518517
186142,My dentist told me I literally had a gaping hole between my mouth,1,dentist tell literally gape hole mouth,"['dentist', 'dentist tell', 'dentist tell literally', 'dentist tell literally gape', 'dentist tell literally gape hole', 'dentist tell literally gape hole mouth', 'tell', 'tell literally', 'tell literally gape', 'tell literally gape hole', 'tell literally gape hole mouth', 'literally', 'literally gape', 'literally gape hole', 'literally gape hole mouth', 'gape', 'gape hole', 'gape hole mouth', 'hole', 'hole mouth', 'mouth']",1,0,0,0.0574712643678161
125990,"When I told him that exacerbated it he told me I was an ""empathetic enabler"".",1,tell aggravate tell sympathetic enable,"['tell', 'tell aggravate', 'tell aggravate tell', 'tell aggravate tell sympathetic', 'tell aggravate tell sympathetic enable', 'aggravate', 'aggravate tell', 'aggravate tell sympathetic', 'aggravate tell sympathetic enable', 'tell', 'tell sympathetic', 'tell sympathetic enable', 'sympathetic', 'sympathetic enable', 'enable']",1,0,0,0.07936507936507936
143881,When I made my appointment I told the woman who set it up that I had experienced interminable wait times in the past?once in 2017,1,appointment tell woman set experience endless wait time pastonce,"['appointment', 'appointment tell', 'appointment tell woman', 'appointment tell woman set', 'appointment tell woman set experience', 'appointment tell woman set experience endless', 'appointment tell woman set experience endless wait', 'appointment tell woman set experience endless wait time', 'appointment tell woman set experience endless wait time pastonce', 'tell', 'tell woman', 'tell woman set', 'tell woman set experience', 'tell woman set experience endless', 'tell woman set experience endless wait', 'tell woman set experience endless wait time', 'tell woman set experience endless wait time pastonce', 'woman', 'woman set', 'woman set experience', 'woman set experience endless', 'woman set experience endless wait', 'woman set experience endless wait time', 'woman set experience endless wait time pastonce', 'set', 'set experience', 'set experience endless', 'set experience endless wait', 'set experience endless wait time', 'set experience endless wait time pastonce', 'experience', 'experience endless', 'experience endless wait', 'experience endless wait time', 'experience endless wait time pastonce', 'endless', 'endless wait', 'endless wait time', 'endless wait time pastonce', 'wait', 'wait time', 'wait time pastonce', 'time', 'time pastonce', 'pastonce']",1,0,0,0.0273224043715847
160465,"AND TOLD ME SO MUCH I DIDN'T KNOW ABOUT MY INSURANCE , JUST DO FRIENDLY!!",0,tell know insurance friendly,"['tell', 'tell know', 'tell know insurance', 'tell know insurance friendly', 'know', 'know insurance', 'know insurance friendly', 'insurance', 'insurance friendly', 'friendly']",1,0,0,0.11627906976744186
151283,"and obvious AFTER my surgery .I had been a favorite patient up until I told him I was worse, not better.",1,obvious surgery favorite patient tell bad not good,"['obvious', 'obvious surgery', 'obvious surgery favorite', 'obvious surgery favorite patient', 'obvious surgery favorite patient tell', 'obvious surgery favorite patient tell bad', 'obvious surgery favorite patient tell bad not', 'obvious surgery favorite patient tell bad not good', 'surgery', 'surgery favorite', 'surgery favorite patient', 'surgery favorite patient tell', 'surgery favorite patient tell bad', 'surgery favorite patient tell bad not', 'surgery favorite patient tell bad not good', 'favorite', 'favorite patient', 'favorite patient tell', 'favorite patient tell bad', 'favorite patient tell bad not', 'favorite patient tell bad not good', 'patient', 'patient tell', 'patient tell bad', 'patient tell bad not', 'patient tell bad not good', 'tell', 'tell bad', 'tell bad not', 'tell bad not good', 'bad', 'bad not', 'bad not good', 'not', 'not good', 'good']",1,0,0,0.034013605442176874
139554,and right that ought to tell you about her true colors.,1,right ought tell true color,"['right', 'right ought', 'right ought tell', 'right ought tell true', 'right ought tell true color', 'ought', 'ought tell', 'ought tell true', 'ought tell true color', 'tell', 'tell true', 'tell true color', 'true', 'true color', 'color']",1,0,0,0.07936507936507936
143266,They called to tell me the doctor was running late and appreciated their communication with me!,0,call tell doctor run late appreciate communication,"['call', 'call tell', 'call tell doctor', 'call tell doctor run', 'call tell doctor run late', 'call tell doctor run late appreciate', 'call tell doctor run late appreciate communication', 'tell', 'tell doctor', 'tell doctor run', 'tell doctor run late', 'tell doctor run late appreciate', 'tell doctor run late appreciate communication', 'doctor', 'doctor run', 'doctor run late', 'doctor run late appreciate', 'doctor run late appreciate communication', 'run', 'run late', 'run late appreciate', 'run late appreciate communication', 'late', 'late appreciate', 'late appreciate communication', 'appreciate', 'appreciate communication', 'communication']",1,0,0,0.043478260869565216
145431,"Was told how much better it would be after surgery, two surgeries later and more pain and a screwed up knee .",1,tell good surgery forgery late pain screw knee,"['tell', 'tell good', 'tell good surgery', 'tell good surgery forgery', 'tell good surgery forgery late', 'tell good surgery forgery late pain', 'tell good surgery forgery late pain screw', 'tell good surgery forgery late pain screw knee', 'good', 'good surgery', 'good surgery forgery', 'good surgery forgery late', 'good surgery forgery late pain', 'good surgery forgery late pain screw', 'good surgery forgery late pain screw knee', 'surgery', 'surgery forgery', 'surgery forgery late', 'surgery forgery late pain', 'surgery forgery late pain screw', 'surgery forgery late pain screw knee', 'forgery', 'forgery late', 'forgery late pain', 'forgery late pain screw', 'forgery late pain screw knee', 'late', 'late pain', 'late pain screw', 'late pain screw knee', 'pain', 'pain screw', 'pain screw knee', 'screw', 'screw knee', 'knee']",1,0,0,0.034013605442176874
147156,and either she did not catch the scarring occurring over my trabecular meshwork or she simply did not want to tell me.,1,not catch scar occur trabecular net simply not want tell,"['not', 'not catch', 'not catch scar', 'not catch scar occur', 'not catch scar occur trabecular', 'not catch scar occur trabecular net', 'not catch scar occur trabecular net simply', 'not catch scar occur trabecular net simply not', 'not catch scar occur trabecular net simply not want', 'not catch scar occur trabecular net simply not want tell', 'catch', 'catch scar', 'catch scar occur', 'catch scar occur trabecular', 'catch scar occur trabecular net', 'catch scar occur trabecular net simply', 'catch scar occur trabecular net simply not', 'catch scar occur trabecular net simply not want', 'catch scar occur trabecular net simply not want tell', 'scar', 'scar occur', 'scar occur trabecular', 'scar occur trabecular net', 'scar occur trabecular net simply', 'scar occur trabecular net simply not', 'scar occur trabecular net simply not want', 'scar occur trabecular net simply not want tell', 'occur', 'occur trabecular', 'occur trabecular net', 'occur trabecular net simply', 'occur trabecular net simply not', 'occur trabecular net simply not want', 'occur trabecular net simply not want tell', 'trabecular', 'trabecular net', 'trabecular net simply', 'trabecular net simply not', 'trabecular net simply not want', 'trabecular net simply not want tell', 'net', 'net simply', 'net simply not', 'net simply not want', 'net simply not want tell', 'simply', 'simply not', 'simply not want', 'simply not want tell', 'not', 'not want', 'not want tell', 'want', 'want tell', 'tell']",1,0,0,0.02242152466367713
111987,No one can tell that I got a breast augmentation even though they are DD.,0,no tell get breast pigmentation,"['no', 'no tell', 'no tell get', 'no tell get breast', 'no tell get breast pigmentation', 'tell', 'tell get', 'tell get breast', 'tell get breast pigmentation', 'get', 'get breast', 'get breast pigmentation', 'breast', 'breast pigmentation', 'pigmentation']",1,0,0,0.07936507936507936
176673,"He tells me hes going through the sides, then doesnt do a consultant of what i like or",1,tell go side adviser like,"['tell', 'tell go', 'tell go side', 'tell go side adviser', 'tell go side adviser like', 'go', 'go side', 'go side adviser', 'go side adviser like', 'side', 'side adviser', 'side adviser like', 'adviser', 'adviser like', 'like']",1,0,0,0.07936507936507936
87229,I told them I was not interested,1,tell not interest,"['tell', 'tell not', 'tell not interest', 'not', 'not interest', 'interest']",1,0,0,0.18518518518518517
125824,Told me to lift my leg (literally) and repeat and walked away.,1,tell lift leg literally repeat walk away,"['tell', 'tell lift', 'tell lift leg', 'tell lift leg literally', 'tell lift leg literally repeat', 'tell lift leg literally repeat walk', 'tell lift leg literally repeat walk away', 'lift', 'lift leg', 'lift leg literally', 'lift leg literally repeat', 'lift leg literally repeat walk', 'lift leg literally repeat walk away', 'leg', 'leg literally', 'leg literally repeat', 'leg literally repeat walk', 'leg literally repeat walk away', 'literally', 'literally repeat', 'literally repeat walk', 'literally repeat walk away', 'repeat', 'repeat walk', 'repeat walk away', 'walk', 'walk away', 'away']",1,0,0,0.043478260869565216
77386,The nursing staff was great pre and post surgery.,0,nurse staff great pre post surgery,"['nurse', 'nurse staff', 'nurse staff great', 'nurse staff great pre', 'nurse staff great pre post', 'nurse staff great pre post surgery', 'staff', 'staff great', 'staff great pre', 'staff great pre post', 'staff great pre post surgery', 'great', 'great pre', 'great pre post', 'great pre post surgery', 'pre', 'pre post', 'pre post surgery', 'post', 'post surgery', 'surgery']",0,0,1,0.0574712643678161
123860,"He told me the scars would be invisible, which was a total lie.",1,tell scar invisible total lie,"['tell', 'tell scar', 'tell scar invisible', 'tell scar invisible total', 'tell scar invisible total lie', 'scar', 'scar invisible', 'scar invisible total', 'scar invisible total lie', 'invisible', 'invisible total', 'invisible total lie', 'total', 'total lie', 'lie']",1,0,0,0.07936507936507936
77355,Caley was my nurse and who I spent a lot of time with at post op check ups and I just love her to pieces.,0,coley nurse spend lot time post op check love piece,"['coley', 'coley nurse', 'coley nurse spend', 'coley nurse spend lot', 'coley nurse spend lot time', 'coley nurse spend lot time post', 'coley nurse spend lot time post op', 'coley nurse spend lot time post op check', 'coley nurse spend lot time post op check love', 'coley nurse spend lot time post op check love piece', 'nurse', 'nurse spend', 'nurse spend lot', 'nurse spend lot time', 'nurse spend lot time post', 'nurse spend lot time post op', 'nurse spend lot time post op check', 'nurse spend lot time post op check love', 'nurse spend lot time post op check love piece', 'spend', 'spend lot', 'spend lot time', 'spend lot time post', 'spend lot time post op', 'spend lot time post op check', 'spend lot time post op check love', 'spend lot time post op check love piece', 'lot', 'lot time', 'lot time post', 'lot time post op', 'lot time post op check', 'lot time post op check love', 'lot time post op check love piece', 'time', 'time post', 'time post op', 'time post op check', 'time post op check love', 'time post op check love piece', 'post', 'post op', 'post op check', 'post op check love', 'post op check love piece', 'op', 'op check', 'op check love', 'op check love piece', 'check', 'check love', 'check love piece', 'love', 'love piece', 'piece']",0,0,1,0.02242152466367713
122868,You will meet with surgeons that do not tell the story straight.,1,meet surgeon not tell story straight,"['meet', 'meet surgeon', 'meet surgeon not', 'meet surgeon not tell', 'meet surgeon not tell story', 'meet surgeon not tell story straight', 'surgeon', 'surgeon not', 'surgeon not tell', 'surgeon not tell story', 'surgeon not tell story straight', 'not', 'not tell', 'not tell story', 'not tell story straight', 'tell', 'tell story', 'tell story straight', 'story', 'story straight', 'straight']",1,0,0,0.0574712643678161
179335,"LADIES when I tell you I was awake during the surgery, I was singing to the music that was being played",0,lady tell awake surgery sing music play,"['lady', 'lady tell', 'lady tell awake', 'lady tell awake surgery', 'lady tell awake surgery sing', 'lady tell awake surgery sing music', 'lady tell awake surgery sing music play', 'tell', 'tell awake', 'tell awake surgery', 'tell awake surgery sing', 'tell awake surgery sing music', 'tell awake surgery sing music play', 'awake', 'awake surgery', 'awake surgery sing', 'awake surgery sing music', 'awake surgery sing music play', 'surgery', 'surgery sing', 'surgery sing music', 'surgery sing music play', 'sing', 'sing music', 'sing music play', 'music', 'music play', 'play']",1,0,0,0.043478260869565216
117293,Dr. Vaccaro is cocky and does not spend the time needed with his patients pre or post surgery.,1,cock not spend time need patient pre post surgery,"['cock', 'cock not', 'cock not spend', 'cock not spend time', 'cock not spend time need', 'cock not spend time need patient', 'cock not spend time need patient pre', 'cock not spend time need patient pre post', 'cock not spend time need patient pre post surgery', 'not', 'not spend', 'not spend time', 'not spend time need', 'not spend time need patient', 'not spend time need patient pre', 'not spend time need patient pre post', 'not spend time need patient pre post surgery', 'spend', 'spend time', 'spend time need', 'spend time need patient', 'spend time need patient pre', 'spend time need patient pre post', 'spend time need patient pre post surgery', 'time', 'time need', 'time need patient', 'time need patient pre', 'time need patient pre post', 'time need patient pre post surgery', 'need', 'need patient', 'need patient pre', 'need patient pre post', 'need patient pre post surgery', 'patient', 'patient pre', 'patient pre post', 'patient pre post surgery', 'pre', 'pre post', 'pre post surgery', 'post', 'post surgery', 'surgery']",0,0,1,0.0273224043715847
158692,so what you're really telling me is there is no doctor out there that can help me.,1,tell no doctor help,"['tell', 'tell no', 'tell no doctor', 'tell no doctor help', 'no', 'no doctor', 'no doctor help', 'doctor', 'doctor help', 'help']",1,0,0,0.11627906976744186
188346,Each time he dismissed the fact that I told him I was in excruciating pain 10/10 with movement and taking,1,time dismiss fact tell torment pain movement take,"['time', 'time dismiss', 'time dismiss fact', 'time dismiss fact tell', 'time dismiss fact tell torment', 'time dismiss fact tell torment pain', 'time dismiss fact tell torment pain movement', 'time dismiss fact tell torment pain movement take', 'dismiss', 'dismiss fact', 'dismiss fact tell', 'dismiss fact tell torment', 'dismiss fact tell torment pain', 'dismiss fact tell torment pain movement', 'dismiss fact tell torment pain movement take', 'fact', 'fact tell', 'fact tell torment', 'fact tell torment pain', 'fact tell torment pain movement', 'fact tell torment pain movement take', 'tell', 'tell torment', 'tell torment pain', 'tell torment pain movement', 'tell torment pain movement take', 'torment', 'torment pain', 'torment pain movement', 'torment pain movement take', 'pain', 'pain movement', 'pain movement take', 'movement', 'movement take', 'take']",1,0,0,0.034013605442176874
150192,"and told him "" in my plan it says I was having my back, flanks , and ab done.""",1,tell plan say have flank ab,"['tell', 'tell plan', 'tell plan say', 'tell plan say have', 'tell plan say have flank', 'tell plan say have flank ab', 'plan', 'plan say', 'plan say have', 'plan say have flank', 'plan say have flank ab', 'say', 'say have', 'say have flank', 'say have flank ab', 'have', 'have flank', 'have flank ab', 'flank', 'flank ab', 'ab']",1,0,0,0.0574712643678161
61175,That he pays attention to what you're telling him.,0,pay attention tell,"['pay', 'pay attention', 'pay attention tell', 'attention', 'attention tell', 'tell']",1,0,0,0.18518518518518517
82076,Patients call back to tell us about their amazing experience with you and your staff,0,patient tell amaze experience staff,"['patient', 'patient tell', 'patient tell amaze', 'patient tell amaze experience', 'patient tell amaze experience staff', 'tell', 'tell amaze', 'tell amaze experience', 'tell amaze experience staff', 'amaze', 'amaze experience', 'amaze experience staff', 'experience', 'experience staff', 'staff']",1,0,0,0.07936507936507936
168317,"and instead if billing my insurance company the full amount, they only billed partial which costed me $1400 out of pocket instead of only $400.",1,instead fill insurance company kill partial post pocket instead,"['instead', 'instead fill', 'instead fill insurance', 'instead fill insurance company', 'instead fill insurance company kill', 'instead fill insurance company kill partial', 'instead fill insurance company kill partial post', 'instead fill insurance company kill partial post pocket', 'instead fill insurance company kill partial post pocket instead', 'fill', 'fill insurance', 'fill insurance company', 'fill insurance company kill', 'fill insurance company kill partial', 'fill insurance company kill partial post', 'fill insurance company kill partial post pocket', 'fill insurance company kill partial post pocket instead', 'insurance', 'insurance company', 'insurance company kill', 'insurance company kill partial', 'insurance company kill partial post', 'insurance company kill partial post pocket', 'insurance company kill partial post pocket instead', 'company', 'company kill', 'company kill partial', 'company kill partial post', 'company kill partial post pocket', 'company kill partial post pocket instead', 'kill', 'kill partial', 'kill partial post', 'kill partial post pocket', 'kill partial post pocket instead', 'partial', 'partial post', 'partial post pocket', 'partial post pocket instead', 'post', 'post pocket', 'post pocket instead', 'pocket', 'pocket instead', 'instead']",0,0,1,0.0273224043715847
158350,I called in days later to confirm the time the C02 laser would take and was told Emily had a conflict,1,call confirm time c laser tell emily conflict,"['call', 'call confirm', 'call confirm time', 'call confirm time c', 'call confirm time c laser', 'call confirm time c laser tell', 'call confirm time c laser tell emily', 'call confirm time c laser tell emily conflict', 'confirm', 'confirm time', 'confirm time c', 'confirm time c laser', 'confirm time c laser tell', 'confirm time c laser tell emily', 'confirm time c laser tell emily conflict', 'time', 'time c', 'time c laser', 'time c laser tell', 'time c laser tell emily', 'time c laser tell emily conflict', 'c', 'c laser', 'c laser tell', 'c laser tell emily', 'c laser tell emily conflict', 'laser', 'laser tell', 'laser tell emily', 'laser tell emily conflict', 'tell', 'tell emily', 'tell emily conflict', 'emily', 'emily conflict', 'conflict']",1,0,0,0.034013605442176874
151021,"I was told today that I have 20/20 vision, something that I have never heard going to numerous optometrist appointments over the years.",0,tell vision hear go numerous optometrist appointment,"['tell', 'tell vision', 'tell vision hear', 'tell vision hear go', 'tell vision hear go numerous', 'tell vision hear go numerous optometrist', 'tell vision hear go numerous optometrist appointment', 'vision', 'vision hear', 'vision hear go', 'vision hear go numerous', 'vision hear go numerous optometrist', 'vision hear go numerous optometrist appointment', 'hear', 'hear go', 'hear go numerous', 'hear go numerous optometrist', 'hear go numerous optometrist appointment', 'go', 'go numerous', 'go numerous optometrist', 'go numerous optometrist appointment', 'numerous', 'numerous optometrist', 'numerous optometrist appointment', 'optometrist', 'optometrist appointment', 'appointment']",1,0,0,0.043478260869565216
